>>swe<< Go.	Gå.
>>swe<< Contact Tom.	Kontakta Tom.
>>swe<< Contact Tom.	Ta kontakt med Tom.
>>swe<< Did you win?	Vann du?
>>swe<< Did you win?	Vann ni?
>>swe<< Do it again!	Gör det igen!
>>swe<< Do it again.	Gör det igen.
>>swe<< Do it later.	Gör det senare.
>>swe<< Do it right.	Gör det rätt.
>>swe<< Don't argue.	Inga men.
>>swe<< Don't cheat.	Fuska inte.
>>swe<< Don't do it!	Gör det inte!
>>swe<< Don't do it.	Gör det inte.
>>swe<< Don't do it.	Gör inte det.
>>swe<< Don't fight.	Slåss inte.
>>swe<< Don't gloat.	Glo inte.
>>swe<< Don't leave.	Gå inte.
>>swe<< Don't shoot!	Skjut inte!
>>swe<< Don't smile.	Le inte.
>>swe<< Don't smoke.	Rök inte.
>>swe<< Don't speak.	Tala inte.
>>swe<< Don't speak.	Prata inte.
>>swe<< Don't stand.	Stå inte.
>>swe<< Don't stare.	Stirra inte.
>>swe<< Don't worry.	Oroa dig inte.
>>swe<< Follow them.	Följ dem.
>>swe<< Follow them.	Följ efter dem.
>>swe<< Get a knife.	Hämta en kniv.
>>swe<< Get a knife.	Skaffa en kniv.
>>swe<< Get a knife.	Fixa en kniv.
>>swe<< Get changed.	Byt om.
>>swe<< Get changed.	Byt kläder.
>>swe<< Get dressed.	Klä på dig.
>>swe<< Get dressed.	Klä på er.
>>swe<< Go get help.	Gå och hämta hjälp.
>>swe<< Go with Tom.	Gå med Tom.
>>swe<< Go with Tom.	Följ med Tom.
>>swe<< He can come.	Han får komma.
>>swe<< He can read.	Han kan läsa.
>>swe<< He can swim.	Han kan simma.
>>swe<< He found it.	Han hittade det.
>>swe<< He found it.	Han hittade den.
>>swe<< He insisted.	Han insisterade.
>>swe<< He is alone.	Han är ensam.
>>swe<< He is hated.	Han är hatad.
>>swe<< He is lying.	Han ljuger.
>>swe<< He loves me.	Han älskar mig.
>>swe<< He was hurt.	Han blev skadad.
>>swe<< He was hurt.	Han blev sårad.
>>swe<< He's a jerk.	Han är en idiot.
>>swe<< He's a liar.	Han är en lögnare.
>>swe<< He's faking.	Han låtsas.
>>swe<< He's my son.	Han är min son.
>>swe<< He's strong.	Han är stark.
>>swe<< Here she is!	Här är hon!
>>swe<< How are you?	Hur är läget?
>>swe<< How are you?	Hur är det?
>>swe<< How are you?	Hur mår du?
>>swe<< I also went.	Jag gick också.
>>swe<< I am coming.	Jag kommer.
>>swe<< I am online.	Jag är online.
>>swe<< I am taller.	Jag är längre.
>>swe<< I apologize.	Jag ber om ursäkt.
>>swe<< I assume so.	Jag antar det.
>>swe<< I can drive.	Jag kan köra.
>>swe<< I can't eat.	Jag kan inte äta.
>>swe<< I can't sew.	Jag kan inte sy.
>>swe<< I dug a pit.	Jag grävde en grop.
>>swe<< I eat alone.	Jag äter ensam.
>>swe<< I eat fruit.	Jag äter frukt.
>>swe<< I found you.	Jag hittade dig.
>>swe<< I got a job.	Jag fick ett jobb.
>>swe<< I got a job.	Jag skaffade mig ett jobb.
>>swe<< I got stuck.	Jag fastnade.
>>swe<< I got tired.	Jag blev trött.
>>swe<< I had a cat.	Jag hade en katt.
>>swe<< I hate beer.	Jag hatar öl.
>>swe<< I hate hats.	Jag hatar hattar.
>>swe<< I hate mice.	Jag hatar möss.
>>swe<< I hate milk.	Jag hatar mjölk.
>>swe<< I hate work.	Jag hatar arbete.
>>swe<< I have news.	Jag har nyheter.
>>swe<< I heard you.	Jag hörde dig.
>>swe<< I heard you.	Jag hörde er.
>>swe<< I like both.	Jag gillar båda.
>>swe<< I like cake.	Jag gillar tårta.
>>swe<< I like cake.	Jag tycker om tårta.
>>swe<< I like cats.	Jag gillar katter.
>>swe<< I like cats.	Jag tycker om katter.
>>swe<< I like dogs.	Jag gillar hundar.
>>swe<< I like jazz.	Jag gillar jazz.
>>swe<< I like math.	Jag gillar matte.
>>swe<< I like this.	Jag gillar det här.
>>swe<< I like wine.	Jag gillar vin.
>>swe<< I like wine.	Jag tycker om vin.
>>swe<< I live here.	Jag bor här.
>>swe<< I love Mary.	Jag älskar Mary.
>>swe<< I love beer.	Jag älskar öl.
>>swe<< I love rock.	Jag älskar rock.
>>swe<< I love snow.	Jag älskar snö.
>>swe<< I love them.	Jag älskar dem.
>>swe<< I loved her.	Jag älskade henne.
>>swe<< I must hide.	Jag måste gömma mig.
>>swe<< I never cry.	Jag gråter aldrig.
>>swe<< I overslept.	Jag försov mig.
>>swe<< I recovered.	Jag hämtade mig.
>>swe<< I saw to it.	Jag ordnade det.
>>swe<< I see a box.	Jag ser en låda.
>>swe<< I sell cars.	Jag säljer bilar.
>>swe<< I thank you.	Jag tackar dig.
>>swe<< I thank you.	Jag tackar er.
>>swe<< I trust you.	Jag litar på dig.
>>swe<< I trust you.	Jag litar på er.
>>swe<< I want rice.	Jag vill ha ris.
>>swe<< I want wine.	Jag vill ha vin.
>>swe<< I was angry.	Jag var arg.
>>swe<< I was fired.	Jag blev avskedad.
>>swe<< I was lucky.	Jag hade tur.
>>swe<< I was naive.	Jag var naiv.
>>swe<< I was there.	Jag var där.
>>swe<< I was tired.	Jag var trött.
>>swe<< I work here.	Jag arbetar här.
>>swe<< I work here.	Jag jobbar här.
>>swe<< I'll change.	Jag ska byta om.
>>swe<< I'll get by.	Jag klarar mig.
>>swe<< I'll get it.	Jag hämtar den.
>>swe<< I'll get it.	Jag hämtar det.
>>swe<< I'm a vegan.	Jag är vegan.
>>swe<< I'm at home.	Jag är hemma.
>>swe<< I'm certain.	Jag är säker.
>>swe<< I'm curious.	Jag är nyfiken.
>>swe<< I'm furious.	Jag är ursinnig.
>>swe<< I'm furious.	Jag är rasande.
>>swe<< I'm healthy.	Jag är vid god hälsa.
>>swe<< I'm healthy.	Jag är frisk.
>>swe<< I'm married.	Jag är gift.
>>swe<< I'm praying.	Jag ber.
>>swe<< I'm reading.	Jag läser.
>>swe<< I'm reading.	Jag håller på och läser.
>>swe<< I'm serious.	Jag är seriös.
>>swe<< I'm serious.	Jag är allvarlig.
>>swe<< I'm serious.	Jag menar allvar.
>>swe<< I'm so full.	Jag är så mätt.
>>swe<< I'm starved.	Jag är utsvulten.
>>swe<< I'm teasing.	Jag retas.
>>swe<< I'm the law.	Jag är lagen.
>>swe<< I'm thirsty.	Jag är törstig.
>>swe<< I'm touched.	Jag är rörd.
>>swe<< I'm waiting.	Jag väntar.
>>swe<< I'm winning.	Jag vinner.
>>swe<< Is Tom next?	Är Tom näst i tur?
>>swe<< Is it a fox?	Är det en räv?
>>swe<< Is it foggy?	Är det dimmigt?
>>swe<< Is it legal?	Är det lagligt?
>>swe<< Is it white?	Är den vit?
>>swe<< Is it white?	Är det vitt?
>>swe<< Is she nice?	Är hon trevlig?
>>swe<< Is that Tom?	Är det där Tom?
>>swe<< It happened.	Det hände.
>>swe<< It may hurt.	Det kommer kanske att göra ont.
>>swe<< It may hurt.	Det kan komma att göra ont.
>>swe<< It's Monday.	Det är måndag.
>>swe<< It's a joke.	Det är ett skämt.
>>swe<< It's a leak.	Det är ett läckage.
>>swe<< It's a leak.	Det är en läcka.
>>swe<< It's cloudy.	Det är molnigt.
>>swe<< It's futile.	Det är meningslöst.
>>swe<< It's locked.	Den är låst.
>>swe<< It's my job.	Det är mitt jobb.
>>swe<< It's my job.	Det är mitt arbete.
>>swe<< It's normal.	Det är normalt.
>>swe<< It's normal.	Det är vanligt.
>>swe<< Just get in.	In med dig bara.
>>swe<< Let me help.	Låt mig hjälpa till.
>>swe<< Let me live.	Låt mig leva.
>>swe<< Life is fun.	Livet är roligt.
>>swe<< Lunch is on.	Lunchen är klar.
>>swe<< Lunch is on.	Lunchen är färdig.
>>swe<< May I smoke?	Får jag röka?
>>swe<< Memorize it.	Lär dig det utantill.
>>swe<< My dog died.	Min hund dog.
>>swe<< Nobody came.	Ingen kom.
>>swe<< Plants grow.	Växter växer.
>>swe<< Please come.	Snälla kom.
>>swe<< Please stop!	Snälla sluta!
>>swe<< Please wait.	Var vänlig vänta.
>>swe<< Put it back.	Ställ tillbaka den.
>>swe<< Put this on.	Ta på dig den här.
>>swe<< Put this on.	Ta på dig det här.
>>swe<< Remember it.	Kom ihåg det.
>>swe<< Say nothing.	Säg ingenting.
>>swe<< Shake hands.	Skaka hand.
>>swe<< She bit him.	Hon bet honom.
>>swe<< She hit him.	Hon slog honom.
>>swe<< She hit him.	Hon slog till honom.
>>swe<< She hit him.	Hon gav honom ett slag.
>>swe<< She is dead.	Hon är död.
>>swe<< She is kind.	Hon är snäll.
>>swe<< She is lazy.	Hon är lat.
>>swe<< She slipped.	Hon halkade.
>>swe<< Stand still!	Stå still!
>>swe<< Stand still!	Stå stilla!
>>swe<< Stay inside.	Stanna inomhus.
>>swe<< Stay strong.	Kämpa på!
>>swe<< Stop moving.	Rör dig inte.
>>swe<< Stop trying.	Sluta försöka.
>>swe<< Take my car.	Tag min bil.
>>swe<< Take my car.	Ta min bil.
>>swe<< Talk slower.	Tala långsammare.
>>swe<< Talk slowly.	Tala långsamt.
>>swe<< Thanks, Tom.	Tack, Tom.
>>swe<< That's cool.	Det är okej.
>>swe<< That's fine.	Det där är okej.
>>swe<< That's free.	Det är gratis.
>>swe<< That's good.	Det är bra.
>>swe<< That's life.	Sånt är livet.
>>swe<< That's life.	Sådant är livet.
>>swe<< That's mine.	Det är mitt.
>>swe<< That's okay.	Det är okej.
>>swe<< That's true.	Det är sant.
>>swe<< The TV's on.	Tv:n är på.
>>swe<< They called.	De ringde.
>>swe<< They danced.	De dansade.
>>swe<< They kissed.	De kysste varandra.
>>swe<< They kissed.	De kysstes.
>>swe<< They obeyed.	De lydde.
>>swe<< They smiled.	De log.
>>swe<< They waited.	De väntade.
>>swe<< They're old.	De är gamla.
>>swe<< This is bad.	Det här är dåligt.
>>swe<< Tom blinked.	Tom blinkade.
>>swe<< Tom can sew.	Tom kan sy.
>>swe<< Tom coughed.	Tom hostade.
>>swe<< Tom fainted.	Tom svimmade.
>>swe<< Tom giggled.	Tom fnissade.
>>swe<< Tom got big.	Tom blev stor.
>>swe<< Tom got bit.	Tom blev biten.
>>swe<< Tom is back.	Tom är tillbaka.
>>swe<< Tom is bald.	Tom är flintskallig.
>>swe<< Tom is dead.	Tom är död.
>>swe<< Tom is deaf.	Tom är döv.
>>swe<< Tom is fair.	Tom är rättvis.
>>swe<< Tom is fast.	Tom är snabb.
>>swe<< Tom is free.	Tom är fri.
>>swe<< Tom is full.	Tom är mätt.
>>swe<< Tom is here.	Tom är här.
>>swe<< Tom is mean.	Tom är elak.
>>swe<< Tom is mean.	Tom är snål.
>>swe<< Tom is poor.	Tom är fattig.
>>swe<< Tom is safe.	Tom är i säkerhet.
>>swe<< Tom is tall.	Tom är lång.
>>swe<< Tom is weak.	Tom är svag.
>>swe<< Tom knew it.	Tom visste det.
>>swe<< Tom made it.	Tom klarade sig.
>>swe<< Tom made it.	Tom lyckades.
>>swe<< Tom made it.	Tom gjorde den.
>>swe<< Tom made it.	Tom gjorde det.
>>swe<< Tom painted.	Tom målade.
>>swe<< Tom saw her.	Tom såg henne.
>>swe<< Tom shouted.	Tom ropade.
>>swe<< Tom slipped.	Tom halkade.
>>swe<< Tom teaches.	Tom undervisar.
>>swe<< Tom vomited.	Tom kräktes.
>>swe<< Tom was big.	Tom var stor.
>>swe<< Tom'll call.	Tom ringer nog.
>>swe<< Tom'll come.	Tom kommer nog.
>>swe<< Tom'll help.	Tom hjälper nog till.
>>swe<< Tom'll live.	Tom överlever.
>>swe<< Tom'll live.	Tom överlever nog.
>>swe<< Tom'll quit.	Tom tänker sluta.
>>swe<< Tom'll stay.	Tom stannar nog.
>>swe<< Tom'll wait.	Tom väntar nog.
>>swe<< Tom's alert.	Tom är alert.
>>swe<< Tom's alert.	Tom är på alerten.
>>swe<< Tom's alert.	Tom är uppmärksam.
>>swe<< Tom's alert.	Tom är snabb i vändningarna.
>>swe<< Tom's alive.	Tom är vid liv.
>>swe<< Tom's alone.	Tom är allena.
>>swe<< Tom's alone.	Tom är för sig själv.
>>swe<< Tom's angry.	Tom är arg.
>>swe<< Tom's awake.	Tom är vaken.
>>swe<< Tom's bored.	Tom är uttråkad.
>>swe<< Tom's crazy.	Tom är tokig.
>>swe<< Tom's crazy.	Tom är galen.
>>swe<< Tom's drunk.	Tom är full.
>>swe<< Tom's dying.	Tom dör.
>>swe<< Tom's early.	Tom är tidig.
>>swe<< Tom's flaky.	Tom är stollig.
>>swe<< Tom's flaky.	Tom är hispig.
>>swe<< Tom's flaky.	Tom är knäpp.
>>swe<< Tom's funny.	Tom är rolig.
>>swe<< Tom's lucky.	Tom har tur.
>>swe<< Tom's lucky.	Tom är lyckligt lottad.
>>swe<< Tom's lying.	Tom ljuger.
>>swe<< Tom's pushy.	Tom är framfusig.
>>swe<< Tom's pushy.	Tom är framåt.
>>swe<< Tom's right.	Tom har rätt.
>>swe<< Tom's smart.	Tom är smart.
>>swe<< Tom's tired.	Tom är trött.
>>swe<< Tom's wrong.	Tom har fel.
>>swe<< Tom's young.	Tom är ung.
>>swe<< Turn it off.	Stäng av den.
>>swe<< Wait for me.	Vänta på mig!
>>swe<< Was I wrong?	Hade jag fel?
>>swe<< Wave to Tom.	Vinka till Tom.
>>swe<< We are here.	Vi är här.
>>swe<< We are sick.	Vi är sjuka.
>>swe<< We ate eggs.	Vi åt ägg.
>>swe<< We broke up.	Vi gjorde slut.
>>swe<< We help Tom.	Vi hjälper Tom.
>>swe<< We need you.	Vi behöver dig.
>>swe<< We promised.	Vi lovade.
>>swe<< We survived.	Vi överlevde.
>>swe<< We're dying.	Vi är döende.
>>swe<< We're going.	Vi ska åka.
>>swe<< We're going.	Vi ska gå.
>>swe<< We're going.	Vi åker.
>>swe<< We're going.	Vi går.
>>swe<< We're ready.	Vi är färdiga.
>>swe<< We're ready.	Vi är klara.
>>swe<< We're ready.	Vi är redo.
>>swe<< What a pain!	Vad jobbigt!
>>swe<< What is new?	Vad är nytt?
>>swe<< What's next?	Vad kommer härnäst?
>>swe<< What's next?	Vad ska ske nu?
>>swe<< What's next?	Vad händer nu?
>>swe<< What's this?	Vad är detta?
>>swe<< What's this?	Vad är det här?
>>swe<< Where is he?	Var är han?
>>swe<< Who escaped?	Vem flydde?
>>swe<< Who's first?	Vem går först?
>>swe<< Who's first?	Vem är först i tur?
>>swe<< Who's first?	Vem står först i tur?
>>swe<< Work slowly.	Arbeta långsamt.
>>swe<< Write to me.	Skriv till mig.
>>swe<< You hurt me.	Du gjorde mig illa.
>>swe<< You hurt me.	Du sårade mig.
>>swe<< You hurt me.	Du sårar mig.
>>swe<< You hurt me.	Du gör mig illa.
>>swe<< You're here.	Du är här.
>>swe<< You're late.	Du är sen.
>>swe<< You're late.	Du är inte i tid.
>>swe<< You're late.	Du kommer sent.
>>swe<< You're lazy.	Du är lat.
>>swe<< You're lazy.	Ni är lata.
>>swe<< You're loud.	Du är högljudd.
>>swe<< You're loud.	Ni är högljudda.
>>swe<< You're mine.	Du är min.
>>swe<< Am I in love?	Är jag förälskad?
>>swe<< Are we alone?	Är vi ensamma?
>>swe<< Are you done?	Är du färdig?
>>swe<< Are you here?	Är du här?
>>swe<< Are you here?	Är ni här?
>>swe<< Are you hurt?	Är du skadad?
>>swe<< Are you lost?	Är du vilse?
>>swe<< Are you safe?	Är du säker?
>>swe<< Are you safe?	Är du utom fara?
>>swe<< Are you safe?	Är du trygg?
>>swe<< Are you sane?	Är du tillräknelig?
>>swe<< Are you sane?	Är du vid dina sinnens fulla bruk?
>>swe<< Are you sane?	Är ni tillräkneliga?
>>swe<< Are you sane?	Är ni vid era sinnens fulla bruk?
>>swe<< Are you sure?	Är du säker?
>>swe<< Are you sure?	Är det säkert?
>>swe<< Are you sure?	Är ni säkra?
>>swe<< Boil one egg.	Koka ett ägg.
>>swe<< Bring backup.	Gå och hämta förstärkning.
>>swe<< Can you come?	Kan du komma?
>>swe<< Can you read?	Kan ni läsa?
>>swe<< Can you read?	Kan du läsa?
>>swe<< Can you swim?	Kan du simma?
>>swe<< Can you walk?	Kan du gå?
>>swe<< Come forward.	Kom framåt.
>>swe<< Come forward.	Kom fram.
>>swe<< Come quickly!	Kom fort!
>>swe<< Come with me.	Kom med mig.
>>swe<< Come with us.	Kom med oss.
>>swe<< Did Tom call?	Ringde Tom?
>>swe<< Did Tom call?	Har Tom ringt?
>>swe<< Did Tom vote?	Röstade Tom?
>>swe<< Did you vote?	Röstade du?
>>swe<< Do I look OK?	Ser jag OK ut?
>>swe<< Do I look OK?	Ser jag bra ut?
>>swe<< Do it Monday.	Gör det på måndag.
>>swe<< Do it anyway.	Gör det ändå.
>>swe<< Do you agree?	Håller ni med?
>>swe<< Do you smoke?	Röker ni?
>>swe<< Do you smoke?	Röker du?
>>swe<< Do you snore?	Snarkar du?
>>swe<< Don't ask me.	Fråga inte mig.
>>swe<< Don't be sad.	Var inte ledsen.
>>swe<< Don't kid me!	Skämta inte med mig!
>>swe<< Don't let go.	Släpp inte taget.
>>swe<< Don't scream.	Skrik inte.
>>swe<< Drive faster.	Kör fortare.
>>swe<< Drive safely.	Kör försiktigt.
>>swe<< Examine them.	Visitera dem.
>>swe<< Examine them.	Undersök dem.
>>swe<< Examine this.	Undersök det här.
>>swe<< Fear nothing.	Frukta ingenting.
>>swe<< Fear nothing.	Var inte rädd för något.
>>swe<< Find the cat.	Hitta katten.
>>swe<< Fish, please.	Fisk, tack.
>>swe<< Ghosts exist.	Spöken finns.
>>swe<< Go back, Tom.	Gå tillbaka, Tom.
>>swe<< Go there now.	Gå dit nu.
>>swe<< Good morning.	God morgon.
>>swe<< Good morning.	God morgon!
>>swe<< Grow up, Tom.	Väx upp, Tom.
>>swe<< Hang on, Tom.	Håll ut, Tom.
>>swe<< Have a drink.	Ta dig ett glas.
>>swe<< Have a drink.	Ta en drink.
>>swe<< Have another.	Ta en till.
>>swe<< He has a car.	Han har en bil.
>>swe<< He has a dog.	Han har hund.
>>swe<< He has a dog.	Han har en hund.
>>swe<< He is a poet.	Han är poet.
>>swe<< He is eating.	Han äter.
>>swe<< He likes tea.	Han gillar te.
>>swe<< He likes tea.	Han tycker om te.
>>swe<< He loves her.	Han älskar henne.
>>swe<< He mocked me.	Han drev med mig.
>>swe<< He was alone.	Han var ensam.
>>swe<< He was alone.	Han var för sig själv.
>>swe<< He was brave.	Han var modig.
>>swe<< He was great.	Han var mäktig.
>>swe<< He was great.	Han var jättebra.
>>swe<< He will come.	Han kommer att komma.
>>swe<< He will walk.	Han kommer att gå.
>>swe<< He's so cute.	Han är så söt.
>>swe<< Help me, Tom.	Hjälp mig, Tom.
>>swe<< Help us, Tom.	Hjälp oss, Tom.
>>swe<< How dare you!	Hur vågar du!
>>swe<< How exciting!	Vad spännande!
>>swe<< How pathetic!	Vad patetiskt!
>>swe<< How romantic!	Så romantiskt!
>>swe<< How's school?	Hur går det med skolan?
>>swe<< How's school?	Hur går det på skolan?
>>swe<< How's school?	Hur går det i skolan?
>>swe<< I am Chinese.	Jag är kinesiska.
>>swe<< I am at home.	Jag är hemma.
>>swe<< I am so sick.	Jag är så sjuk.
>>swe<< I apologized.	Jag bad om ursäkt.
>>swe<< I ate caviar.	Jag åt kaviar.
>>swe<< I can get it.	Jag kan hämta den.
>>swe<< I can try it.	Jag kan försöka göra det.
>>swe<< I chased Tom.	Jag jagade Tom.
>>swe<< I don't care.	Jag bryr mig inte.
>>swe<< I don't care.	Det ger jag tusan i.
>>swe<< I don't date.	Jag dejtar inte.
>>swe<< I don't mind.	Jag har inget emot det.
>>swe<< I don't swim.	Jag simmar inte.
>>swe<< I drank milk.	Jag drack mjölk.
>>swe<< I drink milk.	Jag dricker mjölk.
>>swe<< I drove here.	Jag körde hit.
>>swe<< I framed Tom.	Jag satte dit Tom.
>>swe<< I got caught.	Jag åkte fast.
>>swe<< I hate liars.	Jag hatar lögnare.
>>swe<< I hate sushi.	Jag hatar sushi.
>>swe<< I have a cat.	Jag har en katt.
>>swe<< I have a dog.	Jag har en hund.
>>swe<< I have a job.	Jag har ett jobb.
>>swe<< I have a kid.	Jag har ett barn.
>>swe<< I have a pen.	Jag har en penna.
>>swe<< I have a pen.	Jag har en kulspetspenna.
>>swe<< I have to go.	Jag måste gå.
>>swe<< I hear music.	Jag hör musik.
>>swe<< I improvised.	Jag improviserade.
>>swe<< I know a way.	Jag känner till en väg.
>>swe<< I know a way.	Jag vet ett sätt.
>>swe<< I know a way.	Jag vet en väg.
>>swe<< I learn fast.	Jag lär mig snabbt.
>>swe<< I like bears.	Jag gillar björnar.
>>swe<< I like bears.	Jag tycker om björnar.
>>swe<< I like chess.	Jag tycker om schack.
>>swe<< I like fruit.	Jag gillar frukt.
>>swe<< I like fruit.	Jag tycker om frukt.
>>swe<< I love trips.	Jag älskar att resa.
>>swe<< I made it up.	Jag hittade på det.
>>swe<< I meant well.	Jag menade väl.
>>swe<< I might stay.	Jag stannar kanske.
>>swe<< I need a hat.	Jag behöver en hatt.
>>swe<< I need a job.	Jag behöver ett jobb.
>>swe<< I need a pen.	Jag behöver en penna.
>>swe<< I need paint.	Jag behöver målarfärg.
>>swe<< I needed you.	Jag behövde dig.
>>swe<< I needed you.	Jag behövde er.
>>swe<< I rarely cry.	Jag gråter sällan.
>>swe<< I read books.	Jag läser böcker.
>>swe<< I saw a goat.	Jag såg en get.
>>swe<< I see a book.	Jag ser en bok.
>>swe<< I see a star.	Jag ser en stjärna.
>>swe<< I sell shoes.	Jag säljer skor.
>>swe<< I understand.	Jag fattar.
>>swe<< I understand.	Jag förstår.
>>swe<< I understood.	Jag fattar.
>>swe<< I understood.	Jag förstår.
>>swe<< I walk a lot.	Jag promenerar mycket.
>>swe<< I walk a lot.	Jag går mycket.
>>swe<< I want a nap.	Jag vill ta en tupplur.
>>swe<< I want fries.	Jag vill ha pommes frites.
>>swe<< I want money.	Jag vill ha pengar.
>>swe<< I was absent.	Jag var frånvarande.
>>swe<< I was hungry.	Jag var hungrig.
>>swe<< I was skiing.	Jag åkte skidor.
>>swe<< I wimped out.	Jag drog mig ur.
>>swe<< I won't lose!	Jag kommer inte att förlora.
>>swe<< I won't move.	Jag flyttar inte.
>>swe<< I won't move.	Jag flyttar mig inte.
>>swe<< I won't move.	Jag flyttar inte på mig.
>>swe<< I wonder why.	Jag undrar varför.
>>swe<< I'll be fine.	Jag klarar mig.
>>swe<< I'll be here.	Jag kommer att vara här.
>>swe<< I'll be here.	Jag stannar här.
>>swe<< I'll get one.	Jag fixar en.
>>swe<< I'll get one.	Jag hämtar en.
>>swe<< I'll pay you.	Jag ska betala dig.
>>swe<< I'll save it.	Jag ska spara det.
>>swe<< I'm a coward.	Jag är en fegis.
>>swe<< I'm a doctor.	Jag är doktor.
>>swe<< I'm a priest.	Jag är präst.
>>swe<< I'm artistic.	Jag är konstnärlig.
>>swe<< I'm artistic.	Jag är konstnärligt lagd.
>>swe<< I'm artistic.	Jag är konstnärlig av mig.
>>swe<< I'm bleeding.	Jag blöder.
>>swe<< I'm busy now.	Jag är upptagen nu.
>>swe<< I'm creative.	Jag är kreativ.
>>swe<< I'm drowning.	Jag drunknar.
>>swe<< I'm escaping.	Jag flyr.
>>swe<< I'm finished.	Jag är färdig.
>>swe<< I'm freezing.	Jag fryser.
>>swe<< I'm grieving.	Jag sörjer.
>>swe<< I'm horrible.	Jag är hemsk.
>>swe<< I'm innocent.	Jag är utan skuld.
>>swe<< I'm like you.	Jag är som dig.
>>swe<< I'm not home.	Jag är inte hemma.
>>swe<< I'm not sure.	Jag är inte säker.
>>swe<< I'm off beer.	Jag har slutat med öl.
>>swe<< I'm relieved.	Jag är lättad.
>>swe<< I'm sick now.	Jag är sjuk nu.
>>swe<< I'm so happy.	Jag är så lycklig.
>>swe<< I'm stressed.	Jag är stressad.
>>swe<< I'm sweating.	Jag svettas.
>>swe<< I'm the best.	Jag är bäst.
>>swe<< I'm ticklish.	Jag är kittlig.
>>swe<< I'm to blame.	Det är mitt fel.
>>swe<< I'm very fat.	Jag är jättetjock.
>>swe<< I've got you.	Jag fick dig.
>>swe<< I've got you.	Jag har dig.
>>swe<< Is Monday OK?	Går måndag bra?
>>swe<< Is Monday OK?	Går det bra på måndag?
>>swe<< Is Monday OK?	Funkar måndag?
>>swe<< Is Monday OK?	Fungerar måndag?
>>swe<< Is Tom black?	Är Tom svart?
>>swe<< Is Tom crazy?	Är Tom galen?
>>swe<< Is that blue?	Är det blått?
>>swe<< Is that true?	Är det sant?
>>swe<< Is this love?	Är detta kärlek?
>>swe<< Is this mink?	Är det här mink?
>>swe<< It scared me.	Det skrämde mig.
>>swe<< It was arson.	Det var mordbrand.
>>swe<< It was black.	Den var svart.
>>swe<< It was black.	Det var svart.
>>swe<< It was night.	Det var natt.
>>swe<< It was noisy.	Det var högljutt.
>>swe<< It was noisy.	Den var högljudd.
>>swe<< It was quiet.	Det var tyst.
>>swe<< It was quiet.	Den var tyst.
>>swe<< It was round.	Den var rund.
>>swe<< It was round.	Det var runt.
>>swe<< It's a robot.	Det är en robot.
>>swe<< It's awkward.	Det är pinsamt.
>>swe<< It's bedtime.	Det är läggdags.
>>swe<< It's garbage.	Det är skräp.
>>swe<< It's genuine.	Den är äkta.
>>swe<< It's genuine.	Det är äkta.
>>swe<< It's genuine.	Den är autentisk.
>>swe<< It's genuine.	Det är autentiskt.
>>swe<< It's hailing.	Det haglar.
>>swe<< It's no joke.	Det är inget skämt.
>>swe<< It's similar.	Det är liknande.
>>swe<< It's similar.	Det är likt.
>>swe<< It's similar.	Den är liknande.
>>swe<< It's similar.	Den är lik.
