>>heb<< Go.	לך!
>>heb<< Calm down.	תירגעי.
>>heb<< Calm down.	תירגעו.
>>heb<< Calm down.	תירגע!
>>heb<< Calm down.	תירגעי!
>>heb<< Calm down.	תרגיע.
>>heb<< Can we go?	אנו יכולים ללכת?
>>heb<< Cancel it.	תבטל את זה.
>>heb<< Catch Tom.	תפוס את תום.
>>heb<< Catch Tom.	תיפסו את תום.
>>heb<< Catch Tom.	תיפסי את תום.
>>heb<< Catch him.	תפוס אותו.
>>heb<< Chill out.	תירגע.
>>heb<< Come back.	שוב בחזרה.
>>heb<< Come back.	חזור.
>>heb<< Come back.	חזרי.
>>heb<< Come back.	חזרו.
>>heb<< Come back.	שובו בחזרה.
>>heb<< Come back.	שובי בחזרה.
>>heb<< Come help.	בוא לעזור.
>>heb<< Come here.	בואי הנה.
>>heb<< Come home.	בוא הביתה.
>>heb<< Come over.	בואי הנה.
>>heb<< Come soon.	בוא בקרוב.
>>heb<< Come soon.	בואי בקרוב.
>>heb<< Come soon.	בואו בקרוב.
>>heb<< Come, Tom.	בוא, תום.
>>heb<< Did I win?	ניצחתי?
>>heb<< Do it now.	תעשה את זה עכשיו.
>>heb<< Do it now.	תעשי את זה עכשיו.
>>heb<< Do it now.	תעשו את זה עכשיו.
>>heb<< Dogs bark.	כלבים נובחים.
>>heb<< Don't ask.	אל תשאל.
>>heb<< Don't ask.	אל תשאלי.
>>heb<< Don't ask.	אל תשאלו.
>>heb<< Don't cry.	אל תבכה.
>>heb<< Don't cry.	אל תבכי.
>>heb<< Don't die.	אל תמות.
>>heb<< Don't nag.	לא לנדנד.
>>heb<< Don't pry.	אל תחטט.
>>heb<< Don't run.	אל תרוץ.
>>heb<< Don't run.	אל תרוצי.
>>heb<< Excuse me.	סליחה.
>>heb<< Excuse me.	סלח לי.
>>heb<< Excuse me.	סלחי לי.
>>heb<< Excuse me.	סלחו לי.
>>heb<< Excuse me.	ברשותך.
>>heb<< Excuse me.	תסלח לי.
>>heb<< Fantastic!	נפלא!
>>heb<< Feel this.	תמששי את זה.
>>heb<< Feel this.	משש את זה.
>>heb<< Feel this.	מששו את זה.
>>heb<< Film this.	הסרט את זה.
>>heb<< Find them.	תמצא אותם.
>>heb<< Fold here.	תקפל כאן.
>>heb<< Follow me.	תעקוב אחריי.
>>heb<< Follow me.	תעקבו אחריי.
>>heb<< Follow me.	עקבי אחריי.
>>heb<< Follow me.	בוא אחרי.
>>heb<< Follow me.	בואי אחרי.
>>heb<< Follow me.	בואו אחרי.
>>heb<< Follow us.	בוא אחרינו.
>>heb<< Follow us.	עקוב אחרינו.
>>heb<< Forget it!	שכח מזה!
>>heb<< Forget it!	תשכחי מזה!
>>heb<< Forget it.	שכח מזה.
>>heb<< Forget it.	תשכח מזה.
>>heb<< Forget it.	תשכחי מזה.
>>heb<< Forget it.	תשכחי מזה!
>>heb<< Forget it.	תשכח את זה.
>>heb<< Forget it.	שְׁכַח מִזֶה!
>>heb<< Forget me.	תשכח אותי.
>>heb<< Forget me.	תשכחי אותי.
>>heb<< Get a bag.	תביא שקית.
>>heb<< Get a bat.	תביא מחבט.
>>heb<< Get a bat.	תביא עטלף.
>>heb<< Get a box.	תביא ארגז.
>>heb<< Get a cab.	קרא למונית.
>>heb<< Get a cap.	תביא כובע מצחיה.
>>heb<< Get a cat.	תביא חתול.
>>heb<< Get a cop.	קרא למשטרה.
>>heb<< Get a cop.	תביא שוטר.
>>heb<< Get a cup.	תביא ספל.
>>heb<< Get a dog.	תביא כלב.
>>heb<< Get a fan.	תביא מאוורר.
>>heb<< Get a few.	תביא כמה.
>>heb<< Get a hat.	תביא כובע.
>>heb<< Get a job.	תשיג עבודה.
>>heb<< Get a job.	תשיגי עבודה.
>>heb<< Get a job.	תשיגו עבודה.
>>heb<< Get a map.	תביא מפה.
>>heb<< Get a mop.	תביא מגב.
>>heb<< Get a mug.	תביא כוס בירה.
>>heb<< Get a net.	תביא רשת.
>>heb<< Get a pan.	תביא סיר.
>>heb<< Get a pen.	תביא עט.
>>heb<< Get a pet.	תביא חיית מחמד.
>>heb<< Get a pin.	תביא סיכה.
>>heb<< Get a rag.	תביא סמרטוט.
>>heb<< Get a saw.	תביא מסור.
>>heb<< Get a tan.	תשתזף.
>>heb<< Get ready.	התכונן.
>>heb<< Get ready.	תתכונני.
>>heb<< Get ready.	תתכוננו.
>>heb<< Go get it.	לך קח את זה.
>>heb<< Go get it.	לכי קחי את זה.
>>heb<< Go get it.	לכו קחו את זה.
>>heb<< Go inside.	הכנס פנימה.
>>heb<< Go slower.	האט.
>>heb<< Good luck.	הצלחה.
>>heb<< Grab that.	אחוז בזה.
>>heb<< Grab that.	תפוס את זה.
>>heb<< Grab this.	תחזיק בזה.
>>heb<< Hands off.	בלי ידיים.
>>heb<< Have some.	קח כמה.
>>heb<< He is old.	הוא זקן.
>>heb<< He smiled.	הוא חייך.
>>heb<< He's a DJ.	הוא תקליטן.
>>heb<< He's busy.	הוא עסוק.
>>heb<< He's fine.	הוא בסדר.
>>heb<< He's good.	הוא טוב.
>>heb<< He's lazy.	הוא עצלן.
>>heb<< He's lazy.	הוא עצֵל.
>>heb<< He's mine.	הוא שלי.
>>heb<< He's rich.	הוא עשיר.
>>heb<< He's rich.	הוא אדם עשיר.
>>heb<< He's sexy.	הוא סקסי.
>>heb<< Head east.	הפנה פניך מזרחה.
>>heb<< Head west.	הפנה פניך מערבה.
>>heb<< Here I am.	הנה אני.
>>heb<< Hold this.	תחזיקי את זה.
>>heb<< How awful!	כמה נורא!
>>heb<< How funny!	כמה משעשע!
>>heb<< How funny!	כמה מצחיק!
>>heb<< How funny!	כמה מבדר!
>>heb<< How's Tom?	מה שלום טום?
>>heb<< How's Tom?	מה שלומו של טום?
>>heb<< How's Tom?	איך תום?
>>heb<< How's Tom?	מה נשמע עם תום?
>>heb<< Humor Tom.	בדר את תום.
>>heb<< Humor Tom.	בדרי את תום.
>>heb<< Humor Tom.	בדרו את תום.
>>heb<< I adapted.	הסתגלתי.
>>heb<< I am cold.	קר לי.
>>heb<< I am okay.	אני בסדר.
>>heb<< I am sure.	אני בטוח.
>>heb<< I am sure.	אני בטוחה.
>>heb<< I am tall.	אני גבוה.
>>heb<< I am weak.	אני חלש.
>>heb<< I am weak.	אני חלשה.
>>heb<< I am well.	שלומי טוב.
>>heb<< I approve.	אני מאשר.
>>heb<< I ate out.	אכלתי מחוץ לבית.
>>heb<< I belched.	גיהקתי.
>>heb<< I belched.	עשיתי גרעפס.
>>heb<< I bit Tom.	נשכתי את תום.
>>heb<< I blew it.	פיקששתי.
>>heb<< I blinked.	מצמצתי.
>>heb<< I can run.	אני יכול לרוץ.
>>heb<< I can ski.	אני יודע לגלוש בסקי.
>>heb<< I changed.	השתנתי.
>>heb<< I cheated.	רימיתי.
>>heb<< I cheered.	הריעתי.
>>heb<< I clapped.	מחאתי כף.
>>heb<< I coughed.	השתעלתי.
>>heb<< I crashed.	התרסקתי.
>>heb<< I crawled.	זחלתי.
>>heb<< I do mind.	דווקא כן איכפת לי.
>>heb<< I drew it.	ציירתי את זה.
>>heb<< I drew it.	עשיתי תיקו.
>>heb<< I escaped.	נמלטתי.
>>heb<< I escaped.	ברחתי.
>>heb<< I exhaled.	נשמתי החוצה.
>>heb<< I exhaled.	נשפתי.
>>heb<< I fainted.	התעלפתי.
>>heb<< I fear so.	חוששני.
>>heb<< I felt it.	חשתי בכך.
>>heb<< I floated.	צפתי.
>>heb<< I frowned.	כיווצתי את גביניי.
>>heb<< I gave up.	ויתרתי.
>>heb<< I giggled.	צחקקתי.
>>heb<< I give up.	אני מוותר.
>>heb<< I give up.	אני מרים ידיים.
>>heb<< I gloated.	שמחתי לאיד.
>>heb<< I got cut.	נחתכתי.
>>heb<< I got fat.	השמנתי.
>>heb<< I got hit.	נפגעתי.
>>heb<< I got hot.	התחיל להיות לי חם.
>>heb<< I grinned.	גיחכתי.
>>heb<< I groaned.	נאנקתי.
>>heb<< I grunted.	רטנתי.
>>heb<< I had fun.	נהנתי.
>>heb<< I hate TV.	אני שונאת טלוויזיה.
>>heb<< I hate it.	אני שונאת את זה.
>>heb<< I have ID.	יש לי תעודת זהות.
>>heb<< I have ID.	יש לי ניירות.
>>heb<< I hit Tom.	הרבצתי לתום.
>>heb<< I hope so.	אני מקווה.
>>heb<< I hurried.	מיהרתי.
>>heb<< I inhaled.	נשמתי פנימה.
>>heb<< I inhaled.	לקחתי נשימה.
>>heb<< I kneeled.	כרעתי ברך.
>>heb<< I knew it.	ידעתי את זה.
>>heb<< I knew it.	ידעתי זאת.
>>heb<< I knew it.	ידעתי.
>>heb<< I knocked.	דפקתי בדלת.
>>heb<< I laughed.	צחקתי.
>>heb<< I lost it.	איבדתי את זה.
>>heb<< I lost it.	איבדתי אותו.
>>heb<< I lost it.	איבדתי אותה.
>>heb<< I love it!	אני אוהבת את זה!
>>heb<< I made it.	הצלחתי.
>>heb<< I made it.	אני עשיתי את זה.
>>heb<< I mean it!	אני מתכוון לזה!
>>heb<< I met him.	פגשתי אותו.
>>heb<< I met him.	פגשתי בו.
>>heb<< I miss it.	זה חסר לי.
>>heb<< I need it.	אני צריך את זה.
>>heb<< I noticed.	שמתי לב.
>>heb<< I prepaid.	שילמתי מראש.
>>heb<< I promise.	אני מבטיח.
>>heb<< I relaxed.	התרווחתי.
>>heb<< I retired.	יצאתי לגמלאות.
>>heb<< I said OK.	אמרתי בסדר.
>>heb<< I said no.	אמרתי לא.
>>heb<< I said so.	הלא כך אמרתי.
>>heb<< I saw Tom.	ראיתי את תום.
>>heb<< I saw him.	ראיתי אותו.
>>heb<< I saw him.	אני ראיתי אותו.
>>heb<< I saw one.	ראיתי אחד.
>>heb<< I saw you.	ראיתי אתכם.
>>heb<< I see Tom.	אני רואה את תום.
>>heb<< I see now.	אני רואה כעת.
>>heb<< I see one.	אני רואה אחד מהם.
>>heb<< I shouted.	צעקתי.
>>heb<< I skidded.	החלקתי.
>>heb<< I slipped.	החלקתי.
>>heb<< I sneezed.	התעטשתי.
>>heb<< I stopped.	עצרתי.
>>heb<< I studied.	למדתי.
>>heb<< I stutter.	אני מגמגם.
>>heb<< I sweated.	הזעתי.
>>heb<< I took it.	לקחתי את זה.
>>heb<< I tripped.	מעדתי.
>>heb<< I tripped.	נפלתי.
>>heb<< I want in.	אני רוצה להצטרף.
>>heb<< I want it.	אני רוצה אותו.
>>heb<< I was bad.	הייתי רע.
>>heb<< I was fat.	הייתי שמנה.
>>heb<< I was ill.	הייתי חולה.
>>heb<< I was mad.	כעסתי.
>>heb<< I was new.	הייתי חדש.
>>heb<< I was out.	הייתי בחוץ.
>>heb<< I was sad.	הייתי עצובה.
>>heb<< I was shy.	הייתי ביישן.
>>heb<< I was wet.	הייתי רטוב.
>>heb<< I went in.	נכנסתי.
>>heb<< I went on.	המשכתי.
>>heb<< I will go.	אלך.
>>heb<< I woke up.	התעוררתי.
>>heb<< I wrestle.	אני מתאבק.
>>heb<< I'd agree.	הייתי מסכים.
>>heb<< I'd leave.	הייתי עוזב.
>>heb<< I'd leave.	הייתי עוזבת.
>>heb<< I'll call.	אני אקרא.
>>heb<< I'll come.	אבוא.
>>heb<< I'll cook.	אני אבשל.
>>heb<< I'll fail.	אכשל.
>>heb<< I'll help.	אני אסייע.
>>heb<< I'll hide.	אתחבא.
>>heb<< I'll jump.	אקפוץ.
>>heb<< I'll live.	אחיה.
>>heb<< I'll lose.	אפסיד.
>>heb<< I'll move.	אזוז.
>>heb<< I'll obey.	אציית.
>>heb<< I'll pack.	אארוז.
>>heb<< I'll pass.	אפסח.
>>heb<< I'll pass.	אדחה.
>>heb<< I'll pass.	אסרב.
>>heb<< I'll pass.	אני אוותר.
>>heb<< I'll pass.	אני אעבור.
>>heb<< I'll quit.	אני אוותר.
>>heb<< I'll quit.	אני אפסיק.
>>heb<< I'll quit.	אני אפרוש.
>>heb<< I'll sing.	אשיר.
>>heb<< I'll sing.	אזמר.
>>heb<< I'll stay.	אני אשאר.
>>heb<< I'll stop.	אפסיק.
>>heb<< I'll swim.	אשחה.
>>heb<< I'll talk.	אדבר.
>>heb<< I'll wait.	אני אחכה.
>>heb<< I'll walk.	אהלך.
>>heb<< I'm a spy.	אני מרגל.
>>heb<< I'm alive.	אני בחיים.
>>heb<< I'm alone.	אני לבד.
>>heb<< I'm armed.	אני חמוש.
>>heb<< I'm awake.	אני ער.
>>heb<< I'm blind.	אני עיוור.
>>heb<< I'm bored.	משעמם לי.
>>heb<< I'm bossy.	אני שתלטן.
>>heb<< I'm brave.	אני אמיץ.
>>heb<< I'm broke.	אין לי פרוטה.
>>heb<< I'm broke.	אני מרושש.
>>heb<< I'm broke.	התרוששתי.
>>heb<< I'm clean.	אני נקי.
>>heb<< I'm cured.	אני נרפאתי.
>>heb<< I'm dizzy.	אני סחרחר.
>>heb<< I'm dizzy.	אני סחרחורת.
>>heb<< I'm drunk.	אני שיכור.
>>heb<< I'm dying.	אני גוסס.
>>heb<< I'm early.	אני מקדים.
>>heb<< I'm early.	אני מקדימה.
>>heb<< I'm first.	אני ראשונה.
>>heb<< I'm fussy.	אני בררן.
>>heb<< I'm happy.	אני שמח.
>>heb<< I'm happy.	אני שמחה.
>>heb<< I'm heavy.	אני כבדה.
>>heb<< I'm loved.	אני נאהב.
>>heb<< I'm loved.	אני נאהבת.
>>heb<< I'm loyal.	אני נאמן.
>>heb<< I'm loyal.	אני נאמנה.
>>heb<< I'm lucky.	אני בר מזל.
>>heb<< I'm lying.	אני משקר.
>>heb<< I'm lying.	אני משקרת.
>>heb<< I'm naive.	אני תמים.
>>heb<< I'm naked.	אני ערום.
>>heb<< I'm naked.	אני עירומה.
>>heb<< I'm needy.	אני תלותי.
>>heb<< I'm needy.	אני נצרך.
>>heb<< I'm obese.	אני שמנה.
>>heb<< I'm picky.	אני בררן.
>>heb<< I'm pudgy.	אני גוץ.
>>heb<< I'm quick.	אני מהיר.
>>heb<< I'm quiet.	אני שקטה.
>>heb<< I'm ready!	אני מוכן!
>>heb<< I'm ready!	אני מוכנה!
>>heb<< I'm ready.	אני מוכנה.
>>heb<< I'm right.	אני צודקת.
>>heb<< I'm right.	אני צודק.
>>heb<< I'm sharp.	אני חריף.
>>heb<< I'm silly.	אני משתטה.
>>heb<< I'm small.	אני קטנה.
>>heb<< I'm smart.	אני חכמה.
>>heb<< I'm sober.	אני מפוכח.
>>heb<< I'm sorry.	סליחה.
>>heb<< I'm sorry.	סלח לי.
>>heb<< I'm sorry.	סלחי לי.
>>heb<< I'm sorry.	סלחו לי.
>>heb<< I'm sorry.	אני מצטער.
>>heb<< I'm sorry.	צר לי.
>>heb<< I'm stuck.	אני תקועה.
>>heb<< I'm stuck.	אני תקוע.
>>heb<< I'm tense.	אני מתוח.
>>heb<< I'm timid.	אני ביישן.
>>heb<< I'm tipsy.	אני שיכור.
>>heb<< I'm tired.	אני עייף.
>>heb<< I'm tired.	אני עייפה.
>>heb<< I'm tired.	אני יגע.
>>heb<< I'm tired.	אני יגעה.
>>heb<< I'm tough.	אני קשוחה.
>>heb<< I'm upset.	אני מוטרדת.
>>heb<< I'm wrong.	אני טועה.
>>heb<< I'm young.	אני צעיר.
>>heb<< I'm young.	אני צעירה.
>>heb<< I'm yours.	אני שלכם.
>>heb<< I've lost.	הפסדתי.
>>heb<< Ignore it.	התעלם מזה.
>>heb<< Ignore it.	התעלמי מזה.
>>heb<< Ignore it.	התעלמו מזה.
>>heb<< Is Tom OK?	תום בסדר?
>>heb<< Is Tom in?	תום בפנים?
>>heb<< Is Tom up?	תורו של תום הגיע?
>>heb<< Is Tom up?	תום כבר קם?
>>heb<< Is it Tom?	זה תום?
>>heb<< Is it bad?	זה רציני?
>>heb<< Is it far?	זה רחוק?
>>heb<< Is it red?	זה אדום?
>>heb<< It burned.	זה נשרף.
>>heb<< It failed.	זה נכשל.
>>heb<< It rained.	ירד גשם.
>>heb<< It smells.	זה מצחין.
>>heb<< It stinks.	זה מצחין.
>>heb<< It was OK.	זה היה בסדר.
>>heb<< It worked.	זה פעל.
>>heb<< It's 3:30.	השעה שלוש ושלושים.
>>heb<< It's 7:45.	השעה שבע ארבעים וחמש.
>>heb<< It's a TV.	זאת טלוויזיה.
>>heb<< It's cold.	קר.
>>heb<< It's cool.	קריר.
>>heb<< It's dark.	חשוך.
>>heb<< It's dead.	זה מת.
>>heb<< It's done!	בוצע!
>>heb<< It's done!	זה בוצע!
>>heb<< It's done!	זה נעשה!
>>heb<< It's evil.	זה מרושע.
>>heb<< It's fair.	זה הוגן.
>>heb<< It's food.	זה מזון.
>>heb<< It's free.	זה חינם.
>>heb<< It's gone.	זה חלף.
>>heb<< It's good.	זה טוב.
>>heb<< It's here.	זה כאן.
>>heb<< It's hers.	זה שלה.
>>heb<< It's huge.	זה עצום.
>>heb<< It's late.	זה מאוחר.
>>heb<< It's late.	כבר מאוחר.
>>heb<< It's lost.	זה אבוד.
>>heb<< It's mine.	זה שלי.
>>heb<< It's near.	זה קרוב.
>>heb<< It's nice.	זה נחמד.
>>heb<< It's okay.	זה בסדר.
>>heb<< It's open.	זה פתוח.
>>heb<< It's ours.	זה שלנו.
>>heb<< It's pure.	זה טהור.
>>heb<< It's sand.	זה חול.
>>heb<< It's sand.	זהו חול.
>>heb<< It's slow.	זה איטי.
>>heb<< It's stew.	זה נזיד.
>>heb<< It's time.	הגיע הזמן.
>>heb<< It's tiny.	זה זערורי.
>>heb<< It's true!	נכון!
>>heb<< It's true.	אכן.
>>heb<< It's ugly.	זה מכוער.
>>heb<< It's veal.	זה בשר עגל.
>>heb<< It's warm.	חם.
>>heb<< It's wood.	זה עשוי עץ.
>>heb<< It's work.	זו עבודה.
>>heb<< Jump down.	קפוץ למטה.
>>heb<< Just swim.	פשוט תשחה.
>>heb<< Keep away.	תשאר הלאה.
>>heb<< Keep back.	תשאר מאחור.
>>heb<< Keep back.	תשארי מאחור.
>>heb<< Keep back.	תשארו מאחור.
>>heb<< Keep cool.	שמור על קור רוח.
>>heb<< Keep cool.	שמרי על קור רוח.
>>heb<< Keep cool.	שמרו על קור רוח.
>>heb<< Keep down.	תשאר למטה.
>>heb<< Keep that.	שמרי אותו.
>>heb<< Keep that.	שמרו אותו.
>>heb<< Keep that.	שמור אותו.
>>heb<< Keep them.	שמור אותם.
>>heb<< Keep them.	שמרי אותם.
>>heb<< Keep them.	שמרו אותם.
>>heb<< Keep this.	שמור את זה.
>>heb<< Keep this.	שמרי את זה.
>>heb<< Keep this.	שמרו את זה.
>>heb<< Keep warm.	שמור על חום גופך.
>>heb<< Leave Tom.	עיזבי את תום.
>>heb<< Leave now.	עזוב עכשיו.
>>heb<< Let it go.	עיזבו את הפרשה הזאת.
>>heb<< Let me be.	תעזוב אותי בשקט.
>>heb<< Let me be.	תעזבי אותי במנוחה.
>>heb<< Let me go!	תעזוב אותי!
>>heb<< Let me go!	עזוב אותי!
>>heb<< Let me in.	תנו לי להיכנס.
>>heb<< Let me in.	תרשה לי להיכנס.
>>heb<< Let me in.	תאפשרו לי להיכנס.
>>heb<< Let us in.	תן לנו להכנס.
>>heb<< Let's ask.	בואו נשאל.
>>heb<< Let's bid.	בוא נכריז.
>>heb<< Let's bid.	בוא נגיש הצעה.
>>heb<< Let's bow.	בוא נקוד קידה.
>>heb<< Let's box.	בוא נתאגרף.
>>heb<< Let's dig.	בוא נחפור.
>>heb<< Let's eat.	בוא נאכל.
>>heb<< Let's eat.	בואי נאכל.
>>heb<< Let's eat.	בואו נאכל.
>>heb<< Let's eat.	הבה נאכל.
>>heb<< Let's fly.	בוא נטוס.
>>heb<< Let's lie.	בוא נשכב.
>>heb<< Let's lie.	בוא נשקר.
>>heb<< Let's see.	בואו נראה.
>>heb<< Let's sew.	בוא נתפור.
>>heb<< Let's sit.	בוא נשב.
>>heb<< Let's try.	בואו ננסה.
>>heb<< Lie still.	שכב בשקט.
>>heb<< Listen up.	תקשיב היטב.
>>heb<< Look away.	הבט הלאה.
>>heb<< Look back!	מאחוריך!
>>heb<< Look here.	הבט לכאן.
>>heb<< Loosen it.	תרפה את זה.
>>heb<< Loosen up.	תרגע.
>>heb<< Loosen up.	תרפה את עצמך.
>>heb<< May I eat?	מותר לי לאכול?
>>heb<< Move back.	זוז אחורנית.
>>heb<< Move over.	זוז הלאה.
>>heb<< Nice shot!	קליעה יפה!
>>heb<< Nice shot!	פגיעה יפה!
>>heb<< Of course!	כמובן!
>>heb<< Of course!	בוודאי!
>>heb<< Of course!	בטח!
>>heb<< Open fire!	פתח באש!
>>heb<< Pipe down.	בלום.
>>heb<< Please go.	לך בבקשה.
>>heb<< Please go.	לכי בבקשה.
>>heb<< Please go.	לכו בבקשה.
>>heb<< Punch Tom.	תרביץ לתום.
>>heb<< Punch Tom.	תכניס לתום אגרוף.
>>heb<< Read this.	קרא את זה.
>>heb<< Say "aah."	תגיד "אאה."
>>heb<< Say hello.	תגיד שלום.
>>heb<< Say hello.	תגידי שלום.
>>heb<< Say hello.	תגידו שלום.
>>heb<< Search me.	ערוך עלי חיפוש.
>>heb<< See above.	ראה לעיל.
>>heb<< See above.	ראי לעיל.
>>heb<< See above.	ראו לעיל.
>>heb<< See below.	ראה להלן.
>>heb<< Seize him!	תפוס אותו!
>>heb<< Seize him!	השתלט עליו!
>>heb<< Seriously?	ברצינות?
>>heb<< She cried.	היא בכתה.
>>heb<< She tried.	היא השתדלה.
>>heb<< She tried.	היא ניסתה.
>>heb<< She walks.	היא הולכת.
>>heb<< Sign here.	תחתום פה.
>>heb<< Sign this.	תחתום על זה.
>>heb<< Sign this.	תחתמי על זה.
>>heb<< Sign this.	תחתמו על זה.
>>heb<< Sit by me.	שבו לידי.
>>heb<< Sit still.	שב בשקט.
>>heb<< Sit still.	שבי בשקט.
>>heb<< Sit still.	שבו בשקט.
>>heb<< Sit there.	שב שם.
>>heb<< Sit there.	שבי שם.
>>heb<< Sit there.	שבו שם.
>>heb<< Sit tight.	שב במקומך.
>>heb<< Slow down.	האט.
>>heb<< Slow down.	האיטי.
>>heb<< Slow down.	האיטו.
>>heb<< Start now.	התחל עכשיו.
>>heb<< Start now.	התחילו עכשיו.
>>heb<< Start now.	התחילי עכשיו.
>>heb<< Stay away.	שמור מרחק.
>>heb<< Stay away.	שמרי מרחק.
>>heb<< Stay away.	שמרו מרחק.
>>heb<< Stay back.	השאר מאחור.
>>heb<< Stay back.	השארי מאחור.
>>heb<< Stay back.	השארו מאחור.
>>heb<< Stay cool.	השאר קריר.
>>heb<< Stay down!	תשאר למטה!
>>heb<< Stay down!	תישאר למטה!
>>heb<< Stay down!	תתכופף!
>>heb<< Stay here.	תשאר כאן.
>>heb<< Stay safe.	שמור על עצמך.
>>heb<< Step back.	צעד אחורנית.
>>heb<< Stop here.	עצור כאן.
>>heb<< Stop here.	עיצרי כאן.
>>heb<< Stop here.	עיצרו כאן.
>>heb<< Stop that!	תפסיק עם זה!
>>heb<< Stop that!	תפסיק!
>>heb<< Stop that!	תעצור את זה!
>>heb<< Stop them.	תעצור אותם.
>>heb<< Stop them.	עצור אותם.
>>heb<< Stop them.	עצרי אותם.
>>heb<< Stop them.	תעצרו אותם.
>>heb<< Stop them.	עצרו אותם.
>>heb<< Stop, Tom.	עצור, תום.
>>heb<< Take mine.	קח את שלי.
>>heb<< Take mine.	קחי את שלי.
>>heb<< Take mine.	קחו את שלי.
>>heb<< Take over.	תחליף אותי.
>>heb<< Take this.	קח את זה.
>>heb<< Thank you.	תודה!
