>>fin<< Go.	Mene.
>>fin<< He's busy.	Hänellä on kiire.
>>fin<< He's busy.	Hänellä on tekemistä.
>>fin<< He's lazy.	Hän on laiska.
>>fin<< Hold this.	Pidä tätä.
>>fin<< How awful!	Miten kauheaa!
>>fin<< How's Tom?	Mitä Tomille kuuluu?
>>fin<< I am full.	Olen täysi.
>>fin<< I am full.	Olen täynnä.
>>fin<< I am sure.	Olen varma.
>>fin<< I am tall.	Olen pitkä.
>>fin<< I can ski.	Osaan lasketella.
>>fin<< I can ski.	Osaan hiihtää.
>>fin<< I cringed.	Säpsähdin.
>>fin<< I fainted.	Pyörryin.
>>fin<< I gave up.	Annoin periksi.
>>fin<< I gave up.	Luovutin.
>>fin<< I give in.	Annan periksi.
>>fin<< I give up.	Annan periksi.
>>fin<< I give up.	Luovutan.
>>fin<< I got cut.	Sain viillon.
>>fin<< I got hit.	Minuun osui.
>>fin<< I got wet.	Kastuin.
>>fin<< I had fun.	Minulla oli hauskaa.
>>fin<< I had fun.	Minulla oli kivaa.
>>fin<< I have it.	Minulla on se.
>>fin<< I knew it.	Tiesin sen.
>>fin<< I knew it.	Minä tiesin sen.
>>fin<< I laughed.	Nauroin.
>>fin<< I like it.	Minä pidän siitä.
>>fin<< I mean it!	Tarkoitan sitä tosissani.
>>fin<< I mean it.	Olen tosissani.
>>fin<< I mean it.	Tarkoitan sitä tosissani.
>>fin<< I must go.	Minun täytyy mennä.
>>fin<< I must go.	Minun pitää mennä.
>>fin<< I must go.	Minun täytyy lähteä.
>>fin<< I must go.	Minun pitää lähteä.
>>fin<< I said no.	Sanoin ei.
>>fin<< I saw him.	Tapasin hänet.
>>fin<< I saw him.	Näin hänet.
>>fin<< I saw one.	Näin yhden.
>>fin<< I tripped.	Kompastuin.
>>fin<< I want it.	Haluan sen.
>>fin<< I will go.	Minä menen.
>>fin<< I woke up.	Heräsin.
>>fin<< I woke up.	Minä heräsin.
>>fin<< I'd agree.	Olen samaa mieltä.
>>fin<< I'd agree.	Olisin samaa mieltä.
>>fin<< I'll call.	Minä soitan.
>>fin<< I'll help.	Minä autan.
>>fin<< I'll lose.	Minä häviän.
>>fin<< I'll lose.	Minä tulen häviämään.
>>fin<< I'll pass.	Jätän väliin.
>>fin<< I'll pass.	Minä passaan.
>>fin<< I'll pass.	Minä syötän.
>>fin<< I'll pass.	Minä pääsen läpi.
>>fin<< I'll sing.	Minä laulan.
>>fin<< I'll stay.	Minä jään.
>>fin<< I'll wait.	Minä odotan.
>>fin<< I'm a boy.	Olen poika.
>>fin<< I'm a cop.	Olen poliisi.
>>fin<< I'm a cop.	Minä olen poliisi.
>>fin<< I'm a cop.	Mä oon kyttä.
>>fin<< I'm a kid.	Olen lapsi.
>>fin<< I'm a man.	Minä olen mies.
>>fin<< I'm a man.	Olen mies.
>>fin<< I'm alone.	Minä olen yksin.
>>fin<< I'm angry.	Olen vihainen.
>>fin<< I'm angry.	Minä olen vihainen.
>>fin<< I'm awake.	Olen hereillä.
>>fin<< I'm blind.	Olen sokea.
>>fin<< I'm bored.	Minulla on tylsää.
>>fin<< I'm broke.	Rahani ovat lopussa.
>>fin<< I'm broke.	Minulla ei ole rahaa.
>>fin<< I'm broke.	Olen ihan auki.
>>fin<< I'm broke.	Olen peeaa.
>>fin<< I'm broke.	Olen täysin rahaton.
>>fin<< I'm broke.	Olen täysin persaukinen.
>>fin<< I'm broke.	Minulla ei ole yhtään rahaa.
>>fin<< I'm broke.	Olen täysin auki.
>>fin<< I'm broke.	Minulla on matti kukkarossa.
>>fin<< I'm broke.	Minulla ei ole pennin hyrrää.
>>fin<< I'm broke.	Minulla ei ole latin latia.
>>fin<< I'm clean.	Minä olen puhdas.
>>fin<< I'm dizzy.	Minua huippaa.
>>fin<< I'm dizzy.	Minua heikottaa.
>>fin<< I'm dizzy.	Minulla heittää päästä.
>>fin<< I'm dizzy.	Minua huimaa.
>>fin<< I'm drunk.	Olen humalassa.
>>fin<< I'm drunk.	Olen kännissä.
>>fin<< I'm drunk.	Olen juovuksissa.
>>fin<< I'm dying.	Teen kuolemaa.
>>fin<< I'm going.	Minä menen.
>>fin<< I'm going.	Menen.
>>fin<< I'm going.	Minä olen menossa.
>>fin<< I'm going.	Olen menossa.
>>fin<< I'm happy.	Olen onnellinen.
>>fin<< I'm lucky.	Olen onnekas.
>>fin<< I'm naked.	Minä olen nakuna.
>>fin<< I'm naked.	Olen nakuna.
>>fin<< I'm naked.	Minä olen alastomana.
>>fin<< I'm naked.	Olen alastomana.
>>fin<< I'm naked.	Olen alasti.
>>fin<< I'm obese.	Olen ylipainoinen.
>>fin<< I'm ready.	Olen valmis.
>>fin<< I'm ready.	Mä oon valmis.
>>fin<< I'm smart.	Olen älykäs.
>>fin<< I'm sorry.	Anteeksi.
>>fin<< I'm sorry.	Olen pahoillani.
>>fin<< I'm sorry.	Minä olen pahoillani.
>>fin<< I'm tired.	Minua väsyttää.
>>fin<< I'm tired.	Mua väsyttää!
>>fin<< I'm tired.	Väsyttää!
>>fin<< I'm tired.	Minä olen väsynyt!
>>fin<< I'm yours.	Olen sinun.
>>fin<< Is it bad?	Onko se vakavaa?
>>fin<< Is it far?	Onko se kaukana?
>>fin<< It failed.	Se epäonnistui.
>>fin<< It poured.	Satoi kaatamalla.
>>fin<< It rained.	Satoi.
>>fin<< It rained.	Satoi vettä.
>>fin<< It snowed.	Satoi lunta.
>>fin<< It snowed.	Lunta satoi.
>>fin<< It stinks.	Se haisee pahalle!
>>fin<< It stinks.	Se löyhkää.
>>fin<< It worked.	Se toimi.
>>fin<< It's 2:30.	Kello on puoli kolme.
>>fin<< It's 7:45.	Kello on 7:45.
>>fin<< It's 7:45.	Kello on 7.45.
>>fin<< It's 9:15.	Kello on viisitoista yli yhdeksän.
>>fin<< It's a TV.	Se on televisio.
>>fin<< It's a TV.	Se on TV.
>>fin<< It's cold.	On kylmä.
>>fin<< It's cold.	Se on kylmä.
>>fin<< It's easy.	Se on helppoa.
>>fin<< It's free.	Se on ilmaista.
>>fin<< It's free.	Se on vapaa.
>>fin<< It's good.	Se on hyvä.
>>fin<< It's hard.	Se on vaikeaa.
>>fin<< It's hard.	Se on vaikeata.
>>fin<< It's hard.	Se on kovaa.
>>fin<< It's lost.	Se on kadonnut.
>>fin<< It's lost.	Se on kahdoksissa.
>>fin<< It's time.	On aika.
>>fin<< It's true!	Se on totta!
>>fin<< Jump down.	Hyppää alas!
>>fin<< Jump down.	Hypätkää alas!
>>fin<< Keep calm.	Pysy rauhallisena.
>>fin<< Keep calm.	Pysykää rauhallisena.
>>fin<< Keep down.	Pysy matalana.
>>fin<< Keep that.	Pidä se.
>>fin<< Keep them.	Pidä ne.
>>fin<< Keep them.	Pidä hyvänäsi.
>>fin<< Keep this.	Pidä tämä.
>>fin<< Keep warm.	Pysy lämpimänä.
>>fin<< Leave now!	Lähde nyt!
>>fin<< Leave now!	Lähtekää nyt!
>>fin<< Leave now.	Lähde nyt.
>>fin<< Let me in.	Päästä minut sisään.
>>fin<< Let us in.	Päästä meidät sisään.
>>fin<< Let's eat.	Syödään.
>>fin<< Let's see.	Katsotaanpa.
>>fin<< Let's try.	Yritetään.
>>fin<< Let's try.	Kokeillaan.
>>fin<< Lie still.	Makaa aloillasi.
>>fin<< Listen up.	Kuuntele tarkkaan.
>>fin<< Look away.	Katso muualle.
>>fin<< Look back!	Muistele!
>>fin<< Look back.	Katso taaksesi.
>>fin<< Move over.	Siirry.
>>fin<< Nice shot!	Hieno laukaus!
>>fin<< Nice shot!	Hieno lyönti!
>>fin<< Nice shot!	Hieno potku!
>>fin<< Of course!	Tietysti!
>>fin<< Of course!	Totta kai!
>>fin<< Of course!	Kaikin mokomin!
>>fin<< Of course!	No tietty!
>>fin<< Of course.	Tietysti!
>>fin<< Of course.	Totta kai.
>>fin<< Open fire!	Avatkaa tuli!
>>fin<< Pardon me?	Anteeksi kuinka?
>>fin<< Read this.	Lukekaa tämä.
>>fin<< Read this.	Lue tämä.
>>fin<< Search me.	En tiedä.
>>fin<< Search me.	En mä tiedä.
>>fin<< See below.	Katso alla.
>>fin<< Seriously?	Oikeesti?
>>fin<< Seriously?	Oikeasti?
>>fin<< She cried.	Hän itki.
>>fin<< She tried.	Hän yritti.
>>fin<< She walks.	Se kävelee.
>>fin<< Sign here.	Allekirjoita tähän.
>>fin<< Sign this.	Allekirjoita tämä.
>>fin<< Sign this.	Allekirjoittakaa tämä.
>>fin<< Sit still.	Istu paikallasi.
>>fin<< Sit there.	Istu tuonne.
>>fin<< Sit there.	Istu siihen.
>>fin<< Sit tight.	Odota kärsivällisesti.
>>fin<< Start now.	Aloita nyt.
>>fin<< Start now.	Aloittakaa nyt.
>>fin<< Stay away.	Pysy poissa.
>>fin<< Stay away.	Pysykää poissa.
>>fin<< Stay back.	Pysy poissa.
>>fin<< Stay back.	Pysykää poissa.
>>fin<< Stay calm.	Jäitä hattuun.
>>fin<< Stay calm.	Rauhallisesti nyt.
>>fin<< Stay calm.	Pysy rauhallisena.
>>fin<< Stay calm.	Pysykää rauhallisina.
>>fin<< Stay calm.	Pysykää rauhallisena.
>>fin<< Stay cool.	Pysy rauhallisena.
>>fin<< Stay cool.	Pysykää rauhallisina.
>>fin<< Stay cool.	Pysy coolina.
>>fin<< Stay cool.	Pysykää cooleina.
>>fin<< Stay down!	Pysy matalana!
>>fin<< Stay down!	Pysykää matalana!
>>fin<< Stay down.	Pysy matalana.
>>fin<< Stay down.	Pysykää matalana.
>>fin<< Stay here.	Pysy täällä.
>>fin<< Stay here.	Jää tänne.
>>fin<< Stay here.	Jääkää tänne.
>>fin<< Stay here.	Pysykää täällä.
>>fin<< Stay home.	Pysy kotona.
>>fin<< Stay home.	Pysykää kotona.
>>fin<< Stay thin.	Älä liho.
>>fin<< Stay thin.	Pysy hoikkana.
>>fin<< Step back.	Peräänny.
>>fin<< Step back.	Anna tilaa.
>>fin<< Stop here.	Pysähdy tässä.
>>fin<< Stop here.	Pysähdy tähän.
>>fin<< Stop here.	Pysähdy täällä.
>>fin<< Stop here.	Pysähtykää tässä.
>>fin<< Stop here.	Pysähtykää täällä.
>>fin<< Stop here.	Pysähtykää tähän.
>>fin<< Stop that!	Lopeta!
>>fin<< Stop that!	Lopeta jo!
>>fin<< Stop that.	Lopeta!
>>fin<< Stop that.	Lopeta jo!
>>fin<< Stop them.	Pysäytä heidät.
>>fin<< Stop them.	Pysäyttäkää heidät.
>>fin<< Stop them.	Pysäytä ne.
>>fin<< Stop them.	Pysäyttäkää ne.
>>fin<< Take care!	Koeta pärjätä.
>>fin<< Take care!	Pärjäile.
>>fin<< Take care!	Pidä huolta itsestäsi.
>>fin<< Take care.	Koeta pärjätä.
>>fin<< Take care.	Pärjäile.
>>fin<< Take care.	Pidä huolta itsestäsi.
>>fin<< Take mine.	Ota minun.
>>fin<< Take this.	Ota tämä.
>>fin<< Take this.	Ottakaa tämä.
>>fin<< Thank you.	Tänks.
>>fin<< That's OK.	Se sopii.
>>fin<< That's OK.	Se käy.
>>fin<< That's OK.	Se on OK.
>>fin<< That's it.	Se siitä.
>>fin<< That's me.	Se olen minä!
>>fin<< Then what?	Mitä sitten?
>>fin<< Then what?	Entä sitten?
>>fin<< They fell.	He putosivat.
>>fin<< They left.	He lähtivät.
>>fin<< They lied.	He valehtelivat.
>>fin<< They lost.	He hävisivät.
>>fin<< They swam.	He uivat.
>>fin<< Tom bowed.	Tomi kumarsi.
>>fin<< Tom cares.	Tom välittää.
>>fin<< Tom cried.	Tom itki.
>>fin<< Tom dozed.	Tom torkkui.
>>fin<< Tom drove.	Tom ajoi.
>>fin<< Tom is OK.	Tom on kunnossa.
>>fin<< Tom is OK.	Tomilla on kaikki hyvin.
>>fin<< Tom is OK.	Tomilla menee ihan hyvin.
>>fin<< Tom is OK.	Tomille kuuluu ihan hyvää.
>>fin<< Tom is OK.	Tomille kuuluu hyvää.
>>fin<< Tom is up.	Tomi on ylhäällä.
>>fin<< Tom is up.	Tomi on pystyssä.
>>fin<< Tom knits.	Tomi kutoo.
>>fin<< Tom knows.	Tom tietää.
>>fin<< Tom moved.	Tom liikkui.
>>fin<< Tom moved.	Tomi muutti.
>>fin<< Tom moved.	Tomi liikkui.
>>fin<< Tom moved.	Tomi siirtyi.
>>fin<< Tom moved.	Tomi liikahti.
>>fin<< Tom stood.	Tom seisoi.
>>fin<< Tom stood.	Tomi seisoi.
>>fin<< Tom tries.	Tom yrittää.
>>fin<< Tom walks.	Tom kävelee.
>>fin<< Tom waved.	Tomi heilutti kättä.
>>fin<< Tom works.	Tom tekee töitä.
>>fin<< Tom's fat.	Tom on lihava.
>>fin<< Tom's mad.	Tom on hullu.
>>fin<< Tom's mad.	Tomi on raivostunut.
>>fin<< Tom's sad.	Tomi on surullinen.
>>fin<< Tom's shy.	Tomi on ujo.
>>fin<< Try again.	Yritä vielä kerran.
>>fin<< Try again.	Yritä uudestaan.
>>fin<< Try again.	Yritä uudelleen.
>>fin<< Try again.	Yritä vielä kerran uudelleen.
>>fin<< Try again.	Yrittäkää uudestaan.
>>fin<< Try again.	Yritä taas.
>>fin<< Try again.	Yrittäkää taas.
>>fin<< Try again.	Yrittäkää uudelleen.
>>fin<< Try again.	Koeta taas.
>>fin<< Try again.	Koeta uudestaan.
>>fin<< Try again.	Koeta uudelleen.
>>fin<< Try again.	Koettakaa taas.
>>fin<< Try again.	Koettakaa uudestaan.
>>fin<< Try again.	Koettakaa uudelleen.
>>fin<< Turn left.	Käänny vasemmalle.
>>fin<< Wait here.	Odota tässä.
>>fin<< Wait here.	Odota täällä.
>>fin<< Wait here.	Odottakaa täällä.
>>fin<< Wait here.	Odottakaa tässä.
>>fin<< Watch out!	Varo!
>>fin<< We can go.	Voimme mennä.
>>fin<< We can go.	Voimme lähteä.
>>fin<< We talked.	Me puhuimme.
>>fin<< We waited.	Me odotimme.
>>fin<< We waited.	Odotimme.
>>fin<< We waited.	Venasimme.
>>fin<< We waited.	Me venasimme.
>>fin<< We walked.	Kävelimme.
>>fin<< We'll see.	Se jää nähtäväksi.
>>fin<< We'll win.	Me voitamme.
>>fin<< We've won!	Me voitimme!
>>fin<< Well done!	Hienosti tehty!
>>fin<< Well done!	Hyvin tehty!
>>fin<< Well done!	Hienoa työtä!
>>fin<< What's up?	Mitä kuuluu?
>>fin<< What's up?	Miten menee?
>>fin<< What's up?	Mikä hätänä?
>>fin<< What's up?	Kuis panee?
>>fin<< What's up?	Kuis hurisee?
>>fin<< Who cares?	Ketä kiinnostaa?
>>fin<< Who cares?	Ihan niinku kiinnostais.
>>fin<< Who is he?	Kuka hän on?
>>fin<< Who is it?	Kuka se on?
>>fin<< Who knows?	Kuka tietää?
>>fin<< Who spoke?	Kuka puhui?
>>fin<< Who's Tom?	Kuka on Tom?
>>fin<< Who's she?	Kuka hän on?
>>fin<< Wonderful!	Mahtavaa!
>>fin<< Wonderful!	Upeaa!
>>fin<< Wonderful!	Loistavaa!
>>fin<< Wonderful!	Hienoa!
>>fin<< You idiot!	Sinä idiootti!
>>fin<< You tried.	Sinä yritit.
>>fin<< Aim higher.	Tähtää korkeammalle.
>>fin<< All aboard!	Kaikki kyytiin!
>>fin<< All aboard!	Nouskaa kyytiin!
>>fin<< All aboard!	Kaikki laivaan!
>>fin<< Am I dying?	Teenkö minä kuolemaa?
>>fin<< Am I ready?	Olenko valmis?
>>fin<< Am I right?	Olenko oikeassa?
>>fin<< Am I right?	Olenko minä oikeassa?
>>fin<< Am I wrong?	Olenko väärässä?
>>fin<< Am I wrong?	Olenko erehtynyt?
>>fin<< Am I wrong?	Olenko minä väärässä?
>>fin<< Am I wrong?	Erehdynkö?
>>fin<< Are you OK?	Onko kaikki okei?
>>fin<< Are you OK?	Onko kaikki kunnossa?
>>fin<< Are you OK?	Onko kaikki OK?
>>fin<< Are you OK?	Onko kaikki ihan hyvin?
>>fin<< Are you in?	Oletko mukana?
>>fin<< Be careful!	Ole varovainen!
>>fin<< Be careful!	Olkaa varovaisia!
>>fin<< Be careful.	Ole varovainen.
>>fin<< Be careful.	Olehan varovainen.
>>fin<< Be on time.	Älä myöhästy!
>>fin<< Be on time.	Tule ajoissa.
>>fin<< Be on time.	Mene ajoissa.
>>fin<< Be patient.	Ole kärsivällinen.
>>fin<< Be patient.	Olkaa kärsivällisiä.
>>fin<< Be patient.	Kärsivällisyyttä.
>>fin<< Birds sing.	Linnut laulavat.
>>fin<< Bottoms up!	Pohjanmaan kautta!
>>fin<< Breathe in.	Hengitä sisään.
>>fin<< Bring wine.	Tuo viiniä.
>>fin<< Can I help?	Saanko auttaa?
>>fin<< Can I help?	Voinko auttaa?
>>fin<< Can I stay?	Voinko minä jäädä?
>>fin<< Can I stay?	Voinko jäädä?
>>fin<< Choose one.	Valitse yksi.
>>fin<< Come along.	Tule mukaan.
>>fin<< Come along.	Tule meidän kanssamme.
>>fin<< Come along.	Tule meidän mukaamme.
>>fin<< Come quick!	Tule nopeasti!
>>fin<< Come quick!	Tulkaa nopeasti!
>>fin<< Cut it out!	Lopeta!
>>fin<< Cut it out!	Lopeta jo!
>>fin<< Cut it out!	Antaisit jo olla!
>>fin<< Cut it out.	Lopeta!
>>fin<< Cut it out.	Lopeta jo!
>>fin<< Cut it out.	Anna jo olla.
>>fin<< Cut it out.	Antaisit jo olla!
>>fin<< Definitely!	Tietysti!
>>fin<< Definitely!	Totta kai!
>>fin<< Definitely!	No tietty!
>>fin<< Definitely!	Ehdottomasti!
>>fin<< Did Tom go?	Lähtikö Tom?
>>fin<< Did Tom go?	Menikö Tom?
>>fin<< Do you ski?	Lasketteletko?
>>fin<< Do you ski?	Hiihdätkö?
>>fin<< Don't come.	Älä tule.
>>fin<< Don't jump!	Älä hyppää.
>>fin<< Don't jump!	Älä hyppää!
>>fin<< Don't jump!	Älkää hypätkö!
>>fin<< Don't look.	Älkää katsoko.
>>fin<< Don't move!	Älä liiku!
>>fin<< Don't move!	Pysy paikallasi!
>>fin<< Don't move!	Älä liiku.
>>fin<< Don't move!	Paikallasi!
>>fin<< Don't move!	Liikkumatta!
>>fin<< Don't move!	Pysykää paikallanne!
>>fin<< Don't move!	Älkää liikkuko!
>>fin<< Don't move.	Älä liiku!
>>fin<< Don't move.	Älä liiku.
>>fin<< Don't move.	Paikallasi!
>>fin<< Don't move.	Liikkumatta!
>>fin<< Don't push.	Älä paina.
>>fin<< Don't push.	Älä työnnä.
>>fin<< Don't push.	Älä töni.
>>fin<< Don't rush.	Älä ryntää.
>>fin<< Don't rush.	Älä säntäile.
>>fin<< Don't rush.	Älä rynni.
>>fin<< Don't rush.	Älä hätäile.
>>fin<< Don't sing.	Älä laula.
>>fin<< Don't sing.	Älkää laulako.
>>fin<< Don't stop.	Älä pysähdy.
>>fin<< Don't stop.	Älkää pysähtykö.
>>fin<< Don't stop.	Älä lopeta.
>>fin<< Don't stop.	Älkää lopettako.
>>fin<< Don't talk!	Älä puhu.
>>fin<< Don't talk!	Älä puhu!
>>fin<< Don't talk!	Älkää puhuko!
>>fin<< Don't talk.	Älkää puhuko.
>>fin<< Don't talk.	Älä puhu.
>>fin<< Don't wait.	Älä odota.
>>fin<< Duty calls.	Velvollisuus kutsuu.
>>fin<< Eat slowly.	Syö hitaasti.
>>fin<< Eat slowly.	Syökää hitaasti.
>>fin<< Face facts!	Hyväksy totuus!
>>fin<< Face facts!	Hyväksykää totuus!
>>fin<< Face facts!	Kohtaa totuus!
>>fin<< Face facts!	Kohdatkaa totuus!
>>fin<< Face facts!	Hyväksy tosiasiat!
>>fin<< Fill it up.	Tankki täyteen, kiitos!
>>fin<< Find a job.	Homma itsellesi töitä.
>>fin<< Fire burns.	Tuli palaa.
>>fin<< Fire burns.	Tuli polttaa.
>>fin<< Follow him.	Seuraa häntä.
>>fin<< Forget him.	Unohda hänet!
>>fin<< Forgive me.	Anna anteeksi.
>>fin<< Get a life!	Hanki elämä!
>>fin<< Get moving.	Liikettä.
>>fin<< Get off me.	Älä koske minuun!
>>fin<< Get off me.	Käpälät irti!
>>fin<< Get off me.	Pois päältäni!
>>fin<< Get to bed.	Mene sänkyyn.
>>fin<< Go outside.	Mene ulos.
>>fin<< Go outside.	Mene pihalle.
>>fin<< God exists.	Jumala on olemassa.
>>fin<< Good night.	Hyvää yötä.
>>fin<< He gave in.	Hän antautui.
>>fin<< He gave up.	Hän antautui.
>>fin<< He got a D.	Hän sai arvosanaksi "tyydyttävä".
>>fin<< He got a D.	Hän sai arvosanksi D:n.
>>fin<< He got a D.	Hän sai arvosanaksi seiskan.
>>fin<< He hung up.	Hän sulki puhelimen.
>>fin<< He is a DJ.	Hän on DJ.
>>fin<< He is busy.	Hänellä on kiire.
>>fin<< He is busy.	Hänellä on tekemistä.
>>fin<< He is kind.	Hän on hyvä ihminen.
>>fin<< He is kind.	Hän on kiltti.
>>fin<< He is kind.	Hän on ystävällinen.
>>fin<< He is kind.	Hän on kiltti ihminen.
>>fin<< He is kind.	Hän on ystävällinen ihminen.
>>fin<< He is kind.	Hän on kiva.
>>fin<< He is kind.	Hän on kiva ihminen.
>>fin<< He is mean.	Hän on halpamainen.
>>fin<< He is nice.	Hän on hyvä ihminen.
>>fin<< He is nice.	Hän on kiltti.
>>fin<< He is nice.	Hän on kiltti ihminen.
>>fin<< He is nice.	Hän on ystävällinen ihminen.
>>fin<< He is nice.	Hän on kiva.
>>fin<< He is nice.	Hän on kiva ihminen.
>>fin<< He is poor.	Hän on köyhä.
>>fin<< He is sick.	Hän on sairas.
>>fin<< He is sick.	Hän voi pahoin.
>>fin<< He is sick.	Hän on kipeä.
>>fin<< He is sick.	Hän on kipeänä.
>>fin<< He is sick.	Hän on sairaana.
>>fin<< He laughed.	Hän nauroi.
>>fin<< He made it.	Hän ehti.
>>fin<< He reacted.	Hän reagoi.
>>fin<< He's Swiss.	Hän on sveitsiläinen.
>>fin<< He's broke.	Hän on rahaton.
>>fin<< He's broke.	Hän on pennitön.
>>fin<< He's broke.	Hän on täysin auki.
>>fin<< He's broke.	Hän on aivan persaukinen.
>>fin<< He's happy.	Hän on onnellinen.
>>fin<< He's lying.	Hän valehtelee.
>>fin<< He's smart.	Hän on nokkela.
>>fin<< He's smart.	Hän on fiksu.
>>fin<< He's smart.	Hän on hyvä päästään.
>>fin<< He's smart.	Hän on älykäs.
>>fin<< He's smart.	Hänellä leikkaa hyvin.
>>fin<< Hello, Tom.	Hei, Tom!
>>fin<< Hello, Tom.	Terve, Tom!
>>fin<< Hello, Tom.	Moi, Tom.
>>fin<< Hey, relax.	Hei, relaa vähän.
>>fin<< Hey, relax.	Hei, rauhoitu nyt.
>>fin<< Hey, relax.	Hei, ota ihan rennosti.
>>fin<< How is Tom?	Mitä Tomille kuuluu?
>>fin<< How lovely!	Kuinka ihanaa!
>>fin<< How lovely!	Miten ihanaa!
>>fin<< How lovely!	Niin ihanaa!
>>fin<< How lovely!	Onpa ihanaa!
>>fin<< How lovely!	Onpas ihanaa!
>>fin<< How's work?	Mites töissä?
>>fin<< Hurry home.	Kiiruhda kotiin.
>>fin<< I am a boy.	Olen poika.
>>fin<< I am a man.	Minä olen mies.
>>fin<< I am a man.	Olen mies.
>>fin<< I am going.	Minä menen.
>>fin<< I am going.	Menen.
>>fin<< I am going.	Minä olen menossa.
>>fin<< I am going.	Olen menossa.
>>fin<< I am happy.	Olen onnellinen.
>>fin<< I am ready.	Olen valmis.
>>fin<< I am smart.	Olen älykäs.
>>fin<< I broke it.	Minä rikoin sen.
>>fin<< I can read.	Osaan lukea.
>>fin<< I can read.	Mä osaan lukea.
>>fin<< I can sing.	Osaan laulaa.
>>fin<< I can stay.	Voin jäädä.
>>fin<< I can stay.	Minä voin jäädä.
>>fin<< I can swim.	Osaan uida.
>>fin<< I can wait.	Voin odottaa.
>>fin<< I can walk.	Voin kävellä.
>>fin<< I can walk.	Osaan kävellä.
>>fin<< I chuckled.	Minä myhäilin.
>>fin<< I chuckled.	Minä hykertelin.
>>fin<< I disagree.	Olen eri mieltä.
>>fin<< I do worry.	Todella huolehdin.
>>fin<< I do worry.	Minä kyllä murehdin.
>>fin<< I eat here.	Syön täällä.
>>fin<< I eat here.	Syön tässä.
>>fin<< I eat meat.	Syön lihaa.
>>fin<< I eat meat.	Minä syön lihaa.
>>fin<< I eat meat.	Mä syön lihaa.
>>fin<< I envy Tom.	Olen kateellinen Tomille.
>>fin<< I feel bad.	Minulla on paha olo.
>>fin<< I feel bad.	Minun oli huono olla.
>>fin<< I feel bad.	Minulla on huono olo.
>>fin<< I found it.	Löysin sen!
>>fin<< I found it.	Löytyi!
>>fin<< I got busy.	Minulle tuli kiireitä.
>>fin<< I got hurt.	Minuun sattui.
>>fin<< I got hurt.	Loukkaannuin.
>>fin<< I got lost.	Olen eksyksissä.
>>fin<< I got sick.	Sairastuin.
>>fin<< I hate you.	Vihaan sinua.
>>fin<< I hate you.	Minä vihaan sinua.
>>fin<< I hate you.	Mä vihaan sua.
>>fin<< I have one.	Minulla on.
>>fin<< I help him.	Autan häntä.
>>fin<< I hope not.	Toivottavasti ei.
>>fin<< I know Tom.	Tunnen Tomin.
>>fin<< I know her.	Tunnen hänet.
>>fin<< I know him.	Tunnen hänet.
>>fin<< I know him.	Minä tunnen hänet.
>>fin<< I know him.	Minä tiedän hänet.
>>fin<< I know him.	Tiedän hänet.
>>fin<< I know you.	Tunnen sinut.
>>fin<< I like Tom.	Tykkään Tomista.
>>fin<< I like Tom.	Pidän Tomista.
>>fin<< I like him.	Pidän hänestä.
>>fin<< I like him.	Tykkään hänestä.
>>fin<< I like tea.	Tykkään teestä.
>>fin<< I like tea.	Pidän teestä.
>>fin<< I love her.	Rakastan häntä.
>>fin<< I love her.	Minä rakastan häntä.
>>fin<< I love him.	Rakastan häntä.
>>fin<< I love him.	Minä rakastan häntä.
>>fin<< I love tea.	Minä rakastan teetä.
>>fin<< I love you.	Minä rakastan teitä.
>>fin<< I love you.	Rakastan sinua!
>>fin<< I love you.	Mä rakastan sua.
>>fin<< I made tea.	Minä tein teetä.
>>fin<< I miss Tom.	Mul on ikävä Tomii.
>>fin<< I miss him.	Minulla on ikävä häntä.
>>fin<< I miss you.	Kaipaan sinua.
>>fin<< I miss you.	Ikävöin sinua.
>>fin<< I miss you.	Minulla on sinua ikävä.
>>fin<< I miss you.	Mulla on ikävä sua.
>>fin<< I miss you.	Mul on ikävä sua.
>>fin<< I miss you.	Minulla on ikävä sinua.
>>fin<< I must run.	Minun pitää juosta.
>>fin<< I need gas.	Tarvitsen kaasua.
>>fin<< I need gas.	Tarvitsen bensaa.
>>fin<< I need gas.	Tarvitsen bensiiniä.
>>fin<< I panicked.	Minä panikoin.
>>fin<< I ran home.	Juoksin kotiin.
>>fin<< I resigned.	Minä erosin.
>>fin<< I saw that.	Näin tuon.
>>fin<< I survived.	Pärjäsin.
>>fin<< I survived.	Pysyin elossa.
>>fin<< I survived.	Selviydyin hengissä.
>>fin<< I think so.	Luulen niin.
>>fin<< I threw up.	Oksensin.
>>fin<< I want you.	Minä haluan sinut.
>>fin<< I want you.	Minä haluan sinua.
>>fin<< I was away.	Olin poissa.
>>fin<< I was busy.	Minulla oli kiire.
>>fin<< I was home.	Olin kotona.
>>fin<< I was home.	Minä olin kotona.
>>fin<< I was last.	Minä olin viimeinen.
>>fin<< I was last.	Olin viimeinen.
>>fin<< I was lost.	Olin eksyksissä.
>>fin<< I work out.	Harrastan liikuntaa.
>>fin<< I work out.	Minä treenaan.
>>fin<< I work out.	Minä urheilen.
>>fin<< I'll be OK.	Olen kunnossa.
>>fin<< I'll be OK.	Minä pärjään kyllä.
>>fin<< I'll do it.	Minä teen sen.
>>fin<< I'm a hero.	Minä olen sankari.
>>fin<< I'm a hero.	Olen sankari.
