>>ara<< Hi.	مرحبًا.
>>ara<< Unbelievable!	شيء لا يُصدق!
>>ara<< We are Arabs.	نحن عرب.
>>ara<< We are happy.	نحن مسرورون.
>>ara<< We are happy.	إنا سعداء.
>>ara<< We are happy.	نحن سعداء
>>ara<< We need help.	نحن نحتاج إلى مساعدة
>>ara<< We need rain.	نحن نحتاج إلي المطر.
>>ara<< We succeeded.	نجحنا.
>>ara<< We want meat.	نريد لحما.
>>ara<< We're at war.	نحن في حرب.
>>ara<< We're coming.	نحن آتون.
>>ara<< We're coming.	نحن آتون
>>ara<< Welcome home.	مرحباً بك في المنزل.
>>ara<< What's wrong?	ما المشكلة؟
>>ara<< What's wrong?	ما الخطب؟
>>ara<< Where are we?	أين نحن؟
>>ara<< Where is Tom?	أين توم؟
>>ara<< Why quit now?	لم الإستسلام الآن؟
>>ara<< Won't you go?	ألن تذهب؟
>>ara<< You are rich.	إنّك غنيّ.
>>ara<< You are rich.	أنت غنيّ.
>>ara<< You are rich.	أنت غني
>>ara<< You go first.	اذهب أنت أولاً.
>>ara<< You know how.	أنت تعلم كيف
>>ara<< You're crazy.	إنك مجنون.
>>ara<< You're right.	أنت محقّ.
>>ara<< You're right.	عندك حقّ.
>>ara<< Any questions?	ألديكم أي أسئلة؟
>>ara<< Are you alone?	هل أنت وحدك؟
>>ara<< Are you crazy?	هل أنت مجنون؟
>>ara<< Are you happy?	هل أنت سعيد؟
>>ara<< Are you happy?	هل أنت سعيد
>>ara<< Are you ready?	هل أنت جاهز؟
>>ara<< Be respectful.	كُن مُحترماً.
>>ara<< Be supportive.	كُن داعماً.
>>ara<< Bring it here.	احضره الى هنا.
>>ara<< Bring the key.	أحضر المفتاح.
>>ara<< Can you drive?	هل تستطيع أن تقود سيارة؟
>>ara<< Come tomorrow.	تعالَ غداً.
>>ara<< Don't be evil.	لا تكن شرّيرا.
>>ara<< Everyone dies.	الجميع يموت.
>>ara<< Everyone dies.	"كل من عليها فانٍ".
>>ara<< Flowers bloom.	الأزهار تتفتح.
>>ara<< Fry me an egg.	اقلي لي بيضة.
>>ara<< Get behind me.	اذهب خلفي.
>>ara<< God bless you!	باركك الله .
>>ara<< He is British.	إنه بريطاني.
>>ara<< He kissed her.	قبّلها.
>>ara<< He let Tom go.	هو تركَ توم يذهب.
>>ara<< He lied to us.	كذب علينا.
>>ara<< He sells cars.	إنه يبيع السيارات.
>>ara<< He shot at me.	أطلق عليّ الرّصاص.
>>ara<< He's outraged.	إنه غاضب.
>>ara<< He's so young.	إنهُ شاب جداً.
>>ara<< He's so young.	إنهُ صغير جداً.
>>ara<< He's very ill.	إنه مريض جداً.
>>ara<< Here he comes.	ها قد أتى.
>>ara<< Here or to go?	هنا أم تأخذها معك؟
>>ara<< How about you?	ماذا عنك؟
>>ara<< How big is it?	ما هو حجمها؟
>>ara<< How did it go?	كيف جرى الأمر؟
>>ara<< How old is he?	كم عمره؟
>>ara<< How's the job?	كيف حال الوظيفة؟
>>ara<< I added water.	أضفت بعض الماء
>>ara<< I am a Muslim.	أنا مسلم
>>ara<< I believe you.	أصدقك.
>>ara<< I came by car.	أتيت بالسيارة.
>>ara<< I can't do it.	لا يمكنني فعل ذلك.
>>ara<< I can't do it.	لا أستطيع أن أفعل ذلك.
>>ara<< I caused this.	هذا بسببي.
>>ara<< I caused this.	أنا سببّت هذا.
>>ara<< I do love you.	أحبك.
>>ara<< I feel hungry.	أشعر بالجوع.
>>ara<< I got thirsty.	أنا عطشان.
>>ara<< I hate coffee.	أكره القهوة.
>>ara<< I have a book.	عندي كتاب.
>>ara<< I have a cold.	أصبت بالبرد.
>>ara<< I have a cold.	لدي زكام.
>>ara<< I have a cold.	أصبت بالزكام.
>>ara<< I have a cold.	لدي رشح.
>>ara<< I have a home.	عندي بيت.
>>ara<< I have doubts.	لدي شكوك.
>>ara<< I just got up.	استيقظت للتوّ.
>>ara<< I like French.	أنا أحب الفرنسية
>>ara<< I like movies.	أحب الأفلام.
>>ara<< I like movies.	أحب مشاهدة الأفلام.
>>ara<< I like sports.	أحب الرياضة.
>>ara<< I like sports.	أحب ممارسة الألعاب الرياضية.
>>ara<< I like tennis.	أحب كرة المضرب.
>>ara<< I like tennis.	أحب لعب التنس.
>>ara<< I lost my job.	خسرت وظيفتي.
>>ara<< I lost my key.	أضعت مفتاحي.
>>ara<< I love French.	أنا أحب الفرنسية
>>ara<< I love movies.	أحب الأفلام.
>>ara<< I love my dad.	أنا أحب أبي
>>ara<< I must go now.	يتوجب علي الذهاب الآن.
>>ara<< I need my key.	أحتاج لمفتاحي.
>>ara<< I play violin.	أعزف الكمان.
>>ara<< I saw a ghost.	رأيت شبحا.
>>ara<< I saw nothing.	انا لم ارى اي شيء.
>>ara<< I took a walk.	تمشّيت.
>>ara<< I use Firefox.	أنا أستخدم برنامج فايرفوكس.
>>ara<< I use Firefox.	أنا أستخدم Firefox
>>ara<< I want a beer.	أنا أُريد بيرة.
>>ara<< I want to die.	أريد أن أموت.
>>ara<< I'll be there.	سأحضر.
>>ara<< I'll buy this.	سأشتري ذلك.
>>ara<< I'll call you.	سأتصل بك.
>>ara<< I'll eat here.	سآكل هنا.
>>ara<< I'll miss you.	سأفتقدك.
>>ara<< I'll miss you.	سأشتاق إليك.
>>ara<< I'll take him.	سآخذه معي.
>>ara<< I'm a bit shy.	أنا خجول قليلاً.
>>ara<< I'm a student.	أنا تلميذ.
>>ara<< I'm a student.	أنا طالب
>>ara<< I'm a tourist.	أنا سائح.
>>ara<< I'm confident.	أنا واثق من نفسي.
>>ara<< I'm in my car.	أنا في السيارة
>>ara<< I'm not going.	أنا لستُ ذاهباً.
>>ara<< I'm not going.	أنا لستُ ذاهبة.
>>ara<< I'm not happy.	أنا لست سعيداً.
>>ara<< I'm not happy.	أنا لستُ سعيدة.
>>ara<< I'm not tired.	أنا لست متعباً.
>>ara<< I'm observant.	أنا شديد الملاحظة.
>>ara<< I'm on a diet.	إنني أتبع حمية.
>>ara<< I'm tired now.	أنا متعب الآن.
>>ara<< I'm very busy.	إنني مشغول جداً.
>>ara<< Is it snowing?	هل هي تثلج ؟
>>ara<< Is that clear?	أهذا واضح؟
>>ara<< Is that yours?	أذلك لك ؟
>>ara<< Is that yours?	هل هذا لكَ؟
>>ara<< Is that yours?	هل ذلك يخصك؟
>>ara<< It is raining.	إنها تمطر.
>>ara<< It is raining.	الجو ممطر.
>>ara<< It is too hot.	الجو حار جدا
>>ara<< It is too hot.	الجو حار جداً
>>ara<< It isn't mine.	ليس ملكي.
>>ara<< It won't hurt.	لن يؤلم.
>>ara<< It'll turn up.	سيتم الامر
>>ara<< It's Saturday.	هل اليوم هو السبت؟
>>ara<< It's a secret.	إنه سر.
>>ara<< It's accurate.	هذا صحيح.
>>ara<< It's annoying.	إنهُ مزعج.
>>ara<< It's fall now.	دخل الخريف.
>>ara<< It's fall now.	نحن في الخريف الآن.
>>ara<< It's improved.	لقد تحسنت.
>>ara<< It's so early.	الوقت مبكر جدا.
>>ara<< It's stealing.	انها سرقه.
>>ara<< It's very big.	إنها كبيرة جداً.
>>ara<< Just a minute.	دقيقة من فضلك.
>>ara<< Just rest now.	استرح الآن فحسب.
>>ara<< Let me see it.	دعني أراها.
>>ara<< Let me try it.	دعني أجربها.
>>ara<< Life is sweet.	الحياة حلوة.
>>ara<< Listen to Tom.	استمع إلى توم
>>ara<< Lock the gate.	أغلق البوابة.
>>ara<< Love is blind.	الحب أعمى.
>>ara<< Luck is blind.	الحظ أعمى.
>>ara<< Make me happy.	أسعدني.
>>ara<< Make your bed.	رتب سريرك.
>>ara<< May I ask why?	أيمكنني سؤالك عن السبب؟
>>ara<< May I come in?	هل بإمكاني الدخول؟
>>ara<< May I come in?	هل أستطيع أن آتي؟
>>ara<< Mom, I'm home.	أمّي، أنا في المنزل.
>>ara<< Mom, I'm home.	أمّاه، أنا في المنزل.
>>ara<< Mom, I'm home.	أمّاه، لقد عدت إلى المنزل.
>>ara<< My head hurts.	رأسي يؤلمني.
>>ara<< My knee hurts.	ركبتي تؤلمني.
>>ara<< No, thank you.	لا، شكراً لك.
>>ara<< No, thank you.	لا, شكراً لك
>>ara<< Our team lost.	خسر فريقنا.
>>ara<< Pay attention.	انتبه.
>>ara<< See you again.	أراك مجدداً.
>>ara<< See you again.	إلى اللقاء.
>>ara<< See you again.	إلى اللقاء
>>ara<< She bent down.	إنحنت.
>>ara<< She hated him.	كرهته.
>>ara<< She is eating.	إنها تأكل.
>>ara<< She loves Tom.	إنها تحب توم.
>>ara<< She loves Tom.	إنها تعشق توم.
>>ara<< She loves Tom.	هي تحب توم
>>ara<< Shut the door.	أغلق الباب.
>>ara<< Speak clearly.	تكلم بوضوح.
>>ara<< Stand at ease!	استرح.
>>ara<< Stay positive.	كن ايجابي
>>ara<< Stop clapping.	كفّ عن التصفيق.
>>ara<< Thanks anyway.	شكراً على أي حال.
>>ara<< That's enough.	كفى.
>>ara<< That's enough.	هذا يكفي.
>>ara<< That's my cat.	ذلك قطي.
>>ara<< That's my cat.	تلك قطتي.
>>ara<< They all left.	غادروا جميعا.
>>ara<< They hate you.	إنهم يكرهونك.
>>ara<< They know Tom.	هم يعرفون توم
>>ara<< They're happy.	إنهم سعداء.
>>ara<< They're happy.	هم سعداء.
>>ara<< This is a dog.	هذا كلب.
>>ara<< This is a pen.	هذا قلم.
>>ara<< This is a pun.	هذه نكتة.
>>ara<< This way, sir.	من هنا، سيدي.
>>ara<< Today was fun.	كان اليوم يوماً ممتعاً.
>>ara<< Tom has a car.	توم لديه سيارة
>>ara<< Tom has money.	توم لديه نقود
>>ara<< Tom is absent.	توم غائب.
>>ara<< Tom is my dad.	توم هو أبي
>>ara<< Tom likes you.	توم معجب بكي.
>>ara<< Tom was fired.	طرد توم من عمله.
>>ara<< Tom was naked.	كان توم عاريًا.
>>ara<< Tom was sober.	توم كان رصيناً.
>>ara<< Use your feet.	استخدم قدميك.
>>ara<< Wait a minute.	انتظر دقيقة
>>ara<< Wait a moment.	انتظر لحظة.
>>ara<< Wait a moment.	انتظرِ قليلا.
>>ara<< We are hungry.	إننا جائعون.
>>ara<< We had doubts.	كان لدينا شكوك.
>>ara<< We need water.	نحتاج الماء
>>ara<< We understand.	نحن نفهم
>>ara<< We wonder why.	نتساءل لِمَ.
>>ara<< We're at home.	نحن في المنزل
>>ara<< We've arrived.	ها قد وصلنا.
>>ara<< We've arrived.	لقد وصلنا.
>>ara<< Were you shot?	هل أصبت بعيار ناري؟
>>ara<< What a relief!	يا لها من راحة
>>ara<< What can I do?	ما عساني أن أفعل؟
>>ara<< What happened?	ما الذي حصل؟
>>ara<< What happened?	ماذا حدث؟
>>ara<< What happened?	ماذا حصل ؟
>>ara<< Where are you?	أين أنت؟
>>ara<< Who said that?	من قال هذا؟
>>ara<< Who says that?	من يقول هذا؟
>>ara<< Who's talking?	من يتحدّث؟
>>ara<< Whose is this?	لمن هذا؟
>>ara<< You can do it.	يمكنك أن تفعلها!
>>ara<< You can do it.	تشجع!
>>ara<< You look busy.	تبدو مشغولاً.
>>ara<< You look pale.	تبدو شاحباً.
>>ara<< You look pale.	تبدو شاحب الوجه.
>>ara<< You look sick.	يبدو عليك المرض.
>>ara<< You look sick.	تبدو مريضاً.
>>ara<< You may speak.	يمكنك التحدث.
>>ara<< You need this.	ستحتاج إلى ذلك.
>>ara<< You should go.	عليك الذهاب.
>>ara<< You should go.	من الأفضل أن تذهب.
>>ara<< You were busy.	كنتَ مشغولاً.
>>ara<< You work hard.	إنك تعمل بجد.
>>ara<< You're a baby.	أنت طفل.
>>ara<< You're joking!	أنت تمزح!
>>ara<< Allow me to go.	اسمح لي بالذهاب.
>>ara<< Are you coming?	هل أنت آتٍ؟
>>ara<< Are you hungry?	هل أنت جائع؟
>>ara<< Aren't you Tom?	ألست طوم؟
>>ara<< Birds lay eggs.	تضع الطيور البيض.
>>ara<< Boil the water.	أغلي الماء
>>ara<< Bring it to me.	أحضرها لي.
>>ara<< Can I help you?	هل لي أن أساعدك؟
>>ara<< Can I help you?	أيمكنني مساعدتك؟
>>ara<< Can I help you?	كيف لي أن أساعدك؟
>>ara<< Check everyone.	إفحص كُل واحد.
>>ara<< Close the door.	أقفل الباب!
>>ara<< Come back soon.	عُد قريبًا.
>>ara<< Did I break it?	هل كسرتها؟
>>ara<< Do as you like.	إفعل ما تريد.
>>ara<< Do as you want.	افعل ما تريد.
>>ara<< Do you know me?	هل تعرفني؟
>>ara<< Do you like it?	هل تحب ذلك؟
>>ara<< Do you like it?	هل يعجبك ذلك؟
>>ara<< Do you love me?	أتحبني؟
>>ara<< Do you love me?	هل تحبني؟
>>ara<< Do you mean me?	هل تقصدني؟
>>ara<< Do you promise?	أتعدني؟
>>ara<< Do you promise?	أتعديني؟
>>ara<< Does it matter?	هل يهم؟
>>ara<< Does this hurt?	هل هذا يؤلم؟
>>ara<< Don't say that.	لا تقل ذلك.
>>ara<< Don't stop him.	لا توقفه
>>ara<< Don't touch me!	لا تلمسني.
>>ara<< Drop the knife!	ألق السكين.
>>ara<< Everyone knows.	الجميع يعرف
>>ara<< Get out of bed!	انهض من سريرك!
>>ara<< Give it to him.	أعطه إياه.
>>ara<< Give it to him.	أعطه إياها.
>>ara<< Happy New Year!	كل سنة و أنت بخير.
>>ara<< Happy New Year!	كل سنة و أنتم بخير.
>>ara<< Happy New Year!	عام جديد سعيد!
>>ara<< Happy New Year!	سنة جديدة سعيدة!
>>ara<< Happy New Year!	عاك سعيد!
>>ara<< Happy birthday!	عيد ميلاد سعيد.
>>ara<< He doesn't run.	هو لا يجري
>>ara<< He drives fast.	هو يسوق بسرعة.
>>ara<< He has left us.	هو تركنا.
>>ara<< He has left us.	هو غادرنا.
>>ara<< He is a doctor.	إنه طبيب.
>>ara<< He is a genius.	إنه عبقري.
>>ara<< He is a genius.	إنه ذكي جداً.
>>ara<< He looks young.	يبدو شاباً.
>>ara<< He loves music.	يحب الموسيقي.
>>ara<< He sang a song.	غنى أغنية.
>>ara<< He seems tired.	يبدو متعباً.
>>ara<< He slapped her.	صفعها
>>ara<< He will not go.	لن يذهب.
>>ara<< He worked hard.	عمل بجد.
>>ara<< He's a student.	إنّه طالب.
>>ara<< He's my father.	إنه والدي.
>>ara<< He's ready now.	إنهُ مُسعد الأن.
>>ara<< Here is a book.	إليك بكتاب.
>>ara<< Here is a book.	هنا كتاب.
>>ara<< Here they come.	ها قد أَتَوْا.
>>ara<< Here's my card.	هذه بطاقتي.
>>ara<< Here's the bus.	ها هو الباص.
>>ara<< Hi! What's new?	هلا! ما الجديد؟
>>ara<< Hi, come on in.	مرحبا, ادخل
>>ara<< How can I help?	كيف بإمكاني مساعدتك ؟
>>ara<< How high is it?	ما مدي ارتفاعها ؟
>>ara<< How much is it?	كم ثمنها؟
>>ara<< How's your dad?	كيف حال أبيك؟
>>ara<< I am a student.	أنا طالب
>>ara<< I ate the meat.	أكلت اللحم.
>>ara<< I began to cry.	أخذت تبكي.
>>ara<< I began to cry.	بدأتُ بالبكاء.
>>ara<< I came on foot.	جئت سيراً على الأقدام.
>>ara<< I came on foot.	أتيت سيراً على الأقدام.
>>ara<< I can't see it.	لا يمكنني رؤيته.
>>ara<< I fear nothing.	لا أخاف شيئا.
>>ara<< I feel for you.	أشعر بما تمر به.
>>ara<< I give my word.	أنا أعدك
>>ara<< I go to school.	أذهب إلى المدرسة.
>>ara<< I hated school.	لقد كَرِهتُ المَدرَسَة.
>>ara<< I have a cough.	لدي كحة.
>>ara<< I have a cough.	لدي سعال.
>>ara<< I have a fever.	لدي حمى.
>>ara<< I have a house.	عندي بيت.
>>ara<< I have no idea.	لا أعرف‏.‏‏
>>ara<< I have sisters.	لدي أخوات.
>>ara<< I hurt my knee.	أذيت ركبتي.
>>ara<< I know the boy.	أعرف ذلك الولد.
>>ara<< I like carrots.	أحبُ الجزر
>>ara<< I like castles.	أحب القلاع.
>>ara<< I like the dog.	أحب ذلك الكلب.
>>ara<< I lost my keys.	أضعت مفاتيحي.
>>ara<< I love Harvard.	أنا أحب هارفارد.
>>ara<< I love carrots.	أحبُ الجزر
>>ara<< I love lasagna.	أحب أكل اللازانيا.
>>ara<< I love parties.	أحب الحفلات.
>>ara<< I love to bake.	احب ان اخبز.
>>ara<< I must buy one.	عليّ أن أشتري واحدة.
>>ara<< I must buy one.	لابد أن اشتري واحدة.
>>ara<< I need a knife.	أحتاج الى سكين.
>>ara<< I quit smoking.	توقفت عن التدخين
>>ara<< I saw five men.	رأيت خمسة رجال.
>>ara<< I saw him jump.	رأيته يقفز.
>>ara<< I saw one once.	رأيتُ واحدة مرة.
>>ara<< I see the girl.	أنا أري الفتاة.
>>ara<< I sell weapons.	أبيعُ الأسلحة.
>>ara<< I study Korean.	أنا أدرس اللغة الكورية.
>>ara<< I turned right.	انعطفتُ يمينًا.
>>ara<< I usually walk.	عادةً أمشي.
>>ara<< I want pickles.	أريد مخلّلًا.
>>ara<< I want to know.	أود أن أعرف.
>>ara<< I want to live.	أريد أن أعيش
>>ara<< I was in shock.	شعرت بالصّدمة.
>>ara<< I was with you.	كنتُ معك.
>>ara<< I wasn't there.	لم أَكُنْ هُناكْ.
>>ara<< I will sue you.	سأقاضيك.
>>ara<< I will sue you.	سأرفع عليك قضية.
>>ara<< I'd like to go.	أود الذهاب.
>>ara<< I'll buy a car.	سأشتري سيارة.
>>ara<< I'll come back.	سأعود.
>>ara<< I'll phone you.	سأتصل بك.
>>ara<< I'll scold him.	سأوبخه.
>>ara<< I'll stay home.	سأبقى في البيت.
>>ara<< I'm a free man.	أنا رجل حر.
>>ara<< I'm behind him.	إنني وراءه.
>>ara<< I'm behind him.	انا بخلفه .
>>ara<< I'm in the car.	أنا في السيارة
>>ara<< I'm in trouble.	أنا في ورطة.
>>ara<< I'm not hungry.	أنا لست جائع.
>>ara<< I'm not scared.	أنا لستُ خائفاً.
>>ara<< I'm not scared.	أنا لستُ خائفةً
>>ara<< I'm old enough.	أنا كبير بما يكفي.
>>ara<< I'm old enough.	أنا كبير بما فيه الكفاية.
>>ara<< I'm still here.	أنا ما زلت هنا.
>>ara<< I'm the killer.	أنا القاتل.
>>ara<< I'm undressing.	أنا أخلع ملابسي.
>>ara<< I'm very happy.	أنا سعيد للغاية.
>>ara<< I'm very happy.	أنا سعيد جداً.
>>ara<< I'm very sorry.	أنا آسف جداً
>>ara<< I've been busy.	كنت مشغولا.
>>ara<< I've seen that.	سبق و رأيت ذلك.
>>ara<< I've seen that.	لقد رأيت ذلك من قبل.
>>ara<< If only I knew!	لو أنّني كنت أعرف!
>>ara<< Is he American?	أهو أمريكي؟
>>ara<< Is he Japanese?	هل هو ياباني؟
>>ara<< Is this French?	هل هذه فرنسية؟
>>ara<< Isn't it black?	أليست سوداء؟
>>ara<< Isn't it black?	أليس أسوداً؟
>>ara<< It is Saturday.	هل اليوم هو السبت؟
>>ara<< It was a mouse.	كان ذلك فأراً.
>>ara<< It's brand new.	إنها جديدة.
>>ara<< It's dangerous!	إنك في خطر!
>>ara<< It's hot today.	الجو حار اليوم.
>>ara<< It's hot today.	اليوم حار
>>ara<< It's ready now.	إنها جاهزة الأن.
>>ara<< It's the queen.	إنها الملكة.
>>ara<< It's too small.	إنها صغيرة جداً.
>>ara<< It's too small.	إنها صغيرة جداً
>>ara<< It's up to you.	الأمر يعود إليك.
>>ara<< It's up to you.	كما تريد.
>>ara<< It's very cold.	إن الجو قارس.
>>ara<< It's very cold.	الجو بارد جداً.
>>ara<< It's very good.	هذا جيد جدا
>>ara<< It's well done.	حسنًا عُمِلَ.
