>>nus<< Hi.	Maalɛ.
>>nus<< Just help me with this baggage.	Luäkä kɛ bɛ̈ɛ̈k ɛmɛ.
>>nus<< Most Americans like hamburgers.	Nɛy ti̱ ŋuan ni kɛn kä Amëri̱ka nhɔk kɛn Amäri̱gɛr.
>>nus<< My father bought me some books.	Ci̲ gua̲rä ko̲k buɔkni.
>>nus<< No one asked me not to do that.	Thiɛlɛ ram kɛl mi̲ ci ɤä thiëëc i̲ /cu jɛ lät.
>>nus<< People say I have a nice voice.	Ci̲ nath wëë ta̲a̲ kɛ jɔw mi̲ gɔaa.
>>nus<< The sky grew darker and darker.	Ci̱ nhial cuɔl ɛ cuuc ɛcuuc.
>>nus<< Their struggle is our struggle.	Buɔ̱mdun ɛ jɛn la buɔ̱m da mɔni̱
>>nus<< This building is made of stone.	Ɛn duël ɛmɛ la̱t jɛ kɛ päm.
>>nus<< Tom and Mary know you did that.	Töm kɛnɛ Mëri̱ ŋäc kɛn ɣöö ci̱ɛ la̱t.
>>nus<< Tom and Mary work in Australia.	Töm kɛnɛ Mɛrɛ lätkɛ kä ɣɔ̱thi-ra-lia.
>>nus<< Tom bought Mary some chocolate.	Töm cɛ Mɛrɛ kök cɔ-kɔ-lɛt.
>>nus<< Tom has a 13-year-old daughter.	Töm tëkɛ nyaadɛ mi tekɛ run 13.
>>nus<< Tom listened to Mary carefully.	Töm cɛ Mɛri̲ liŋ kɛ päl pi̲ny.
>>nus<< Tom moved away from the window.	Nɔ̱ni̱ rɔ kɛ wërnyin Töm.
>>nus<< Tom moved away from the window.	Töm woc rɔdu kä wërnyin.
>>nus<< Tom moved away from the window.	Töm jɛyni̱ kä wërnyin.
>>nus<< Tom saw Mary eating a sandwich.	Töm cɛ nɛn Mɛrɛ mi̱thɛ kɛ Tha̱nduuc .
>>nus<< Tom swims as well as Mary does.	Töm cɛ kɛt kɛnɛ Mëri̱.
>>nus<< Tom told me that he had a cold.	Töm cɛ la̱r ɣä i̱ tëë kɛ thony thoony
>>nus<< Tom wanted to be with his kids.	Töm go̱o̱rɛ ɣöö bɛ tekɛɛl kɛ gaatkɛ.
>>nus<< Tom was very happy to see Mary.	Töm ci̱ lɔcdɛ tɛ̈ɛ̈th kɛ ɣöö cɛ Mɛri̱.
>>nus<< Wet clothes stick to your skin.	Bie̱yni ti ɣɔ̱c duapkɛ rɔ̱ puɔ̱ɔ̱nydu.
>>nus<< What do you think of my theory?	Ɛ ŋu caari̱ mɔ kä la̱tdä ?
>>nus<< What do you think of my theory?	Ɛ ŋu de̱ri̱ car kä la̱tdä mɔni̱ ?
>>nus<< Yes. We should be very careful.	ɤään. Banɛ dhil te̲ kɛ tiit.
>>nus<< You should go brush your teeth.	Wer görɛ ɣöö dëri̱ lɛcku we toth.
>>nus<< Your performance was very good.	Jin ci̱ mi̱ gɔaani̱ jɛn la̱t ɛlo̱ŋ
>>nus<< Big people aren't always strong.	Nɛy ti̱n di̱i̱t/kɛn la bum ni̱ ciaaŋ.
>>nus<< Did you really lose your ticket?	Ɛ puc ci̱ ti̱kɛdu bath i̱nu?
>>nus<< Do you want to come to my place?	Ji̲n go̲ri ɤöö dëri̲ ben gua̲ath ciɛɛŋkädä?
>>nus<< Does Tom know Mary's dog's name?	Töm jɛ ŋäcɛ ci̱öt ji̱ök Mëri̱?
>>nus<< I actually haven't even met Tom.	Kɛ thuɔ̲k /ka̲n ji̲e̲k kɔnɛ Töm.
>>nus<< I didn't want to go there alone.	ɣän /ka̱nɛ go̠r ɛn ɣöö bä we gua̱a̱ mi̠i̠ kä rɔaadä.
>>nus<< I don't like to talk about that.	/ Cäna gör i̱ dee ruac kɛ kui̱dɛ.
>>nus<< I don't plan to visit Australia.	/Ka̱nɛ riaki̱kä i̱ dee Ji̱o̱kɔw we nɛɛn.
>>nus<< I don't plan to visit Australia.	./Ka̱nɛ riali̱kä ɛn ɣöö dee Ni̱p -nip we nɛɛn.
>>nus<< I need to know why Tom did that.	Görä ɤöö bä ŋa̲ci̲ ɛŋu lät Töm nɔmɔ kɛ jɛ mɔ
>>nus<< I still have other things to do.	Yän ŋuɔtdä ta̱a̱ tikɔ̱ŋ ti la̱tdä
>>nus<< I think you're absolutely right.	Ɛ thuɔ̱k ɣän ŋa̱thä jɛ i̱ ciɛ la̱t kɛliw..
>>nus<< I thought Tom didn't work today.	Cä diw i̱ Töm känɛ lät ɛn wa̱lɛ.
>>nus<< I want Tom to move to Australia.	Görä ɣöö Töm bɛ ɣo̱th kä Ɣɔthtralia.
>>nus<< I wouldn't let anybody hurt you.	Cänɛ göör i̱ tee kɛ ram mi̱ dee ji̱ moc ri̱ɛk.
>>nus<< I'm happy that you're my friend.	Tɛ]th lɔcdä kɛ ɣöö ɛ ji̱n määthdä.
>>nus<< If you do it at all, do it well.	Mi̱ wi jɛ cak la̱t, lätni̱ jɛ agɔa.
>>nus<< Mary is having a new dress made.	Mɛri tëkɛ bi̱i̱ mi pay la̱t.
>>nus<< Mary is having a new dress made.	Mɛri tëkɛ bi̱i̱ mi pay tɛm.
>>nus<< Mary is having a new dress made.	Mɛri tëkɛ bi̱i̱ mi pay kɔc.
>>nus<< Mary tried on her wedding dress.	Mëri̱ cɛ luɔ̱t kuëndɛ la̱th.
>>nus<< Mary tried on her wedding dress.	Mëri̱ cɛ luɔ̱t kuëndɛ ɣɔ̱a̱n.
>>nus<< Nobody wants to be the last one.	Thi̱ɛlɛ ram mi̱ göör ɣöö bɛ duɔth jɔk.
>>nus<< Our country is very rich in oil.	Rɛy wecda ri̱äŋɛ kɛ ja̱th ɛn tee thi̱n.
>>nus<< She likes to go for walks alone.	Jɛn go̱o̱rɛ we ja̱l kä rɔaadɛ
>>nus<< She was very happy with my gift.	Ci̱ lɔcdɛ tɛɛth kɛ muc ɛn cä ka̱m jɛ .
>>nus<< That question is hard to answer.	Thi̱ëëc ɛmɛ jɛn bum luɔc jëkädɛ.
>>nus<< The Jacksons moved to Australia.	Ci Jakthɔn ɤo̲th kä Awuthi̲raliaa.
>>nus<< They were rich as well as happy.	Kɛ nɛy ti̲ ria̲ŋ ria̲a̲ŋ kä tɛthlo̲ckiɛn.
>>nus<< This watch needs to be repaired.	Thaak ɛmɛ go̱o̱rɛ rialikä
>>nus<< This watch needs to be repaired.	Thaak ɛmɛ dëë jɛ nyɔk kɛ lätni
>>nus<< Tom didn't do that the easy way.	Töm /känɛ la̲t kɛ duɔ̲ɔ̲p mi̲ thia̲kthia̲k
>>nus<< Tom doesn't know when Mary left.	Töm /cɛ gua̱a̱th ëë jiɛn kɛ Mɛri̱ ŋäc.
>>nus<< Tom has a lot of good qualities.	Tönm tee kɛ gɔy ti̲ ŋuan
>>nus<< Tom is a very gregarious person.	Töm ɛ ram ŋäc muɔŋ ɛ lɔ̱ŋ.
>>nus<< Tom never spoke to me in French.	Töm kenɛ mär ruackɛ ɣä kɛ thok prɛny.
>>nus<< Tom said that he was unemployed.	Töm ɛjɛni̱ thiɛlɛ la̱t.
>>nus<< Tom used to drink a lot of milk.	Töm la maathɛ cak ti ŋuan.
>>nus<< Tom went to the dance with Mary.	Töm görɛ döny kɛnɛ Mëri̱.
>>nus<< Tom won't be able to go with us.	Jɛn cɛ gɔaa i̱ we kɔ kɛ Töm kɛɛl.
>>nus<< We encourage your participation.	Kɛn lua̱ŋ la̱tdun ba̱kɛ jɛ luäk.
>>nus<< We're going to a dance tomorrow.	Bi̱ kɔn we duth buul i̱ruun.
>>nus<< We're going to a dance tomorrow.	Bi̱ kɔn we döny buul i̱ruun.
>>nus<< What time do you arrive at work?	Ɛ thaak di̲? laa cupi̲ ciëëŋ kɛ jɛ mɔ.
>>nus<< Will you call me a taxi, please?	deeri̠ ɣä ciöl thurbil mi̠ bä ben kɔtkɛ jɛ, määthdä?
>>nus<< Without air, nothing could live.	Mi̱ thi̱ɛlɛ ji̱ɔm mi̱ tee thi̱n,ci̱ nath dee met ci̱ëŋ.
>>nus<< Would you be willing to help us?	JI̱n lotɛ dɛ kɛ ɣöö dëri̱ kɔ luäk ?
>>nus<< A driver was sleeping in the car.	Geer tëë ni̱n jii thuɔ̱rbiɛl.
>>nus<< Are you going to see Tom tonight?	Göri̱ ɣöö bi̱ Töm we nɛn kɛ wäär ɛmɛ ?
>>nus<< Are you going to see Tom tonight?	Kɛ wäär ɛmɛ göri̱ ɣöö bi̱ Töm we nɛn ?
>>nus<< Be careful not to make Tom angry.	Tiitɛ ɛn ɣöö cuu lɔc Töm jaa kä jiäk.
>>nus<< Did you know Tom would be absent?	Ji̱n ŋäci̱ jɛ ɛn ɣöö bi̱ Töm yi̱k pa̱k?
>>nus<< He wants a watch just like yours.	Go̱o̱rɛ thaak mi ce̱t nikɛ duŋdu.
>>nus<< How do you know so much about me?	Ɛ ŋu ŋäci̱ ɛ löŋ ɔ kä ta̱a̱ ci̱ɛŋkä dä mɔ ?
>>nus<< I asked Tom for his phone number.	ɤän cä Töm thi̲ëëc kɛ nɔmbɔr talɛpɔnkädɛ.
>>nus<< I couldn't sleep much that night.	Ɣän /cän bi̱ tɔ̱ɔ̱c kɛ thiaaŋ ɛmɛ ɛlɔ̱ŋ.
>>nus<< I even surprise myself sometimes.	Tha̱a̱ŋ guääthni̱ ɣän laa wi̱i̱dä yi̱i̱cɛ
>>nus<< I feel sick whenever I see blood.	Mii̱ cä ri̱ɛm nɛn laa ɣa̱ mocɛ kɛ juëy.
>>nus<< I have many friends that help me.	ta̲a̱ kɛ mäthni ti̱ ŋuan ti laa ɤä a luäk.
>>nus<< I plan on doing better next year.	Cä rialikä bä lɛ ŋuään kɛ ruɔ̱n ɛ bëë mɔ.
>>nus<< I told Tom what questions to ask.	Cä Töm la̱r ti̱n bɛ thi̱ëëc.
>>nus<< I'd like to cook chicken tonight.	Ɛn wäri̱ görä ɣöö bä thaal kɛ manpɛ̈lɛ̈k.
>>nus<< I'm not a student. I'm a teacher.	Ciɛ ɣän dho̱o̱l duëël gɔ̱ɔ̱rkä. Ɛ ɣän ŋi̱i̱c.
>>nus<< I've been swimming all afternoon.	Ta̱a̱ ket kɛn cäŋdäär ɛmɛ kɛɛliw.
>>nus<< I've told you so a hundred times.	Cä la̱tji̱ ni̱kä ti nyin ŋuan.
>>nus<< If Tom comes, please let me know.	Mi̱ ci̱ Töm cop, Ɣän a ŋa̱cä jɛ.
>>nus<< No one noticed what was going on.	Thi̱ɛlɛ ram mi̱ ci̱ läär in ci̱ we ŋa̱c.
>>nus<< She was anxious about his health.	Di̱ɛrɛ kɛ kui̱ puɔlä pua̱a̱nydɛ.
>>nus<< The sky became darker and darker.	Ci̱ nhial cuɔl ɛ cuuc ɛcuuc.
>>nus<< There's no way it cost that much.	/Thiɛlɛ mi̱ ba la̱t,a kɔak kɛ ni̱ jɛ.
>>nus<< There's no way it cost that much.	/Thiɛlɛ mi̱ ba la̱t,banɛ kɔkni̱ jɛ.
>>nus<< Tom and Mary only have one child.	Töm kɛnɛ Mɛrɛ tekɛ gat kɛl kärɔa.
>>nus<< Tom bought what he needed to buy.	Töm cɛ mëë go̱rɛ kɔkɛ kɔk.
>>nus<< Tom called some friends for help.	Ci̲ Töm mɔ̈thni̲ kɛ cɔl kɛ kui̲c luɔ̈kä
>>nus<< Tom is mopping the kitchen floor.	Töm cothɛ duel tha̱t.
>>nus<< We can't just throw them in jail.	/ci kɔn de cu la̱thni jɛ duel yieenä.
>>nus<< We don't joke about these things.	/Ci̱ nɛy ŋar kɛ kui kä ti̱ti̱.
>>nus<< We were as surprised as you were.	Ci̱ nɛy ga̱a̱c ni̱ kɛ jɛn ga̱a̱c ëë ci̱ ga̱a̱c kɛ ji̱.
>>nus<< Your blood pressure is very high.	Jin ci̲ di̲i̲t riɛmdu kac nhial ɛlo̲ŋ.
>>nus<< Did you hear about Tom's accident?	Ci̱ ri̱ɛk ɛn ci̱ tuɔk kä Töm liŋ ?
>>nus<< Do you feel like doing that today?	Jeki rɔ cet bi nɛmi la̲t ɛn walɛ?
>>nus<< Don't worry. I'll take care of it.	Cudiɛɛr bä rialikä
>>nus<< He made it to the classes on time.	cɛ cop jii kilɛ̈ɛ̈th kɛ gua̱a̱dɛ
>>nus<< He made it to the classes on time.	Cɛ mal cop kä ki̱lɛ̈ɛ̈th.
>>nus<< How many hours a week do you work?	Kɛ thaakni̱ da̱ŋ di̱ läti̱ kɛ kɛ mɔ rɛy jokä ?
>>nus<< How many hours a week do you work?	Rɛy jokä kɛ thaakni̱ da̱ŋ di̱ läti̱ kɛ kɛ mɔni̱?
>>nus<< I didn't find everything I needed.	/Ka̲n tin go̱o̱rä kɛn dial jëk
>>nus<< I don't think I impressed anybody.	/Cänɛ car i̱ tëë kɛ ram mi̱ cä lɔcdɛ jakä tɛth.
>>nus<< I found it very hard to stay away.	Cä jek ɛ bɛc ɛn ɣöö bä rɔ nɔ̱a̱n
>>nus<< I showed Tom how to tie a bowline.	Ɣän cä Töm nyuɔ̱th ta̱a̱ ɛn yiankɛ kuin -bäär kɛ jɛ.
>>nus<< I still think I can get something.	Ɣän ca̱a̱rä kɛ ɣöö dee duɔ̱ɔ̱r jëk.
>>nus<< I told Tom all about the accident.	Cä la̱t Töm kɛɛliw ɛn riɛk.
>>nus<< I'll leave the day after tomorrow.	Bä jiɛɛn i̱muɔlä.
>>nus<< People are still afraid to go out.	Kɛn nath ŋot kɛ dual kɛ ben diɛn raar.
>>nus<< The dictator oppressed the people.	Ɛ ruëëc mi̱ ji̱ääk Nath ɛ ja dual.
>>nus<< They admitted her to the hospital.	ci̠ kɛnɛ we tɔ̲a̱a̱c duel wa̱l.
>>nus<< Those are nice gloves you have on.	Gɔwkɛ kɛn gölöpni tɔ̱ ci la̱thɔ̱.
>>nus<< Tom always wanted to be a teacher.	Töm görɛ ɣöö dera ŋi̱i̱c ni̱ wënkä.
>>nus<< Tom always wanted to be a teacher.	Töm jɛn görɛ ɣöö ba ŋi̱i̱c ni̱ ci̱aaŋ.
>>nus<< Tom and I are pretty good friends.	Ɣän kɔnɛ Töm kɛ nɛy mäthni̱ ti̱ gɔw.
>>nus<< Tom asked Mary to give him a kiss.	Ci̱ Töm mëri̱ thi̱ëëc kɛ ɣöö dërɛ jɛ ci̱m.
>>nus<< Tom insisted we visit his parents.	Ci̱ ɣä ji̱ök i̱ nɛy ci̱ëë mani̱ we gui̱l.
>>nus<< Tom insisted we visit his parents.	Ci̱ Töm ɛ lar i̱ bi̱ nɛy ci̱ëë mani̱ gui̱l.
>>nus<< Tom is my wife's friend, not mine.	Töm ɛ mäth ci̱ëkdä /ciɛ mäthdä.
>>nus<< Tom still doesn't look very happy.	Töm ci̱ lɔcdɛ tɛ̈ɛ̈th kɛ guääth ɛmɛ.
>>nus<< Tom told me he didn't like boxing.	Töm cɛ la̱r ɣä i̱ lo̱kɛ bɔ-thiŋ.
>>nus<< Tom told me he didn't like boxing.	Töm cɛ la̱r ɣä i̱ lo̱kɛ piääm.
>>nus<< What did you think of the wedding?	Ɛŋu ɛn mëë caari̱ kɛ kui̱ kuën?
>>nus<< Why do we have to go to Australia?	Ɛŋu dënɛ we̲ kɛ jɛ mɔ kä A̲thtɔrɔ̲lia?
>>nus<< Will you pass me the salt, please?	deeri̠ ɣä ruɔ̲ny katdɛ, määthdä?
>>nus<< You'll feel better in a few hours.	Bi puɔ̱nydu päär kɛ dägiɛɛkni ti tɔt.
>>nus<< Are Tom and Mary in the same class?	Töm kɛnɛ Mëri̱ rɛy kilɛ̈ɛ̈th kɛl ?
>>nus<< Come to my house whenever you like.	Ji̱n ber ciëëŋdä kɛ gua̱a̱th ɛn ci̱ nhɔk.
>>nus<< Come to my house whenever you like.	Ber dhɔrä kɛ gua̱a̱th ɛn ci̱ nhɔk
>>nus<< Did you fill out the questionnaire?	Cikɛ thie̱ŋ kɛn thie̱cni?
>>nus<< Do you enjoy watching sports on TV?	Ji̱n nhɔki̱ guäc ŋa̱ri̱ rɛy Tilɛbi̱tiɛnkä ?
>>nus<< Do you think that Tom will like me?	Diiwi̲ jɛ i̲ bi̲ Töm ɤä nhɔk?
>>nus<< Have I done something to annoy you?	tee kɛ mi̲ cä la̲t ɛ jiäk mi̲ de lɔcdu yia̲r?
>>nus<< I definitely don't need to do that.	Cänä go̲r ɛ puc ɛn ɤöö bä nɔmɔ la̲t.
>>nus<< I don't understand how it happened.	Ka̱n mi̱n ci̱ tuɔk ŋa̱c ɛn tämɛ.
>>nus<< I think I've made the right choice.	Ɣän di̱ɛwä jɛ ci̱ kɔn ca̱r in gɔaa ka̱n.
>>nus<< I think Tom won't do that tomorrow.	Kɛ ca̱rä Töm cɛ bi la̱t iruun.
>>nus<< I think Tom won't do that tomorrow.	Carä jɛ Töm cɛ bi la̱t iruun.
>>nus<< I went swimming with Tom yesterday.	Cä we kɛt kɔnɛ Töm pan.
>>nus<< I wonder if I could really do that.	Di̱ɛɛrä mi̱ dee nɔmɔ la̱t.
>>nus<< I'm going to give this book to Tom.	Go̱o̱rä ɣöö bä Töm ka̱m bok ɛmɛ.
>>nus<< It looks like the TV isn't working.	Gui̱ɛcä jɛ ɛn ɣöö Ti̱bi̱iciën ɛmɛ cɛ la̱t.
>>nus<< Must I always do everything myself?	ba ti dial lat kɛ ka rɔa da.
>>nus<< The bus will leave in five minutes.	Thurbil in bäär bɛ jiɛɛn kɛ kɔr kuɛ̈ɛ̈ni̱ da̱ŋ dhieec.
>>nus<< The man was held in police custody.	Ɛn wut ca la̱th tetdä kumɛ.
>>nus<< Tom couldn't see anyone on the ice.	Töm thi̱ɛl ɛ ram mi̱ nɛɛn ɛ wi̱ tilic kä.
>>nus<< Tom died in 2013 from tuberculosis.	Ci̲ Töm li̲w kɛ ti̲bi̲i̲kulööth kɛ 2013.
>>nus<< Tom injured his elbow when he fell.	Töm cɛ ciälɛ näk mëë cɛ pɛ̈n.
>>nus<< Tom is hiding something. I know it.	Töm tëkɛ mi cɛ tɛ̱̈ɛ̱̈. ŋa̱cä jɛ.
>>nus<< Tom is hiding something. I know it.	Töm cɛ duɔ̱ɔ̱r tɛ̱̈ɛ̱̈. ŋa̱cä jɛ.
>>nus<< Tom said that he heard Mary crying.	Töm cɛ lar i̱, cɛ mɛrɛ liŋ ro̱tdɛ.
>>nus<< We should probably talk about that.	Diɛwä jɛ dee kɔn ruac kɛ kui̱ kä nɔmɔ.
>>nus<< We want you to be the team captain.	Go̲r nɛy ɤöö bi̲ ji̲nɛ bo̲o̲th bunä
>>nus<< Why would I want to go there alone?	Ɛŋu mi dë wä thɔ̱ŋɔ jɛ kärɔadä?
>>nus<< Why would I want to go there alone?	Ɛŋu mi dä weŋä ɣän kärɔa ɛn thɔ̱ŋɔ?
>>nus<< I asked Tom if he wanted to do that.	Cä Töm thi̱ëëc mi̱ nhɔk kɛ ɣöö bɛ lät.
>>nus<< I can't make out what she is saying.	/Ci̱en min latdɛ dee luäŋ kɛ no̱ŋ raar.
>>nus<< I know that Tom is thirty years old.	Ɣän ŋa̱cä jɛ i̱ tee Töm kɛ ruun ti̱ jiɛn di̱ɔ̱k.
>>nus<< I saw Tom walking towards the beach.	Töm cä nɛɛn jälɛ wee kɛ thok yiëër
>>nus<< I'm waiting for Tom to fix the sink.	liɛpa ni tom bɛ thaak wakani ben lat.
>>nus<< Nobody wants to be friends with Tom.	Thi̱ɛlɛ ram go̱r Töm i̱ bi̱ jɛn ɛ mäthdɛ.
>>nus<< She was very surprised at the sight.	cɛ ga̱a̱c ɛlɔ̱ŋ kɛ nëndɛ.
>>nus<< That's not what I think will happen.	Ciɛ jɛn ɛn nin caarä i̱ bi tuɔɔk
>>nus<< There's no way that Tom can do that.	Thi̱ɛlɛ duɔ̱ɔ̱p mi̱ dee Töm mi̱ ce̱t kɛɛ nɔ la̱t kɛ jɛ.
>>nus<< They wanted to stay in their houses.	Go̱o̱r kɛn ɣöö dekɛ te duëli̱kiɛn.
>>nus<< Tom has been here for several hours.	Ci̱ Töm jääny kɛ thaakni̱ ti̱ ci̱ we.
>>nus<< Tom hasn't responded to our request.	Ka̱n Töm thi̱ëëc ɛn ca thi̱ëcni̱ jɛ loc.
>>nus<< What do you know about Tom's family?	Tee kɛ mi̱ ŋäci̱ kɛ kui̱ ci̱ëë mani̱ Töm?
>>nus<< What do you know about Tom's family?	Ɛ ŋu ŋäci̱ kɛ ta̱a̱ ci̱ëë mani̱ Töm ?
>>nus<< Who do you think should get the job?	Ɛ ŋa di̱w yi̱ɛnɛ mɔ i̱ dëë la̱t jek ?
>>nus<< Why don't you sit down for a moment?	ɛŋu mi̠ /ci̠ nyur kɛ gua̱a̱ tɔ̲t?
>>nus<< Close the window before going to bed.	Gäk wërnyindu ɛ ŋot käni̱ we kä dhaŋdu
>>nus<< Do Tom and Mary both like to do that?	Nhɔk Tom kɛnɛ Mëri̱ jɛ ɛn ɣöö bi̱ kɛn ɛ la̱t?
>>nus<< Do Tom and Mary both like to do that?	Nhɔk ɛ Tömɛ kɛnɛ mëri̱ jɛ i̱ dee kɛnɛ la̱t ?
>>nus<< Do both Tom and Mary understand that?	kɛn da̱ŋ rɛw ɛn Tom kɛnɛ Mary cɛ cop lɔɔcdiɛn?
>>nus<< Do you still enjoy watching cartoons?	Ɛn guiäc karɛto̱ni̱ jalɛ lɔcdu kä tɛ̈ɛ̈th?
>>nus<< I cry whenever I listen to this song.	ɤän mi̲ cä dïït ɛmɔ li̲ŋ la ,ɤän ɛ wi̲ää.
>>nus<< I didn't think that I'd be so lonely.	/Ka̱nɛ car ɛn ɣöö dëë met te kä rɔa.
>>nus<< I haven't eaten anything in six days.	Ɣän thiɛlɛ mi̱ cä cam kɛ ni̱n bäkɛl.
>>nus<< I suspect Tom will hate what you did.	Diɛwä jɛ bi Töm ɛ lo̱k ɛn min ci la̱t.
>>nus<< I thought that we could eat together.	Jɛn ŋa̱cä ni̱ ɣöö de kɔn mi̱th kɛɛl.
>>nus<< Not many people would agree with you.	/cikɛ nɛi ti ŋuan bi mat kɛ ji.
>>nus<< Some people are allergic to tomatoes.	Tha̱ŋ nath lo̱k kɛn mi̱äth Tomatomni̱.
>>nus<< Take any books that you want to read.	Käni̱ buɔkni̱ ti̱ nhɔki̱ ɛn ɣöö bi̱ kuɛn.
>>nus<< Take any books that you want to read.	Käni̱ buɔkni̱ ti̱ gööri̱ ɣöö bi̱ kuɛn.
>>nus<< That wouldn't be too difficult to do.	/Cɛ bɛ̈c ɛ lo̱ŋ ɛn ɣöö dee raan ɛ la̱t.
>>nus<< Tom didn't wash Mary's car. John did.	Töm kenɛ thurbil Mɛri lak. Ɛ Jɔ̱ɔ̱n ciɛ lakɔ.
>>nus<< Tom hoped that he'd be offered a job.	Töm guicɛ jɛ dɔ̱ŋ dëë moc la̱t.
>>nus<< Tom is expected to get back tomorrow.	Dɔ̲ŋ bi̲ Töm lunyjɔk irun
>>nus<< Tom just called me a few minutes ago.	Töm payɛ ɣä yɔ̱di̱ kä kɛ gua̱a̱th in tɔt in pay wä.
>>nus<< Tom will be interested in doing that.	Töm nhɔkɛ jɛ i̱ bɛ la̱t ɛmɛni̱ yi̱k la̱t.
>>nus<< We'll all know the truth, eventually.	ŋäc kɔn diaal thuɔ̲k, kɛ kɔr gua̱th mi̠ bäär..
>>nus<< I didn't want to answer that question.	/Ci̲änɛ go̲ri̲ bä thi̲e̲c ɛmɔ loc.
>>nus<< I don't need to be at today's meeting.	ɤän cänɛ go̲r i̲ bä tee kä duɔl ca̲ŋ ɛmɛ.
>>nus<< I doubt Tom has finished his homework.	Di̲ɛwä ɤöö /kän Töm la̲t ci̲ëŋ thuk
>>nus<< I suspect Tom will eventually do that.	Cä ga̱a̱c ɛlɔ̱ŋ kɛ ɣöö dëë Töm nɛmɛ tok ɛ jɛn.
>>nus<< I thought Tom wasn't going to do that.	Carä Töm /cɛ dee we ɛ bɛ we la̱t.
>>nus<< I used to go out with a guy named Tom.	Cä kɔnɛ ja̱lä raar kɔnɛ gar mi cɔalkɛ Töm.
>>nus<< There's nothing surprising about that.	Thiɛlɛ mi̱ la ga̱a̱c kɛ kuidɛ.
>>nus<< This church has stained glass windows.	Ɛn duel Kuɛɔ̱th ɛmɛ ci̱ nëëni wër nyinikɛ lɔth.
>>nus<< Tom helped the old man cross the road.	Töm cɛ gua̱ndi̱i̱t luäk kɛ ŋuɔ̱k caarkä.
>>nus<< Tom said he wasn't old enough to vote.	Töm cɛ lar i̱ kenɛ ni di̱t ɛlɔ̱ŋ kɛ ɣöö bɛ yuɔr.
>>nus<< Tom said that he didn't want to dance.	Töm cɛ lar ɛnɣöö /cɛ bi döny.
>>nus<< Tom said that he didn't want to dance.	Töm cɛ lar i̱ jɛn /cɛ go̱r i̱ bɛ duth.
>>nus<< Tom was admitted to a mental hospital.	Töm ka̱n jɛ tɔ̱a̱a̱c duelwal yɔ̱a̱ŋni
>>nus<< We're getting married in three months.	Kɛ kɔr pääthni̱ da̱ŋ diɔ̱k ba kuënda puɔ̱t.
>>nus<< All I really want to do is talk to Tom.	Min göörä ɛ lo̱ŋ i̱ bä la̱t ɛ ɣöö dëë ruac kɛɛ Töm.
>>nus<< Are we going to stay in Boston tonight?	Bi̱ kɔn ni̱ɛɛn kä Bɔthtɔn ɛn wäär ɔ?
>>nus<< Did Tom say who was going to help Mary?	Ci̱ Töm ɛ lar i̱ ɛ ŋa bi̱ Mɛri̱ we luäk ɔ ?
>>nus<< I found it very difficult to stay away.	cä jek bɛc ɛ ɛn ɣöö bä tä nenkä.
>>nus<< I had no idea that was going to happen.	Thi̲ɛlɛ ɤä ca̲r kɛ min bi̲ tuɔɔk
>>nus<< I think that Tom is going to dump Mary.	Ca̱rɛ diɛwä Töm bɛ Mɛri päl.
>>nus<< I think that Tom is going to dump Mary.	Yän carä jɛ ɛn Töm bɛ Mɛri päl.
>>nus<< It'll be more difficult than you think.	Bɛ buɔ̱m ɛlɔ̱ŋ ɛ lenyni̱ ca̱r in cari jɛ.
>>nus<< No, I'm not going to smell your armpit.	Ɣëy, /cien rɔ̱thdu bi̱ ŋuäc.
>>nus<< Our meetings hardly ever start on time.	Duɔ̱li̱kɔn bumɛ ɛlɔ̱ŋi̱ bakɛ tok kɛ pɛ̈th
>>nus<< Thank you so much for this information.	Ɛ tɛ̈ɛ̈th lɔaac mi̱ di̱t ɛ lo̱ŋ kɛ kui̱ läärkä ɛmɛ.
>>nus<< They will debate the question tomorrow.	Bi̱ kɛn ruac kɛ kui̱ thi̱ëëcni̱ ti̱ti̱ni̱ i̱ ruun.
>>nus<< They will debate the question tomorrow.	Kɛ thi̱ëëcni̱ ti̱ti̱ni̱ bi̱ kɛn ruac thi̱n i̱ ruun.
>>nus<< This book is written in simple English.	Ɛn bok ɛmɛ ca gɔ̱r kɛ kɛ thok Liŋɛli̱i̱th mi̱ thia̱k.
>>nus<< Tom gives Mary everything she asks for.	Töm laa kämɛ Mɛɛrɛ mɔ cɛ thi̲ecɔ.
>>nus<< Tom is now learning to ride a tricycle.	Töm täämɛ ŋi̱i̱cɛ rɔ kɛ gër jiöök thɛliɛk.
>>nus<< Tom may not be telling the whole truth.	Töm dɔ̱ŋ /kenɛ thuɔ̱k lat kɛɛliw.
>>nus<< What makes you think that Tom did this?	ɛŋu jak ji kä cär ɛn ɣöö ɛjɛn lätdɛ mɔ?
>>nus<< You should attend to your own business.	Bi̱ yi̲k guɔ̲ɔ̱r ni la̱tdu kärɔa.
>>nus<< Does Tom know what you're talking about?	Dëraa mi̲ ŋäc Töm min ruaci̲ kɛ kui̲dɛ i̲nu?
>>nus<< I don't think I know anyone around here.	Ka̲nɛ car ɛn höö tëë kɛ rami ŋa̲cä ɛn guäth ɛmɛ
>>nus<< I hear he has been ill since last month.	ɣän cää liŋ i̠ jɛn cɛ te kɛ juey kɛ kɔr path ëë ci̠ we.
