>>pol<< Go.	Idź.
>>pol<< I exhaled.	Odetchnąłem.
>>pol<< I fainted.	Zemdlałem.
>>pol<< I fainted.	Zemdlałam.
>>pol<< I frowned.	Zmarszczyłem brwi.
>>pol<< I get you.	Rozumiem, o co ci chodzi.
>>pol<< I giggled.	Zachichotałem.
>>pol<< I giggled.	Zachichotałam.
>>pol<< I give up.	Poddaję się.
>>pol<< I gloated.	Tryumfowałem.
>>pol<< I gloated.	Tryumfowałam.
>>pol<< I grinned.	Uśmiechnąłem się.
>>pol<< I groaned.	Jęknąłem.
>>pol<< I groaned.	Jęknęłam.
>>pol<< I groaned.	Zajęczałam.
>>pol<< I groaned.	Zajęczałem.
>>pol<< I groaned.	Stęknąłem.
>>pol<< I groaned.	Stęknęłam.
>>pol<< I grunted.	Stęknąłem.
>>pol<< I grunted.	Stęknęłam.
>>pol<< I grunted.	Chrząknęłam.
>>pol<< I grunted.	Chrząknąłem.
>>pol<< I hit Tom.	Uderzyłem Toma.
>>pol<< I hope so.	Taką mam nadzieję.
>>pol<< I hurried.	Spieszyłem się.
>>pol<< I inhaled.	Wciągnąłem powietrze.
>>pol<< I laughed.	Śmiałem się.
>>pol<< I like it.	Lubię go.
>>pol<< I like it.	Lubię to.
>>pol<< I like it.	Lubię je.
>>pol<< I love it.	Kocham to.
>>pol<< I love it.	Uwielbiam to.
>>pol<< I made it.	Udało mi się.
>>pol<< I mean it.	Mówię poważnie.
>>pol<< I miss it.	Brakuje mi tego.
>>pol<< I miss it.	Tęsknię za tym.
>>pol<< I must go.	Muszę iść.
>>pol<< I noticed.	Zauważyłem.
>>pol<< I noticed.	Zauważyłam.
>>pol<< I promise.	Obiecuję.
>>pol<< I relaxed.	Rozluźniłem się.
>>pol<< I relaxed.	Rozluźniłam się.
>>pol<< I retired.	Przeszedłem na emeryturę.
>>pol<< I retired.	Przeszłam na emeryturę.
>>pol<< I said no.	Powiedziałem nie.
>>pol<< I said so.	Tak powiedziałem.
>>pol<< I said so.	Tak powiedziałam.
>>pol<< I saw him.	Widziałem go.
>>pol<< I see Tom.	Widzę Toma.
>>pol<< I shouted.	Krzyknąłem.
>>pol<< I slipped.	Pośliznąłem się.
>>pol<< I slipped.	Pośliznęłam się.
>>pol<< I sneezed.	Kichnąłem.
>>pol<< I sneezed.	Kichnęłam.
>>pol<< I stopped.	Zatrzymałem się.
>>pol<< I studied.	Uczyłem się.
>>pol<< I studied.	Uczyłam się.
>>pol<< I sweated.	Pociłem się.
>>pol<< I sweated.	Spociłam się.
>>pol<< I took it.	Wziąłem to.
>>pol<< I tripped.	Przewróciłem się.
>>pol<< I tripped.	Potknęłam się.
>>pol<< I tripped.	Potknąłem się.
>>pol<< I want it.	Chcę to.
>>pol<< I was fat.	Byłem gruby.
>>pol<< I was fat.	Byłam gruba.
>>pol<< I went in.	Weszłam.
>>pol<< I went in.	Wszedłem.
>>pol<< I will go.	Pójdę.
>>pol<< I woke up.	Obudziłem się.
>>pol<< I'd do it.	Zrobiłbym to.
>>pol<< I'd leave.	Wyjechałbym.
>>pol<< I'll call.	Zadzwonię.
>>pol<< I'll cook.	Ugotuję.
>>pol<< I'll help.	Pomogę.
>>pol<< I'll live.	Przeżyję.
>>pol<< I'll pass.	Odpuszczę.
>>pol<< I'll sing.	Będę śpiewać.
>>pol<< I'll stay.	Zostanę.
>>pol<< I'll stop.	Przestanę.
>>pol<< I'll talk.	Powiem.
>>pol<< I'll wait.	Poczekam.
>>pol<< I'll walk.	Będę chodzić.
>>pol<< I'm a man.	Jestem mężczyzną.
>>pol<< I'm angry.	Jestem wściekły.
>>pol<< I'm armed.	Jestem uzbrojony.
>>pol<< I'm blind.	Jestem niewidomy.
>>pol<< I'm bored.	Nudzi mi się.
>>pol<< I'm bored.	Nudzę się.
>>pol<< I'm bored.	Jestem znudzona.
>>pol<< I'm brave.	Jestem odważny.
>>pol<< I'm broke.	Jestem spłukany.
>>pol<< I'm clean.	Jestem czysty.
>>pol<< I'm cured.	Jestem wyleczony.
>>pol<< I'm dirty.	Jestem brudny.
>>pol<< I'm dirty.	Jestem brudna.
>>pol<< I'm drunk.	Jestem pijana.
>>pol<< I'm drunk.	Jestem pijany.
>>pol<< I'm first.	Jestem pierwszy.
>>pol<< I'm going.	Idę.
>>pol<< I'm happy.	Jestem szczęśliwy.
>>pol<< I'm happy.	Jestem szczęśliwa.
>>pol<< I'm loyal.	Jestem wierna.
>>pol<< I'm loyal.	Jestem wierny.
>>pol<< I'm lying.	Kłamię.
>>pol<< I'm naked.	Jestem nagi.
>>pol<< I'm naked.	Jestem naga.
>>pol<< I'm naked.	Jestem rozebrany.
>>pol<< I'm quiet.	Jestem cichy.
>>pol<< I'm ready!	Jestem gotowy!
>>pol<< I'm ready.	Jestem gotowy.
>>pol<< I'm right.	Mam rację.
>>pol<< I'm short.	Jestem niski.
>>pol<< I'm short.	Jestem niska.
>>pol<< I'm smart.	Jestem mądry.
>>pol<< I'm sober.	Jestem trzeźwy.
>>pol<< I'm sorry.	Przykro mi.
>>pol<< I'm stuck.	Utknąłem.
>>pol<< I'm tired.	Jestem zmęczony.
>>pol<< I'm tough.	Jestem twardy.
>>pol<< I'm young.	Jestem młody.
>>pol<< I'm yours.	Jestem twój.
>>pol<< I've lost.	Straciłem.
>>pol<< Ignore it.	Nie zwracaj na to uwagi.
>>pol<< Is it bad?	Czy to źle?
>>pol<< Is it far?	Czy to daleko?
>>pol<< Is it hot?	Czy jest gorąco?
>>pol<< Is it hot?	Czy to jest gorące?
>>pol<< Is it new?	Czy to jest nowe?
>>pol<< It burned.	Płonęło.
>>pol<< It failed.	Nie powiodło się.
>>pol<< It failed.	Nie udało się.
>>pol<< It rained.	Padało.
>>pol<< It smells.	Śmierdzi.
>>pol<< It smells.	Cuchnie.
>>pol<< It snowed.	Padał śnieg.
>>pol<< It stinks.	Śmierdzi.
>>pol<< It stinks.	To śmierdzi.
>>pol<< It worked.	Udało się.
>>pol<< It worked.	Zadziałało.
>>pol<< It's 3:30.	Jest trzecia trzydzieści.
>>pol<< It's 9:15.	Jest 9:15.
>>pol<< It's 9:15.	Jest dziewiąta piętnaście.
>>pol<< It's a TV.	To jest telewizja.
>>pol<< It's dark.	Jest ciemno.
>>pol<< It's easy.	To łatwe.
>>pol<< It's easy.	To proste.
>>pol<< It's easy.	Prościzna.
>>pol<< It's food.	To jest jedzenie.
>>pol<< It's hard.	To jest trudne.
>>pol<< It's late.	Jest późno.
>>pol<< It's open.	Jest otwarte.
>>pol<< It's ours.	To jest nasze.
>>pol<< It's sand.	To jest piasek.
>>pol<< It's time.	Nadszedł czas.
>>pol<< It's time.	Już czas.
>>pol<< It's time.	Już pora.
>>pol<< It's true.	To prawda.
>>pol<< It's work.	To praca.
>>pol<< Jump down.	Zeskocz.
>>pol<< Just swim.	Po prostu płyń.
>>pol<< Keep away.	Nie zbliżać się.
>>pol<< Keep back.	Zatrzymać się.
>>pol<< Keep calm.	Zachowaj spokój.
>>pol<< Keep cool.	Uspokój się.
>>pol<< Keep down.	Nie wstawaj.
>>pol<< Keep that.	Zatrzymać to.
>>pol<< Keep them.	Zatrzymać je.
>>pol<< Keep this.	Trzymaj to.
>>pol<< Keep warm.	Utrzymuj ciepło.
>>pol<< Kill them.	Zabij je.
>>pol<< Kill them.	Zabij ich.
>>pol<< Leave Tom.	Zostaw Toma.
>>pol<< Leave now!	Idź już.
>>pol<< Leave now!	Wyjdź w tej chwili!
>>pol<< Leave now!	Wyjdź natychmiast!
>>pol<< Leave now!	Odejdźcie!
>>pol<< Leave now.	Odejdź teraz.
>>pol<< Let it be.	Niech tak będzie.
>>pol<< Let me go!	Puść mnie!
>>pol<< Let me in.	Wpuść mnie do środka.
>>pol<< Let me in.	Wpuść mnie.
>>pol<< Let's ask.	Zapytajmy.
>>pol<< Let's eat.	Zjedzmy.
>>pol<< Let's try!	Spróbujmy!
>>pol<< Let's try.	Spróbujmy.
>>pol<< Lie still.	Leż spokojnie.
>>pol<< Listen up.	Słuchaj.
>>pol<< Listen up.	Posłuchajcie.
>>pol<< Listen up.	Proszę posłuchać.
>>pol<< Listen up.	Niech pani posłucha.
>>pol<< Listen up.	Posłuchaj.
>>pol<< Look away.	Odwrócić wzrok.
>>pol<< Look back!	Spójrz wstecz!
>>pol<< Look back.	Spójrz wstecz.
>>pol<< Look here.	Popatrz tutaj.
>>pol<< Loosen it.	Poluzowałeś to.
>>pol<< Loosen up.	Wrzuć na luz.
>>pol<< Move back.	Cofnij się.
>>pol<< Move over.	Przesuń się.
>>pol<< Nice shot!	Niezły strzał!
>>pol<< Of course!	Oczywiście!
>>pol<< Of course.	Oczywiście.
>>pol<< Open fire!	Ognia!
>>pol<< Open fire!	Strzelać!
>>pol<< Pardon me?	Słucham?
>>pol<< Pipe down!	Cisza!
>>pol<< Pipe down!	Morda w kubeł!
>>pol<< Pipe down!	Przestańcie gadać!
>>pol<< Pipe down!	Mordy w kubeł!
>>pol<< Pipe down!	Zamknąć japy!
>>pol<< Pipe down!	Przymknij się!
>>pol<< Pipe down!	Zamknąć się!
>>pol<< Pipe down!	Pozamykać się!
>>pol<< Pipe down!	Pozamykać gęby!
>>pol<< Please go.	Proszę iść.
>>pol<< Please go.	Proszę, idź.
>>pol<< Please go.	Niech pan idzie.
>>pol<< Punch Tom.	Uderz Toma.
>>pol<< Punch Tom.	Walnij Toma.
>>pol<< Put it on.	Załóż to.
>>pol<< Read this.	Przeczytaj to.
>>pol<< Read this.	Przeczytajcie to.
>>pol<< Repeat it.	Powtórz je.
>>pol<< Rest here.	Odpocznij tutaj.
>>pol<< Say "aah."	Powiedz „aaa”.
>>pol<< Say hello.	Powiedz cześć.
>>pol<< Say hello.	Przywitaj się.
>>pol<< Search me.	Przeszukaj mnie.
>>pol<< See below.	Patrz poniżej.
>>pol<< Seize him!	Pojmać go!
>>pol<< Seriously?	Naprawdę?
>>pol<< Seriously?	Poważnie?
>>pol<< Seriously?	Serio?
>>pol<< She cried.	Ona płakała.
>>pol<< She tried.	Próbowała.
>>pol<< She walks.	Ona idzie.
>>pol<< Sign here.	Podpisz tutaj.
>>pol<< Sign this.	Podpisz to.
>>pol<< Sit by me.	Usiądź przy mnie.
>>pol<< Sit still.	Usiedzieć.
>>pol<< Sit there.	Usiądź tam.
>>pol<< Sit there.	Usiądźcie tam.
>>pol<< Slow down!	Uspokój się!
>>pol<< Slow down!	Nie tak szybko!
>>pol<< Slow down!	Zwolnij!
>>pol<< Slow down!	Wolniej!
>>pol<< Slow down!	Proszę zwolnić!
>>pol<< Slow down!	Przystopuj trochę!
>>pol<< Slow down!	Nie śpiesz się tak!
>>pol<< Slow down.	Zwolnij.
>>pol<< Start now.	Zacząć teraz.
>>pol<< Stay away.	Trzymaj się z daleka.
>>pol<< Stay back.	Nie podchodź.
>>pol<< Stay calm.	Spokojnie.
>>pol<< Stay cool.	Zachowaj spokój.
>>pol<< Stay down!	Nie ruszaj się!
>>pol<< Stay down!	Nie wstawaj!
>>pol<< Stay down!	Leż!
>>pol<< Stay down!	Nie podnoś się!
>>pol<< Stay down!	Zostań tam!
>>pol<< Stay down!	Nie wychylaj się!
>>pol<< Stay down.	Nie wstawaj.
>>pol<< Stay here.	Zostań tutaj.
>>pol<< Stay home.	Zostań w domu.
>>pol<< Step back.	Krok do tyłu.
>>pol<< Stop here.	Zatrzymaj się tutaj.
>>pol<< Stop that.	Przestań.
>>pol<< Stop them.	Zatrzymaj ich.
>>pol<< Take care!	Trzymaj się!
>>pol<< Take care.	Trzymaj się!
>>pol<< Take over.	Przejąć.
>>pol<< Take this.	Weź to.
>>pol<< Thank you.	Dziękuję!
>>pol<< Thank you.	Dziękuję.
>>pol<< That hurt.	To bolało.
>>pol<< That's it.	To jest to.
>>pol<< That's me.	To ja.
>>pol<< Then what?	To co?
>>pol<< They fell.	Poczuli.
>>pol<< They left.	Wyszli.
>>pol<< They lied.	Kłamali.
>>pol<< They lost.	Zgubili.
>>pol<< They swam.	Płynęli.
>>pol<< Tom began.	Tom zaczął.
>>pol<< Tom bowed.	Tom ukłonił się.
>>pol<< Tom cared.	Tom troszczył się.
>>pol<< Tom cares.	Tom troszczy się.
>>pol<< Tom cooks.	Tom gotuje.
>>pol<< Tom cried.	Tom płakał.
>>pol<< Tom dived.	Tom zanurkował.
>>pol<< Tom dozed.	Tom drzemał.
>>pol<< Tom drank.	Tom pił.
>>pol<< Tom drove.	Tom przyjechał.
>>pol<< Tom fired.	Tom strzelił.
>>pol<< Tom froze.	Tom zamarzł.
>>pol<< Tom knits.	Tom robi na drutach.
>>pol<< Tom knits.	Tom dzierga.
>>pol<< Tom knows.	Tom wie.
>>pol<< Tom limps.	Tom utyka.
>>pol<< Tom moved.	Tom się przeprowadził.
>>pol<< Tom puked.	Tom zwymiotował.
>>pol<< Tom puked.	Tom rzygnął.
>>pol<< Tom reads.	Tom czyta.
>>pol<< Tom rocks.	Tom kołysał się.
>>pol<< Tom slept.	Tom spał.
>>pol<< Tom spoke.	Tom mówił.
>>pol<< Tom stood.	Tom stał.
>>pol<< Tom swims.	Tom pływa.
>>pol<< Tom swore.	Tom przysiągł.
>>pol<< Tom tried.	Tom próbował.
>>pol<< Tom tries.	Tom próbuje.
>>pol<< Tom voted.	Tom głosował.
>>pol<< Tom walks.	Tom chodzi.
>>pol<< Tom waved.	Tom pomachał.
>>pol<< Tom works.	Tom pracuje.
>>pol<< Tom's shy.	Tom jest nieśmiały.
>>pol<< Tom, wait!	Tomie, zaczekaj!
>>pol<< Trust Tom.	Zaufaj Tom.
>>pol<< Try again.	Spróbuj jeszcze raz.
>>pol<< Try it on.	Przymierz to.
>>pol<< Turn left.	Skręć w lewo.
>>pol<< Unlock it.	Otwórz to.
>>pol<< Wait here.	Poczekaj tutaj.
>>pol<< Wait here.	Zaczekaj tutaj.
>>pol<< Watch Tom.	Oglądaj Tom.
>>pol<< Watch out!	Uważaj!
>>pol<< We agreed.	Zgodziliśmy się.
>>pol<< We danced.	Tańczyliśmy.
>>pol<< We danced.	Tańczyłyśmy.
>>pol<< We did it.	Udało się.
>>pol<< We did it.	Zrobiliśmy to.
>>pol<< We failed.	Zawiedliśmy.
>>pol<< We failed.	Zawiodłyśmy.
>>pol<< We fasted.	Pościliśmy.
>>pol<< We fasted.	Pościłyśmy.
>>pol<< We forgot.	Zapomnieliśmy.
>>pol<< We forgot.	Zapomniałyśmy.
>>pol<< We limped.	Utykałyśmy.
>>pol<< We prayed.	Modliliśmy się.
>>pol<< We prayed.	Pomodliliśmy się.
>>pol<< We smiled.	Uśmiechnęliśmy się.
>>pol<< We smiled.	Uśmiechnęłyśmy się.
>>pol<< We talked.	Mówiliśmy.
>>pol<< We waited.	Czekaliśmy.
>>pol<< We walked.	Poszliśmy pieszo.
>>pol<< We yawned.	Ziewaliśmy.
>>pol<< We'll see.	Zobaczymy.
>>pol<< We're men.	Jesteśmy mężczyznami.
>>pol<< We're sad.	Jesteśmy smutni.
>>pol<< We've won!	Wygraliśmy!
>>pol<< Well done!	Dobra robota!
>>pol<< Well done.	Dobrze zrobione.
>>pol<< What fell?	Co spadło?
>>pol<< What's up?	Jak leci?
>>pol<< What's up?	Co jest?
>>pol<< Who cares?	Kogo to obchodzi?
>>pol<< Who drove?	Kto prowadził?
>>pol<< Who is he?	Kim on jest?
>>pol<< Who knows?	Kto wie?
>>pol<< Who knows?	Kto zna?
>>pol<< Who spoke?	Kto mówił?
>>pol<< Who spoke?	Kto zabrał głos?
>>pol<< Who spoke?	Kto się wypowiadał?
>>pol<< Who spoke?	Kto zabierał głos?
>>pol<< Who stood?	Kto stał?
>>pol<< Who'll go?	Kto pójdzie?
>>pol<< Who's she?	Kim ona jest?
>>pol<< Wonderful!	Cudownie!
>>pol<< Wonderful!	Cudowny
>>pol<< Wonderful!	Cudowna
>>pol<< Wonderful!	Świetnie!
>>pol<< Work more.	Pracuj więcej.
>>pol<< Write Tom.	Pisz Tom.
>>pol<< You drive.	Ty prowadzisz.
>>pol<< You idiot!	Ty głupcze!
>>pol<< You start.	Ty zaczynasz.
>>pol<< You stink.	Śmierdzisz.
>>pol<< You stink.	Cuchniesz.
>>pol<< You tried.	Próbowałeś.
>>pol<< You're OK.	Jesteś w porządku.
>>pol<< Act casual.	Zachowuj się normalnie.
>>pol<< Act casual.	Zachowuj się swobodnie.
>>pol<< Aim higher.	Celuj wyżej.
>>pol<< All aboard!	Wszyscy na pokład!
>>pol<< Am I wrong?	Czy nie mam racji?
>>pol<< Answer Tom.	Odpowiedz Tom.
>>pol<< Are you OK?	Czy wszystko w porządku?
>>pol<< Are you OK?	Wszystko z tobą dobrze?
>>pol<< Are you OK?	Czy wszystko u ciebie OK?
>>pol<< Ask anyone.	Spytaj kogoś.
>>pol<< Ask anyone.	Poproś kogoś.
>>pol<< Ask around.	Popytaj.
>>pol<< Be careful!	Bądź ostrożny.
>>pol<< Be careful.	Bądź ostrożny.
>>pol<< Be careful.	Uważaj.
>>pol<< Be content.	Bądź zadowolony.
>>pol<< Be content.	Ciesz się.
>>pol<< Be content.	Niech cię to zadowoli.
>>pol<< Be on time.	Będę na czas.
>>pol<< Be patient.	Bądź cierpliwy.
>>pol<< Be patient.	Bądź cierpliwa.
>>pol<< Be patient.	Cierpliwości.
>>pol<< Be serious.	Bądź poważny.
>>pol<< Be serious.	Mów poważnie.
>>pol<< Birds sing.	Ptaki śpiewają.
>>pol<< Bottoms up!	Na zdrowie!
>>pol<< Bottoms up!	Zdrówko!
>>pol<< Bottoms up!	Do dna!
>>pol<< Breathe in.	Weź wdech.
>>pol<< Breathe in.	Zrób wdech.
>>pol<< Breathe in.	Nabierz powietrza.
>>pol<< Bring food.	Przynieś jedzenie.
>>pol<< Bring help.	Przynieś pomoc.
>>pol<< Bring wine.	Przynieś wino.
>>pol<< Can I help?	Czy mogę pomóc?
>>pol<< Carry this.	Przenieś to.
>>pol<< Catch this.	Łap.
>>pol<< Catch this.	Złap to.
>>pol<< Check that.	Sprawdź to.
>>pol<< Check that.	Sprawdźcie to.
>>pol<< Check this.	Sprawdź to.
>>pol<< Choose one.	Wybierz jeden.
>>pol<< Choose one.	Proszę wybrać jeden.
>>pol<< Come again.	Przyjdź znowu.
>>pol<< Come again.	Zapraszam ponownie.
>>pol<< Come alone.	Przyjdźcie sami.
>>pol<< Come alone.	Przyjdź sam.
>>pol<< Come alone.	Przyjdź sama.
>>pol<< Come along.	Zbliżać się.
>>pol<< Come quick!	Chodź szybko!
>>pol<< Come quick!	Przyjeżdżaj szybko!
>>pol<< Come quick!	Przyjdź szybko!
>>pol<< Come to us.	Przyjdź do nas.
>>pol<< Definitely!	Zdecydowanie!
>>pol<< Destroy it.	Zniszcz to.
>>pol<< Dig faster.	Kop szybciej.
>>pol<< Don't come.	Nie przychodź.
>>pol<< Don't come.	Nie przychodźcie.
>>pol<< Don't move.	Nie ruszaj się.
>>pol<< Don't stop.	Nie zatrzymuj się.
>>pol<< Don't stop.	Nie przestawaj.
>>pol<< Don't wait.	Nie czekaj.
>>pol<< Drink this.	Napij się tego.
>>pol<< Duty calls.	Obowiązki wzywają.
>>pol<< Eat slowly.	Jedz powoli.
>>pol<< Enjoy life.	Ciesz się życiem.
>>pol<< Examine it.	Zbadaj to.
>>pol<< Face facts!	Spójrz prawdzie w oczy!
>>pol<< Face facts!	Licz się z faktami!
>>pol<< Face facts!	Staw czoła faktom!
>>pol<< Fill it up.	Napełnij to.
>>pol<< Find a job.	Znajdź pracę.
>>pol<< Fire burns.	Ogień parzy.
>>pol<< Follow Tom.	Śledź Toma.
>>pol<< Follow him.	Śledź go.
>>pol<< Forget Tom.	Zapomnij Tom.
>>pol<< Forget him.	Zapomnij o nim.
>>pol<< Forgive me.	Przebacz mi.
>>pol<< Forgive us.	Wybacz nam.
>>pol<< Forgive us.	Wybaczcie nam.
>>pol<< Get a tray.	Weź tacę.
>>pol<< Get moving.	Ruszaj się.
>>pol<< Go outside.	Idź na zewnątrz.
>>pol<< Go to work.	Idź do pracy.
>>pol<< God exists.	Bóg istnieje.
>>pol<< Good night.	Dobrej nocy.
>>pol<< Have faith.	Miej wiarę.
>>pol<< He gave in.	Dał za wygraną.
>>pol<< He gave up.	Zrezygnował.
>>pol<< He is a DJ.	Jest DJ-em.
>>pol<< He is here!	On tu jest!
>>pol<< He is kind.	On jest uprzejmy.
>>pol<< He is kind.	Jest uprzejmy.
>>pol<< He is lazy.	On jest leniwy.
>>pol<< He is mean.	On jest niemiły.
>>pol<< He is mean.	Jest niemiły.
>>pol<< He is nice.	On jest miły.
>>pol<< He is poor.	On jest biedny.
>>pol<< He is sick.	On jest chory.
>>pol<< He is tall.	Jest wysoki.
>>pol<< He made it.	Udało mu się.
>>pol<< He made it.	On to zrobił.
>>pol<< He's Swiss.	On jest Szwajcarem.
>>pol<< He's Swiss.	Jest Szwajcarem.
>>pol<< He's smart.	On jest mądry.
>>pol<< Head north.	Skieruj się na północ.
>>pol<< Head south.	Kieruj się na południe.
>>pol<< Hello, Tom.	Cześć, Tom.
>>pol<< Here it is.	Proszę.
>>pol<< Here it is.	Oto jest.
>>pol<< Here it is.	Oto i on.
>>pol<< Hey, relax.	Ej, uspokój się.
>>pol<< Hold still.	Nie ruszaj się.
>>pol<< Hold still.	Leż spokojnie.
>>pol<< Hold still.	Nie wierć się.
>>pol<< Hold still.	Stój spokojnie.
>>pol<< Hold still.	Stój nieruchomo.
>>pol<< Hold still.	Siedź spokojnie.
>>pol<< Hold still.	Przestań się wiercić.
>>pol<< Hold tight.	Trzymaj się.
>>pol<< Hold tight.	Trzymaj się mocno.
>>pol<< Hold tight.	Trzymacie się.
>>pol<< Hold tight.	Trzymacie się mocno.
>>pol<< How absurd!	Co za absurd!
>>pol<< How absurd!	Ale absurd!
>>pol<< How absurd!	Ależ absurdalne!
>>pol<< How absurd!	Ale niedorzeczne!
>>pol<< How clever!	Ale sprytnie!
>>pol<< How clever!	Bardzo sprytnie!
>>pol<< How clever!	Jak sprytnie!
>>pol<< How clever!	Ależ sprytnie!
>>pol<< How lovely!	Jak słodko!
>>pol<< How tragic!	Co za tragedia!
>>pol<< How was it?	Jak było?
>>pol<< Hurry back.	Wróć szybko.
>>pol<< Hurry back.	Wracaj szybko.
>>pol<< Hurry back.	Wróćcie szybko.
>>pol<< Hurry home.	Spiesz się do domu.
>>pol<< I admit it.	Przyznaję się.
>>pol<< I am a boy.	Jestem chłopakiem.
>>pol<< I am a man.	Jestem mężczyzną.
>>pol<< I am a man.	Jestem człowiekiem.
>>pol<< I am happy.	Jestem szczęśliwy.
>>pol<< I am human.	Jestem człowiekiem.
>>pol<< I am ready.	Jestem gotowy.
>>pol<< I am right.	Mam rację.
>>pol<< I am short.	Jestem niski.
>>pol<< I am short.	Jestem niska.
>>pol<< I am smart.	Jestem sprytny.
>>pol<< I beat Tom.	Pobiłem Tom'a.
>>pol<< I built it.	Ja to zbudowałem.
>>pol<< I can cook.	Mogę gotować.
>>pol<< I can draw.	Umiem rysować.
>>pol<< I can help.	Mogę pomóc.
>>pol<< I can jump.	Mogę skoczyć.
>>pol<< I can jump.	Umiem skakać.
>>pol<< I can sing.	Mogę śpiewać.
>>pol<< I can sing.	Potrafię śpiewać.
>>pol<< I can swim.	Umiem pływać.
>>pol<< I can swim.	Mogę pływać.
>>pol<< I can wait.	Mogę poczekać.
>>pol<< I can walk.	Mogę chodzić.
>>pol<< I can walk.	Mogę iść.
>>pol<< I canceled.	Odwołałem.
>>pol<< I chew gum.	Żuję gumę.
>>pol<< I chuckled.	Zachichotałem.
>>pol<< I chuckled.	Zachichotałam.
>>pol<< I defected.	Zdezerterowałem.
>>pol<< I disagree.	Nie zgadzam się.
>>pol<< I doubt it.	Wątpię w to.
>>pol<< I drank it.	Wypiłem to.
>>pol<< I eat here.	Jem tutaj.
>>pol<< I eat meat.	Jem mięso.
>>pol<< I enlisted.	Zaciągnąłem się.
>>pol<< I envy her.	Zazdroszczę jej.
>>pol<< I exercise.	Ćwiczę.
>>pol<< I flinched.	Wzdrygnęłam się.
>>pol<< I flinched.	Wzdrygnąłem się.
>>pol<< I got lost.	Zgubiłem się.
>>pol<< I got lost.	Zgubiłam się.
>>pol<< I guess so.	Chyba tak.
>>pol<< I hate Tom.	Nienawidzę Toma.
>>pol<< I hate you.	Nienawidzę cię.
>>pol<< I hate you.	Mam cię w dupie.
>>pol<< I have one.	Mam jeden.
>>pol<< I have one.	Mam jedną.
>>pol<< I hear you.	Słyszę cię.
>>pol<< I hear you.	Słyszę Cię.
>>pol<< I help him.	Pomagam mu.
>>pol<< I hope not.	Mam nadzieję, że nie.
>>pol<< I know Tom.	Znam Toma.
>>pol<< I know her.	Znam ją.
>>pol<< I know him.	Znam go.
>>pol<< I know you.	Znam cię.
>>pol<< I like Tom.	Lubię Toma.
>>pol<< I like art.	Lubię sztukę.
>>pol<< I like him.	Lubię go.
>>pol<< I like tea.	Lubię herbatę.
>>pol<< I like you.	Lubię cię.
>>pol<< I lingered.	Zwlekałem.
>>pol<< I lingered.	Zwlekałam.
>>pol<< I lingered.	Nie śpieszyłem się.
>>pol<< I lingered.	Ociągałem się.
>>pol<< I lingered.	Ociągałam się.
>>pol<< I lingered.	Zasiedziałem się.
>>pol<< I lingered.	Zasiedziałam się.
>>pol<< I lingered.	Nie śpieszyłam się.
>>pol<< I listened.	Słuchałem.
>>pol<< I love her.	Kocham ją.
>>pol<< I love him.	Kocham go.
>>pol<< I love you.	Kocham cię.
>>pol<< I love you.	Kocham was.
>>pol<< I miss him.	Tęsknię za nim.
>>pol<< I miss you.	Tęsknię za Tobą.
>>pol<< I miss you.	Tęsknię za tobą.
>>pol<< I misspoke.	Źle się wyraziłem.
>>pol<< I misspoke.	Przejęzyczyłam się.
>>pol<< I misspoke.	Przejęzyczyłem się.
>>pol<< I need air.	Potrzebuję powietrza.
>>pol<< I need ice.	Potrzebuję lodu.
>>pol<< I need you.	Potrzebuję cię.
>>pol<< I objected.	Zgłosiłem sprzeciw.
>>pol<< I panicked.	Spanikowałem.
>>pol<< I panicked.	Spanikowałam.
>>pol<< I promised.	Obiecałem.
>>pol<< I promised.	Obiecałam.
>>pol<< I relented.	Dałam spokój.
>>pol<< I relented.	Dałem spokój.
>>pol<< I relented.	Ustąpiłam.
>>pol<< I relented.	Ustąpiłem.
>>pol<< I relented.	Odpuściłem.
>>pol<< I relented.	Odpuściłam.
>>pol<< I relented.	Uległem.
>>pol<< I relented.	Uległam.
>>pol<< I remember.	Pamiętam.
>>pol<< I resigned.	Zrezygnowałem.
>>pol<< I resisted.	Oparłem się.
>>pol<< I resisted.	Oparłam się.
>>pol<< I resisted.	Nie uległem.
>>pol<< I resisted.	Nie uległam.
>>pol<< I screamed.	Krzyknąłem.
>>pol<< I shrugged.	Wzruszyłam ramionami.
>>pol<< I shrugged.	Wzruszyłem ramionami
>>pol<< I squinted.	Zmrużyłam oczy.
>>pol<< I squinted.	Zmrużyłem oczy.
>>pol<< I survived.	Przeżyłem.
>>pol<< I think so.	Chyba tak.
>>pol<< I think so.	Tak mi się wydaje.
>>pol<< I threw up.	Zwymiotowałem.
>>pol<< I use this.	Używam tego.
>>pol<< I want you.	Chcę ciebie.
>>pol<< I was away.	Nie było mnie.
>>pol<< I was full.	Byłem pełen.
>>pol<< I was full.	Byłem syty.
>>pol<< I was full.	Byłam syta.
>>pol<< I was sick.	Byłem chory.
>>pol<< I whistled.	Zagwizdałem.
>>pol<< I whistled.	Zagwizdałam.
>>pol<< I wrote it.	Napisałem to.
>>pol<< I'll check.	Sprawdzę.
>>pol<< I'll drive.	Ja prowadzę.
>>pol<< I'll hurry.	Pospieszę się.
>>pol<< I'll leave.	Odejdę.
>>pol<< I'll shoot.	Będę strzelać.
