>>tha<< Hi.	สวัสดี
>>tha<< She is French.	เธอเป็นคนฝรั่งเศส
>>tha<< She is French.	เธอเป็นคนชาวฝรั่งเศส
>>tha<< She is crying.	เธอกำลังร้องไห้
>>tha<< She is eating.	เธอกำลังกิน
>>tha<< She likes him.	เธอชอบเขา
>>tha<< She wants him.	เธอต้องการเขา
>>tha<< Speak clearly.	พูดอย่างชัดเจน
>>tha<< Speak quietly.	พูดเบา ๆ
>>tha<< Start singing.	เริ่มร้องเพลง
>>tha<< Stay together.	อยู่ด้วยกัน
>>tha<< Stop dreaming.	หยุดฝัน
>>tha<< Stop worrying.	หยุดกังวล
>>tha<< That's a fact.	นั่นคือความจริง
>>tha<< That's my car.	นั่นรถของฉัน
>>tha<< That's my job.	นั่นคืองานของผม
>>tha<< That's not OK.	นั่นไม่โอเค
>>tha<< There you are.	นั่นแหละ
>>tha<< There you are.	นั่นไง
>>tha<< They're spies.	พวกมันเป็นสายลับ
>>tha<< This is Japan.	นี่คือญี่ปุ่น
>>tha<< This is a DVD.	นี่คือดีวีดี
>>tha<< Tom ate alone.	ทอมกินคนเดียว
>>tha<< Tom disagreed.	ทอมไม่เห็นด้วย
>>tha<< Tom graduated.	ทอมจบการศึกษา
>>tha<< Tom is boring.	ทอมน่าเบื่อ
>>tha<< Tom is in bed.	ทอมอยู่บนเตียง
>>tha<< Tom lost hope.	ทอมหมดความหวัง
>>tha<< Tom loves you.	ทอมรักคุณ
>>tha<< Tom protested.	ทอมประท้วง
>>tha<< Tom warned us.	ทอมเตือนเรา
>>tha<< Tom was a spy.	ทอมคือสปาย
>>tha<< Tom was a spy.	ทอมเป็นสปาย
>>tha<< Tom was a spy.	ทอมเป็นสายลับ
>>tha<< Tom was a spy.	ทอมคือสายลับ
>>tha<< Tom was lucky.	ทอมโชคดี
>>tha<< Tom went pale.	ทอมหน้าซีด
>>tha<< Tom will sing.	ทอมจะร้องเพลง
>>tha<< Tom's adopted.	ทอมเป็นลูกบุญธรรม
>>tha<< We are hungry.	พวกเราหิว
>>tha<< We got robbed.	พวกเราถูกปล้น
>>tha<< We helped Tom.	พวกเราช่วยทอม
>>tha<< We'll be here.	เราจะอยู่ที่นี่
>>tha<< We'll be late.	เราจะสาย
>>tha<< We're curious.	พวกเราอยากรู้
>>tha<< We're kidding.	พวกเราล้อเล่น
>>tha<< We've arrived.	เรามาถึงแล้ว
>>tha<< What happened?	เกิดอะไรขึ้น?
>>tha<< Where are you?	คุณอยู่ที่ไหน?
>>tha<< Who disagreed?	ใครไม่เห็นด้วย?
>>tha<< Who was right?	ใครถูก?
>>tha<< Will you come?	คุณจะมาไหม
>>tha<< You are wrong.	คุณผิด
>>tha<< You can do it.	คุณสามารถทำมันได้
>>tha<< You look busy.	คุณดูยุ่ง
>>tha<< Are you hiding?	คุณกำลังหลบซ่อนอยู่เหรอ?
>>tha<< Are you hungry?	คุณหิวไหม?
>>tha<< Can I help you?	ฉันช่วยคุณได้ไหม?
>>tha<< Can I sit here?	ฉันนั่งตรงนี้ได้ไหม?
>>tha<< Can I sit here?	ฉันนั่งที่นี่ได้ไหม?
>>tha<< Can I sit here?	ขอฉันนั่งตรงนี้ได้ไหม?
>>tha<< Close the book.	ปิดหนังสือ
>>tha<< Cows eat grass.	วัวกินหญ้า
>>tha<< Cut it in half.	ผ่าครึ่งมัน
>>tha<< Dinner's ready!	อาหารเย็นพร้อมแล้ว!
>>tha<< Do you like it?	คุณชอบมันไหม?
>>tha<< Do you love it?	คุณรักมันไหม?
>>tha<< Do you love me?	คุณรักฉันไหม?
>>tha<< Don't back off.	อย่าถอย
>>tha<< Don't be silly.	อย่าโง่
>>tha<< Don't stop him.	อย่าหยุดเขา
>>tha<< Good afternoon.	สวัสดีตอนบ่าย
>>tha<< Happy birthday!	สุขสันต์วันเกิด!
>>tha<< He could do it.	เขาสามารถทำมันได้
>>tha<< He doesn't lie.	เขาไม่ได้โกหก
>>tha<< He is an actor.	เขาเป็นนักแสดง
>>tha<< He seems tired.	เขาดูเหนื่อย
>>tha<< He went to bed.	เขาเข้านอน
>>tha<< I accept gifts.	ฉันรับของขวัญ
>>tha<< I am too short.	ฉันเตี้ยเกินไป
>>tha<< I am too short.	ฉันสั้นเกินไป
>>tha<< I broke my leg.	ฉันทำขาฉันหัก
>>tha<< I can hear you.	ฉันสามารถได้ยินเสียงคุณ
>>tha<< I hate Mondays.	ฉันเกลียดวันจันทร์
>>tha<< I hate ironing.	ฉันเกลียดการรีดผ้า
>>tha<< I have a dream.	ฉันมีความฝัน
>>tha<< I have a horse.	ฉันมีม้า
>>tha<< I like English.	ฉันชอบภาษาอังกฤษ
>>tha<< I love flowers.	ฉันรักดอกไม้
>>tha<< I love lasagna.	ฉันรักลาซัญญา
>>tha<< I love my city.	ฉันรักเมืองของฉัน
>>tha<< I often travel.	ฉันมักจะเดินทาง
>>tha<< I punished Tom.	ฉันลงโทษทอม
>>tha<< I raise cattle.	ฉันเลี้ยงวัว
>>tha<< I saw her swim.	ฉันเห็นเธอว่ายน้ำ
>>tha<< I saw him jump.	ฉันเห็นเขากระโดด
>>tha<< I think we can.	ฉันคิดว่าเราทำได้
>>tha<< I'll finish it.	ผมจะทำมันให้เสร็จ
>>tha<< I'll stay here.	ฉันจะอยู่ที่นี่
>>tha<< I'll teach you.	ฉันจะสอนคุณ
>>tha<< I'm a free man.	ฉันเป็นคนอิสระ
>>tha<< I'm a prisoner.	ฉันเป็นนักโทษ
>>tha<< I'm an atheist.	ฉันเป็นคนไม่เชื่อในพระเจ้า
>>tha<< I'm doing fine.	ฉันสบายดี
>>tha<< I'm so excited.	ฉันรู้สึกตื่นเต้นมาก
>>tha<< It isn't cheap.	มันไม่ถูก
>>tha<< It may be true.	มันอาจเป็นจริง
>>tha<< It's too small.	มันเล็กเกินไป
>>tha<< It's very good.	มันดีมาก
>>tha<< Leave me alone!	ทิ้งฉันไว้คนเดียว!
>>tha<< Let's practice.	มาฝึกกัน
>>tha<< Let's watch TV.	ดูทีวีกันเถอะ
>>tha<< May I sit here?	ฉันขอนั่งที่นี่ได้ไหม?
>>tha<< My joints ache.	ข้อของฉันปวด
>>tha<< My name is Tom.	ฉันชื่อว่าทอม
>>tha<< Nobody hurt me.	ไม่มีใครทำร้ายฉัน
>>tha<< Nobody hurt me.	ไม่มีใครทำร้ายผม
>>tha<< Nobody laughed.	ไม่มีใครหัวเราะ
>>tha<< Only God knows.	พระเจ้าเท่านั้นที่รู้
>>tha<< She can't swim.	เธอว่ายน้ำไม่เป็น
>>tha<< She can't swim.	เธอว่ายน้ำไม่ได้
>>tha<< She loves cats.	เธอรักแมว
>>tha<< She's pregnant.	เธอท้อง
>>tha<< Stop grumbling.	หยุดบ่น
>>tha<< Stop resisting!	หยุดขัดขืน!
>>tha<< Summer is over.	ฤดูร้อนสิ้นสุดลงแล้ว
>>tha<< The dog barked.	สุนัขเห่า
>>tha<< The dog barked.	หมาเห่า
>>tha<< They let me go.	พวกเขาปล่อยฉันไป
>>tha<< They quarreled.	พวกเขาทะเลาะกัน
>>tha<< They were busy.	พวกเขายุ่ง
>>tha<< They're broken.	พวกมันหัก
>>tha<< They're broken.	พวกมันพัง
>>tha<< This is boring.	นี่มันน่าเบื่อ
>>tha<< Tom died there.	ทอมตายที่นั่น
>>tha<< Tom drank milk.	ทอมดื่มนม
>>tha<< Tom is dancing.	ทอมกำลังเต้น
>>tha<< Tom is elderly.	ทอมเป็นผู้สูงอายุ
>>tha<< Tom is staying.	ทอมกำลังอาศัยอยู่
>>tha<< Tom is strange.	ทอมแปลก
>>tha<< Tom is yawning.	ทอมกำลังหาว
>>tha<< Tom isn't here.	ทอมไม่ได้อยู่ที่นี่
>>tha<< Tom knows Mary.	ทอมรู้จักแมรี่
>>tha<< Tom knows this.	ทอมรู้สิ่งนี้
>>tha<< Tom likes that.	ทอมชอบสิ่งนั้น
>>tha<< Tom needs help.	ทอมต้องการความช่วยเหลือ
>>tha<< Tom turned red.	ทอมหน้าแดง
>>tha<< Tom wants Mary.	ทอมต้องการแมรี่
>>tha<< Tom will speak.	ทอมจะพูด
>>tha<< Wash your feet.	ล้างเท้าของคุณ
>>tha<< We can do that.	เราสามารถทำเช่นนั้นได้
>>tha<< We made him go.	เราทำให้เขาไป
>>tha<< We need a plan.	เราต้องการแผน
>>tha<< We'll be there.	เราจะไปที่นั่น
>>tha<< Were you alone?	คุณอยู่คนเดียวเหรอ
>>tha<< What do you do?	คุณทำอะไร?
>>tha<< Where's my car?	รถของฉันอยู่ไหน?
>>tha<< Who broke this?	ใครทำลายสิ่งนี้?
>>tha<< Who will do it?	ใครจะทำมัน?
>>tha<< Who wrote this?	ใครเป็นคนเขียนเรื่องนี้?
>>tha<< Why do you ask?	คุณถามทำไม?
>>tha<< Why is Tom wet?	ทำไมทอมถึงเปียก?
>>tha<< Wipe your eyes.	เช็ดตาของคุณ
>>tha<< Yes, I know it.	ใช่ฉันรู้
>>tha<< Are these yours?	พวกนี้เป็นของคุณหรือไม่?
>>tha<< Are you married?	คุณแต่งงานแล้วหรือยัง
>>tha<< Are you wounded?	คุณบาดเจ็บหรือเปล่า
>>tha<< Black suits you.	ชุดสีดำเหมาะกับคุณ
>>tha<< Call my husband.	โทรหาสามีของฉัน
>>tha<< Call the police!	โทรหาตำรวจ!
>>tha<< Can I keep this?	ฉันจะเก็บสิ่งนี้ไว้ได้ไหม?
>>tha<< Can you hear us?	คุณได้ยินเราไหม?
>>tha<< Can you show me?	แสดงให้ฉันดูได้ไหม?
>>tha<< Close your book.	ปิดหนังสือของคุณ
>>tha<< Congratulations!	ขอแสดงความยินดี!
>>tha<< Congratulations!	ขอแสดงความยินดีด้วย!
>>tha<< Did anyone call?	มีใครโทรมาไหม
>>tha<< Did you like it?	คุณชอบมันไหม?
>>tha<< Do you love her?	คุณรักเธอไหม?
>>tha<< Do you love him?	คุณรักเขาไหม?
>>tha<< Do you miss Tom?	คุณคิดถึงทอมไหม?
>>tha<< Do you remember?	คุณจำได้ไหม?
>>tha<< Does this count?	อย่างนี้นับไหม?
>>tha<< Don't overdo it.	อย่าหักโหมจนเกินไป
>>tha<< Drive carefully.	ขับรถอย่างระมัดระวัง
>>tha<< Enjoy your food.	เพลิดเพลินกับอาหารของคุณ
>>tha<< Everyone's dead.	ทุกคนตายไปแล้ว
>>tha<< Go to the store.	ไปที่ร้าน
>>tha<< Green suits you.	สีเชียวเหมาะสมกับคุณ
>>tha<< He began to run.	เขาเริ่มวิ่ง
>>tha<< He has a camera.	เขามีกล้อง
>>tha<< He is a painter.	เขาเป็นจิตรกร
>>tha<< He likes tigers.	เขาชอบเสือ
>>tha<< He loves coffee.	เขารักกาแฟ
>>tha<< Help me, please.	โปรดช่วยฉันด้วย
>>tha<< How do we do it?	เราจะทำมันอย่างไร?
>>tha<< How old are you?	คุณอายุเท่าไหร่?
>>tha<< I am busy today.	วันนี้ฉันยุ่ง
>>tha<< I bought a book.	ฉันซื้อหนังสือ
>>tha<< I escaped death.	ฉันรอดพ้นจากความตาย
>>tha<< I escaped death.	ฉันหนีความตาย
>>tha<< I get up at six.	ฉันตื่นตอนหกโมง
>>tha<< I have to sleep.	ฉันต้องนอน
>>tha<< I hope Tom wins.	ฉันหวังว่าทอมจะชนะ
>>tha<< I just got home.	ฉันเพิ่งกลับมาถึงบ้าน
>>tha<< I like to laugh.	ฉันชอบหัวเราะ
>>tha<< I love weddings.	ฉันรักงานแต่งงาน
>>tha<< I made that one.	ฉันทำอันนั้น
>>tha<< I need a laptop.	ฉันต้องการแล็ปท็อป
>>tha<< I need the keys.	ฉันต้องการกุญแจ
>>tha<< I prefer coffee.	ฉันชอบกาแฟมากกว่า
>>tha<< I see a pattern.	ฉันเห็นรูปแบบ
>>tha<< I want this one.	ฉันต้องการอันนี้
>>tha<< I want this one.	ฉันอยากได้อันนี้
>>tha<< I was a teacher.	ฉันเป็นครู
>>tha<< I work at a bar.	ฉันทำงานที่บาร์
>>tha<< I'll follow you.	ฉันจะติดตามคุณ
>>tha<< I'll remind you.	ผมจะเตือนคุณ
>>tha<< I'll sleep here.	ฉันจะนอนที่นี่
>>tha<< I'm a bit tired.	ฉันเหนื่อยนิดหน่อย
>>tha<< I'm a good cook.	ฉันเป็นพ่อครัวที่ดี
>>tha<< I'm eating here.	ฉันกินข้าวที่นี่
>>tha<< I'm going to go.	ฉันกำลังจะไป
