>>bul<< Hi.	Здрасти.
>>bul<< Let me try it.	Дай да опитам.
>>bul<< Let's ask him.	Да го питаме.
>>bul<< Let's ask him.	Дай да го питаме.
>>bul<< Let's ask him.	Дайте да го питаме.
>>bul<< Let's ease up.	Да се поотпуснем малко.
>>bul<< Let's go away.	Да се махаме.
>>bul<< Let's hope so.	Да се надяваме.
>>bul<< Let's proceed.	Да продължаваме.
>>bul<< Let's proceed.	Да продължим.
>>bul<< Lock the gate.	Заключи портата.
>>bul<< My knee hurts.	Боли ме коляното.
>>bul<< No, thank you.	Не, благодаря.
>>bul<< Now keep calm.	Сега спокойно.
>>bul<< Now you do it.	Сега ти го направи.
>>bul<< Pass it to me.	Подай на мене.
>>bul<< Pass it to me.	Подай ми го на мене.
>>bul<< Pass it to me.	Подай ми я на мене.
>>bul<< People change.	Хората се променят.
>>bul<< Put on a robe.	Сложи си халат.
>>bul<< Read it to me.	Прочети ми го.
>>bul<< Read it to me.	Прочети ми я.
>>bul<< Read it to me.	Прочетете ми го.
>>bul<< Read it to me.	Прочетете ми я.
>>bul<< See you later.	До скоро.
>>bul<< Shake my hand.	Стисни ми ръката.
>>bul<< Shake my hand.	Разклати ми ръката.
>>bul<< She can't ski.	Тя не може да кара ски.
>>bul<< She hated him.	Тя го мразеше.
>>bul<< She is French.	Тя е французойка.
>>bul<< She was young.	Тя беше млада.
>>bul<< She's dieting.	Тя е на диета.
>>bul<< Show it to us.	Покажете ни го.
>>bul<< Show it to us.	Покажи ни го.
>>bul<< Shut the door.	Затвори вратата.
>>bul<< Speak clearly.	Говори ясно.
>>bul<< Speak clearly.	Говорете ясно.
>>bul<< Speak quietly.	Говори тихо.
>>bul<< Stand at ease!	Свободно!
>>bul<< Start writing.	Започни да пишеш.
>>bul<< Stay in there.	Стой вътре.
>>bul<< Stay in there.	Стойте вътре.
>>bul<< That one's OK.	Този е ок.
>>bul<< That one's OK.	Тази е ок.
>>bul<< That one's OK.	Това е ок.
>>bul<< That's a book.	Това е книга.
>>bul<< That's a copy.	Това е копие.
>>bul<< That's a fake.	Това е менте.
>>bul<< That's a fake.	Това е фалшиво.
>>bul<< That's enough.	Това стига.
>>bul<< That's enough.	Достатъчно е.
>>bul<< That's enough.	Толкова стига.
>>bul<< They are busy.	Те са заети.
>>bul<< They fixed it.	Те го поправиха.
>>bul<< They fixed it.	Те го оправиха.
>>bul<< They're early.	Подранили са.
>>bul<< They're early.	Те са подранили.
>>bul<< Today was fun.	Днес беше забавно.
>>bul<< Tom did do it.	Том наистина го направи.
>>bul<< Tom felt fine.	Том се почувства добре.
>>bul<< Tom got a job.	Том си намери работа.
>>bul<< Tom had a gun.	Том имаше оръжие.
>>bul<< Tom had a son.	Том имаше син.
>>bul<< Tom has a car.	Том има кола.
>>bul<< Tom has a dog.	Том има куче.
>>bul<< Tom has a gun.	Том има оръжие.
>>bul<< Tom has a job.	Том има работа.
>>bul<< Tom has a map.	Том има карта.
>>bul<< Tom has to go.	Том трябва да си отиде.
>>bul<< Tom has to go.	Том трябва да отиде.
>>bul<< Tom is a monk.	Том е монах.
>>bul<< Tom is absent.	Том отсъства.
>>bul<< Tom is strong.	Том е силен.
>>bul<< Tom was brave.	Том беше смел.
>>bul<< Tom was fired.	Том беше уволнен.
>>bul<< Tom was fired.	Том бил уволнен.
>>bul<< Tom was wrong.	Том сгреши.
>>bul<< Wait a moment.	Изчакай за момент.
>>bul<< Wait a moment.	Почакай за момент.
>>bul<< We should eat.	Предлагам да ядем.
>>bul<< We understand.	Разбираме.
>>bul<< We understand.	Ние разбираме.
>>bul<< We'll rebuild.	Ще го възстановим.
>>bul<< We'll rebuild.	Ще възстановим нещата.
>>bul<< We've arrived.	Стигнахме.
>>bul<< We've arrived.	Пристигнахме.
>>bul<< Were you shot?	Простреляха ли те?
>>bul<< What happened?	Какво стана?
>>bul<< When do we go?	Къде да отидем?
>>bul<< When do we go?	Къде отиваме?
>>bul<< When was that?	Кога беше това?
>>bul<< Who's thirsty?	Кой е жаден?
>>bul<< Whose is this?	Това на кого е?
>>bul<< You are early.	Подранил си.
>>bul<< You are early.	Подранила си.
>>bul<< You are early.	Подранили сте.
>>bul<< You don't say.	Не може да бъде.
>>bul<< You don't say.	Ами!
>>bul<< You look pale.	Изглеждаш блед.
>>bul<< You should go.	Трябва да тръгваш.
>>bul<< You'll see it.	Ще го видиш.
>>bul<< You're joking!	Шегуваш се!
>>bul<< You're joking!	Вие се шегувате!
>>bul<< Act like a man.	Дръж се като мъж.
>>bul<< Am I intruding?	Прекъсвам ли ви?
>>bul<< Apples are red.	Ябълките са червени.
>>bul<< Are there kids?	Има ли деца?
>>bul<< Are these real?	Тези истински ли са?
>>bul<< Are they alive?	Живи ли са?
>>bul<< Are they armed?	Въоръжени ли са?
>>bul<< Are we sinking?	Потъваме ли?
>>bul<< Are you afraid?	Страх ли ви е?
>>bul<< Are you asleep?	Спиш ли?
>>bul<< Are you coming?	Идваш ли?
>>bul<< Are you coming?	Идвате ли?
>>bul<< Are you crying?	Плачеш ли?
>>bul<< Are you famous?	Известен ли си?
>>bul<< Are you famous?	Известна ли си?
>>bul<< Are you scared?	Страх ли те е?
>>bul<< Are you scared?	Страх ли ви е?
>>bul<< Are you stupid?	Ти идиот ли си?
>>bul<< Aren't you Tom?	Ти не си ли Том?
>>bul<< Aren't you Tom?	Вие не сте ли Том?
>>bul<< Ask my friends.	Питай приятелите ми.
>>bul<< Ask my friends.	Помоли приятелите ми.
>>bul<< Be careful now.	Внимавай.
>>bul<< Be careful, OK?	Внимавай, окей?
>>bul<< Birds lay eggs.	Птиците снасят яйца.
>>bul<< Both are alive.	И двамата са живи.
>>bul<< Can I help you?	Мога ли да ви помогна?
>>bul<< Can I help you?	Мога ли да ти помогна?
>>bul<< Can I see that?	Може ли да го видя?
>>bul<< Can I see that?	Може ли да я видя?
>>bul<< Can I see that?	Може ли да погледна това?
>>bul<< Can I sit down?	Може ли да седна?
>>bul<< Catch the ball.	Хвани топката.
>>bul<< Coffee, please.	Едно кафе, моля.
>>bul<< Coffee, please.	Едно кафе, ако обичате.
>>bul<< Do as you like.	Постъпи както искаш.
>>bul<< Do as you like.	Прави каквото щеш.
>>bul<< Do you like it?	Харесва ли ти?
>>bul<< Do you love me?	Обичаш ли ме?
>>bul<< Don't back off.	Не отстъпвай.
>>bul<< Don't back off.	Не отстъпвайте.
>>bul<< Don't cry, Tom.	Не плачи, Том.
>>bul<< Don't get lost.	Не се губи.
>>bul<< Don't touch it.	Не го пипай.
>>bul<< Don't you know?	Не знаеш ли?
>>bul<< Eat more fruit.	Яж повече плодове.
>>bul<< Eat more fruit.	Яжте повече плодове.
>>bul<< Get me a drink.	Донеси ми нещо за пиене.
>>bul<< Get on the bus.	Качи се в автобуса.
>>bul<< Get on the bus.	Качете се в автобуса.
>>bul<< Get out of bed!	Ставай от леглото!
>>bul<< Give it a rest.	Я стига.
>>bul<< Go talk to Tom.	Ходи говори с Том.
>>bul<< Go to the park.	Иди в парка.
>>bul<< Go to the park.	Идете в парка.
>>bul<< Go wake Tom up.	Иди събуди Том.
>>bul<< Go wake Tom up.	Идете събудете Том.
>>bul<< Happy New Year!	Честита Нова година!
>>bul<< Happy New Year!	Честита Нова Година!
>>bul<< He is a doctor.	Той е доктор.
>>bul<< He is a doctor.	Той е лекар.
>>bul<< He's in prison.	Той е в затвора.
>>bul<< Here is a book.	Ето тук една книга.
>>bul<< His head ached.	Главата го болеше.
>>bul<< Hold Tom tight.	Дръж Том здраво.
>>bul<< How can I help?	Как да помогна?
>>bul<< How can I help?	Как мога да помогна?
>>bul<< I am too short.	Твърде ниска съм.
>>bul<< I am too short.	Твърде нисък съм.
>>bul<< I borrow money.	Аз вземам пари назаем.
>>bul<< I don't see it.	Не го виждам.
>>bul<< I drank coffee.	Аз пих кафе.
>>bul<< I drank coffee.	Пих кафе.
>>bul<< I feel a draft.	Усещам течение.
>>bul<< I feel at ease.	Чувствам се спокоен.
>>bul<< I feel at ease.	Чувствам се спокойна.
>>bul<< I feel for you.	Съчувствам ти.
>>bul<< I gave up hope.	Престанах да се надявам.
>>bul<< I got divorced.	Разведох се.
>>bul<< I have no clue.	Нямам представа.
>>bul<< I have no idea.	Нямам представа.
>>bul<< I have no idea.	Нямам идея.
>>bul<< I have no kids.	Аз нямам деца.
>>bul<< I have nothing.	Аз нямам нищо.
>>bul<< I have the key.	Ключът е у мене.
>>bul<< I have to know.	Трябва да знам.
>>bul<< I have to know.	Трябва да зная.
>>bul<< I have to rest.	Трябва да си почивам.
>>bul<< I have to wait.	Трябва да чакам.
>>bul<< I hear it's OK.	Казват, че ставало.
>>bul<< I hope it's OK.	Дано е ок.
>>bul<< I hope it's OK.	Дано да върши работа.
>>bul<< I hope it's OK.	Дано да става.
>>bul<< I love monkeys.	Аз обичам маймуни.
>>bul<< I love parties.	Обичам партита.
>>bul<< I love parties.	Обичам купони.
>>bul<< I love turtles.	Обичам костенурките.
>>bul<< I love turtles.	Аз обичам костенурките.
>>bul<< I made cookies.	Приготвих бисквити.
>>bul<< I may know Tom.	Може да познавам Том.
>>bul<< I need my coat.	Палтото ми трябва.
>>bul<< I need my coat.	Сакото ми трябва.
>>bul<< I often travel.	Аз често пътувам.
>>bul<< I often travel.	Често пътувам.
>>bul<< I speak French.	Говоря френски.
>>bul<< I teach French.	Преподавам френски.
>>bul<< I was impolite.	Бях груб.
>>bul<< I'd like to go.	Бих искал да отида.
>>bul<< I'll come, too.	И аз ще дойда.
>>bul<< I'll find work.	Ще си намеря работа.
>>bul<< I'll see to it.	Ще се погрижа за това.
>>bul<< I'll stay home.	Ще си остана вкъщи.
>>bul<< I'll teach Tom.	Аз ще науча Том.
>>bul<< I'll teach Tom.	Аз ще уча Том.
>>bul<< I'll treat you.	Ще те черпя.
>>bul<< I'm a busy guy.	Аз съм зает човек.
>>bul<< I'm a musician.	Аз съм музикант.
>>bul<< I'm a musician.	Музикант съм.
>>bul<< I'm against it.	Аз съм против.
>>bul<< I'm an atheist.	Аз съм атеист.
>>bul<< I'm behind him.	Аз съм зад него.
>>bul<< I'm mad at you.	Бесен съм ти.
>>bul<< I'm quite busy.	Доста съм зает.
>>bul<< I'm quite busy.	Доста съм заета.
>>bul<< I'm so ashamed.	Толкова ме е срам.
>>bul<< I'm thirty now.	Сега съм на трийсет.
>>bul<< I'm unemployed.	Безработен съм.
>>bul<< I'm unemployed.	Безработна съм.
>>bul<< I'm unemployed.	Аз съм безработен.
>>bul<< I'm unemployed.	Аз съм безработна.
>>bul<< I'm very happy.	Много съм щастлив.
>>bul<< I'm very happy.	Аз съм много щастлива.
>>bul<< I've forgotten.	Забравих.
>>bul<< I've forgotten.	Аз забравих.
>>bul<< I've seen that.	Виждал съм го това.
>>bul<< Is this French?	Това френски ли е?
>>bul<< Isn't it black?	То не е ли черно?
>>bul<< It was amusing.	Беше забавно.
>>bul<< It was my idea.	Идеята беше моя.
>>bul<< It will happen.	Ще се случи.
>>bul<< It's all right.	Всичко е наред.
>>bul<< It's dangerous!	Опасно е!
>>bul<< It's hot today.	Днес е горещо.
>>bul<< It's too large.	Прекалено е голямо.
>>bul<< It's unnatural.	Неестествено е.
>>bul<< It's up to you.	От теб зависи.
>>bul<< It's very cold.	Много е студено.
>>bul<< It's your book.	Твоята книга е.
>>bul<< It's your home.	Това е твоят дом.
>>bul<< It's your loss.	Ти губиш.
>>bul<< It's your move.	Ти си на ход.
>>bul<< It's your turn.	Твой ред е.
>>bul<< Leave it to me.	Остави на мен.
>>bul<< Leave it to me.	Остави го на мен.
>>bul<< Leave me alone!	Остави ме!
>>bul<< Leave me alone!	Оставете ме!
>>bul<< Let's continue.	Да продължаваме.
>>bul<< Let's continue.	Да продължим.
>>bul<< Let's hurry up.	Да побързаме.
>>bul<< Let's hurry up.	Дай да побързаме.
>>bul<< Let's hurry up.	Давайте да побързаме.
>>bul<< Let's practice.	Да се упражняваме.
>>bul<< Let's practice.	Хайде да се поупражняваме.
>>bul<< Let's split it.	Да го разделим.
>>bul<< Let's watch TV.	Да погледаме телевизия.
>>bul<< Make it happen.	Направи така, че да стане.
>>bul<< Mary looks hot.	Мери изглежда страхотно.
>>bul<< May I join you?	Може ли да се присъединя към теб?
>>bul<< May I kiss you?	Може ли да те целуна?
>>bul<< May I kiss you?	Може ли да ви целуна?
>>bul<< My heart hurts.	Сърцето ме боли.
>>bul<< My joints ache.	Ставите ме болят.
>>bul<< My joints ache.	Болят ме ставите.
>>bul<< Please come in.	Влезте, моля.
>>bul<< Prices went up.	Цените се повишиха.
>>bul<< Say it clearly.	Кажи го ясно.
>>bul<< See you around.	Доскоро.
>>bul<< See you around.	До нови срещи.
