>>hye<< Run!	Վազի՛։
>>hye<< Just help me.	Ուղղակի օգնիր ինձ:
>>hye<< Just help me.	Ուղղակի օգնեք ինձ:
>>hye<< Just hold it.	Պարզապես պահիր այն։
>>hye<< Just hold it.	Պարզապես պահեք այն։
>>hye<< Keep dancing.	Շարունակեք պարել։
>>hye<< Keep dancing.	Շարունակիր պարել։
>>hye<< Keep digging.	Շարունակեք փորել։
>>hye<< Keep digging.	Շարունակիր փորել։
>>hye<< Keep singing.	Շարունակիր երգել։
>>hye<< Keep singing.	Շարունակեք երգել։
>>hye<< Keep smiling.	Շարունակեք ժպտալ։
>>hye<< Keep smiling.	Շարունակիր ժպտալ։
>>hye<< Keep walking.	Շարունակեք քայլել։
>>hye<< Keep walking.	Շարունակիր քայլել։
>>hye<< Keep working.	Շարունակեք աշխատել։
>>hye<< Keep writing.	Շարունակեք գրել։
>>hye<< Keep writing.	Շարունակիր գրել։
>>hye<< Learn French.	Սովորեք ֆրանսերեն։
>>hye<< Learn French.	Սովորիր ֆրանսերեն։
>>hye<< Let's attack.	Եկեք հարձակվենք։
>>hye<< Let's attack.	Եկեք գրոհենք։
>>hye<< Mary is tall.	Մերին բարձրահասակ է:
>>hye<< May I cut in?	Կարո՞ղ եմ միջամտել։
>>hye<< May I cut in?	Ես կարո՞ղ եմ միջամտել։
>>hye<< Meat, please.	Միս, խնդրում եմ։
>>hye<< Milk the cow.	Կթեք կովին:
>>hye<< Milk the cow.	Կթիր կովին:
>>hye<< My arms ache.	Իմ ձեռքերը ցավում են։
>>hye<< My eyes itch.	Աչքերս քոր են գալիս։
>>hye<< My eyes itch.	Իմ աչքերը քոր են գալիս։
>>hye<< My leg hurts.	Ոտքս ցավում է։
>>hye<< Now you know.	Հիմա դու գիտես։
>>hye<< Now you know.	Հիմա դուք գիտեք։
>>hye<< Now, you try.	Հիմա դու փորձիր:
>>hye<< Now, you try.	Հիմա դուք փորձեք:
>>hye<< OK, I'll try.	Լավ, կփորձեմ։
>>hye<< Please go on.	Խնդրում եմ, շարունակիր։
>>hye<< Please go on.	Խնդրում եմ, շարունակեք։
>>hye<< Pray for Tom.	Աղոթեք Թոմի համար։
>>hye<< Pray for Tom.	Աղոթիր Թոմի համար։
>>hye<< She is eight.	Նա ութ տարեկան է։
>>hye<< She is young.	Նա երիտասարդ է։
>>hye<< She knows me.	Նա ինձ ճանաչում է։
>>hye<< Sing with me.	Երգիր ինձ հետ։
>>hye<< Sing with me.	Երգեք ինձ հետ։
>>hye<< Someone sang.	Ինչ-որ մեկը երգեց։
>>hye<< Stay at home.	Մնացեք տանը։
>>hye<< Stay at home.	Մնա տանը։
>>hye<< Switch it on.	Միացրեք այն։
>>hye<< Switch it on.	Միացրու այն։
>>hye<< Take me home.	Ինձ տարեք տուն:
>>hye<< Tell Tom why.	Ասա Թոմին, թե ինչու։
>>hye<< Tell Tom why.	Ասեք Թոմին, թե ինչու։
>>hye<< That'll help.	Դա կօգնի։
>>hye<< That's silly.	Դա հիմարություն է։
>>hye<< They all sat.	Նրանք բոլորը նստեցին։
>>hye<< They help us.	Նրանք մեզ օգնում են։
>>hye<< They love me.	Նրանք սիրում են ինձ։
>>hye<< They refused.	Նրանք հրաժարվեցին։
>>hye<< They'll know.	Նրանք կիմանան։
>>hye<< They're boys.	Նրանք տղաներ են։
>>hye<< They're cops.	Նրանք ոստիկաններ են։
>>hye<< They're free.	Նրանք ազատ են:
>>hye<< They're lazy.	Նրանք ծույլ են։
>>hye<< They're pigs.	Նրանք խոզեր են։
>>hye<< This is fake.	Սա կեղծ է:
>>hye<< Time ran out.	Ժամանակը սպառվեց։
>>hye<< Tom ate fish.	Թոմը ձուկ կերավ։
>>hye<< Tom has beer.	Թոմը գարեջուր ունի։
>>hye<< Tom has cows.	Թոմը կովեր ունի։
>>hye<< Tom has rope.	Թոմը պարան ունի։
>>hye<< Tom hates me.	Թոմը ատում է ինձ։
>>hye<< Tom heard me.	Թոմը լսեց ինձ։
>>hye<< Tom helps me.	Թոմը օգնում է ինձ։
>>hye<< Tom is armed.	Թոմը զինված է։
>>hye<< Tom is tense.	Թոմը լարված է։
>>hye<< Tom loved it.	Թոմը սիրում էր դա։
>>hye<< Tom shivered.	Թոմը դողում էր։
>>hye<< Tom vanished.	Թոմը անհետացավ։
>>hye<< Tom was pale.	Թոմը գունատ էր։
>>hye<< Tom went mad.	Թոմը գժվեց։
>>hye<< Tom won't go.	Թոմը չի գնա։
>>hye<< Tom's coming.	Թոմը գալիս է։
>>hye<< Tom's famous.	Թոմը հայտնի է։
>>hye<< Tom's stupid.	Թոմը բթամիտ է։
>>hye<< Tom's stupid.	Թոմը բութ է։
>>hye<< Tom's thirty.	Թոմը երեսուն տարեկան է։
>>hye<< Tom's unsure.	Թոմը անվստահ է։
>>hye<< Tom's unsure.	Թոմը վստահ չէ:
>>hye<< Tom's unsure.	Թոմը համոզված չէ:
>>hye<< Try to guess.	Փորձեք գուշակել։
>>hye<< Try to guess.	Փորձիր գուշակել։
>>hye<< Try to sleep.	Փորձեք քնել:
>>hye<< Try to sleep.	Փորձիր քնել։
>>hye<< Try to smile.	Փորձեք ժպտալ։
>>hye<< Try to smile.	Փորձիր ժպտալ։
>>hye<< Wait for Tom.	Սպասիր Թոմին։
>>hye<< Wait for Tom.	Սպասեք Թոմին։
>>hye<< Wait outside.	Սպասեք դրսում։
>>hye<< Wait outside.	Սպասիր դրսում։
>>hye<< Wake up, Tom.	Արթնացիր, Թոմ։
>>hye<< Wake up, Tom.	Արթնացեք, Թոմ։
>>hye<< Wash the dog.	Լվացեք շանը։
>>hye<< Wash the dog.	Լվա շանը։
>>hye<< We also went.	Մենք էլ գնացինք։
>>hye<< We asked Tom.	Մենք հարցրեցինք Թոմին։
>>hye<< We asked why.	Մենք հարցրեցինք, թե ինչու։
>>hye<< We asked why.	Հարցրինք՝ ինչու։
>>hye<< We got lucky.	Մեր բախտը բերեց:
>>hye<< We got tired.	Մենք հոգնեցինք։
>>hye<< We had to go.	Մենք ստիպված էինք գնալ։
>>hye<< We have room.	Մենք տեղ ունենք։
>>hye<< We heard you.	Մենք լսեցինք ձեզ։
>>hye<< We heard you.	Մենք լսեցինք քեզ։
>>hye<< We live here.	Մենք այստեղ ենք ապրում։
>>hye<< We love dogs.	Մենք սիրում ենք շներին։
>>hye<< We might win.	Մենք կարող ենք հաղթել։
>>hye<< We won again.	Մենք նորից հաղթեցինք։
>>hye<< We work fast.	Մենք արագ ենք աշխատում։
>>hye<< We're a team.	Մենք թիմ ենք։
>>hye<< We're heroes.	Մենք հերոսներ ենք։
>>hye<< Well, I lied.	Դե, ես ստեցի:
>>hye<< Were you bit?	Ձեզ կծե՞լ են։
>>hye<< Were you bit?	Քեզ կծե՞լ են։
>>hye<< Where are we?	Որտե՞ղ ենք մենք:
>>hye<< Who are they?	Ո՞վ են նրանք։
>>hye<< Who hurt Tom?	Ո՞վ ցավացրեց Թոմին։
>>hye<< Who stole it?	Ո՞վ գողացավ այն։
>>hye<< Who will pay?	Ո՞վ է վճարելու:
>>hye<< Who will pay?	Ո՞վ է վճարելու։
>>hye<< Who'll start?	Ո՞վ է սկսելու:
>>hye<< Who's hungry?	Ո՞վ է սոված:
>>hye<< You amuse me.	Դուք զվարճացնում եք ինձ:
>>hye<< You amuse me.	Դու զվարճացնում ես ինձ:
>>hye<< You can help.	Կարող եք օգնել:
>>hye<< You can help.	Կարող ես օգնել:
>>hye<< You know her.	Դու ճանաչում ես նրան։
>>hye<< You know her.	Դուք ճանաչում եք նրան:
>>hye<< You know him.	Դու նրան ճանաչում ես։
>>hye<< You know him.	Դուք նրան ճանաչում եք։
>>hye<< You're ready.	Դուք պատրաստ եք։
>>hye<< You're ready.	Դու պատրաստ ես։
>>hye<< You're witty.	Դու սրամիտ ես։
>>hye<< You're witty.	Դուք սրամիտ եք։
>>hye<< Are you armed?	Զինվա՞ծ եք։
>>hye<< Are you armed?	Զինվա՞ծ ես։
>>hye<< Are you crazy?	Գժվե՞լ ես։
>>hye<< Are you crazy?	Գժվե՞լ եք։
>>hye<< Are you happy?	Երջանի՞կ ես։
>>hye<< Are you happy?	Երջանի՞կ եք։
>>hye<< Are you naked?	Մերկ ե՞ս։
>>hye<< Are you naked?	Մերկ ե՞ք։
>>hye<< Are you naked?	Տկլոր ե՞ս։
>>hye<< Are you naked?	Տկլոր ե՞ք։
>>hye<< Are you ready?	Պատրա՞ստ եք։
>>hye<< Are you ready?	Պատրա՞ստ ես։
>>hye<< Are you ready?	Դու պատրա՞ստ ես։
>>hye<< Are you there?	Դուք այնտեղ ե՞ք։
>>hye<< Are you there?	Դու այնտեղ ե՞ս։
>>hye<< Ask Tom again.	Նորից հարցրու Թոմին։
>>hye<< Ask Tom again.	Թոմին նորից հարցրեք։
>>hye<< Ask a teacher.	Հարցրեք ուսուցչին:
>>hye<< Ask a teacher.	Հարցրեք ուսուցչուհուն:
>>hye<< Ask a teacher.	Հարցրա ուսուցչուհուն:
>>hye<< Ask a teacher.	Հարցրա ուսուցչին:
>>hye<< Be reasonable.	Եղեք ողջամիտ։
>>hye<< Be reasonable.	Եղիր ողջամիտ։
>>hye<< Begin playing.	Սկսեք նվագել։
>>hye<< Begin playing.	Սկսիր նվագել։
>>hye<< Can I take it?	Կարո՞ղ եմ վերցնել այն։
>>hye<< Can you dance?	Կարո՞ղ ես պարել։
>>hye<< Can you dance?	Կարո՞ղ եք պարել։
>>hye<< Can you dance?	Դուք կարո՞ղ եք պարել։
>>hye<< Can you dance?	Դու կարո՞ղ ես պարել։
>>hye<< Can you drive?	Կարո՞ղ եք մեքենա վարել:
>>hye<< Can you drive?	Կարո՞ղ ես մեքենա վարել:
>>hye<< Can you drive?	Դուք կարո՞ղ եք ավտոմեքենա վարել:
>>hye<< Can you drive?	Դու կարո՞ղ ես ավտոմեքենա վարել:
>>hye<< Can you sleep?	Կարո՞ղ ես քնել։
>>hye<< Can you sleep?	Կարո՞ղ եք քնել։
>>hye<< Can you stand?	Կարո՞ղ ես կանգնել։
>>hye<< Can you stand?	Կարո՞ղ եք կանգնել։
>>hye<< Can you stand?	Դու կարո՞ղ ես կանգնել։
>>hye<< Can you stand?	Դուք կարո՞ղ եք կանգնել։
>>hye<< Can you tango?	Կարո՞ղ ես տանգո պարել։
>>hye<< Can you tango?	Կարո՞ղ եք տանգո պարել։
>>hye<< Can you tango?	Դու կարո՞ղ ես տանգո պարել։
>>hye<< Can you tango?	Դուք կարո՞ղ եք տանգո պարել։
>>hye<< Come tomorrow.	Եկեք վաղը։
>>hye<< Come tomorrow.	Վաղը արի։
>>hye<< Did you write?	Դուք գրե՞լ եք։
>>hye<< Did you write?	Դու գրե՞լ ես։
>>hye<< Did you write?	Գրե՞լ ես։
>>hye<< Do I know you?	Ես քեզ ճանաչում ե՞մ։
>>hye<< Do I know you?	Ճանաչու՞մ ենք իրար։
>>hye<< Do I know you?	Ես ձեզ ճանաչում ե՞մ։
>>hye<< Do it for Tom.	Արեք դա Թոմի համար։
>>hye<< Do it for Tom.	Արա դա Թոմի համար։
>>hye<< Do you see it?	Տեսնու՞մ եք դա։
>>hye<< Do you see it?	Տեսնու՞մ ես դա։
>>hye<< Do you see it?	Տեսնո՞ւմ ես դա։
>>hye<< Do you see it?	Տեսնո՞ւմ եք դա։
>>hye<< Do you see it?	Դուք տեսնո՞ւմ եք դա։
>>hye<< Do you see me?	Տեսնո՞ւմ ես ինձ։
>>hye<< Do you see me?	Տեսնո՞ւմ եք ինձ։
>>hye<< Dogs can swim.	Շները կարողանում են լողալ։
>>hye<< Don't do that.	Մի՛ արա դա։
>>hye<< Don't do this.	Մի՛ արա սա։
>>hye<< Don't do this.	Մի՛ արեք սա։
>>hye<< Don't give up.	Մի՛ հանձնվիր։
>>hye<< Don't give up.	Մի՛ հանձնվեք։
>>hye<< Don't go home.	Տուն մի՛ գնա։
>>hye<< Don't go home.	Մի՛ գնցեք տուն:
>>hye<< Don't go, Tom.	Մի՛ գնա, Թոմ։
>>hye<< Don't go, Tom.	Մի՛ գնացեք, Թոմ։
>>hye<< Don't open it.	Մի՛ բացեք դա։
>>hye<< Draw a circle.	Շրջանակ գծեք:
>>hye<< Draw a circle.	Շրջանակ գծի:
>>hye<< Flowers bloom.	Ծաղիկները ծաղկում են։
>>hye<< Give Tom time.	Ժամանակ տուր Թոմին։
>>hye<< Give Tom time.	Ժամանակ տվեք Թոմին։
>>hye<< Give him time.	Տվեք նրան ժամանակ։
>>hye<< Give him time.	Տուր նրան ժամանակ։
>>hye<< Give me a hug.	Գրկիր ինձ։
>>hye<< Go without us.	Գնացեք առանց մեզ։
>>hye<< Go without us.	Գնա առանց մեզ:
>>hye<< He is a thief.	Նա գող է։
>>hye<< He is at home.	Նա տանն է։
>>hye<< He's not sick.	Նա հիվանդ չէ։
>>hye<< He's your son.	Նա քո տղան է:
>>hye<< He's your son.	Նա ձեր որդին է։
>>hye<< He's your son.	Նա որդիդ է։
>>hye<< He's your son.	Նա տղադ է:
>>hye<< Help yourself.	Հյուրասիրվեք։
>>hye<< Help yourself.	Հյուրասիրվիր։
>>hye<< How about you?	Իսկ դու՞ք:
>>hye<< How about you?	Իսկ դու՞:
>>hye<< I accept that.	Ես դա ընդունում եմ։
>>hye<< I admired Tom.	Ես հիանում էի Թոմով։
>>hye<< I am Japanese.	Ես ճապոնացի եմ։
>>hye<< I believe you.	Ես հավատում եմ քեզ:
>>hye<< I believe you.	Ես հավատում եմ ձեզ:
>>hye<< I bought fish.	Ես ձուկ գնեցի։
>>hye<< I bought sand.	Ես ավազ գնեցի։
>>hye<< I bought that.	Ես դա գնեցի։
>>hye<< I called home.	Զանգեցի տուն։
>>hye<< I can open it.	Ես կարող եմ բացել այն։
>>hye<< I can't dance.	Ես չեմ կարող պարել։
>>hye<< I can't sleep.	Քունս չի տանում։
>>hye<< I can't sleep.	Ես չեմ կարողանում քնել։
>>hye<< I didn't sing.	Ես չեմ երգել։
>>hye<< I didn't vote.	Ես չեմ քվեարկել։
>>hye<< I do like Tom.	Ինձ դուր է գալիս Թոմը։
>>hye<< I drink a lot.	Ես շատ եմ խմում։
>>hye<< I feel better.	Ես ինձ ավելի լավ եմ զգում։
>>hye<< I forgive you.	Ես ներում եմ քեզ:
>>hye<< I forgive you.	Ես ներում եմ ձեզ:
>>hye<< I forgive you.	Ես ներում եմ քեզ։
>>hye<< I forgive you.	Ես ներում եմ ձեզ։
>>hye<< I have a book.	Ես գիրք ունեմ։
>>hye<< I hear voices.	Ես ձայներ եմ լսում։
>>hye<< I like cheese.	Ես սիրում եմ պանիր։
>>hye<< I like grapes.	Ես խաղող եմ սիրում։
>>hye<< I live nearby.	Ես մոտակայքում եմ ապրում։
>>hye<< I love cheese.	Ես սիրում եմ պանիր։
>>hye<< I love my cat.	Ես սիրում եմ իմ կատվին։
>>hye<< I love my cat.	Ես սիրում եմ կատվիս։
>>hye<< I love my dad.	Ես սիրում եմ հայրիկիս։
>>hye<< I must see it.	Ես պետք է տեսնեմ այն:
>>hye<< I play violin.	Ես ջութակ եմ նվագում։
>>hye<< I rely on you.	Ես քեզ վրա եմ հույսս դնում։
>>hye<< I rely on you.	Ես ձեզ վրա եմ հույսս դնում։
>>hye<< I remember it.	Ես հիշում եմ դա։
>>hye<< I saw a mouse.	Ես մուկ տեսա:
>>hye<< I saw a raven.	Ես տեսա ագռավ։
>>hye<< I saw nothing.	Ես ոչինչ չտեսա։
>>hye<< I tried again.	Ես նորից փորձեցի։
>>hye<< I trusted Tom.	Ես վստահում էի Թոմին։
>>hye<< I use Twitter.	Ես օգտագործում եմ Twitter-ը։
>>hye<< I want a cake.	Ես տորթ եմ ուզում։
>>hye<< I want asylum.	Ես ապաստան եմ ուզում։
>>hye<< I want cheese.	Ես պանիր եմ ուզում։
>>hye<< I want to cry.	Ես ուզում եմ լաց լինել։
>>hye<< I want to cry.	Ես ուզում եմ լացել։
>>hye<< I wanted kids.	Ես երեխաներ էի ուզում։
>>hye<< I wanted milk.	Ես կաթ էի ուզում։
>>hye<< I wanted soup.	Ես ապուր էի ուզում։
>>hye<< I wanted wine.	Ես գինի էի ուզում։
>>hye<< I wanted work.	Ես աշխատանք էի ուզում։
>>hye<< I was at home.	Ես տանն էի։
>>hye<< I was elected.	Ես ընտրվեցի։
>>hye<< I was jealous.	Ես նախանձում էի։
>>hye<< I was praying.	Ես աղոթում էի։
>>hye<< I was stunned.	Ես ապշած էի։
>>hye<< I was stunned.	Ես ապշած եմ եղել։
>>hye<< I wasn't told.	Ինձ չեն ասել։
>>hye<< I went inside.	Ես մտա ներս։
>>hye<< I'd like beer.	Ես կցանկանայի գարեջուր։
>>hye<< I'd like beer.	Կցանկանայի գարեջուր։
>>hye<< I'll continue.	Ես կշարունակեմ։
>>hye<< I'll help you.	Ես կօգնեմ քեզ։
>>hye<< I'll help you.	Ես կօգնեմ ձեզ։
>>hye<< I'll try that.	Ես կփորձեմ դա։
>>hye<< I'll warn you.	Ես կզգուշացնեմ քեզ։
>>hye<< I'll warn you.	Ես կզգուշացնեմ ձեզ։
>>hye<< I'm a man now.	Ես հիմա տղամարդ եմ։
>>hye<< I'm a swimmer.	Ես լողորդ եմ։
>>hye<< I'm different.	Ես ուրիշ եմ։
>>hye<< I'm in Boston.	Ես Բոստոնում եմ։
>>hye<< I'm in a rush.	Ես շտապում եմ։
>>hye<< I'm in a taxi.	Ես տաքսիում եմ։
>>hye<< I'm in my car.	Ես իմ մեքենայում եմ։
>>hye<< I'm in my car.	Ես մեքենայումս եմ։
>>hye<< I'm in school.	Ես դպրոցում եմ։
>>hye<< I'm not a spy.	Ես լրտես չեմ։
>>hye<< I'm quite shy.	Ես բավականին ամաչկոտ եմ:
>>hye<< I'm terrified.	Ես սարսափած եմ։
>>hye<< I'm unmarried.	Ես ամուսնացած չեմ։
>>hye<< I'm your boss.	Ես քո ղեկավարն եմ։
>>hye<< I'm your boss.	Ես ղեկավարդ եմ։
>>hye<< I've told Tom.	Ես ասել եմ Թոմին։
>>hye<< Is that a fox?	Դա աղվե՞ս է:
>>hye<< It's a weapon.	Դա զենք է։
>>hye<< It's hot here.	Այստեղ շոգ է։
>>hye<< It's instinct.	Դա բնազդ է։
>>hye<< It's my horse.	Դա իմ ձին է։
>>hye<< It's not easy.	Դա հեշտ չէ։
>>hye<< It's only Tom.	Դա միայն Թոմն է:
>>hye<< Just be happy.	Պարզապես երջանիկ եղիր։
>>hye<< Just be happy.	Պարզապես երջանիկ եղեք։
>>hye<< Just take one.	Վերցրեք միայն մեկը:
>>hye<< Just take one.	Վերցրու միայն մեկը:
>>hye<< Keep climbing.	Շարունակեք բարձրանալ։
>>hye<< Keep climbing.	Շարունակիր բարձրանալ։
>>hye<< Keep climbing.	Շարունակեք մագլցել։
>>hye<< Keep climbing.	Շարունակիր մագլցել։
>>hye<< Lead is metal.	Կապարը մետաղ է:
>>hye<< Let Tom sleep.	Թո՛ղ Թոմը քնի։
>>hye<< Let Tom speak.	Թո՛ղ Թոմը խոսի։
>>hye<< Lock the door!	Դուռը փակե՛ք։
>>hye<< Lock the door!	Փակի՛ր դուռը։
>>hye<< May I come in?	Կարո՞ղ եմ ներս մտնել։
>>hye<< May I come in?	Ես կարո՞ղ եմ ներս մտնել։
>>hye<< Milk is white.	Կաթը սպիտակ է։
>>hye<< My arms ached.	Իմ ձեռքերը ցավում էին։
>>hye<< My arms ached.	Ձեռքերս ցավում էին։
>>hye<< My car is new.	Իմ մեքենան նոր է։
>>hye<< My car is new.	Մեքենաս նոր է։
>>hye<< My car is red.	Իմ ավտոմեքենան կարմիր է։
>>hye<< My cat is big.	Իմ կատուն մեծ է։
>>hye<< My cat is big.	Կատուս մեծ է։
>>hye<< My cat is wet.	Կատուս թաց է։
>>hye<< My lungs hurt.	Իմ թոքերը ցավում են։
>>hye<< My name's Tom.	Իմ անունը Թոմ է։
>>hye<< No one met us.	Մեզ ոչ ոք չհանդիպեց։
>>hye<< No, thank you.	Ոչ, շնորհակալություն:
>>hye<< Only Tom came.	Միայն Թոմը եկավ։
>>hye<< Open a window.	Բացեք պատուհան։
>>hye<< Open a window.	Բացիր պատուհան։
>>hye<< Open the gate.	Բացեք դարպասը։
>>hye<< Open the gate.	Բացիր դարպասը։
