>>yue<< Fire!	著火啦！
>>yue<< Tom isn't interested.	Tom冇興趣。
>>yue<< We'll eat on the way.	我哋一路行一路食啦。
>>yue<< We're very selective.	我等好奄尖㗎。
>>yue<< We've run out of tea.	我哋冇晒茶喇。
>>yue<< What am I to do next?	我而家點做好呢？
>>yue<< What are they saying?	佢哋講緊啲咩呀？
>>yue<< What happened to you?	搞咩呀你？
>>yue<< What happened to you?	你咩事呀？
>>yue<< What's his real name?	佢個真名係咩？
>>yue<< What's that building?	嗰座係咩嚟㗎？
>>yue<< Where are my glasses?	我副眼鏡喺邊呀？
>>yue<< Where can I buy silk?	邊度有得買絲綢呀？
>>yue<< Where is your father?	你阿爸喺邊呀？
>>yue<< Where is your school?	你間學校喺邊呀？
>>yue<< Where's the bus stop?	巴士站喺邊呀？
>>yue<< Who ate all the cake?	邊個食晒啲蛋糕？
>>yue<< Why didn't you shave?	做咩唔剃鬚？
>>yue<< Why do you know that?	你點解會知嘅？
>>yue<< Why don't we open it?	做咩唔開咗渠喎。
>>yue<< You don't understand.	你唔明。
>>yue<< You're a patient man.	你係一個好有耐性嘅人。
>>yue<< You're a patient man.	你好有耐性。
>>yue<< Are they still in bed?	佢哋仲未起身呀？
>>yue<< Are you a new student?	你係咪新學生嚟㗎？
>>yue<< Are you coming or not?	你係咪嚟㗎？
>>yue<< Are you coming or not?	你嚟唔嚟㗎？
>>yue<< Are you coming or not?	你嚟唔嚟嘅唧？
>>yue<< Are you talking to me?	你同我講緊嘢呀？
>>yue<< Can you speak English?	你識唔識講英文㗎？
>>yue<< Come to lunch with us.	同我哋一齊食晏啦。
>>yue<< Could you repeat that?	你可唔可以講多次呀？
>>yue<< Do you have a lighter?	你有冇打火機呀？
>>yue<< Do you really love me?	你係咪真係鍾意我㗎？
>>yue<< Dog food is expensive.	狗糧好貴。
>>yue<< Don't act like a jerk.	唔好咁仆街啦。
>>yue<< Don't be fooled again.	唔好再俾人呃喇。
>>yue<< Don't drink and drive.	飲咗酒唔好揸車。
>>yue<< Don't drink and drive.	唔好酒後駕駛。
>>yue<< Don't forget about us!	唔好唔記得我哋呀！
>>yue<< Don't open the window.	唔好開窗。
>>yue<< Don't slip on the ice.	唔好喺冰上面跣親呀。
>>yue<< Don't stand too close.	唔好企咁埋。
>>yue<< Don't stand too close.	唔好黐咁埋。
>>yue<< Don't tell anyone yet.	唔好話俾人聽住。
>>yue<< Don't touch my camera.	唔好掂我部相機。
>>yue<< Don't walk home alone.	唔好自己一個行返屋企。
>>yue<< Don't you feel hungry?	你唔肚餓嘅咩？
>>yue<< Give me some more tea.	我想要多少少茶呀。
>>yue<< He adopted the orphan.	佢領養咗嗰個孤兒。
>>yue<< He proved to be a spy.	佢證實咗係間諜。
>>yue<< He was sick last week.	佢上個禮拜病咗。
>>yue<< How could you help me?	你可以點樣幫到我？
>>yue<< How difficult is that?	有幾難呀？
>>yue<< How much is this sofa?	呢張梳化幾多錢呀？
>>yue<< I can't find my watch.	我隻錶唔知擺咗去邊。
>>yue<< I can't stop sneezing.	我打乞嗤打到停唔到。
>>yue<< I couldn't rent a car.	我租唔起車。
>>yue<< I didn't vote for you.	我冇投票俾你。
>>yue<< I don't have a ticket.	我冇飛。
>>yue<< I don't want children.	我唔想生仔。
>>yue<< I gave him my address.	我俾咗我個地址佢。
>>yue<< I guess I'd better go.	我恁都係走好啲。
>>yue<< I have to go to sleep.	我要去瞓覺喇。
>>yue<< I know Tom quite well.	我同阿Tom都幾熟吓。
>>yue<< I like playing tennis.	我鍾意打網球。
>>yue<< I love talking to you.	我好鍾意同你講嘢。
>>yue<< I met your girlfriend.	我見過你女朋友。
>>yue<< I shave every morning.	我每朝早都會剃鬚。
>>yue<< I wish I'd known that.	如果我早啲知道就好喇。
>>yue<< I wish you were wrong.	希望你講嘅嘢唔係真㗎啦。
>>yue<< I'm a college student.	我係大學生。
>>yue<< I'm a college student.	我讀緊大學。
>>yue<< I've been rather busy.	我呢排都幾忙吓。
>>yue<< I've lost my appetite.	我冇胃口食飯。
>>yue<< I've lost my umbrella.	我唔見咗把遮。
>>yue<< Is everyone all right?	大家無嘢吖嘛。
>>yue<< Is it OK to sing here?	呢到可唔可以唱歌㗎？
>>yue<< Is that today's paper?	嗰份報紙係咪今日㗎？
>>yue<< Is this your umbrella?	呢把遮係咪你㗎？
>>yue<< Is your watch correct?	你隻錶準唔準㗎？
>>yue<< It was expensive, too.	仲好貴添。
>>yue<< My whole body is sore.	我周身酸痛。
>>yue<< She decided to resign.	佢決定辭職。
>>yue<< She is a good swimmer.	佢游水游得好叻。
>>yue<< She is about to leave.	佢差唔多走喇。
>>yue<< Should I be concerned?	我係咪應該擔心呢？
>>yue<< Strange things happen.	總有怪事發生。
>>yue<< That cost him his job.	呢件事搞到佢冇咗份工。
>>yue<< That's just an excuse.	呢個只不過係個藉口。
>>yue<< That's not surprising.	唔出奇吖。
>>yue<< The black one is mine.	黑色嗰個係我嘅。
>>yue<< The cat ate the mouse.	隻貓食咗隻老鼠。
>>yue<< The food is very good.	啲嘢食好正。
>>yue<< The pie was delicious.	個批好好食。
>>yue<< The station is nearby.	車站就喺呢度附近。
>>yue<< The sun is going down.	太陽落緊山。
>>yue<< The sun is going down.	日落喇。
>>yue<< They bought a new car.	佢哋買咗架新車。
>>yue<< They tried to kill me.	佢哋嘗試殺我。
>>yue<< They've changed a lot.	佢哋改變咗好多。
>>yue<< This is a free ticket.	呢張係一張免費飛。
>>yue<< This spoon is for tea.	呢支羹係愛嚟俾茶用嘅。
>>yue<< This spoon is for tea.	呢支匙羹係俾茶用嘅。
>>yue<< This thing isn't real.	呢個係流㗎。
>>yue<< Those aren't my shoes.	嗰對鞋唔係我嘅。
>>yue<< Tom created this mess.	呢個大頭佛係湯姆搞出來嘅。
>>yue<< Tom is in Mary's room.	阿湯喺瑪利間房。
>>yue<< Tom is my old partner.	Tom係我舊拍檔。
>>yue<< Tom is not old enough.	Tom未夠大。
>>yue<< We made a bad mistake.	我等犯咗大錯。
>>yue<< We rested for a while.	我哋唞咗一陣。
>>yue<< We waited a long time.	我等等咗好耐。
>>yue<< We're on our way home.	我哋返緊屋企。
>>yue<< What are the benefits?	有咩好處先？
>>yue<< What are the symptoms?	有啲咩病徵㗎？
>>yue<< What did we get wrong?	我哋搞錯咗啲咩呀？
>>yue<< What did you do there?	你喺嗰度做咗啲咩呀？
>>yue<< What did you just say?	你啱啱講咩話？
>>yue<< What did you just say?	咩話？
>>yue<< What is on Channel 10?	第十台喺度播緊啲咩呀？
>>yue<< What size do you wear?	你著咩嘥士㗎？
>>yue<< What's the difference?	有咩唔同呀？
>>yue<< What's the matter now?	而家又點啊？
>>yue<< When is the paper due?	份論文幾時交呀？
>>yue<< When will you be back?	你幾時返嚟呀？
>>yue<< Where can I buy a map?	邊度有得買地圖呀？
>>yue<< Where can I buy books?	邊度有得買書呀？
>>yue<< Who did you come with?	你係同邊個一齊嚟㗎？
>>yue<< Whose books are these?	啲書邊個㗎？
>>yue<< Why aren't you sleepy?	點解你唔眼瞓嘅？
>>yue<< Why don't we sit down?	不如坐低吖。
>>yue<< Why were you with Tom?	你同阿湯做乜？
>>yue<< Will it rain tomorrow?	聽日會唔會落雨㗎？
>>yue<< Won't you have a seat?	你唔坐呀？
>>yue<< You are very arrogant.	你真係好囂張。
>>yue<< You can rely upon him.	你可以靠佢。
>>yue<< You need to seek help.	你要搵人幫手。
>>yue<< You should smoke less.	你應該食少啲煙。
>>yue<< You're taller than me.	你高過我。
>>yue<< You've frightened Tom.	你嚇親阿湯喇。
>>yue<< Your hair is too long.	你啲頭髮長得濟。
>>yue<< "Who is it?" "It's me."	「邊個呀？」「我呀。」
>>yue<< Are you in a good mood?	你心情靚唔靚呀？
>>yue<< Both of us were scared.	我哋兩個都好驚。
>>yue<< Can you say that again?	你可唔可以講多次呀？
>>yue<< Did you enjoy the film?	套戲好唔好睇呀？
>>yue<< Did you enjoy yourself?	你玩得開唔開心呀？
>>yue<< Do as I told you to do.	我叫你點做，你就點做。
>>yue<< Do you come here often?	你係咪成日嚟呢到㗎？
>>yue<< Do you like spicy food?	你鍾唔鍾意食辣㗎？
>>yue<< Everybody was laughing.	大家都喺到笑。
>>yue<< Give me a call tonight.	今晚打俾我啦。
>>yue<< He asked me a question.	佢問咗我一條問題。
>>yue<< He lives near my house.	佢住喺我屋企附近。
>>yue<< He ordered a chop suey.	佢叫咗碟炒雜碎。
>>yue<< He robbed me of my bag.	佢搶咗我個袋。
>>yue<< He still remembers you.	佢仲記得你。
>>yue<< He tore the book apart.	佢撕爛咗本書。
>>yue<< He turned on the radio.	佢開着咗部收音機。
>>yue<< How long is the flight?	要飛幾耐㗎？
>>yue<< I am eating a cucumber.	我食緊青瓜。
>>yue<< I can't be without you.	我唔可以冇咗你。
>>yue<< I can't sleep at night.	我失眠。
>>yue<< I can't sleep at night.	我夜晚瞓唔著覺。
>>yue<< I can't stand the heat.	好熱呀，我就嚟頂唔順喇。
>>yue<< I cried all night long.	我喊咗成晚。
>>yue<< I didn't have a ticket.	我無飛喎。
>>yue<< I drank too much again.	我又飲多咗喇。
>>yue<< I got on the wrong bus.	我上錯咗巴士。
>>yue<< I grew up in this area.	我喺呢度大嘅。
>>yue<< I had my wallet stolen.	我俾人偷咗銀包。
>>yue<< I heard that he'd died.	聽講佢死咗。
>>yue<< I just got a good idea.	我啱啱諗到條正橋。
>>yue<< I just heard something.	啱啱我聽到啲聲。
>>yue<< I know how to use this.	我識用。
>>yue<< I left my card at home.	我漏咗張卡喺屋企。
>>yue<< I lost my wedding ring.	我唔見咗結婚戒指。
>>yue<< I love that commercial.	我好鍾意嗰個廣告。
>>yue<< I love that restaurant.	我好鍾意嗰間餐廳。
>>yue<< I prefer milk to juice.	我鍾意飲牛奶多過飲果汁。
>>yue<< I said I'm tired of it.	我話夠疲喇！
>>yue<< I seem to have a fever.	我好似發燒呀。
>>yue<< I shook hands with her.	我同佢握咗手。
>>yue<< I thought it went well.	我覺得啱啱幾好吖。
>>yue<< I want you to sit down.	我想你坐低。
>>yue<< I was never mad at you.	我冇嬲過你。
>>yue<< I was watching TV then.	我嗰陣喺度睇緊電視。
>>yue<< I wasn't fired. I quit.	我唔係俾人炒魷魚，係自己劈炮唔撈嘅。
>>yue<< I won't disappoint you.	我唔會令你失望。
>>yue<< I'll give you a laptop.	我會畀一部手提電腦你。
>>yue<< I'm no longer a rookie.	我唔係初哥嚟㗎喇。
>>yue<< I've had enough to eat.	我夠食。
>>yue<< Is her father a doctor?	佢阿爸係咪醫生嚟㗎？
>>yue<< Is his father a doctor?	佢阿爸係咪醫生嚟㗎？
>>yue<< Is that a cat or a dog?	嗰隻貓定係狗嚟㗎？
>>yue<< It was quite fantastic.	（呢件事）都幾正㗎。
>>yue<< It's not unprecedented.	呢啲咁嘅事都唔係未發生過。
>>yue<< It's ten o'clock sharp.	而家係十點踏正。
>>yue<< It's time to go to bed.	夠鐘上床瞓覺喇。
>>yue<< May I borrow your bike?	我可唔可以借你架單車嚟用吓呀？
>>yue<< My stomach is growling.	我個肚喺度咕咕叫。
>>yue<< No one listens anymore.	冇人會再聽㗎喇。
>>yue<< Please don't bother me.	唔該你唔好煩我。
>>yue<< Please drive carefully.	小心揸車呀。
>>yue<< She is very photogenic.	佢好上鏡。
>>yue<< She runs a beauty shop.	佢開美容院。
>>yue<< She was moved to tears.	佢感動到喊咗。
>>yue<< She's learning to swim.	佢學緊游水。
>>yue<< Staying home isn't fun.	吽喺屋企一啲都唔好玩。
>>yue<< That's absolutely true.	你真係講得好啱。
>>yue<< That's incredibly rude.	咁冇禮貌嘅？
>>yue<< The lecture was boring.	堂課好悶。
>>yue<< They are a good couple.	佢哋好襯。
>>yue<< This apple tastes sour.	呢粒蘋果好酸。
>>yue<< This pen belongs to me.	呢支筆係我㗎。
>>yue<< This spoon is for soup.	呢支匙羹係飲湯用嘅。
>>yue<< This spoon is for soup.	呢支羹係愛嚟飲湯嘅。
>>yue<< Tom is right this time.	今鋪湯姆講得啱。
>>yue<< Tom looks pretty young.	Tom望落幾後生。
>>yue<< We wouldn't lie to you.	我等唔會呃你嘅。
>>yue<< Well, that explains it.	唔怪得啦。
>>yue<< Well, that explains it.	唔怪得之啦。
>>yue<< Well, that explains it.	唔怪之得啦。
>>yue<< What's happening there?	嗰度搞乜啊？
>>yue<< Where are you guys now?	你哋而家喺邊？
>>yue<< Where can I buy bricks?	邊度有得買磚呀？
>>yue<< Where can I buy coffee?	邊度有得買咖啡呀？
>>yue<< Where can I buy snacks?	邊度有得買零食呀？
>>yue<< Where can I buy stamps?	邊度有得買郵票呀？
>>yue<< Where can I find a cab?	邊到有得截的？
>>yue<< Who did you give it to?	你俾咗邊個呀？
>>yue<< Whose notebook is that?	嗰本簿係邊個㗎？
>>yue<< Why didn't you tell me?	你做咩唔同我講呀？
>>yue<< Will we arrive on time?	我哋會唔會準時去到㗎？
>>yue<< Will you take me there?	你可唔可以帶我去呀？
>>yue<< You could at least try.	你試下都得啩。
>>yue<< You could at least try.	你畀少少心機都得啩。
>>yue<< You should go to sleep.	你應該去睏覺囉。
>>yue<< "Shut up," he whispered.	「咪嘈啦！」佢細細聲噉講。
>>yue<< Are you free on Tuesday?	你星期二得唔得閒呀？
>>yue<< Are you still mad at me?	你仲嬲緊我呀？
>>yue<< Both sisters are blonde.	兩姊妹都係金頭髮嘅。
>>yue<< Can I borrow your radio?	可唔可以借你部收音機俾我呀？
>>yue<< Can I use a credit card?	收唔收卡㗎？
>>yue<< Can you fly an airplane?	你識唔識得揸飛機㗎？
>>yue<< Can you play the violin?	你識唔識拉小提琴㗎？
>>yue<< Can you prove I'm wrong?	你證唔證明到我係錯㗎吖？
>>yue<< Can you read this kanji?	你識唔識讀呢個漢字呀？
>>yue<< Can you teach me French?	你可唔可以教我法文呀？
>>yue<< Did you push the button?	你有冇㩒到個掣呀？
>>yue<< Do you have cough drops?	你有冇喉糖呀？
>>yue<< Do you like eating fish?	你鍾唔鍾意食魚㗎？
>>yue<< Do you really mean that?	你認真㗎？
>>yue<< Does she play the piano?	佢識唔識彈琴㗎？
>>yue<< Does she play the piano?	佢識唔識彈鋼琴㗎？
>>yue<< Don't get your hopes up.	唔好咁有希望。
>>yue<< Give me a second chance.	畀多次機會我啦！
>>yue<< Have you called her yet?	你打咗電話俾佢未呀？
>>yue<< He apologized profusely.	佢係咁道歉。
>>yue<< He doesn't eat raw fish.	佢唔食生魚。
>>yue<< He is not a good driver.	佢手車唔係好掂。
>>yue<< He knows how to whistle.	佢識吹口哨。
>>yue<< He sometimes watches TV.	佢有時會睇電視。
>>yue<< He will always love her.	佢永遠都會咁愛佢。
>>yue<< He'll be a good husband.	佢會係一個好老公。
>>yue<< He'll lend you his book.	佢會借佢本書俾你。
>>yue<< Hey, what are you doing?	喂，做緊咩呀你？
>>yue<< How do you plan to help?	你諗住點幫手呀？
>>yue<< How long is this pencil?	呢支鉛筆有幾長呀？
>>yue<< How long will this take?	要搞幾耐㗎？
>>yue<< How much does that cost?	嗰個幾錢？
>>yue<< I can't believe my eyes.	我以為自己睇錯。
>>yue<< I could hardly hear him.	我聽唔到佢咁濟。
>>yue<< I couldn't do otherwise.	我只能夠咁樣做。
>>yue<< I didn't steal anything.	我冇偷到嘢呀。
>>yue<< I don't even know where.	我連係邊度嚟都唔知。
>>yue<< I don't like spicy food.	我唔鍾意食辣。
>>yue<< I don't really like you.	我唔係好鍾意你。
>>yue<< I feel like throwing up.	我想嘔。
>>yue<< I fell in love with you.	我愛上咗你。
>>yue<< I have another question.	我仲有一條問題。
>>yue<< I have lost my umbrella.	我唔見咗把遮。
>>yue<< I hear you've been sick.	聽講話你病咗喎。
>>yue<< I know Tom is irritated.	我知阿湯好懞掙。
>>yue<< I left my watch at home.	我漏咗隻錶喺屋企。
>>yue<< I like grape jelly best.	我最鍾意食提子啫喱。
>>yue<< I love studying history.	我好鍾意讀歷史。
>>yue<< I make my own decisions.	我自己話事。
>>yue<< I take back what I said.	我收返我頭先講過嘅嘢。
>>yue<< I think I can handle it.	我諗我搞得掂㗎喇。
>>yue<< I think it could happen.	我覺得會發生。
>>yue<< I want something to eat.	我想食啲嘢。
>>yue<< I want to be a magician.	我想做魔術師。
>>yue<< I want to eat something.	我想食啲嘢。
>>yue<< I wish we had more time.	如果我哋有多啲時間咪好囉。
>>yue<< I wish you were with me.	如果你喺我隔籬就好喇。
>>yue<< I wish you were with me.	如果你喺我身邊就好喇。
>>yue<< I'm sorry if I woke you.	唔好意思呀，我係咪嘈醒咗你呀？
>>yue<< I'm waiting for a reply.	我等緊回覆。
>>yue<< It's fun to knead dough.	搓麵粉好好玩㗎。
>>yue<< It's pretty interesting.	都幾得意喎。
>>yue<< Most of the plants died.	啲植物大部分都枯死咗。
>>yue<< My father has been busy.	我老豆呢排好忙。
>>yue<< My mother gets up early.	我阿媽好早起身。
>>yue<< My mother made me a bag.	我阿媽整咗個袋俾我。
>>yue<< She cannot have done it.	冇可能係佢做嘅。
>>yue<< Singing is a lot of fun.	唱歌好開心㗎！
>>yue<< Somebody's following us.	有人跟蹤緊我哋。
>>yue<< Somebody's following us.	我哋俾人跟蹤緊。
>>yue<< Someone is following us.	有人跟蹤緊我哋。
>>yue<< Swimming is easy for me.	游水對我嚟講冇難度。
>>yue<< Thanks for your concern.	多謝你關心呀。
>>yue<< That's not what I meant.	我唔係咁嘅意思。
>>yue<< The beach was beautiful.	個海灘好靚。
>>yue<< The bus hasn't come yet.	架巴士仲未嚟。
>>yue<< The cookie jar is empty.	個曲奇樽係空嘅。
>>yue<< There has to be a catch.	冇可能咁着數嘅。
>>yue<< They are about to start.	佢哋就開始。
>>yue<< This cloth feels smooth.	呢塊布摸上手好滑。
>>yue<< This computer was cheap.	呢部電腦好便。
>>yue<< This is all that I know.	我知道嘅就係得咁多。
>>yue<< This looks kind of cute.	好似好得意噃。
>>yue<< Tom is my older brother.	Tom係我呀哥。
>>yue<< Tom is my older brother.	Tom係我哥哥。
