>>nno<< Run!	Laup!
>>nno<< Just be happy.	Berre ver glad.
>>nno<< Meet me there.	Møt meg der.
>>nno<< Meet us there.	Møt oss der.
>>nno<< Memorize this.	Memorer dette.
>>nno<< My back hurts.	Eg har vondt i ryggen.
>>nno<< My foot hurts.	Eg har vondt i foten min.
>>nno<< My hand hurts.	Eg har vondt i handa.
>>nno<< My lungs hurt.	Eg har vondt i lungene.
>>nno<< My lungs hurt.	Lungene mine gjorde vondt.
>>nno<< My lungs hurt.	Lungene mine gjer vondt.
>>nno<< Nobody's home.	Ingen er heime.
>>nno<< Owls are cute.	Ugler er søte.
>>nno<< Pick a letter.	Vel ein bokstav.
>>nno<< Pick a weapon.	Vel eit våpen.
>>nno<< Quit gambling.	Slutt å gambla.
>>nno<< Roll the dice.	Kast terningane.
>>nno<< Roll the dice.	Kast terningen.
>>nno<< Russia is big.	Russland er stort.
>>nno<< Send Tom home.	Send Tom heim.
>>nno<< She is French.	Ho er fransk.
>>nno<< She looks sad.	Ho ser trist ut.
>>nno<< She overslept.	Ho forsov seg.
>>nno<< She went home.	Ho fór heim.
>>nno<< Space is cold.	Rommet er kaldt.
>>nno<< Space is cold.	Verdsrommet er kaldt.
>>nno<< Start the car.	Start bilen.
>>nno<< Stop that car.	Stopp den bilen.
>>nno<< Take a shower.	Tak deg ein dusj.
>>nno<< Take my horse.	Tak hesten min.
>>nno<< Take that one.	Tak den.
>>nno<< That was loud.	Det var høgt.
>>nno<< That's Saturn.	Det er Saturn.
>>nno<< That's better.	Det er betre.
>>nno<< That's better.	Det var betre.
>>nno<< The sun is up.	Sola er oppe.
>>nno<< The taxi came.	Drosja kom.
>>nno<< The taxi came.	Taxien kom.
>>nno<< The war ended.	Krigen enda.
>>nno<< They know Tom.	Dei kjenner Tom.
>>nno<< They sat down.	Dei sette seg.
>>nno<< This is a map.	Dette er eit kart.
>>nno<< Tie your shoe.	Knyt skolissene dine.
>>nno<< Tom came home.	Tom kom heim.
>>nno<< Tom fooled me.	Tom lurte meg.
>>nno<< Tom had a kid.	Tom fekk eit barn.
>>nno<< Tom has a map.	Tom har eit kart.
>>nno<< Tom has goats.	Tom har geiter.
>>nno<< Tom is direct.	Tom er direkte.
>>nno<< Tom is hiding.	Tom gøymer seg.
>>nno<< Tom is little.	Tom er liten.
>>nno<< Tom is polite.	Tom er høfleg.
>>nno<< Tom looks sad.	Tom ser trist ut.
>>nno<< Tom loves art.	Tom elskar kunst.
>>nno<< Tom missed it.	Tom sakna det.
>>nno<< Tom missed it.	Tom gjekk glipp av det.
>>nno<< Tom overslept.	Tom forsov seg.
>>nno<< Tom protested.	Tom protesterte.
>>nno<< Tom went home.	Tom fór heim.
>>nno<< Try this cake.	Prøv denne kaka.
>>nno<< We drank beer.	Vi drakk øl.
>>nno<< We have a car.	Me har ein bil.
>>nno<< We have a car.	Me har bil.
>>nno<< We like games.	Vi likar spel.
>>nno<< We like music.	Vi likar musikk.
>>nno<< We like opera.	Vi likar opera.
>>nno<< We love candy.	Vi elskar godteri.
>>nno<< We need a map.	Vi treng eit kart.
>>nno<< We need music.	Vi treng musikk.
>>nno<< We want candy.	Vi vil ha godteri.
>>nno<< We want facts.	Vi vil ha fakta.
>>nno<< We want facts.	Vi vil ha faktum.
>>nno<< What nonsense!	For noko tull!
>>nno<< Where are you?	Kor er du?
>>nno<< Where are you?	Kor er de?
>>nno<< Why am I here?	Korfor er eg her?
>>nno<< Will you hide?	Skal du gøyma deg?
>>nno<< You are drunk!	Du er full!
>>nno<< You are drunk!	De er fulle!
>>nno<< You can do it.	Du kan klara det.
>>nno<< You look sick.	Du ser sjuk ut.
>>nno<< You should go.	Du burde gå.
>>nno<< You're direct.	Du er direkte.
>>nno<< You're polite.	Du er høfleg.
>>nno<< You're pretty.	Du er fin.
>>nno<< You're strong.	Du er sterk.
>>nno<< You're strong.	De er sterke.
>>nno<< Are you a pair?	Er dokker eit par?
>>nno<< Are you a pair?	Er de eit par?
>>nno<< Are you hiding?	Gøymer du deg?
>>nno<< Are you polite?	Er du høfleg?
>>nno<< Are you sewing?	Syr du?
>>nno<< Are you sewing?	Saumar du?
>>nno<< Bears scare me.	Bjørnar skremmer meg.
>>nno<< Begin the game.	Begynn spelet.
>>nno<< Birds lay eggs.	Fuglar legg egg.
>>nno<< Blow your nose.	Snyt deg.
>>nno<< Bring a camera.	Tak med eit kamera.
>>nno<< Bring a camera.	Tak med deg eit kamera.
>>nno<< Cats hunt mice.	Kattar jaktar på myser.
>>nno<< Come back home.	Kom tilbake heim.
>>nno<< Come to Boston.	Kom til Boston.
>>nno<< Cows eat grass.	Kyr et gras.
>>nno<< Cows give milk.	Kyr gjev mjølk.
>>nno<< Cross the road.	Kryss vegen.
>>nno<< Deal the cards.	Del ut korta.
>>nno<< Did we have it?	Hadde me det?
>>nno<< Did we have it?	Hadde me han?
>>nno<< Did we have it?	Hadde me ho?
>>nno<< Did we miss it?	Gjekk vi glipp av det?
>>nno<< Do bears dream?	Drøymer bjørnar?
>>nno<< Do you miss it?	Sakna du det?
>>nno<< Do you miss it?	Gjekk du glipp av det?
>>nno<< Don't shoot me.	Ikkje skyt meg.
>>nno<< Don't touch me!	Ikkje rør meg!
>>nno<< Eat everything.	Et alt.
>>nno<< Eat your salad.	Et salaten din.
>>nno<< Enjoy the game.	Nyt spelet.
>>nno<< Everybody lies.	Alle lyg.
>>nno<< French is easy.	Fransk er lett.
>>nno<< French is hard.	Fransk er vanskeleg.
>>nno<< Get the camera.	Hent kameraet.
>>nno<< Give me a week.	Gjev meg ei veke.
>>nno<< Happy New Year!	Godt nyttår!
>>nno<< He loves music.	Ho elskar musikk.
>>nno<< He should come.	Han burde koma.
>>nno<< He walked home.	Han gjekk heim.
>>nno<< He was English.	Han var engelsk.
>>nno<< He's all right.	Det går bra med han.
>>nno<< He's all right.	Han er grei.
>>nno<< Here's my card.	Her er kortet mitt.
>>nno<< Hide that book.	Gøym den boka.
>>nno<< Hide the money.	Gøym pengane.
>>nno<< Hoist the flag.	Heis flagget.
>>nno<< How tall is he?	Kor høg er han?
>>nno<< I am very tall.	Eg veldig høg.
>>nno<< I can beat Tom.	Eg kan slå Tom.
>>nno<< I can beat you.	Eg kan slå deg.
>>nno<< I enjoy hiking.	Eg likar å gå på tur.
>>nno<< I got a tattoo.	Eg fekk meg ei tatovering.
>>nno<< I had to do it.	Eg måtte gjera det.
>>nno<< I had to hurry.	Eg måtte skunda meg.
>>nno<< I had to leave.	Eg måtte fara.
>>nno<< I had to smile.	Eg måtte smila.
>>nno<< I hate shaving.	Eg hatar å barbera meg.
>>nno<< I hated Boston.	Eg hata Boston.
>>nno<< I have a dream.	Eg har ein draum.
>>nno<< I have a flute.	Eg har ei fløyte.
>>nno<< I have the map.	Eg har kartet.
>>nno<< I have tickets.	Eg har billettar.
>>nno<< I have to hide.	Eg må gøyma meg.
>>nno<< I hurried home.	Eg skunda meg heim.
>>nno<< I learn French.	Eg lærer meg fransk.
>>nno<< I like English.	Eg likar engelsk.
>>nno<< I like castles.	Eg likar slott.
>>nno<< I like the sun.	Eg likar sola.
>>nno<< I liked Boston.	Eg likte Boston.
>>nno<< I love bananas.	Eg elskar bananar.
>>nno<< I love lasagna.	Eg elskar lasagne.
>>nno<< I love the sun.	Eg elskar sola.
>>nno<< I loved Boston.	Eg elska Boston.
>>nno<< I loved French.	Eg elska fransk.
>>nno<< I must buy one.	Eg må kjøpa ei.
>>nno<< I must buy one.	Eg må kjøpa ein.
>>nno<< I must buy one.	Eg må kjøpa eit.
>>nno<< I must buy one.	Eg må kjøpa éi.
>>nno<< I must buy one.	Eg må kjøpa éin.
>>nno<< I must buy one.	Eg må kjøpa eitt.
>>nno<< I must protest.	Eg må protestera.
>>nno<< I need my coat.	Eg treng frakken min.
>>nno<< I said nothing.	Eg sa ingenting.
>>nno<< I saw that one.	Eg såg den.
>>nno<< I saw that one.	Eg såg den der.
>>nno<< I see a castle.	Eg ser eit slott.
>>nno<< I sell weapons.	Eg sel våpen.
>>nno<< I speak French.	Eg snakkar fransk.
>>nno<< I spoke French.	Eg snakka fransk.
>>nno<< I teach French.	Eg underviser i fransk.
>>nno<< I want a salad.	Eg vil ha ein salat.
>>nno<< I want my coat.	Eg vil ha frakken min.
>>nno<< I was a sniper.	Eg var skarpskyttar.
>>nno<< I wear glasses.	Eg går med briller.
>>nno<< I'll be direct.	Eg skal vera direkte.
>>nno<< I'm a comedian.	Eg er komikar.
>>nno<< I'm not hiding.	Eg gøymer meg ikkje.
>>nno<< I'm quite tall.	Eg er ganske høg.
>>nno<< I'm right here.	Eg er rett her.
>>nno<< I'm undressing.	Eg kleder av meg.
>>nno<< I'm unemployed.	Eg er arbeidslaus.
>>nno<< I'm unemployed.	Eg er arbeidsledig.
>>nno<< Is French easy?	Er fransk lett?
>>nno<< Is that French?	Er det fransk?
>>nno<< Is that edible?	Er det etande?
>>nno<< Is this French?	Er dette fransk?
>>nno<< Is this edible?	Er dette etande?
>>nno<< It took months.	Det tok månader.
>>nno<< It took months.	Det tok månadar.
>>nno<< It was a dream.	Det var ein draum.
>>nno<< It was a mouse.	Det var ei mus.
>>nno<< It was magical.	Det var magisk.
>>nno<< It was on sale.	Det var på tilbod.
>>nno<< It was raining.	Det regna.
>>nno<< It'll work out.	Det ordnar seg.
>>nno<< It's Wednesday.	Det er onsdag.
>>nno<< It's dangerous!	Det er farleg!
>>nno<< It's debatable.	Det kan debatterast.
>>nno<< Let's practice.	Lat oss øva.
>>nno<< Lions run fast.	Løver spring fort.
>>nno<< Many fish died.	Mange fiskar dauda.
>>nno<< May I help you?	Kan eg hjelpa deg?
>>nno<< My hand itches.	Handa mi klør.
>>nno<< My tooth hurts.	Eg har vondt i munnen.
>>nno<< Shall we order?	Skal me bestilla?
>>nno<< She fooled him.	Ho lurte han.
>>nno<< She looked sad.	Ho såg trist ut.
>>nno<< She loves cake.	Ho elskar kake.
>>nno<< Someone called.	Nokon ringde.
>>nno<< Space is scary.	Rommet er skummelt.
>>nno<< Space is scary.	Verdsrommet er skummelt.
>>nno<< Stay behind me.	Hald deg bakom meg.
>>nno<< Stay behind me.	Haldt deg bakom meg.
>>nno<< That was magic.	Det var magisk.
>>nno<< That was magic.	Det der var magisk.
>>nno<< That's for you.	Det er til deg.
>>nno<< That's for you.	Det er til dykk.
>>nno<< That's my coat.	Det er frakken min.
>>nno<< That's my coat.	Det er min frakk.
>>nno<< That's suicide.	Det er sjølvmord.
>>nno<< The birds sang.	Fuglane song.
>>nno<< The car honked.	Bilen tuta.
>>nno<< The cat is wet.	Katten er våt.
>>nno<< The flag is up.	Flagget er oppe.
>>nno<< The ice melted.	Isen smelta.
>>nno<< They're hiding.	Dei gøymer seg.
>>nno<< This is French.	Dette er fransk.
>>nno<< This is a harp.	Dette er ei harpe.
>>nno<< Throw the dice.	Kast terningane.
>>nno<< Throw the dice.	Kast terningen.
>>nno<< Tie your shoes.	Knyt skolissene dine.
>>nno<< Tom gave blood.	Tom gav blod.
>>nno<< Tom got knifed.	Tom vart knivstukken.
>>nno<< Tom got knifed.	Tom blei knivstukken.
>>nno<< Tom had cancer.	Tom hadde kreft.
>>nno<< Tom has cancer.	Tom har kreft.
>>nno<< Tom hated bats.	Tom hata flaggermyser.
>>nno<< Tom hates bats.	Tom hatar flaggermyser.
>>nno<< Tom improvised.	Tom improviserte.
>>nno<< Tom is devious.	Tom er slu.
>>nno<< Tom is in town.	Tom er i byen.
>>nno<< Tom is shaving.	Tom barberer seg.
>>nno<< Tom isn't tall.	Tom er ikkje høg.
>>nno<< Tom lied to us.	Tom laug for oss.
>>nno<< Tom likes cake.	Tom likar kake.
>>nno<< Tom likes cars.	Tom likar bilar.
>>nno<< Tom likes math.	Tom elskar matte.
>>nno<< Tom likes nuts.	Tom likar nøtter.
>>nno<< Tom loves cake.	Tom elskar kake.
>>nno<< Tom loves cats.	Tom elskar kattar.
>>nno<< Tom loves maps.	Tom elskar kart.
>>nno<< Tom loves math.	Tom elskar matte.
>>nno<< Tom loves milk.	Tom elskar mjølk.
>>nno<< Tom passed out.	Tom svima av.
>>nno<< Tom punched me.	Tom slo meg.
>>nno<< Tom seemed sad.	Tom såg trist ut.
>>nno<< Tom sells cars.	Tom sel bilar.
>>nno<< Tom sounds sad.	Tom høyrest trist ut.
>>nno<< Tom took a nap.	Tom tok seg ein lur.
>>nno<< Tom took a nap.	Tom tok seg ein blund.
>>nno<< Tom was knifed.	Tom vart knivstukken.
>>nno<< Tom was knifed.	Tom blei knivstukken.
>>nno<< Tom was polite.	Tom var høfleg.
>>nno<< Tom was sewing.	Tom sydde.
>>nno<< Tom was sewing.	Tom sauma.
>>nno<< Tom was waving.	Tom vinka.
>>nno<< Translate this.	Omset dette.
>>nno<< Use your brain.	Bruk hjernen.
>>nno<< Was Boston fun?	Var det artig i Boston?
>>nno<< Was it a dream?	Var det ein draum?
>>nno<< Watch the road!	Fylg med på vegen!
>>nno<< Watch the road.	Fylg med på vegen.
>>nno<< We aren't dumb.	Vi er ikkje dumme.
>>nno<< We can do that.	Det kan me gjera.
>>nno<< We can do that.	Det får me til.
>>nno<< We have a goat.	Vi har ei geit.
>>nno<< We make bricks.	Vi lagar murstein.
>>nno<< We shook hands.	Vi handhelsa.
>>nno<< We study music.	Vi studerer musikk.
>>nno<< We're in place.	Vi er på plass.
>>nno<< We're rich men.	Me er rike menn.
>>nno<< We're teachers.	Vi er lærarar.
>>nno<< Wear your coat.	Ha på deg frakken din.
>>nno<< What a meeting!	For eit møte!
>>nno<< Where am I now?	Kor er eg no?
>>nno<< Where am I now?	Kvar er eg no?
>>nno<< Who knows that?	Kven veit det?
>>nno<< Who wants cake?	Kven vil ha kake?
>>nno<< Why do you ask?	Korfor spør du?
>>nno<< Why do you ask?	Kvifor spør du?
>>nno<< You need a nap.	Du treng ein blund.
>>nno<< You should eat.	Du burde eta.
>>nno<< You're kidding!	Du køddar!
>>nno<< You're so tall.	Du er så høg.
>>nno<< You're so tall.	Du er so høg.
>>nno<< Adjust your tie.	Rett på slipset ditt.
>>nno<< Any suggestions?	Nokon forslag?
>>nno<< Any suggestions?	Nokon framlegg?
>>nno<< Are you at home?	Er du heime?
>>nno<< Are you kidding?	Køddar du?
>>nno<< Are you pirates?	Er dokker piratar?
>>nno<< Are you pirates?	Er de piratar?
>>nno<< Ask me anything!	Spør meg om kva som helst!
>>nno<< Ask me anything.	Spør meg om kva som helst.
>>nno<< Bears hibernate.	Bjørnar går i dvale.
>>nno<< Begin recording.	Begynn å taka opp.
>>nno<< Begin recording.	Begynn å spela inn.
>>nno<< Boston is great.	Boston er flott.
>>nno<< Call the doctor.	Ring lækjaren.
>>nno<< Call the doctor.	Ring legen.
>>nno<< Call the doctor.	Ring dokteren.
>>nno<< Call the police!	Ring politiet!
>>nno<< Call the police.	Ring politiet.
>>nno<< Can you do that?	Klarer du det?
>>nno<< Can you do that?	Klarer de det?
>>nno<< Cats catch mice.	Kattar fangar myser.
>>nno<< Check your list.	Sjekk lista di.
>>nno<< Come home early.	Kom heim tidleg.
>>nno<< Congratulations!	Gratulerer!
>>nno<< Did Tom protest?	Protesterte Tom?
>>nno<< Did you miss me?	Sakna du meg?
>>nno<< Do you like art?	Likar du kunst?
>>nno<< Don't interrupt.	Ikkje avbryt.
>>nno<< Don't shoot Tom.	Ikkje skyt Tom.
>>nno<< Don't shoot him.	Ikkje skyt han.
>>nno<< Everyone waited.	Alle venta.
>>nno<< Facts are facts.	Fakta er fakta.
>>nno<< Facts are facts.	Faktum er faktum.
>>nno<< Fold up the map.	Brett saman kartet.
>>nno<< Follow that car.	Fylg den bilen.
>>nno<< Give me a spoon.	Gjev meg ei skei.
>>nno<< Give me the map.	Gjev meg kartet.
>>nno<< Good night, Dad.	God natt, pappa.
>>nno<< He has a camera.	Han har eit kamera.
>>nno<< He is very tall.	Han er veldig høg.
>>nno<< He made a robot.	Han laga ein robot.
>>nno<< He may not come.	Han kjem kanskje ikkje.
>>nno<< He needs a taxi.	Han treng ein taxi.
>>nno<< He needs a taxi.	Han treng ei drosje.
>>nno<< He's a comedian.	Han er komikar.
>>nno<< Hold my glasses.	Haldt brillene mine.
>>nno<< Hold my glasses.	Hald brillene mine.
>>nno<< Horses are fast.	Hestar er raske.
>>nno<< Horses run fast.	Hestar spring fort.
>>nno<< How fascinating!	Så fasinerande!
>>nno<< How fascinating!	So fasinerande!
>>nno<< How is your dad?	Korleis går det med far din?
>>nno<< How old are you?	Kor gamal er du?
>>nno<< How old are you?	Kor gamle er de?
>>nno<< How tall is Tom?	Kor høg er Tom?
>>nno<< How tall is she?	Kor høg er ho?
>>nno<< How unfortunate!	Nei, så synd!
>>nno<< How unfortunate!	Nei, so synd!
>>nno<< I ate the salad.	Eg åt salaten.
>>nno<< I believe in it.	Eg trur på det.
>>nno<< I bit my tongue.	Eg beit meg i tunga.
>>nno<< I broke a glass.	Eg knuste eit glas.
>>nno<< I can't compete.	Eg kan ikkje konkurrera.
>>nno<< I dealt with it.	Eg tok meg av det.
>>nno<< I fed the goats.	Eg mata geitene.
>>nno<< I fed the goats.	Eg fôra geitene.
>>nno<< I had to sneeze.	Eg måtte nysa.
>>nno<< I hate homework.	Eg hatar lekser.
>>nno<< I hate politics.	Eg hatar politikk.
>>nno<< I hate reptiles.	Eg hatar krypdyr.
>>nno<< I have a castle.	Eg har eit slott.
>>nno<< I have homework.	Eg har lekser.
>>nno<< I have the list.	Eg har lista.
>>nno<< I hear the drum.	Eg høyrer tromma.
>>nno<< I just showered.	Eg dusja nettopp.
>>nno<< I like that one.	Eg likar den.
>>nno<< I like that one.	Eg likar den der.
>>nno<< I like this one.	Eg likar denne.
>>nno<< I like this one.	Eg likar dette.
>>nno<< I live in Tokyo.	Eg bur i Tokyo.
>>nno<< I lost the game.	Eg tapte spelet.
>>nno<< I lost the list.	Eg miste lista.
>>nno<< I love your top.	Eg elskar toppen din.
>>nno<< I made that one.	Eg laga den.
>>nno<< I need his help.	Eg treng hjelp av han.
>>nno<< I needed a loan.	Eg trong eit lån.
>>nno<< I play the harp.	Eg spelar harpe.
>>nno<< I play the oboe.	Eg spelar obo.
>>nno<< I played guitar.	Eg spela gitar.
>>nno<< I read a letter.	Eg les eit brev.
>>nno<< I stayed behind.	Eg vart igjen.
>>nno<< I study English.	Eg studerer engelsk.
>>nno<< I taught French.	Eg underviste i fransk.
>>nno<< I teach English.	Eg underviser i engelsk.
>>nno<< I want a guitar.	Eg vil ha ein gitar.
>>nno<< I want that one.	Eg vil ha den.
>>nno<< I was impressed.	Eg var imponert.
>>nno<< I was impressed.	Eg vart imponert.
>>nno<< I was impressed.	Eg blei imponert.
>>nno<< I write letters.	Eg skriv brev.
>>nno<< I'll arrange it.	Eg skal ordna det.
>>nno<< I'm a bit tired.	Eg er litt trøytt.
>>nno<< I'm a bit tired.	Eg er litt sliten.
>>nno<< I'm a detective.	Eg er detektiv.
>>nno<< I'm not mad yet.	Eg er ikkje sint enno.
>>nno<< I'm on the list.	Eg er på lista.
>>nno<< I'm on vacation.	Eg er på ferie.
>>nno<< I'm pretty tall.	Eg er ganske høg.
>>nno<< I'm very sleepy.	Eg er veldig trøytt.
>>nno<< I've got a list.	Eg har ei liste.
>>nno<< Is anybody home?	Er det nokon heime?
>>nno<< Is that a whale?	Er det ein kval?
>>nno<< Is this a dream?	Er dette ein draum?
>>nno<< Is this on sale?	Er dette på tilbod?
>>nno<< It became habit.	Det blei ein vane.
>>nno<< It became habit.	Det vart ein vane.
>>nno<< It must be here.	Det må vera her.
>>nno<< It took all day.	Det tok heile dagen.
>>nno<< It took an hour.	Det tok ein time.
>>nno<< It's a mushroom.	Det er ein sopp.
>>nno<< It's a surprise.	Det er ei overrasking.
>>nno<< It's inevitable.	Det er uunngåeleg.
>>nno<< It's inevitable.	Det er ikkje til å unngå.
>>nno<< Keep practicing.	Fortset å øva.
>>nno<< Kids need sleep.	Born treng svevn.
>>nno<< Koalas are cute.	Koalaar er søte.
>>nno<< Let me practice.	Lat meg øva.
>>nno<< Let's improvise.	Lat oss improvisera.
>>nno<< Life is a dream.	Livet er ein draum.
>>nno<< Look at the map.	Sjå på kartet.
>>nno<< Look behind you.	Sjå bak deg.
>>nno<< Many admire him.	Mange ser opp til han.
>>nno<< Many have tried.	Mange har prøvt.
>>nno<< Mary helped Tom.	Mary hjelpte Tom.
>>nno<< Maybe I'll lose.	Kanskje eg kjem til å tapa.
>>nno<< Meet me outside.	Møt meg ute.
>>nno<< Meet me tonight.	Møt meg i natt.
>>nno<< Men should work.	Menn bør arbeide.
>>nno<< Merry Christmas!	God jol!
>>nno<< My camera broke.	Kameraet mitt vart øydelagt.
>>nno<< My camera broke.	Kameraet mitt blei øydelagt.
>>nno<< Nobody was home.	Ingen var heime.
>>nno<< Physics is hard.	Fysikk er vanskeleg.
>>nno<< Push the button.	Trykk på knappen.
>>nno<< Raise your hand.	Rekk opp handa.
>>nno<< Saddle my horse.	Sal på hesten min.
>>nno<< She is not tall.	Ho er ikkje høg.
>>nno<< She is too weak.	Ho er altfor veik.
>>nno<< She is too weak.	Ho er altfor svak.
>>nno<< She's my sister.	Ho er syster mi.
>>nno<< She's very tall.	Ho er veldig høg.
>>nno<< Show your cards.	Vis meg korta dine.
>>nno<< Teach me French.	Lær meg fransk.
>>nno<< That's a church.	Det er ei kyrkje.
>>nno<< That's too much!	Det er altfor mykje!
>>nno<< That's too much.	Det er altfor mykje.
>>nno<< That's too much.	Det er for mykje.
>>nno<< The car started.	Bilen starta.
>>nno<< The cat is safe.	Katten er trygg.
>>nno<< The mouse moved.	Musa rørte på seg.
>>nno<< The police came.	Politiet kom.
>>nno<< The sea is calm.	Sjøen ligg still.
>>nno<< The sun has set.	Sola er gått ned.
>>nno<< There's no rush.	Det hastar ikkje.
>>nno<< These are birds.	Desse er fuglar.
>>nno<< These are facts.	Desse er faktaa.
>>nno<< These are facts.	Desse er faktuma.
>>nno<< They are hiding.	Dei gøymer seg.
>>nno<< They caught Tom.	Dei fanga Tom.
>>nno<< They don't care.	Dei bryr seg ikkje.
>>nno<< They drove home.	Dei køyrde heim.
>>nno<< They sell candy.	Dei sel godteri.
>>nno<< They won't stop.	Dei kjem ikkje til å gi seg.
>>nno<< Think in French.	Tenk på fransk.
>>nno<< This is a dream.	Dette er ein draum.
>>nno<< This is a spoon.	Dette er ei skei.
>>nno<< This is a vowel.	Dette er ein vokal.
>>nno<< This is an oboe.	Dette er ein obo.
>>nno<< This is on sale.	Dette er på tilbod.
>>nno<< This is so good.	Dette er så bra.
>>nno<< This is so good.	Dette er så godt.
>>nno<< Those are bears.	Dei er bjørnar.
>>nno<< Those are bears.	Dei der er bjørnar.
>>nno<< Tom disappeared.	Tom forsvann.
>>nno<< Tom disappeared.	Tom kvarv.
>>nno<< Tom drinks beer.	Tom drikk øl.
>>nno<< Tom fooled Mary.	Tom lurte Mary.
>>nno<< Tom got beat up.	Tom vart banka opp.
>>nno<< Tom got beat up.	Tom blei banka opp.
>>nno<< Tom had a dream.	Tom hadde ein draum.
>>nno<< Tom has a horse.	Tom har ein hest.
>>nno<< Tom has snapped.	Det har klikka for Tom.
>>nno<< Tom has weapons.	Tom har våpen.
>>nno<< Tom hates birds.	Tom hatar fuglar.
>>nno<< Tom hates opera.	Tom hatar opera.
>>nno<< Tom is a hippie.	Tom er ein hippie.
>>nno<< Tom is a pirate.	Tom er pirat.
>>nno<< Tom is a pirate.	Tom er ein pirat.
>>nno<< Tom is far away.	Tom er langt unna.
>>nno<< Tom is learning.	Tom held på å læra.
>>nno<< Tom is reliable.	Tom er påliteleg.
>>nno<< Tom is so brave.	Tom er så modig.
>>nno<< Tom is so brave.	Tom er so modig.
>>nno<< Tom is suicidal.	Tom er suicidal.
>>nno<< Tom knifed Mary.	Tom knivstakk Mary.
>>nno<< Tom left Boston.	Tom forlét Boston.
>>nno<< Tom likes blues.	Tom likar blues.
>>nno<< Tom likes games.	Tom likar spel.
>>nno<< Tom made a list.	Tom laga ei liste.
>>nno<< Tom may not win.	Tom kan ikkje vinna.
>>nno<< Tom missed Mary.	Tom sakna Mary.
>>nno<< Tom needs a nap.	Tom treng ein blund.
>>nno<< Tom plays drums.	Tom spelar trommer.
>>nno<< Tom plays piano.	Tom spelar piano.
>>nno<< Tom recorded it.	Tom spela det inn.
>>nno<< Tom recorded it.	Tom tok det opp.
>>nno<< Tom shot a bear.	Tom skaut ein bjørn.
>>nno<< Tom studied art.	Tom studerte kunst.
>>nno<< Tom walked home.	Tom gjekk heim.
>>nno<< Tom was a sissy.	Tom var ein feiging.
>>nno<< Tom was a sissy.	Tom var ei pyse.
>>nno<< Tom was my boss.	Tom var sjefen min.
>>nno<< Tom was shaving.	Tom barberte seg.
>>nno<< Tom was shocked.	Tom var sjokkert.
>>nno<< Tom wasn't good.	Tom var ikkje god.
>>nno<< Tom wasn't good.	Tom var ikkje flink.
>>nno<< Tom wasn't good.	Tom var ikkje snill.
>>nno<< Tom went hiking.	Tom gjekk på tur.
