>>pes<< Who?	چه کسی؟
>>pes<< I jog twice a week.	من هفته ای دو بار پیاده روی می کنم.
>>pes<< I know your father.	من پدرت را می شناسم.
>>pes<< I love lentil soup.	من عاشق سوپ عدس هستم.
>>pes<< I need my passport.	من به پاسپورتم نیاز دارم.
>>pes<< I need your advice.	من به مشوت شما احتیاج دارم.
>>pes<< I saw Tom hit Mary.	دیدم تام ماری را زد.
>>pes<< I still want to go.	من هنوز می‌خواهم بروم.
>>pes<< I want to buy that.	می خواهم آن را بخرم.
>>pes<< I was born in 1972.	من در سال 1972 به دنیا آمده ام.
>>pes<< I'm drinking water.	من دارم آب می‌نوشم.
>>pes<< I'm not mad at Tom.	من از تام عصبانی نیستم.
>>pes<< I'm still learning.	من هنوز مشغول آموختن هستم.
>>pes<< I'm very fortunate.	من خیلی خوش شانس هستم.
>>pes<< I've already tried.	قبلاً سعی کرده‌ام.
>>pes<< Ignorance is bliss.	جهل یک برکت است.
>>pes<< Is Tom left-handed?	آیا تام چپ دست است؟
>>pes<< Is everybody ready?	آیا همه آماده‌اند؟
>>pes<< Is something wrong?	مشکلی هست؟
>>pes<< Isn't it delicious?	خوشمزه نیست؟
>>pes<< It was really good.	واقعا خوب بود.
>>pes<< It wasn't my fault.	تقصیر من نبود.
>>pes<< Knowledge is power.	توانا بُوَد هر که دانا بُوَد.
>>pes<< Look at the bottom.	به پایین نگاه کن.
>>pes<< May I speak to Tom?	می توانم با تام صحبت کنم؟
>>pes<< May I use this bat?	می‌توانم از این چوگان استفاده کنم؟
>>pes<< Real men drink tea.	مردان واقعی چای می‌نوشند.
>>pes<< Save your strength.	قدرتت را حفظ کن.
>>pes<< She glanced around.	او به اطراف نگاه کرد.
>>pes<< She has more books.	او کتاب‌های بیشتری دارد.
>>pes<< She has seven sons.	او هفت پسر دارد.
>>pes<< She has small feet.	او پاهای کوچکی دارد.
>>pes<< Slander is a crime.	تهمت یک جرم است.
>>pes<< Take out the trash.	.آشغال ها رو بیرون بگذار
>>pes<< That sounded weird.	آن عجیب به نظر می رسید.
>>pes<< That sounds urgent.	فوری به نظر می رسد.
>>pes<< That won't help me.	این به من کُمَکی نخواهد کرد.
>>pes<< That won't help me.	این کُمکَم نخواهد کرد.
>>pes<< That's appropriate.	آن مناسب است.
>>pes<< The baby is crying.	بچه گریه می کند.
>>pes<< The beach is empty.	پلاژ خالی است.
>>pes<< The bread is stale.	نان بیات است.
>>pes<< The car was stolen.	ماشین سرقت شد.
>>pes<< The feud continues.	دعوا ادامه دارد.
>>pes<< The night was cold.	شب سرد بود.
>>pes<< The stars came out.	ستاره ها بیرون آمدند.
>>pes<< There is no choice.	انتخابی وجود ندارد.
>>pes<< These pens are his.	این خودکارها مال او(پسر) هستند.
>>pes<< This is a fig tree.	این یک درخت انجیر است.
>>pes<< Tie your shoelaces.	بند کفش ات را ببند.
>>pes<< Tom became jealous.	تام حسود شده بود.
>>pes<< Tom became serious.	تام جدی شد.
>>pes<< Tom became violent.	تام خشن شد.
>>pes<< Tom has three dogs.	تام سه سگ دارد.
>>pes<< Tom is a real nerd.	تام یک خرخوان واقعی است.
>>pes<< Tom is a silly man.	تام مرد احمقی است.
>>pes<< Tom is belligerent.	تام ستیزه جو است.
>>pes<< Tom is eating soup.	تام دارد سوپ می‌خورد.
>>pes<< Tom is on the ball.	تام حواسش جمع هست.
>>pes<< Tom is paying cash.	تام دارد پول نقد می‌پردازد.
>>pes<< Tom isn't homeless.	تام بی‌خانمان نیست.
>>pes<< Tom looks defeated.	تام به نظر می رسد شکست خورده است.
>>pes<< Tom looks grateful.	تام به نظر می رسد، سپاسگزار باشد.
>>pes<< Tom nodded faintly.	تام به آرامی سرش را تکان داد.
>>pes<< Tomorrow is Sunday.	فردا یکشنبه است.
>>pes<< We don't like rain.	ما باران را دوست نداریم.
>>pes<< We don't like rain.	ما از باران خوشمان نمی آید.
>>pes<< We have a contract.	ما یک قرارداد داریم.
>>pes<< We have ample food.	ما غذای وافر داریم.
>>pes<< We went to the zoo.	ما به باغ وحش رفتیم.
>>pes<< What vile behavior!	چه رفتار زشتی
>>pes<< Where did I put it?	من آن را کجا گذاشتم؟
>>pes<< Where did I put it?	آن را کجا قرار دادم؟
>>pes<< Where is her house?	خانه اش کجاست؟
>>pes<< Where is your room?	اتاقت کجاست؟
>>pes<< Where was Tom born?	تام کجا به دنیا آمده است؟
>>pes<< Which bag is yours?	کدام کیف مال تو است؟
>>pes<< Who's your teacher?	معلم شما کیست؟
>>pes<< Whose book is this?	این کتاب مال چه کسی است؟
>>pes<< Whose book is this?	این کتاب مال کیه؟
>>pes<< Whose book is this?	این کتاب مال چه کسیه؟
>>pes<< Whose book is this?	این کتاب کیه؟
>>pes<< Will he ever do it?	آیا هرگز او آن را انجام خواهد داد؟
>>pes<< You only live once.	تو فقط یکبار زندگی می کنی.
>>pes<< You're belligerent.	شما مخاصمه طلب هستید.
>>pes<< "Trust me," he said.	او (مذکر) گفت: به من اعتماد کن.
>>pes<< Answer the question.	به این سؤال پاسخ بده.
>>pes<< Avoid the obstacles.	از موانع دوری کنید.
>>pes<< Be polite, but firm.	مؤدب باش، اما محکم.
>>pes<< Consider my request.	درخواست من را در نظر بگیرید.
>>pes<< Do the best you can.	همهٔ تلاشت را انجام بده.
>>pes<< Do you drink coffee?	تو قهوه می‌نوشی؟
>>pes<< Do you drink coffee?	شما قهوه می‌نوشید؟
>>pes<< Do you drink coffee?	آیا تو قهوه می‌نوشی؟
>>pes<< Do you drink coffee?	آیا شما قهوه می‌نوشید؟
>>pes<< Do you want a drink?	آیا نوشیدنی می خواهی؟
>>pes<< Don't listen to her.	به حرفش گوش نکن.
>>pes<< Everyone's laughing.	همه می‌خندند.
>>pes<< Evil sometimes wins.	شیطان گاهی اوقات برنده می شود.
>>pes<< Go jump in the lake.	برو بپر تو دریاچه.
>>pes<< Have you gone crazy?	دیوانه شده ای؟
>>pes<< He has left already.	او قبلاً ترک کرده است.
>>pes<< He is a good singer.	او آوازه خوان خوبی است.
>>pes<< He often comes late.	او اغلب دیر می‌آید.
>>pes<< He reached his goal.	او به هدفش رسید.
>>pes<< He was very patient.	او خیلی صبور بود.
>>pes<< He was working hard.	او به‌شدت کار می‌کرد.
>>pes<< He's afraid of dogs.	او از سگ ها می ترسد.
>>pes<< Hold the rope tight.	طناب را سفت نگهدار.
>>pes<< Hold your questions.	پرسش‌هایتان را نگه دارید.
>>pes<< Hold your questions.	پرسش‌هایت را نگه دار.
>>pes<< Hold your questions.	سؤال‌هایتان را نگه دارید.
>>pes<< Hold your questions.	سؤال‌هایت را نگه دار.
>>pes<< I am afraid of dogs.	من از سگ‌ها می‌ترسم.
>>pes<< I disagree with you.	من با تو مخالفم.
>>pes<< I don't like school.	من مدرسه را دوست ندارم.
>>pes<< I don't sleep a lot.	من زیاد نمی خوابم.
>>pes<< I forgot to ask him.	فراموش کردم از او بپرسم.
>>pes<< I have a beer belly.	من شکمِ آبجویی دارم.
>>pes<< I have a beer belly.	شکمِ آبجویی دارم.
>>pes<< I love strawberries.	عاشق توت‌فرنگی‌ام.
>>pes<< I never trusted Tom.	من هیچ گاه به تام اعتمادی نکردم.
>>pes<< I recommend caution.	من توصیه می کنم احتیاط کنید.
>>pes<< I think he is right.	من فکر می کنم که او درست می گوید.
>>pes<< I urged Tom to wait.	من اصرار به صبر کردم.
>>pes<< I was taking a walk.	من داشتم قدم می‌زدم.
>>pes<< I was taking a walk.	داشتم قدم می‌زدم.
>>pes<< I'll buy more bread.	من نان بیشتری خواهم خرید.
>>pes<< I'll make you happy.	من تو را خوشبخت می کنم.
>>pes<< I'm as old as he is.	من به اندازه ی اون پیر(بزرگ) هستم.
>>pes<< I'm counting on you.	من روی تو حساب کردم.
>>pes<< I'm drinking coffee.	من دارم قهوه می‌نوشم.
>>pes<< I'm dying of hunger.	من دارم از گرسنگی می‌میرم.
>>pes<< I'm fine, thank you.	خوبم، ممنون.
>>pes<< I'm in the minority.	من در اقلیت هستم.
>>pes<< Is this even edible?	آیا اصلا این خوراکی هست؟
>>pes<< It's free of charge.	مجانی است.
>>pes<< Keep going straight.	مستقیم برو.
>>pes<< Lead is easily bent.	سرب به راحتی خم می شود.
>>pes<< Mary can dance well.	ماری می تواند خوب برقصد.
>>pes<< My head is spinning.	سرم می چرخد.
>>pes<< My throat feels dry.	گلویم خشک شده است.
>>pes<< My wife is a doctor.	همسر من دکتر است.
>>pes<< Nobody's infallible.	هیچکس معصوم نیست.
>>pes<< Old habits die hard.	ترک عادت موجب مرض است.
>>pes<< One problem remains.	یک مشکل باقی می ماند.
>>pes<< Please explain that.	لطفاً آن را توضیح دهید.
>>pes<< Put on your pajamas.	پیژامه ات را بپوش.
>>pes<< Put your pajamas on.	پیژامه ات را بپوش.
>>pes<< Seeing is believing.	شنیدن کی بُوَد مانند دیدن.
>>pes<< She still loved him.	هنوز او را دوست داشت.
>>pes<< Stop, or I'll shoot.	بایست یا شلیک می‌کنم.
>>pes<< That's an old trick.	آن یک ترفند قدیمی است.
>>pes<< That's common sense.	این از بدیهیات است.
>>pes<< That's quite absurd.	آن کاملاً احمقانه است.
>>pes<< The bus door opened.	درب اتوبوس باز شد.
>>pes<< The cat drinks milk.	گربه شیر می‌نوشد.
>>pes<< The effort paid off.	کوشش ثمر داد.
>>pes<< The man was in rags.	مرد ژنده پوش بود.
>>pes<< The wind is blowing.	باد می وزد.
>>pes<< They are in the way.	آنها در راهند.
>>pes<< They're mocking you.	آنها تو را مسخره می کنند.
>>pes<< They're moving away.	آنها دارند اسباب کشی می کنند.
>>pes<< This is a gold mine.	این یک کان زر است.
>>pes<< This is a gold mine.	این یک معدن طلاست..
>>pes<< This is their house.	این خانه آنهاست.
>>pes<< Time passes quickly.	زمان سریع می گذرد.
>>pes<< Tom abused my trust.	تام از اعتماد من سوء استفاده کرد.
>>pes<< Tom drives too fast.	تام خیلی تند می‌راند.
>>pes<< Tom drives too fast.	تام زیادی تند می‌راند.
>>pes<< Tom has good vision.	تام بینایی خوبی دارد.
>>pes<< Tom is bad-tempered.	تام بد خو است.
>>pes<< Tom is drinking tea.	تام دارد چای می‌نوشد.
>>pes<< Tom looks reluctant.	تام به نظر بی میل می رسد.
>>pes<< Tom promptly obeyed.	تام بی درنگ اطاعت کرد.
>>pes<< Tom sealed the deal.	تام معامله را امضا کرد.
>>pes<< Tom went home alone.	تام تنها به خانه رفت.
>>pes<< We all speak French.	ما همگی فرانسوی صحبت می‌کنیم.
>>pes<< We season with salt.	ما با چاشنی نمک طعم می دهیم.
>>pes<< We were born to die.	ما زاده شدیم تا بمیریم.
>>pes<< What a cunning plan!	چه نقشه حیله گرانه ای!
>>pes<< What an absurd idea!	چه ایده پوچی!
>>pes<< What happened today?	امروز چه پیش آمد؟
>>pes<< What's the bus fare?	کرایه‌ی اتوبوس چقدر است؟
>>pes<< When will you leave?	کی خواهی رفت؟
>>pes<< When will you leave?	کی خواهید رفت؟
>>pes<< When will you leave?	کی ترک خواهید کرد؟
>>pes<< When will you leave?	کی ترک خواهی کرد؟
>>pes<< When will you leave?	کی می‌روی؟
>>pes<< When will you leave?	کی می‌روید؟
>>pes<< Where are you going?	کجا می روی؟
>>pes<< Why is Tom not here?	چرا تام این جا نیست؟
>>pes<< You are a good cook.	شما آشپز خوبی هستید.
>>pes<< You are such a liar!	چه دروغگویی هستی!
>>pes<< You can pay in cash.	شما می‌توانید نقدی بپردازید.
>>pes<< You can pay in cash.	تو می‌توانی نقدی بپردازی.
>>pes<< You seem distracted.	شما حواس پرت به نظر می رسید.
>>pes<< You're running late.	داری دیر می کنی.
>>pes<< Your conduct is sad.	رفتار شما غمگینانه است.
>>pes<< Your knife is rusty.	چاقوی شما زنگ زده است.
>>pes<< A scorpion stung Tom.	یک عقرب تام را گزید.
>>pes<< Age is just a number.	سن فقط یک عدد است.
>>pes<< Are you free tonight?	امشب وقتت آزاد است؟
>>pes<< Are you thirsty, Tom?	تشنه‌ای تام؟
>>pes<< Beauty is subjective.	زیبایی سلیقه‌ای است.
>>pes<< Business is business.	حساب حساب کاکا برادر.
>>pes<< Closing is an option.	بستن یک گزینه است.
>>pes<< Cotton absorbs water.	پنبه آب را جذب می‌کند.
>>pes<< Dead dogs don't bite.	سگهای مرده گاز نمی گیرند.
>>pes<< Did you buy cat food?	آیا غذای گربه خریدی؟
>>pes<< Did you speak to Tom?	آیا تو با تام صحبت کردی؟
>>pes<< Do you have a pencil?	مداد داری؟
>>pes<< Dolphins are mammals.	دلفین ها پستاندارند.
>>pes<< Don't eat hard foods.	غذاهای سخت نخورید.
>>pes<< Don't worry about us.	نگران ما نباش.
>>pes<< Draw a straight line.	یک خط راست بکش.
>>pes<< Everyone looks tired.	همه خسته به نظر می رسند.
>>pes<< Everyone was stunned.	همه جا خوردند.
>>pes<< Everyone, say cheese.	همه بگن هلووو
>>pes<< Glad to see you, Tom.	از دیدن تو خوشحالم تام.
>>pes<< Go back to your seat.	به صندلی خود برگرد.
>>pes<< Have it your own way.	کاری که میخواهی را انجامش بده!
>>pes<< He asked for my help.	او از من کمک خواست.
>>pes<< He asked me for help.	او از من کمک خواست.
>>pes<< He has a nimble mind.	او ذهن فعال دارد.
>>pes<< He has many troubles.	او مشکلات زیادی دارد.
>>pes<< He works as a busboy.	اون به عنوان یک کمک پیشخدمت کار می‌کنه.
>>pes<< He's eating an apple.	او سیب می خورد.
>>pes<< Honesty is paramount.	صداقت اولیٰ است.
>>pes<< I abandoned my plans.	برنامه‌هایم را وِل کردم.
>>pes<< I am a stranger here.	من اینجا غریبه ام.
>>pes<< I awoke from a dream.	من از خواب بیدار شدم.
