>>ber<< Go.	Ṛuḥ.
>>ber<< Tom quit.	Tom yettaxer-d seg umahil.
>>ber<< Tom quit.	Tom yettaxer-d seg lxedma.
>>ber<< Tom quit.	Tom yettaxer-d seg lxedma-nnes.
>>ber<< Tom sang.	Tom yella icennu.
>>ber<< Tom sang.	Tom yecna.
>>ber<< Tom sang.	Tom yecna-d.
>>ber<< Tom sang.	Yecna Tom.
>>ber<< Tom sang.	Yecna-d Tom.
>>ber<< Tom spit.	Tom yessusef.
>>ber<< Tom spit.	Yessusef Tom.
>>ber<< Tom swam.	Tom iɛum.
>>ber<< Tom wept.	Iru Tom.
>>ber<< Tom wept.	Tom iru.
>>ber<< Tom's up.	Tom yeččer.
>>ber<< Too late.	Iṛuḥ lḥal.
>>ber<< Trust me!	Eg deg-i laman!
>>ber<< Trust me!	Get deg-i laman!
>>ber<< Trust me!	Gem deg-i laman!
>>ber<< Trust me!	Gemt deg-i laman!
>>ber<< Trust me.	Eg deg-i laman.
>>ber<< Trust me.	Get deg-i laman.
>>ber<< Trust me.	Gem deg-i laman.
>>ber<< Trust me.	Gemt deg-i laman.
>>ber<< Try hard.	Ɛreḍ anect umi tzemreḍ.
>>ber<< Try hard.	Arem anect umi tzemred.
>>ber<< Try hard.	Eg akk ayen umi tzemred.
>>ber<< Try hard.	Eg ayen umi tzemred.
>>ber<< Try some.	Ɛreḍ cwiṭ.
>>ber<< Try some.	Arem cwiṭ.
>>ber<< Try this.	Arem wa.
>>ber<< Try this.	Arem aya.
>>ber<< Try this.	Ɛreḍ wa.
>>ber<< Use this.	Sseqdec aya.
>>ber<< Use this.	Sseqdec wa.
>>ber<< Visit us.	Rzu-d fell-aneɣ.
>>ber<< Warn Tom.	Ɛeyyen-as i Tom.
>>ber<< Warn Tom.	Ɛeyynet-as i Tom.
>>ber<< Warn Tom.	Ɛeyynem-as i Tom.
>>ber<< Warn Tom.	Ɛeyynemt-as i Tom.
>>ber<< Warn Tom.	Ccaɣli Tom.
>>ber<< Warn Tom.	Ccaɣlit Tom.
>>ber<< Warn Tom.	Ccaɣlim Tom.
>>ber<< Warn Tom.	Ccaɣlimt Tom.
>>ber<< Watch me.	Mmuqqel-iyi.
>>ber<< Watch me.	Mmuqqlet-iyi.
>>ber<< Watch me.	Mmuqqlem-iyi.
>>ber<< Watch me.	Mmuqqlemt-iyi.
>>ber<< Watch us.	Mmuqqel-aneɣ.
>>ber<< We agree.	Nwufeq.
>>ber<< We moved.	Nguǧǧ.
>>ber<< We're OK.	Aql-aɣ bxir.
>>ber<< What for?	I wacu?
>>ber<< What for?	Afad ad mi?
>>ber<< What fun!	Yetεedda!
>>ber<< Who am I?	Anwa ay iyi-ilan?
>>ber<< Who came?	Anwa ay d-yusan?
>>ber<< Who died?	Anwa ay yemmuten?
>>ber<< Write me.	Aru-iyi-d.
>>ber<< Write me.	Arut-iyi-d.
>>ber<< Write me.	Arum-iyi-d.
>>ber<< Write me.	Arumt-iyi-d.
>>ber<< Write me.	Ttaru-iyi-d.
>>ber<< Write me.	Ttarut-iyi-d.
>>ber<< Write me.	Ttarum-iyi-d.
>>ber<< Write me.	Ttarumt-iyi-d.
>>ber<< You fool!	A abajjar!
>>ber<< You fool!	A tabajjart!
>>ber<< You fool!	A amduqqer!
>>ber<< You fool!	A tamduqqert!
>>ber<< You lost.	Txeṣred.
>>ber<< You lost.	Txeṣrem.
>>ber<< You lost.	Txeṣremt.
>>ber<< After you.	Zwir kecc.
>>ber<< After you.	Zwir kemm.
>>ber<< After you.	Zwir kečč.
>>ber<< After you.	Zwiret kenwi.
>>ber<< After you.	Zwiremt kennemti.
>>ber<< Answer me.	Err-iyi-d.
>>ber<< Avoid war.	Ssanaf i umgaru.
>>ber<< Be seated.	Qqim.
>>ber<< Be seated.	Qqimet.
>>ber<< Be seated.	Qqimem.
>>ber<< Be seated.	Qqimemt.
>>ber<< Be strong.	Ili d ujhid.
>>ber<< Be strong.	Ili d tujhidt.
>>ber<< Be strong.	Ilit d ujhiden.
>>ber<< Be strong.	Ilim d ujhiden.
>>ber<< Be strong.	Ilimt d tujhidin.
>>ber<< Begin now.	Bdu tura.
>>ber<< Bless you.	Ad ak-ibarek Yuc.
>>ber<< Bless you.	Ad am-ibarek Yuc.
>>ber<< Call home!	Ɣer-asen i wayt wexxam!
>>ber<< Call home!	Ɣer-asen ɣer wexxam!
>>ber<< Calm down.	Ssers iman-nnek.
>>ber<< Calm down.	Ssers iman-nnem.
>>ber<< Calm down.	Sserset iman-nwen.
>>ber<< Calm down.	Ssersemt iman-nwent.
>>ber<< Calm down.	Hedden iman-nnek.
>>ber<< Calm down.	Hedden iman-nnem.
>>ber<< Calm down.	Heddnet iman-nwen.
>>ber<< Calm down.	Heddnemt iman-nwent.
>>ber<< Can I eat?	Zemreɣ ad ččeɣ?
>>ber<< Catch Tom.	Ḍḍef-d Tom.
>>ber<< Catch Tom.	Ḍḍfet-d Tom.
>>ber<< Catch Tom.	Ḍḍfemt-d Tom.
>>ber<< Catch Tom.	Ḍḍfem-d Tom.
>>ber<< Catch Tom.	Ṭṭef-d Tom.
>>ber<< Catch Tom.	Ṭṭfet-d Tom.
>>ber<< Catch Tom.	Ṭṭfem-d Tom.
>>ber<< Catch Tom.	Ṭṭfemt-d Tom.
>>ber<< Catch him.	Ḍḍef-it-id.
>>ber<< Change it.	Ssenfel-it.
>>ber<< Change it.	Ssenfel-itt.
>>ber<< Choose me.	Fren-iyi.
>>ber<< Choose me.	Fernet-iyi.
>>ber<< Choose me.	Fernem-iyi.
>>ber<< Choose me.	Fernemt-iyi.
>>ber<< Clear out.	Ffeɣ seg-a.
>>ber<< Come back.	Qqel-d.
>>ber<< Come back.	Qqlet-d.
>>ber<< Come back.	Qqlemt-d.
>>ber<< Come here.	As-d ɣer da.
>>ber<< Come here.	ⴰⵛⴽⵉⴷ ⵙ ⵖⵉⴷ
>>ber<< Come home.	As-d s tgemmi.
>>ber<< Come home.	Uɣal-d ɣer wexxam.
>>ber<< Come home.	Uɣal-d ɣer taddart.
>>ber<< Come soon.	Ur ttɛeḍḍil ara ad d-tased.
>>ber<< Come soon.	Ur ttɛeḍḍilet ara ad d-tasem.
>>ber<< Come soon.	Ur ttɛeḍḍilemt ara ad d-tasemt.
>>ber<< Cool down.	Hedden iman-nnek.
>>ber<< Cool down.	Hedden iman-nnem.
>>ber<< Cool down.	Heddnemt iman-nwent.
>>ber<< Cool down.	Heddnet iman-nwent.
>>ber<< Do it now.	Eg-it imir-a.
>>ber<< Dogs bark.	Iḍan sseglafen.
>>ber<< Excuse me.	Ssuref-iyi.
>>ber<< Excuse me?	Anɛam?
>>ber<< Fantastic!	ⵉⵛⵡⴰ ⴱⴰⵀⵔⴰ
>>ber<< Feel this.	Ḥulfu i waya.
>>ber<< Film this.	Ssurret aya.
>>ber<< Find them.	Af-iten-id.
>>ber<< Find them.	Af-itent-id.
>>ber<< Follow me.	Ḍfer-iyi-d!
>>ber<< Follow me.	Ḍfer-iyi.
>>ber<< Follow me.	Ḍfer-iyi-d.
>>ber<< Follow us.	Ḍfer-aɣ.
>>ber<< Forget it!	Ttu tamsalt.
>>ber<< Forget it!	Ajj ayenna.
>>ber<< Forget it.	Ttu tamsalt.
>>ber<< Forget it.	Ajj ayenna.
>>ber<< Forget it.	ⵜⵜⵓ ⵜ
>>ber<< Forget me.	Ttu-iyi.
>>ber<< Forget me.	Ttut-iyi.
>>ber<< Forget me.	Ttumt-iyi.
>>ber<< Forget me.	Shu-iyi.
>>ber<< Forget me.	Shut-iyi.
>>ber<< Forget me.	Shumt-iyi.
>>ber<< Get ready.	Ssewjed iman-nnek.
>>ber<< Get ready.	Ssewjed iman-nnem.
>>ber<< Get ready.	Swejdet iman-nwent.
>>ber<< Get ready.	Swejdemt iman-nwent.
>>ber<< Goodnight.	ⵜⵉⵎⴻⵏⵙⵉⵡⵉⵏ
>>ber<< Grab that.	Ḍḍef-d wa.
>>ber<< Grab that.	Ḍḍfet-d wa.
>>ber<< Grab that.	Ḍḍfemt-d wa.
>>ber<< Grab this.	Ḍḍef wa.
>>ber<< Grab this.	Ḍḍef aya.
>>ber<< Have some.	Ečč seg-s cwiṭ.
>>ber<< He is ill.	Yuḍen.
>>ber<< He is ill.	Netta yuḍen.
>>ber<< He is old.	Netta meɣɣer.
>>ber<< He shaved.	Iseḍḍel tamart-nnes.
>>ber<< He shaved.	Iseḍḍel tamart.
>>ber<< He smiled.	Yezmumeg.
>>ber<< He smiled.	Yezmumeg-d.
>>ber<< He's busy.	Atan yewweẓla.
>>ber<< He's fast.	D arurad.
>>ber<< He's fast.	Yettɣawal.
>>ber<< He's fine.	Atan bxir.
>>ber<< He's fine.	Bxir i yella.
>>ber<< He's good.	Yelha.
>>ber<< He's rich.	Netta d anesbaɣur.
>>ber<< Hold fire.	Ur qerres ara.
>>ber<< Hold fire.	Ur qerrset ara.
>>ber<< Hold fire.	Ur qerrsemt ara.
>>ber<< Hold this.	Ḍḍef wa.
>>ber<< How awful!	I d anakkaḍ!
>>ber<< How's Tom?	Amek yella Tom?
>>ber<< I adapted.	Myezgeɣ-d.
>>ber<< I am good.	Lhiɣ.
>>ber<< I am sick.	Aql-iyi uḍneɣ.
>>ber<< I am tall.	Nekk d aɣezfan.
>>ber<< I ate out.	Ččiɣ beṛṛa.
>>ber<< I ate out.	Ččiɣ deg beṛṛa.
>>ber<< I beg you.	Ttxil-k.
>>ber<< I beg you.	Ttxil-m.
>>ber<< I beg you.	Ttxil-wen.
>>ber<< I beg you.	Ttxil-went.
>>ber<< I can fly.	Zemreɣ ad afgeɣ.
>>ber<< I can run.	Zemreɣ ad azzleɣ.
>>ber<< I can run.	Nekk zemreɣ ad azzleɣ.
>>ber<< I can ski.	Ssneɣ ad ccgeɣ ɣef wedfel.
>>ber<< I can win.	Zemreɣ ad rebḥeɣ.
>>ber<< I changed.	Beddleɣ.
>>ber<< I changed.	Nefleɣ.
>>ber<< I exhaled.	Greɣ-d nnehta.
>>ber<< I fainted.	Xesfeɣ.
>>ber<< I fainted.	Nneṣraɛeɣ.
>>ber<< I fainted.	Nekk xesfeɣ.
>>ber<< I fainted.	Nekk nneṣraɛeɣ.
>>ber<< I fear so.	D aya ay uggadeɣ.
>>ber<< I gave up.	Wteɣ nneḥ.
>>ber<< I gave up.	Fecleɣ.
>>ber<< I get you.	Gziɣ-k.
>>ber<< I get you.	Gziɣ-kem.
>>ber<< I get you.	Gziɣ-ken.
>>ber<< I get you.	Gziɣ-kent.
>>ber<< I give up.	Wteɣ nneḥ.
>>ber<< I give up.	Ad ḥebseɣ.
>>ber<< I got mad.	Rfiɣ.
>>ber<< I had fun.	Zhiɣ.
>>ber<< I hate TV.	Keṛheɣ tiliẓri.
>>ber<< I hate TV.	Ukḍeɣ tiliẓri.
>>ber<< I hit Tom.	Wteɣ Tom.
>>ber<< I laughed.	Ḍsiɣ-d.
>>ber<< I lost it.	Sṛuḥeɣ-t.
>>ber<< I lost it.	Sṛuḥeɣ-tt.
>>ber<< I made it.	Selkeɣ.
>>ber<< I made it.	Sellkeɣ iɣef-inu.
>>ber<< I mean it!	Aql-iyi s n ṣṣeḥ-iw!
>>ber<< I mean it.	Nniɣ-t-id s tidet-inu.
>>ber<< I met Tom.	Mlaleɣ-d Tom.
>>ber<< I met him.	Mlaleɣ-t-id.
>>ber<< I miss it.	Jjmeɣ-tt.
>>ber<< I miss it.	Nekk jjmeɣ-t.
>>ber<< I said no.	Nniɣ-d uhu.
>>ber<< I said no.	Ugiɣ.
>>ber<< I saw him.	Ẓriɣ-t.
>>ber<< I see Tom.	Ẓẓareɣ Tom.
>>ber<< I see Tom.	Ttwaliɣ Tom.
>>ber<< I see now.	Tura fehmeɣ.
>>ber<< I see you.	Walaɣ-k.
>>ber<< I see you.	Walaɣ-kem.
>>ber<< I sneezed.	Usrageɣ.
>>ber<< I stopped.	Ḥebseɣ.
>>ber<< I stopped.	Beddeɣ.
>>ber<< I studied.	Lliɣ zerrweɣ.
>>ber<< I studied.	Zerweɣ.
>>ber<< I want it.	Bɣiɣ-t.
>>ber<< I want it.	Bɣiɣ-tt.
>>ber<< I was fat.	Lliɣ zureɣ.
>>ber<< I was fat.	Lliɣ qewwaɣ.
>>ber<< I was fat.	Lliɣ d azuran.
>>ber<< I was fat.	Lliɣ d tazurant.
>>ber<< I was hot.	Yella yenɣa-iyi uẓɣal.
>>ber<< I was mad.	Lliɣ rfiɣ.
>>ber<< I was mad.	Lliɣ selbeɣ.
>>ber<< I was mad.	Lliɣ d ameslub.
>>ber<< I was mad.	Lliɣ d tameslubt.
>>ber<< I woke up.	Ukiɣ-d.
>>ber<< I wrestle.	Ttgeɣ tiɣilt.
>>ber<< I'll cook.	D nekk ad yessewwen.
>>ber<< I'll work.	Ad xedmeɣ.
>>ber<< I'll work.	Ad mahleɣ.
>>ber<< I'll work.	Nekk ad xedmeɣ.
>>ber<< I'll work.	Nekk ad mahleɣ.
>>ber<< I'm blind.	Nekk d aderɣal.
>>ber<< I'm bored.	Tqellqeɣ.
>>ber<< I'm bored.	Iḍaq lxaḍer-inu.
>>ber<< I'm bored.	Malleɣ.
>>ber<< I'm broke.	Fuken-iyi yidrimen.
>>ber<< I'm crazy.	Bbehbaɣ.
>>ber<< I'm drunk.	Sekṛeɣ.
>>ber<< I'm going.	Ad dduɣ.
>>ber<< I'm happy.	Feṛḥeɣ.
>>ber<< I'm happy.	Umreɣ.
>>ber<< I'm ready.	Lliɣ wejdeɣ.
>>ber<< I'm right.	Ɣeẓneɣ.
>>ber<< I'm sorry.	Ssuref-iyi.
>>ber<< I'm tired.	Ɛyiɣ.
>>ber<< I'm tired.	Nekk ɛyiɣ.
>>ber<< I'm tough.	Weɛṛeɣ.
>>ber<< I'm young.	Nekk meẓẓiyeɣ.
>>ber<< Is he Tom?	D netta ay d Tom?
>>ber<< Is it Tom?	D Tom aya?
>>ber<< Is it bad?	Diri-t waya?
>>ber<< Is it hot?	Qerreḥ?
>>ber<< Is it hot?	D aẓɣal?
>>ber<< Is it you?	Is-d cekk aya?
>>ber<< It rained.	Iwet unẓar.
>>ber<< It stinks.	Yettfuḥu.
>>ber<< It stinks.	Tettfuḥu.
>>ber<< It's 2:30.	Attan d tis snat d uzgen.
>>ber<< It's 2:30.	Attan d tis snat d kramraw.
>>ber<< It's 2:30.	Attan d tis 2:30.
>>ber<< It's 3:30.	Attan d tis kraḍt ed wezgen.
>>ber<< It's late.	Iṛuḥ lḥal.
>>ber<< It's okay.	Yeqwem.
>>ber<< It's ours.	Win nneɣ.
>>ber<< It's ours.	Win nteɣ.
>>ber<< It's ours.	Nneɣ.
>>ber<< It's ours.	Nteɣ.
>>ber<< It's time.	D akud.
>>ber<< It's work.	Aya d amahil.
>>ber<< Keep calm.	Hedden iman-nnek.
>>ber<< Keep calm.	Hedden iman-nnem.
>>ber<< Keep calm.	Heddnet iman-nwen.
>>ber<< Keep calm.	Heddnemt iman-nwent.
>>ber<< Keep cool.	Ur tqelliq ara.
>>ber<< Keep cool.	Henni iman-ik.
>>ber<< Keep that.	Jmeε-itt.
>>ber<< Keep them.	Jmeε-iten.
>>ber<< Keep them.	Jmeε-itent.
>>ber<< Keep them.	Jemεet-ten.
>>ber<< Keep them.	Jemεet-tent.
>>ber<< Keep them.	Jemεemt-ten.
>>ber<< Keep them.	Jemεemt-tent.
>>ber<< Keep this.	Jmeε aya.
>>ber<< Kill them.	Neɣ-iten.
>>ber<< Kill them.	Neɣ-itent.
>>ber<< Kill them.	Nɣet-ten.
>>ber<< Kill them.	Nɣet-tent.
>>ber<< Kill them.	Nɣem-ten.
>>ber<< Kill them.	Nɣem-tent.
>>ber<< Kill them.	Nɣemt-ten.
>>ber<< Kill them.	Nɣemt-tent.
>>ber<< Leave Tom.	Eǧǧ Tom.
>>ber<< Leave Tom.	Ǧǧet Tom.
>>ber<< Leave Tom.	Ǧǧem Tom.
>>ber<< Leave Tom.	Ǧǧemt Tom.
>>ber<< Leave now!	Ṛuḥ tura!
>>ber<< Let it be.	Yerbeḥ.
>>ber<< Let it be.	Anef-as ad yili akka.
>>ber<< Let it be.	Anfet-as ad yili akka.
>>ber<< Let it be.	Anfem-as ad yili akka.
>>ber<< Let it be.	Anfemt-as ad yili akka.
>>ber<< Let me be.	Eǧǧ-iyi ad iliɣ.
>>ber<< Let me be.	Ǧǧet-iyi ad iliɣ.
>>ber<< Let me be.	Ǧǧem-iyi ad iliɣ.
>>ber<< Let me be.	Ǧǧemt-iyi ad iliɣ.
>>ber<< Let me in.	Ejj-iyi ad kecmeɣ.
>>ber<< Let me in.	Ejj-iyi ad n-kecmeɣ.
>>ber<< Let us go.	Eǧǧ-aneɣ ad nṛuḥ.
>>ber<< Let us in.	Eǧǧ-aneɣ ad n-nekcem.
>>ber<< Let's ask.	Iyya ad netter.
>>ber<< Let's ask.	Iyyat ad netter.
>>ber<< Let's ask.	Iyyamt ad netter.
>>ber<< Let's eat.	Iyya ad nečč.
>>ber<< Lie still.	Ẓẓel, ur ttewliwil ara.
>>ber<< Lie still.	Ẓẓlet, ur ttewliwilet ara.
>>ber<< Lie still.	Ẓẓlemt, ur ttewliwilemt ara.
>>ber<< Look back!	Mmuqqel ɣer deffir!
>>ber<< Look back!	Mmuqqel deffir-k!
>>ber<< Loosen up.	Aha, eḍs-d cwiṭ.
>>ber<< Loosen up.	Aha, ḍset-d cwiṭ.
>>ber<< Loosen up.	Aha, ḍsemt-d cwiṭ.
>>ber<< May I eat?	Ulac aɣilif ma ččiɣ?
>>ber<< Move over.	Ḍerref iman-nnek.
>>ber<< Move over.	Ḍerref iman-nnem.
>>ber<< Move over.	Ḍerrfet iman-nwen.
>>ber<< Move over.	Ḍerrfemt iman-nwent.
>>ber<< Now I see.	Tura fehmeɣ.
>>ber<< Of course!	Iban!
>>ber<< Of course.	Iban!
>>ber<< Open fire!	Qres!
>>ber<< Pardon me?	Anɛam?
>>ber<< Read this.	Ɣer aya.
>>ber<< Say hello.	Ini-d azul.
>>ber<< Say hello.	Init-d azul.
>>ber<< Say hello.	Inimt-d azul.
>>ber<< Search me.	Fettec-iyi.
>>ber<< See above.	Mmuqqel d asawen.
>>ber<< See below.	Mmuqqel d akessar.
>>ber<< She cried.	Tru.
>>ber<< She tried.	Teɛreḍ.
>>ber<< She tried.	Turem.
>>ber<< She walks.	Tetteddu.
>>ber<< Sign here.	Stenyi da.
>>ber<< Sign here.	Stenyit da.
>>ber<< Sign here.	Stenyimt da.
>>ber<< Sign here.	Zmel da.
>>ber<< Sign this.	Zmel wa.
>>ber<< Sign this.	Zemlet wa.
>>ber<< Sign this.	Zemlemt wa.
>>ber<< Sit still.	Qqim, ur ttewliwil ara.
>>ber<< Sit still.	Qqimet, ur ttewliwilet ara.
>>ber<< Sit still.	Qqimemt, ur ttewliwilemt ara.
>>ber<< Sit there.	Qqim din.
>>ber<< Sit there.	Qqimet din.
>>ber<< Sit there.	Qqimemt din.
>>ber<< Sit tight.	Ṛju.
>>ber<< Stay away.	Qqim mebɛid.
>>ber<< Stay away.	Qqimet mebɛid.
>>ber<< Stay away.	Qqimem mebɛid.
>>ber<< Stay away.	Qqimemt mebɛid.
>>ber<< Stay back.	Ur d-ttqerrib ara.
>>ber<< Stay back.	Ur d-ttades ara.
>>ber<< Stay back.	Ur d-ttqerribet ara.
>>ber<< Stay back.	Ur d-ttadset ara.
>>ber<< Stay back.	Ur d-ttqerribem ara.
>>ber<< Stay back.	Ur d-ttadsem ara.
>>ber<< Stay back.	Ur d-ttqerribemt ara.
>>ber<< Stay back.	Ur d-ttadsemt ara.
>>ber<< Stay cool.	Hedden iman-nnek.
>>ber<< Stay cool.	Hedden iman-nnem.
>>ber<< Stay cool.	Heddnet iman-nwen.
>>ber<< Stay cool.	Heddnemt iman-nwent.
>>ber<< Stay cool.	Heddnem iman-nwen.
>>ber<< Stay here.	Qqim da.
>>ber<< Stay here.	Qqimet da.
>>ber<< Stay here.	Qqimemt da.
>>ber<< Stay home.	Qqim deg wexxam.
>>ber<< Step back.	Uɣal ɣer deffir.
>>ber<< Stop here.	Ḥbes da.
>>ber<< Stop here.	Bded da.
>>ber<< Stop that!	Ḥbes aya!
>>ber<< Stop that.	Ḥbes aya.
>>ber<< Stop them.	Ḥbes-itent.
>>ber<< Take care!	Ɣur-k!
>>ber<< Take care!	Ɣur-m!
>>ber<< Take care!	Ɣur-wat!
>>ber<< Take care!	Ɣur-wamt!
>>ber<< Take care.	Thella deg yiman-nnek.
>>ber<< Take care.	Thella deg yiman-nnem.
>>ber<< Take care.	Thellat deg yiman-nwen.
>>ber<< Take care.	Thellamt deg yiman-nwent.
>>ber<< Take care.	ⵜⵀⴻⵍⵍⴰ
>>ber<< Take mine.	Awi win-inu.
>>ber<< Take mine.	Awit win-inu.
>>ber<< Take mine.	Awim win-inu.
>>ber<< Take mine.	Awimt win-inu.
>>ber<< Take over.	Kemmel.
>>ber<< Take over.	Kemmlet.
>>ber<< Take over.	Kemmlem.
>>ber<< Take over.	Kemmlemt.
>>ber<< Take this.	Awi wa.
>>ber<< Take this.	Awit wa.
>>ber<< Take this.	Awim wa.
>>ber<< Take this.	Awimt wa.
>>ber<< Take this.	Awi ta.
>>ber<< Take this.	Awit ta.
>>ber<< Take this.	Awim ta.
>>ber<< Take this.	Awimt ta.
>>ber<< Thank you.	Tanemmirt!
>>ber<< That's me.	D nekk.
>>ber<< Then what?	Sakkin d acu?
>>ber<< They fell.	Ɣlin.
>>ber<< They fell.	Ɣlint.
>>ber<< They left.	Ddan.
>>ber<< They left.	Ddant.
>>ber<< They left.	Nitni ddan.
>>ber<< They left.	Nitenti ddant.
>>ber<< They lied.	Skerksen.
>>ber<< They lied.	Skerksent.
>>ber<< They lost.	Xeṣren.
>>ber<< They lost.	Xeṣrent.
>>ber<< They lost.	Nitni xeṣren.
>>ber<< They swam.	Ɛumen.
>>ber<< They swam.	Ɛument.
>>ber<< Tom bowed.	Tom yunez.
>>ber<< Tom cared.	Tom yella yecleg-d.
>>ber<< Tom cares.	Tom yecleg-d.
>>ber<< Tom cooks.	Yettnawal Tom.
>>ber<< Tom cried.	Tom iru.
>>ber<< Tom dozed.	Tom yella yettaḍḍas.
>>ber<< Tom dozed.	Tom yella yettaṭṭas.
>>ber<< Tom dozed.	Tom tella la t-tettawi tiṭ-nnes.
>>ber<< Tom dozed.	Tom tella la t-tettawi tiṭ-is.
>>ber<< Tom drank.	Yeskeṛ Tom.
>>ber<< Tom drank.	Yeswa Tom.
>>ber<< Tom drove.	Tom yella inehheṛ.
>>ber<< Tom drove.	Tom yenheṛ.
>>ber<< Tom froze.	Tom yegres.
>>ber<< Tom is OK.	Tom ur t-yuɣ wara.
>>ber<< Tom is OK.	Tom atan bxir.
>>ber<< Tom is in.	Tom atan yettekka.
>>ber<< Tom is up.	Tom atan yebded.
>>ber<< Tom knits.	Tom iẓeṭṭ.
>>ber<< Tom knows.	Tom yeẓra.
>>ber<< Tom knows.	Yeẓra Tom.
>>ber<< Tom moved.	Tom igujj.
>>ber<< Tom moved.	Iguǧǧ Tom.
>>ber<< Tom moved.	Tom iguǧǧ.
>>ber<< Tom moved.	Yewlawel Tom.
>>ber<< Tom moved.	Tom yewlawel.
>>ber<< Tom reads.	Tom yeqqar.
>>ber<< Tom slept.	Tom yeḍḍes.
>>ber<< Tom slept.	Yeḍḍes Tom.
>>ber<< Tom slept.	Tom yeṭṭes.
>>ber<< Tom slept.	Yeṭṭes Tom.
>>ber<< Tom spoke.	Tom yessawel-d.
>>ber<< Tom spoke.	Yessawel-d Tom.
>>ber<< Tom stood.	Tom yebded.
>>ber<< Tom stood.	Tom yenker.
>>ber<< Tom swims.	Tom yettɛumu.
>>ber<< Tom swore.	Tom yeggul.
>>ber<< Tom swore.	Yeggul Tom.
>>ber<< Tom tried.	Tom yeɛreḍ.
>>ber<< Tom tried.	Tom yurem.
>>ber<< Tom tried.	Yeɛreḍ Tom.
>>ber<< Tom tried.	Yurem Tom.
>>ber<< Tom tries.	Tom iɛerreḍ.
>>ber<< Tom tries.	Tom yettarem.
>>ber<< Tom voted.	Tom yedɣer.
>>ber<< Tom voted.	Yedɣer Tom.
>>ber<< Tom walks.	Tom yetteddu.
>>ber<< Tom walks.	Tom ileḥḥu.
>>ber<< Tom waved.	Yessewɛed-d Tom.
>>ber<< Tom waved.	Tom yessewɛed-d.
>>ber<< Tom works.	Tom ixeddem.
>>ber<< Tom works.	Tom yettmahal.
>>ber<< Tom'll go.	Tom ad yeddu.
>>ber<< Tom's fat.	Tom d azuran.
>>ber<< Tom's fat.	Tom zur.
>>ber<< Tom's mad.	Tom yesleb.
>>ber<< Tom's mad.	Tom d ameslub.
>>ber<< Tom's mad.	Tom atan yerfa.
>>ber<< Tom's sad.	Tom atan yeḥzen.
>>ber<< Tom's sad.	Tom yeḥzen.
>>ber<< Trust Tom.	Eg laman deg Tom.
>>ber<< Trust Tom.	Get laman deg Tom.
>>ber<< Trust Tom.	Gemt laman deg Tom.
>>ber<< Trust Tom.	Gem laman deg Tom.
>>ber<< Try again.	Ɛreḍ tikkelt niḍen.
>>ber<< Try again.	Arem tikkelt niḍen.
>>ber<< Try again.	Rnu ɛreḍ.
>>ber<< Try again.	Rnu arem.
>>ber<< Try again.	ⴰⵔⴻⵎ ⴷⴰⵖ
>>ber<< Turn left.	Zzi ɣef uzelmaḍ.
>>ber<< Wait here.	Ṛju da.
>>ber<< Wait here.	Ggani da.
>>ber<< Watch Tom.	Ɛass Tom.
>>ber<< Watch Tom.	Snuḍef Tom.
>>ber<< Watch Tom.	Ɛasset Tom.
>>ber<< Watch Tom.	Snuḍfet Tom.
>>ber<< Watch Tom.	Ɛassem Tom.
>>ber<< Watch Tom.	Ɛassemt Tom.
>>ber<< Watch Tom.	Snuḍfem Tom.
>>ber<< We agreed.	Neqbel.
>>ber<< We agreed.	Ndegg.
>>ber<< We can go.	Nezmer ad neddu.
>>ber<< We danced.	Necḍeḥ.
>>ber<< We did it.	Nga-tt.
>>ber<< We did it.	D nekkni i igan aya.
>>ber<< We forgot.	Nettu.
>>ber<< We forgot.	Nekkni nettu.
>>ber<< We limped.	Nella nesrejdil.
>>ber<< We talked.	Nessiwel.
>>ber<< We waited.	Nessuǧǧem.
>>ber<< We waited.	Negguni.
>>ber<< We walked.	Nedda.
>>ber<< We'll try.	Ad nsayya.
>>ber<< We'll try.	Ad nemmiẓed.
>>ber<< We'll try.	Ad njerreb.
>>ber<< We'll win.	Ad nerbeḥ.
>>ber<< We'll win.	Ad nerna.
>>ber<< We'll win.	Ad nawi tacurt.
>>ber<< We'll win.	Nekkni ad nerbeḥ.
>>ber<< We're hot.	Yenɣa-aɣ uẓɣal.
>>ber<< We're hot.	Yenɣa-aneɣ uẓɣal.
>>ber<< We're shy.	Nekkni nettsetḥi.
>>ber<< What's up?	Yella kra n umaynu?
>>ber<< Who cares?	Wicqa.
>>ber<< Who cares?	Anwa ay d-icelgen seg waya?
>>ber<< Who is he?	Anwa-t?
>>ber<< Who knows?	Anwa ay yeẓran?
>>ber<< Who's Tom?	Anwa ay d Tom?
>>ber<< Who's ill?	Anwa i yuḍnen?
>>ber<< Wonderful!	Igerrez!
>>ber<< Wonderful!	ⵉⴼⵓⵍⴽⵉ ⴱⴰⵀⵔⴰ
>>ber<< Wonderful!	ⵉⴼⵓⵍⴽⵉ ⴱⴰⵀⵔⴰ !
>>ber<< Work more.	Mahel ugar.
>>ber<< Work more.	Mahlet ugar.
>>ber<< Work more.	Mahlem ugar.
>>ber<< Work more.	Mahlemt ugar.
>>ber<< You drive.	D kečč ara inehṛen.
>>ber<< You drive.	D kemm ara inehṛen.
>>ber<< You idiot!	A amenzug!
