>>tgl<< Run.	Takbo.
>>tgl<< Are you joking?	Nagbibiro ka ba?
>>tgl<< Aren't you Tom?	Hindi ba ikaw Tom?
>>tgl<< Close the door.	Isara ang pinto.
>>tgl<< Come back here.	Bumalik ka dito.
>>tgl<< Come down here!	Bumaba ka dito!
>>tgl<< Don't touch it.	Huwag ito hawakan.
>>tgl<< Don't touch me!	Huwag mo akong hawakan!
>>tgl<< Don't touch me.	Huwag mo akong hawakan.
>>tgl<< Don't you know?	Hindi mo alam?
>>tgl<< Don't you swim?	Hindi ka ba lumalangoy?
>>tgl<< Drink some tea.	Uminom ka ng tsa.
>>tgl<< Everybody left.	Umalis ang lahat.
>>tgl<< Everybody left.	Lahat ay umalis.
>>tgl<< Everybody paid.	Nagbayad ang lahat.
>>tgl<< Everyone stood.	Ang bawat tao'y tumayo.
>>tgl<< Form two lines.	Pumila nang dalawang linya.
>>tgl<< Have you eaten?	Kumain ka na?
>>tgl<< He became rich.	Naging mayaman siya.
>>tgl<< He is not here.	Wala siya dito.
>>tgl<< He loves music.	Mahal niya ang musika.
>>tgl<< He sang a song.	Kumanta siya ng kanta.
>>tgl<< He surrendered.	Sumuko siya.
>>tgl<< How disgusting!	Napakakadiri!
>>tgl<< How wide is it?	Gaano iyon kalawak?
>>tgl<< I can't refuse.	Hindi ako makatanggi.
>>tgl<< I didn't do it.	Hindi ko ginawa iyon.
>>tgl<< I don't get it.	Hindi ko ito naiintindihan.
>>tgl<< I don't get it.	Hindi ko ito maunawaan.
>>tgl<< I drink coffee.	Umiinom ako ng kape.
>>tgl<< I drink coffee.	Umiinom ng kape ako.
>>tgl<< I got up early.	Maaga akong bumangon.
>>tgl<< I hate Mondays.	Ayaw ko ng mga Lunes.
>>tgl<< I hurried home.	Binilisan ko umuwi.
>>tgl<< I like castles.	Gusto ko ang mga kastilyo.
>>tgl<< I like the dog.	Gusto ko yung aso.
>>tgl<< I like turtles.	Gusto ko ang mga pagong.
>>tgl<< I love bananas.	Mahal ko ang saging.
>>tgl<< I love lasagna.	Gusto ko ang lasagna.
>>tgl<< I love turtles.	Mahal ko ang mga pagong.
>>tgl<< I said shut up!	Sabi ko'y sarhan ang bunganga mo!
>>tgl<< I walked alone.	Naglakad ako mag-isa.
>>tgl<< I won't change.	Hindi ako magbabago.
>>tgl<< I won't return.	Hindi ako babalik.
>>tgl<< I'll teach you.	Tuturuan kita.
>>tgl<< I'm Tom's wife.	Ako ang asawa ni Tom.
>>tgl<< I'm eating now.	Kumakain ako ngayon.
>>tgl<< I've got to go.	Kailangan ko ng umalis.
>>tgl<< It didn't work.	Hindi ito gumana.
>>tgl<< It was awesome.	Ito ay kasindak-sindak.
>>tgl<< It was nothing.	Wala yun.
>>tgl<< Leave me alone!	Iwanan mo ako!
>>tgl<< Louder, please.	Paki lakasan.
>>tgl<< May I use this?	Maaari ko bang gamitin ito?
>>tgl<< Men are simple.	Simple lang ang kalalakihan.
>>tgl<< Nobody laughed.	Walang tumawa.
>>tgl<< Nobody listens.	Walang nakikinig.
>>tgl<< Open your eyes.	Buksan mo ang mata mo.
>>tgl<< Say that again.	Pakiulit nga po?
>>tgl<< Shall we dance?	Magsayaw ba tayo?
>>tgl<< Shall we dance?	Maaari ba tayong sumayaw?
>>tgl<< She came alone.	Dumating siyang mag-isa.
>>tgl<< She sings well.	Magaling siyang kumanta.
>>tgl<< She's not here.	Wala siya dito.
>>tgl<< Start counting.	Simulan ang pagbibilang.
>>tgl<< Start counting.	Magsimula ng pagbibilang.
>>tgl<< That wasn't me.	Hindi ako iyan.
>>tgl<< The tea is hot.	Mainit ang tsa.
>>tgl<< Their eyes met.	Nagtagpo ang mga mata nila.
>>tgl<< They quarreled.	Nagaway sila.
>>tgl<< Tom approached.	Lumapit si Tom.
>>tgl<< Tom intervened.	Namagitan si Tom.
>>tgl<< Tom remembered.	Naalala ni Tom.
>>tgl<< Tom understood.	Naiintindihan ni Tom.
>>tgl<< Tom volunteers.	Nagboluntaryo si Tom.
>>tgl<< Wash your face.	Hugasan mo ang iyong mukha.
>>tgl<< We surrendered.	Sumuko kami.
>>tgl<< What'll you do?	Anong gagawin mo?
>>tgl<< Who complained?	Sinong nagreklamo?
>>tgl<< Who would care?	Sinong may pakialam?
>>tgl<< Who's with you?	Sino ang kasama mo?
>>tgl<< You look bored.	Mukha kang inip.
>>tgl<< You never know.	Hindi mo malalaman.
>>tgl<< You were right.	Tama ka nga.
>>tgl<< You're nothing.	Wala ka.
>>tgl<< Are drinks free?	Libre ba and mga inumin?
>>tgl<< Are we finished?	Tapos na ba tayo?
>>tgl<< Are we prepared?	Handa ba tayo?
>>tgl<< Are we prepared?	Handa na ba tayo?
>>tgl<< Are you kidding?	Nagbibiro ka ba?
>>tgl<< Are you serious?	Seryoso ka ba?
>>tgl<< Can I try it on?	Maaari ko bang isukat ito?
>>tgl<< Change is scary.	Nakakatakot ang pagbabago.
>>tgl<< Come downstairs.	Bumaba ka.
>>tgl<< Did you make it?	Ginawa mo ba?
>>tgl<< Did you see Tom?	Nakita mo ba si Tom?
>>tgl<< Do you remember?	Naaalala mo ba?
>>tgl<< Don't be greedy.	Huwag maging sakim.
>>tgl<< Don't bother me.	Huwag mo akong abalahin.
>>tgl<< Don't overdo it.	Huwag sobra.
>>tgl<< Don't stay here.	Huwag manatili dito.
>>tgl<< Don't trust him.	Huwag magtiwala sa kanya.
>>tgl<< Drink your milk.	Inumin ang gatas mo.
>>tgl<< Drop that knife.	Bitawan mo yang kutsilyo.
>>tgl<< Everybody knows.	Alam ng lahat.
>>tgl<< Everyone agreed.	Sumang-ayon ang lahat.
>>tgl<< Everyone looked.	Ang bawat tao'y tumingin.
>>tgl<< Everyone prayed.	Ang bawat tao'y nanalangin.
>>tgl<< Everyone smiled.	Ang bawat tao'y ngumiti.
>>tgl<< Everyone waited.	Ang bawat tao'y naghintay.
>>tgl<< Get back inside.	Bumalik ka sa loob.
>>tgl<< Green suits you.	Bagay sayo ang luntian.
>>tgl<< Have a good day.	Magkaroon ka ng magandang araw.
>>tgl<< He began to run.	Nagsimula siyang tumakbo.
>>tgl<< He bought a hat.	Bumili siya ng sumbrero.
>>tgl<< He intrigues me.	Iniintriga nya ako.
>>tgl<< He was standing.	Nakatindig siya.
>>tgl<< He's my husband.	Asawa ko siya.
>>tgl<< Hold the candle.	Hawakan mo ang kandila.
>>tgl<< How do you feel?	Anong pakiramdam mo?
>>tgl<< How is everyone?	Kumusta kayong lahat?
>>tgl<< How old are you?	Ilang taon ka na?
>>tgl<< How'd you do it?	Paano mo ginawa iyon?
>>tgl<< I boiled an egg.	Naglaga ako ng itlog.
>>tgl<< I can't do that.	Hindi ko iyan magagawa.
>>tgl<< I can't do this.	Hindi ko ito magagawa.
>>tgl<< I chose to wait.	Pinili ko ang maghintay.
>>tgl<< I couldn't stop.	Hindi ako makatigil.
>>tgl<< I couldn't wait.	Hindi ako makapaghintay.
>>tgl<< I didn't scream.	Hindi ako sumigaw.
>>tgl<< I don't like it.	Hindi ko gusto ito.
>>tgl<< I have homework.	Mayroon akong takdang-aralin.
>>tgl<< I have to leave.	Kailangan kong umalis.
>>tgl<< I have two cats.	Mayroon akong dalawang pusa.
>>tgl<< I haven't eaten.	Hindi pa ako kumain.
>>tgl<< I haven't slept.	Hindi pa ako nakakatulog.
>>tgl<< I haven't tried.	Hindi ko pa nasubukan.
>>tgl<< I just finished.	Kakatapos ko lang.
>>tgl<< I know Tom lied.	Alam kong nagsinungaling si Tom.
>>tgl<< I know you know.	Alam kong alam mo.
>>tgl<< I like football.	Gusto ko ang football.
>>tgl<< I like that dog.	Gusto ko yung asong yun.
>>tgl<< I like this dog.	Gusto ko itong asong ito.
>>tgl<< I like your dog.	Gusto ko yung aso mo.
>>tgl<< I lost my phone.	Nawala ko ang aking telepono.
>>tgl<< I lost my watch.	Nawala ko ang relo ko.
>>tgl<< I love football.	Mahal ko ang football.
>>tgl<< I love teaching.	Mahal ko ang pagtuturo.
>>tgl<< I love you, Tom.	Mahal kita, Tom.
>>tgl<< I need to sleep.	Dapat akong matulog.
>>tgl<< I only told Tom.	Sinabi ko lang kay Tom.
>>tgl<< I saw Tom blink.	Nakita kong kumurap si Tom.
>>tgl<< I saw Tom there.	Nakita ko si Tom doon.
>>tgl<< I saw something.	May nakita ako.
>>tgl<< I think it's OK.	Sa tingin ko OK lang.
>>tgl<< I voted for Tom.	Ibinoto ko si Tom.
>>tgl<< I was surprised.	Nagulat ako.
>>tgl<< I won't go back.	Hindi ako babalik.
>>tgl<< I'd rather stay.	Mas gusto kong manatili dito.
>>tgl<< I'll allow this.	Papayagan ko ito.
>>tgl<< I'll ask around.	Magtatanong-tanong ako sa paligid.
>>tgl<< I'll assist you.	Tutulungan kita.
>>tgl<< I'll come along.	Sasama ako.
>>tgl<< I'll follow you.	Susundan kita.
>>tgl<< I'm a foreigner.	Dayuhan ako.
>>tgl<< I'm begging you.	Nagmamakaawa ako sa iyo.
>>tgl<< I'm just joking.	Nagbibiro lang ako.
>>tgl<< I'm needed here.	Kailangan ako dito.
>>tgl<< I'm not certain.	Hindi ako sigurado.
>>tgl<< I'm not sulking.	Hindi ako nagmumukmok.
>>tgl<< I'm not thirsty.	Hindi ako uhaw.
>>tgl<< I'm not working.	Hindi ako nagtatrabaho.
>>tgl<< I'm not yelling.	Hindi ako sumisigaw.
>>tgl<< Is Tom dreaming?	Nananaginip ba si Tom?
>>tgl<< Is this car new?	Bago ba itong awto?
>>tgl<< It doesn't work.	Hindi ito gumagana.
>>tgl<< It's a nice day.	Maganda ang araw.
>>tgl<< It's incredible.	Hindi ito kapani-paniwala.
>>tgl<< It's incredible.	Hindi ito kapani-paniwala!
>>tgl<< It's not enough.	Hindi ito sapat.
>>tgl<< Large, isn't it?	Malaki, di ba?
>>tgl<< Let's finish up.	Tapusin na natin ito.
>>tgl<< Let's forget it.	Kalimutan na natin.
>>tgl<< Life's not fair.	Hindi matuwid ang buhay.
>>tgl<< Mary had a baby.	Nagkaanak si Mary.
>>tgl<< May I try it on?	Maaari ko bang isukat ito?
>>tgl<< My house is big.	Malaki ang bahay ko.
>>tgl<< Nobody answered.	Walang sumagot.
>>tgl<< Please sit down.	Maupo ka.
>>tgl<< Put your hat on.	Isuot mo ang sumbrero mo.
>>tgl<< Rules are rules.	Ang alituntunin ay alituntunin.
>>tgl<< She disappeared.	Nawala siya.
>>tgl<< She is not here.	Wala siya dito.
>>tgl<< She worked hard.	Matiyaga siyang nagtrabaho.
>>tgl<< Shut the window.	Isara ang bintana.
>>tgl<< So far, so good.	Ayos pa.
>>tgl<< That can happen.	Pwedeng mangyari iyon.
>>tgl<< That is a table.	Mesa iyon.
>>tgl<< That is a table.	Mesa iyan.
>>tgl<< That's a secret.	Sikreto iyon.
>>tgl<< That's too much!	Sobra na yan!
>>tgl<< There's no salt.	Walang asin.
>>tgl<< These are birds.	Mga ibon ito.
>>tgl<< They angered me.	Ginalit nila ako.
>>tgl<< They didn't run.	Hindi sila tumakbo.
>>tgl<< They ignored me.	Hindi nila ako pinansin.
>>tgl<< They lost again.	Natalo nanaman sila.
>>tgl<< They lost again.	Natalo ulit sila.
>>tgl<< They seem happy.	Mukhang masaya sila.
>>tgl<< They were lucky.	Sinuwerte sila.
>>tgl<< They're in love.	Nagmamahalan sila.
>>tgl<< Tom chose a hat.	Pinili ni Tom ang sumbrero.
>>tgl<< Tom disappeared.	Nawala si Tom.
>>tgl<< Tom drinks wine.	Umiinom ng alak si Tomas.
>>tgl<< Tom felt uneasy.	Nababalisa si Tom.
>>tgl<< Tom is new here.	Bago dito si Tom.
>>tgl<< Tom is shopping.	Namamalengke si Tomas.
>>tgl<< Tom surrendered.	Sumuko si Tom.
>>tgl<< Tom understands.	Naiintindihan ni Tom.
>>tgl<< Tom volunteered.	Nagboluntaryo si Tom.
>>tgl<< Wash your hands.	Maghugas ka ng kamay.
>>tgl<< We have bananas.	May saging kami.
>>tgl<< We have bananas.	May saging tayo.
>>tgl<< We love picnics.	Gusto namin ang mga piknik.
>>tgl<< We met a writer.	Natagpo namin ang manunulat.
>>tgl<< We need to talk.	Kailangan nating mag-usap.
>>tgl<< We sang for her.	Ipinagkanta namin siya.
>>tgl<< We're neighbors.	Magkapitbahay kami.
>>tgl<< We're neighbors.	Magkakapitbahay kami.
>>tgl<< We're not tired.	Kami'y di pagod.
>>tgl<< What did you do?	Anong ginagawa mo?
>>tgl<< What did you do?	Anong ginawa mo?
>>tgl<< What time is it?	Ano'ng oras na?
>>tgl<< What was stolen?	Anong nanakaw?
>>tgl<< What's going on?	Anong nangyayari?
>>tgl<< Where's the cat?	Nasaan ang pusa?
>>tgl<< Who did you ask?	Sinong tinanong mo?
>>tgl<< Who surrendered?	Sinong sumuko?
>>tgl<< Who volunteered?	Sinong nagboluntaryo?
>>tgl<< Who was playing?	Sino ang naglaro?
>>tgl<< You are so kind.	Mabait ka talaga.
>>tgl<< You look stupid.	Mukha kang tanga.
>>tgl<< You never laugh.	Kailanman ay hindi ka natawa.
>>tgl<< You never smile.	Kailanman ay hindi ka ngumiti.
>>tgl<< Any book will do.	Puwede ang anumang libro.
>>tgl<< Are you all lost?	Nawawala ba kayong lahat?
>>tgl<< Are you on board?	Sang-ayon ka ba?
>>tgl<< Aren't you happy?	Hindi ka ba masaya?
>>tgl<< Breathe normally.	Huminga nang normal.
>>tgl<< Can you call him?	Puwede mo bang tawagan siya?
>>tgl<< Close the window.	Isara ang bintana.
>>tgl<< Cut the potatoes.	Maghiwa ng patatas.
>>tgl<< Did you know him?	Kilala mo ba siya?
>>tgl<< Did you see that?	Nakita mo iyon?
>>tgl<< Do as I told you.	Gawin mo ang sinabi ko sa iyo.
>>tgl<< Do you deny that?	Itinatanggi mo ba iyon?
>>tgl<< Do you live here?	Nakatira ka ba rito?
>>tgl<< Does Tom like me?	Gusto ba ako ni Tom?
>>tgl<< Don't ask me why.	Huwag mo akong tanungin kung bakit.
>>tgl<< Don't look at me.	Huwag kang tumingin sa akin.
>>tgl<< Don't touch that.	Huwag iyan hawakan.
>>tgl<< Drink this juice.	Inumin ang katas na ito.
>>tgl<< Everybody jumped.	Ang lahat ay tumalon.
>>tgl<< Everybody jumped.	Tumalon ang lahat.
>>tgl<< Everybody laughs.	Tumatawa ang lahat.
>>tgl<< Everybody smiled.	Ngumiti ang lahat.
>>tgl<< Everybody stayed.	Nanatili ang lahat.
>>tgl<< Everybody waited.	Naghintay ang lahat.
>>tgl<< Everyone escaped.	Nakatakas ang lahat.
>>tgl<< Everyone laughed.	Tumawa ang lahat.
>>tgl<< Explain yourself.	Ipaliwanag mo ang iyong sarili.
>>tgl<< Give me a little.	Bigyan mo ako ng konti.
>>tgl<< Go on without me.	Tuloy ka nang wala ako.
>>tgl<< Hand me my towel.	Iabot mo sa akin ang tuwalya ko.
>>tgl<< Have you done it?	Ginawa mo ba?
>>tgl<< He has long hair.	Mahaba ang buhok niya.
>>tgl<< He must be tired.	Siguro pagod siya.
>>tgl<< Her hair is long.	Mahaba ang buhok niya.
>>tgl<< How much is this?	Magkano ito?
>>tgl<< How would I know?	Paano ko malalaman?
>>tgl<< I almost drowned.	Muntik na akong malunod.
>>tgl<< I already saw it.	Nakita ko na.
>>tgl<< I also like cake.	Gusto ko rin ng keyk.
>>tgl<< I am a foreigner.	Dayuhan ako.
>>tgl<< I am from Brazil.	Taga-Brasil ako.
>>tgl<< I am from Norway.	Ako ay taga Norway.
>>tgl<< I am from Norway.	Taga Norway ako.
>>tgl<< I believe in God.	Naniniwala ako sa Diyos.
>>tgl<< I chose the wine.	Pinili ko ang alak.
>>tgl<< I didn't do that.	Hindi ko ginawa iyan.
>>tgl<< I didn't do this.	Hindi ko ginawa ito.
>>tgl<< I didn't like it.	Ayoko nyan.
>>tgl<< I didn't mean it.	Di ko sinadya.
>>tgl<< I didn't see her.	Di ko siya nakita.
>>tgl<< I don't know her.	Hindi ko siya kilala.
>>tgl<< I don't know him.	Hindi ko siya kilala.
>>tgl<< I don't know yet.	Hindi ko pa alam.
>>tgl<< I don't like her.	Hindi ko siya gusto.
>>tgl<< I don't like him.	Hindi ko siya gusto.
>>tgl<< I don't like you.	Hindi kita gusto.
>>tgl<< I don't love her.	Hindi ko siya mahal.
>>tgl<< I don't love him.	Hindi ko siya mahal.
>>tgl<< I don't remember.	Hindi ko maalala.
>>tgl<< I feel something.	May nararamdaman ako.
>>tgl<< I feel something.	Mayroon akong nararamdaman.
>>tgl<< I hate elevators.	Ayaw ko sa mga elevator.
>>tgl<< I have no choice.	Wala akong pagpipilian.
>>tgl<< I hit on an idea.	Meron akong naisip.
>>tgl<< I like your dogs.	Gusto ko yung mga aso mo.
>>tgl<< I love astronomy.	Mahal ko ang astronomiya.
>>tgl<< I made it myself.	Ginawa ko iyon nang sarili ko.
>>tgl<< I still love Tom.	Mahal ko pa rin si Tom.
>>tgl<< I swim every day.	Naglalangoy ako araw-araw.
>>tgl<< I understand you.	Naiintindihan kita.
>>tgl<< I was threatened.	Pinagbantaan ako.
>>tgl<< I will shoot him.	Babarilin ko siya.
>>tgl<< I will teach you.	Tuturuan kita.
>>tgl<< I wish I had one.	Sana meron din ako.
>>tgl<< I won't help you.	Hindi kita tutulungan.
>>tgl<< I won't hurt you.	Hindi kita sasaktan.
>>tgl<< I won't need you.	Hindi na kita kakailanganin.
>>tgl<< I won't tell Tom.	Hindi ko sasabihin kay Tom.
>>tgl<< I'll go with you.	Sasamahan kita.
>>tgl<< I'm a vegetarian.	Isa akong vegetarian.
>>tgl<< I'm going to bed.	Matutulog na ako!
>>tgl<< I'm proud of you.	Ipinagmamalaki kita.
>>tgl<< It needs washing.	Kailangang labhan.
>>tgl<< It's not working.	Hindi ito gumagana.
>>tgl<< It's so exciting.	Talagang masigla.
>>tgl<< It's windy today.	Mahangin ngayon.
>>tgl<< Leave this to me.	Iwanan mo ito sa akin.
>>tgl<< Let's fly a kite.	Magpalipad tayo ng saranggola.
>>tgl<< Let's have a try.	Subukan natin.
>>tgl<< Let's have sushi.	Mag-sushi tayo.
>>tgl<< Make way, please.	Makikiraan po.
>>tgl<< My stomach hurts.	Masakit ang aking tiyan.
>>tgl<< My tie is orange.	Narangha ang kurbata ko.
>>tgl<< No need to worry.	Huwag mag-alala.
>>tgl<< Nobody remembers.	Walang nakakaalala.
>>tgl<< Nobody will know.	Walang makakaalam.
>>tgl<< Oh no, not again!	Ayan na naman!
>>tgl<< Please don't cry.	Tahan na.
>>tgl<< She has gone out.	Lumabas na siya.
>>tgl<< She is an expert.	Dalubhasa siya.
>>tgl<< She looked at me.	Tumingin siya sa akin.
>>tgl<< She may not come.	Maaaring hindi siya dumating.
>>tgl<< She smokes a lot.	Malimit siyang manigarilyo.
>>tgl<< She startled him.	Ginitla niya siya.
>>tgl<< Someone screamed.	Mayroong sumigaw.
>>tgl<< That didn't work.	Hindi iyan gumana.
>>tgl<< That man is dead.	Patay iyong taong iyon.
>>tgl<< That's realistic.	Makatotohanan iyon.
>>tgl<< The boy was full.	Busog na ang batang lalaki.
>>tgl<< The can is empty.	Walang laman ang lata.
>>tgl<< There's no doubt.	Walang duda.
>>tgl<< They disappeared.	Nawala sila.
>>tgl<< Things got worse.	Lumala ang mga bagay-bagay.
>>tgl<< This didn't work.	Hindi ito gumana.
>>tgl<< This fish is big.	Malaki ang isdang ito.
>>tgl<< This fish is big.	Malaki ang isda.
>>tgl<< Tom arrived last.	Huling dumating si Tom.
>>tgl<< Tom is resilient.	Hindi madaling mabigo si Tom.
>>tgl<< Tom saw somebody.	May nakitang tao si Tom.
>>tgl<< Tom will like me.	Magugustuhan ako ni Tom.
>>tgl<< Turn right there.	Lumiko ka diyan.
>>tgl<< Walk more slowly.	Bagalan mo ang iyong paglalakad.
>>tgl<< We arrived first.	Nauna tayong dumating.
>>tgl<< We met on Sunday.	Nagkita kami nung Linggo.
>>tgl<< We sat in a ring.	Umupo kami nang pabilog.
>>tgl<< We're in a hurry.	Nagmamadali kami.
>>tgl<< We're in a hurry.	Nagmamadali tayo.
>>tgl<< What did you buy?	Anong binili mo?
>>tgl<< What do you care?	Anong pakialam mo?
>>tgl<< What do you want?	Anong gusto mo?
>>tgl<< What does she do?	Ano ang ginagawa niya?
>>tgl<< What is going on?	Anong nangyayari?
>>tgl<< What will you do?	Anong gagawin mo?
>>tgl<< What woke you up?	Anong nakagising sa iyo?
>>tgl<< What's happening?	Anong nangyayari?
>>tgl<< What's your wish?	Anong nais mo?
>>tgl<< What've you done?	Anong ginawa mo?
>>tgl<< When will you go?	Kailan ka aalis?
>>tgl<< Where did you go?	Saan ka pumunta?
>>tgl<< Where do I start?	Saan ako magsisimula?
>>tgl<< Where is the cat?	Nasaan ang pusa?
>>tgl<< Where's my mommy?	Nasaan ang nanay ko?
>>tgl<< Who was Tom with?	Sino ang nakasama ni Tom?
>>tgl<< Who was with you?	Sino ang nakasama mo?
>>tgl<< You have my word.	Ipinapangako ko.
>>tgl<< You look foolish.	Mukha kang tanga.
>>tgl<< You may go there.	Puwede kang pumaroon.
>>tgl<< You never change.	Kailanman ay hindi ka nagbago.
>>tgl<< You never listen.	Kailanman ay hindi ka nakinig.
>>tgl<< You really stink.	Ang baho mo masyado.
>>tgl<< You should sleep.	Dapat matulog ka na.
>>tgl<< You were correct.	Tama ka nga.
>>tgl<< You're my father.	Ikaw ang tatay ko.
>>tgl<< You're the owner.	Ikaw ang may-ari.
>>tgl<< Your fly is open!	Bukas ang zipper mo!
>>tgl<< Your shoes stink.	Ang baho ng sapatos mo.
>>tgl<< Are you done, Tom?	Tapos ka na ba, Tom?
>>tgl<< Are you in Boston?	Nasa Boston ka ba?
>>tgl<< Aren't you coming?	Hindi ka ba dadating?
>>tgl<< Aren't you hungry?	Hindi ka ba nagugutom?
>>tgl<< Aren't you sleepy?	Di ka ba inaantok?
>>tgl<< Call an ambulance.	Tumawag ka ng ambulansya.
>>tgl<< Call her tomorrow.	Tawagan mo siya bukas.
>>tgl<< Did you know that?	Alam mo ba iyon?
>>tgl<< Do you have a car?	May kotse ka ba?
>>tgl<< Do you wish to go?	Gusto mo bang pumunta?
>>tgl<< Don't stare at me.	Huwag mo akong titigan.
>>tgl<< Don't touch these.	Huwag hawakan ang mga ito.
>>tgl<< Everybody laughed.	Tumawa ang lahat.
>>tgl<< Everyone screamed.	Ang bawat tao'y sumigaw.
>>tgl<< Get out of my way.	Umalis ka sa dadaanan ko.
>>tgl<< Get ready quickly.	Maghanda ka nang mabilis.
>>tgl<< Go ahead and talk.	Sige't magsalita.
>>tgl<< Have you seen Tom?	Nakita mo ba si Tom?
>>tgl<< Have you seen her?	Nakita mo ba siya?
>>tgl<< He asked for food.	Humingi siya ng pagkain.
>>tgl<< He does not smoke.	Hindi siya naninigarilyo.
>>tgl<< He is a good shot.	Mahusay siyang bumaril.
>>tgl<< He is sure to win.	Siguradong mananalo siya.
>>tgl<< He is sure to win.	Tiyak na mananalo siya.
>>tgl<< He lives close by.	Malapit siyang nakatira.
>>tgl<< He sat on the bed.	Umupo siya sa kama.
>>tgl<< He's studying now.	Nag-aaral siya ngayon.
>>tgl<< How did you do it?	Paano mo ito ginawa?
>>tgl<< How lucky you are!	Kay suwerte mo naman!
>>tgl<< How lucky you are!	Suwerte mo naman!
>>tgl<< How should I know?	Paano ko malalaman?
>>tgl<< How was your trip?	Kamusta ang biyahe mo?
>>tgl<< I chose to resign.	Pinili ko ang magbitiw.
>>tgl<< I couldn't refuse.	Hindi ako nakatanggi.
>>tgl<< I didn't kiss Tom.	Hindi ko hinalikan si Tom.
>>tgl<< I don't have time.	Wala akong oras.
>>tgl<< I don't know them.	Hindi ko sila kilala.
>>tgl<< I don't like that.	Hindi ko gusto iyan.
>>tgl<< I don't like this.	Hindi ko gusto ito.
>>tgl<< I got up at seven.	Bumangon ako ng alas siyete.
>>tgl<< I have a headache.	Masakit ang ulo ko.
>>tgl<< I haven't seen it.	Hindi ko pa iyon nakikita.
>>tgl<< I haven't started.	Hindi pa ako nagsimula.
>>tgl<< I listen to music.	Nakikinig ako sa musika.
>>tgl<< I lost an earring.	Nawalan ako ng hikaw.
>>tgl<< I made a decision.	Nagpasiya ako.
>>tgl<< I saw an airplane.	Nakita ko ang eroplano.
>>tgl<< I want to be rich.	Gusto kong maging mayaman.
>>tgl<< I want to explain.	Gusto kong magpaliwanag.
>>tgl<< I was out all day.	Buong araw akong wala sa bahay.
>>tgl<< I was very hungry.	Ginutom ako ng maigi.
>>tgl<< I went on reading.	Tinuloy ko ang pagbabasa.
>>tgl<< I won't ask again.	Hindi na ako magtatanong.
>>tgl<< I won't be afraid.	Hindi ako matatakot.
>>tgl<< I won't come back.	Hindi ako babalik.
>>tgl<< I won't marry you.	Hindi kita papakasalan.
>>tgl<< I won't need them.	Hindi ko na sila kakailanganin.
>>tgl<< I won't sign this.	Hindi ko ito lalagdaan.
>>tgl<< I won't surrender.	Hindi ako susuko.
>>tgl<< I'll get some ice.	Kukuha ako ng yelo.
>>tgl<< I'll help you out.	Tutulungan kita diyan.
>>tgl<< Is his story true?	Totoo ba ang istorya niya?
>>tgl<< It doesn't matter.	Hindi ito mahalaga.
>>tgl<< It is very simple.	Talagang simple.
>>tgl<< It makes no sense.	Wala itong katuturan.
>>tgl<< It's only a dream.	Pangarap lamang iyon.
>>tgl<< It's only a dream.	Panaginip lamang iyon.
>>tgl<< It's raining here.	Umuulan dito.
>>tgl<< Let's get started.	Magsimula na tayo.
>>tgl<< Life is beautiful.	Maganda ang buhay.
>>tgl<< Mary is beautiful.	Maganda si Mary.
>>tgl<< May I talk to you?	Maari ba kitang makausap?
>>tgl<< May I talk to you?	Puwede ba kitang kausapin?
>>tgl<< May I try that on?	Pwede ko ba iyan subukan?
>>tgl<< My uncle is angry.	Galit ang aking tiyo.
>>tgl<< Nobody is perfect.	Walang sinuman ay perpekto.
>>tgl<< Nothing had moved.	Walang gumalaw.
>>tgl<< Nothing had moved.	Walang umibo.
>>tgl<< Please explain it.	Pakipaliwanag mo nga.
>>tgl<< She has long hair.	Mahaba ang buhok niya.
>>tgl<< She took her book.	Dinala niya ang kanyang aklat.
>>tgl<< She took her book.	Dinala niya ang kanyang libro.
>>tgl<< Somebody answered.	Merong sumagot.
>>tgl<< Something changed.	Mayroong nagbago.
>>tgl<< Stand up and walk.	Tumayo at maglakad.
>>tgl<< That is all right.	Ayos lang iyon.
>>tgl<< The bus just left.	Kakaalis lang ng bus.
>>tgl<< The cake is tasty.	Masarap ang keyk.
>>tgl<< The coffee is hot.	Mainit ang kape.
>>tgl<< The coffee's cold.	Malamig ang kape.
>>tgl<< The pain has gone.	Nawala na ang pananakit.
>>tgl<< The pen is broken.	Sira ang panulat.
>>tgl<< The price is good.	Magaling ang presyo.
>>tgl<< There is a strike.	May welga.
>>tgl<< They've gone away.	Umalis sila.
>>tgl<< This doesn't work.	Hindi ito gumagana.
>>tgl<< Tom chose to stay.	Pinili ni Tom ang manatili.
>>tgl<< Tom chose to wait.	Pinili ni Tom ang maghintay.
>>tgl<< Tom is old school.	Si Tom ay makaluma.
>>tgl<< Tom loved bananas.	Nagustuhan ni Tomas ang saging.
>>tgl<< Tom may be unhurt.	Baka hindi nasaktan si Tom.
>>tgl<< Tom may be unhurt.	Hindi siguro nasaktan si Tom.
>>tgl<< Tom wants to talk.	Gusto ni Tom magsalita.
>>tgl<< Try to look happy.	Subukan mong magmukhang masaya.
>>tgl<< We chose this one.	Pinili namin ang isang ito.
>>tgl<< We chose to drive.	Pinili namin ang magmaneho.
