>>ukr<< Go.	Йди.
>>ukr<< Calm down!	Заспокойся.
>>ukr<< Calm down.	Заспокойся!
>>ukr<< Calm down.	Заспокойся.
>>ukr<< Calm down.	Заспокойтеся.
>>ukr<< Can I eat?	Мені можна поїсти?
>>ukr<< Can we go?	Ми можемо піти?
>>ukr<< Catch him.	Спіймай його.
>>ukr<< Chill out.	Розлабся.
>>ukr<< Chill out.	Розлабтеся.
>>ukr<< Chill out.	Нерви в коробочку.
>>ukr<< Choose me.	Вибери мене.
>>ukr<< Come back.	Повернися.
>>ukr<< Come back.	Поверніться.
>>ukr<< Come here.	Йди-но сюди.
>>ukr<< Come home.	Йдіть додому.
>>ukr<< Come over.	Приходь.
>>ukr<< Come soon.	Приходь швидше.
>>ukr<< Come soon.	Приходьте швидше.
>>ukr<< Cool down.	Заспокойся!
>>ukr<< Cool down.	Заспокойся.
>>ukr<< Did I win?	Я виграла?
>>ukr<< Did I win?	Я перемогла?
>>ukr<< Do it now.	Зроби це зараз.
>>ukr<< Do it now.	Зробіть це зараз.
>>ukr<< Don't ask.	Не запитуй.
>>ukr<< Don't ask.	Не питай.
>>ukr<< Don't cry.	Не скигли.
>>ukr<< Don't cry.	Не реви.
>>ukr<< Don't cry.	Не ридай.
>>ukr<< Don't cry.	Не плачте.
>>ukr<< Don't cry.	Не ревіть.
>>ukr<< Don't cry.	Не ридайте.
>>ukr<< Don't die.	Не помирай.
>>ukr<< Don't run.	Не біжи.
>>ukr<< Don't run.	Не бігай.
>>ukr<< Don't run.	Не бігайте.
>>ukr<< Excuse me.	Перепрошую.
>>ukr<< Excuse me?	Перепрошую?
>>ukr<< Excuse me?	Вибачте?
>>ukr<< Fantastic!	Супер!
>>ukr<< Fantastic!	Чудово!
>>ukr<< Fantastic!	Фантастика!
>>ukr<< Fantastic!	Клас!
>>ukr<< Fantastic!	Класно!
>>ukr<< Find them.	Знайди їх.
>>ukr<< Find them.	Знайдіть їх.
>>ukr<< Follow me.	Йди за мною.
>>ukr<< Follow me.	Слідуйте за мною.
>>ukr<< Follow us.	Слідуйте за нами.
>>ukr<< Follow us.	Йдіть за нами.
>>ukr<< Forget it!	Забудь про це!
>>ukr<< Forget it.	Облиш!
>>ukr<< Get a job.	Знайди роботу.
>>ukr<< Get a job.	Знайдіть роботу.
>>ukr<< Get ready.	Приготуйся.
>>ukr<< Get ready.	Приготуйтеся.
>>ukr<< Go for it.	Давай.
>>ukr<< Go for it.	Ну давай.
>>ukr<< Go inside.	Заходь всередину.
>>ukr<< Go inside.	Заходьте всередину.
>>ukr<< Go slower.	Йди повільніше.
>>ukr<< Go slower.	Поволі.
>>ukr<< Go to bed.	Йди спати.
>>ukr<< Go to bed.	Йди в ліжко.
>>ukr<< Good luck.	Нехай щастить!
>>ukr<< Good luck.	Удачі.
>>ukr<< Good luck.	Нехай щастить.
>>ukr<< Grab that.	Хапай це.
>>ukr<< Grab this.	Хапай це.
>>ukr<< Hands off.	Не чіпай.
>>ukr<< Hands off.	Руки геть.
>>ukr<< Have some.	Візміть трохи.
>>ukr<< He is ill.	Він хворіє.
>>ukr<< He is old.	Він старий.
>>ukr<< He smiled.	Він посміхнувся.
>>ukr<< He's a DJ.	Він діджей.
>>ukr<< He's busy.	Він зайнятий.
>>ukr<< He's lazy.	Він лінивий.
>>ukr<< He's lazy.	Він ледачий.
>>ukr<< He's rich.	Він багатий.
>>ukr<< He's tall.	Вiн високий.
>>ukr<< Head east.	Прямуй на схід.
>>ukr<< Head east.	Прямуйте на схід.
>>ukr<< Head east.	Тримай курс на схід.
>>ukr<< Head east.	Тримайте курс на схід.
>>ukr<< Head east.	Йди на схід.
>>ukr<< Head east.	Йді на схід.
>>ukr<< Head east.	Їдь на схід.
>>ukr<< Head east.	Їдьте на схід.
>>ukr<< Here I am.	Ось і я.
>>ukr<< Here I am.	А ось і я.
>>ukr<< Here's $5.	Ось п'ять доларів.
>>ukr<< Here's $5.	Тримай п'ять доларів.
>>ukr<< Hold fire.	Не стріляти.
>>ukr<< Hold fire.	Не стріляй.
>>ukr<< Hold this.	Потримай це.
>>ukr<< Hold this.	Потримайте це.
>>ukr<< How awful!	Який жах!
>>ukr<< How is it?	Як воно?
>>ukr<< How is it?	Як це?
>>ukr<< How's Tom?	Як Том?
>>ukr<< How's Tom?	Як у Тома справи?
>>ukr<< Humor Tom.	Зроби це заради Тома.
>>ukr<< Humor Tom.	Зробіть це заради Тома.
>>ukr<< I am full.	Я ситий.
>>ukr<< I am full.	Я не голодний.
>>ukr<< I am full.	Я сита.
>>ukr<< I am full.	Я наївся.
>>ukr<< I am full.	Я наїлася.
>>ukr<< I am full.	Я не голодна.
>>ukr<< I am here.	Я тут.
>>ukr<< I am okay.	Я в порядку.
>>ukr<< I am okay.	У мене все гаразд.
>>ukr<< I am sure.	Я впевнений.
>>ukr<< I am sure.	Я певен.
>>ukr<< I am sure.	Я певна.
>>ukr<< I am tall.	Я високий.
>>ukr<< I am well.	Я в порядку.
>>ukr<< I am well.	У мене все гаразд.
>>ukr<< I approve.	Я схвалюю.
>>ukr<< I ate out.	Я поїв не вдома.
>>ukr<< I ate out.	Я поїла не вдома.
>>ukr<< I bit Tom.	Я вкусив Тома.
>>ukr<< I bit Tom.	Я вкусила Тома.
>>ukr<< I blinked.	Я моргнув.
>>ukr<< I blinked.	Я моргнула.
>>ukr<< I can run.	Я можу бігти.
>>ukr<< I can run.	Я можу бігати.
>>ukr<< I can run.	Я вмію бігати.
>>ukr<< I can ski.	Я вмію кататися на лижах.
>>ukr<< I changed.	Я змінився.
>>ukr<< I changed.	Я переодягнувся.
>>ukr<< I cheated.	Я змахлював.
>>ukr<< I clapped.	Я зааплодував.
>>ukr<< I coughed.	Я кашлянув.
>>ukr<< I coughed.	Я кашлянула.
>>ukr<< I crashed.	Я розбився.
>>ukr<< I crashed.	Я розбилася.
>>ukr<< I cringed.	Я зіщулився.
>>ukr<< I escaped.	Я втік.
>>ukr<< I fainted.	Я втратив свідомість.
>>ukr<< I fainted.	Я втратила свідомість.
>>ukr<< I felt it.	Я це відчув.
>>ukr<< I frowned.	Я насупився.
>>ukr<< I frowned.	Я насупилася.
>>ukr<< I gave up.	Я здався.
>>ukr<< I gave up.	Я здалася.
>>ukr<< I get you.	Я тебе розумію.
>>ukr<< I get you.	Я розумію вас.
>>ukr<< I giggled.	Я захихотів.
>>ukr<< I giggled.	Я захихотіла.
>>ukr<< I give in.	Я здаюся.
>>ukr<< I give up.	Я здаюся.
>>ukr<< I got cut.	Мене порізали.
>>ukr<< I got fat.	Я погладшав.
>>ukr<< I got fat.	Я погладшала.
>>ukr<< I got hit.	Мене вдарили.
>>ukr<< I got hot.	Мені стало спекотно.
>>ukr<< I got mad.	Я розлютився.
>>ukr<< I got mad.	Я розлютилася.
>>ukr<< I got mad.	Я розлютилась.
>>ukr<< I grinned.	Я посміхнулася.
>>ukr<< I groaned.	Я застогнав.
>>ukr<< I groaned.	Я застогнала.
>>ukr<< I grunted.	Я гмикнув.
>>ukr<< I had fun.	Я добре провів час.
>>ukr<< I had fun.	Я добре провела час.
>>ukr<< I had fun.	Я розважився.
>>ukr<< I had fun.	Я розважилася.
>>ukr<< I hate TV.	Я ненавиджу телевізор.
>>ukr<< I hate it.	Я його ненавиджу.
>>ukr<< I hate it.	Я це ненавиджу.
>>ukr<< I hit Tom.	Я вдарив Тома.
>>ukr<< I hit Tom.	Я вдарила Тома.
>>ukr<< I hope so.	Сподіваюся, що так.
>>ukr<< I hope so.	Я на це сподіваюся.
>>ukr<< I hope so.	Надіюся, що так.
>>ukr<< I hung up.	Я повісила слухавку.
>>ukr<< I knew it.	Я знала.
>>ukr<< I knew it.	Я знав це.
>>ukr<< I knew it.	Я знала це.
>>ukr<< I knew it.	Я це знала.
>>ukr<< I knew it.	Я так і знав.
>>ukr<< I knew it.	Я так і знала.
>>ukr<< I knew it.	Я це знав.
>>ukr<< I laughed.	Я засміявся.
>>ukr<< I like it.	Мені це подобається.
>>ukr<< I lost it.	Я його загубив.
>>ukr<< I lost it.	Я втратив розум.
>>ukr<< I love it!	Я це люблю!
>>ukr<< I love it.	Я це люблю.
>>ukr<< I love it.	Я її люблю.
>>ukr<< I made it.	Я його зробив.
>>ukr<< I made it.	Я це зробив.
>>ukr<< I may win.	Я можу перемогти.
>>ukr<< I may win.	Я можу виграти.
>>ukr<< I mean it!	Я серйозно!
>>ukr<< I mean it!	Я кажу серйозно!
>>ukr<< I mean it!	Я це серйозно.
>>ukr<< I mean it!	Я це серйозно!
>>ukr<< I mean it.	Я це серйозно.
>>ukr<< I met him.	Я зустрів його.
>>ukr<< I met him.	Я зустріла його.
>>ukr<< I miss it.	Я сумую за ним.
>>ukr<< I must go.	Я мушу йти.
>>ukr<< I must go.	Я повинен йти.
>>ukr<< I need it.	Мені це потрібно.
>>ukr<< I noticed.	Я звернув увагу.
>>ukr<< I noticed.	Я помітив.
>>ukr<< I prepaid.	Я заплатив наперед.
>>ukr<< I prepaid.	Я заплатила наперед.
>>ukr<< I promise.	Обіцяю.
>>ukr<< I relaxed.	Я розслабився.
>>ukr<< I relaxed.	Я розслабилася.
>>ukr<< I retired.	Я пішов на пенсію.
>>ukr<< I retired.	Я пішла на пенсію.
>>ukr<< I said no.	Я сказав "ні".
>>ukr<< I said no.	Я відмовив.
>>ukr<< I said so.	Я це сказав.
>>ukr<< I saw Tom.	Я бачив Тома.
>>ukr<< I saw Tom.	Я бачила Тома.
>>ukr<< I saw him.	Я бачив його.
>>ukr<< I saw one.	Я бачив одного.
>>ukr<< I saw one.	Я бачив одну.
>>ukr<< I saw one.	Я бачила одну.
>>ukr<< I saw you.	Я тебе бачив.
>>ukr<< I saw you.	Я тебе бачила.
>>ukr<< I saw you.	Я вас бачив.
>>ukr<< I saw you.	Я вас бачила.
>>ukr<< I see Tom.	Я бачу Тома.
>>ukr<< I see you.	Я тебе бачу.
>>ukr<< I shouted.	Я закричав.
>>ukr<< I shouted.	Я крикнув.
>>ukr<< I slipped.	Я послизнувся.
>>ukr<< I slipped.	Я послизнулася.
>>ukr<< I sneezed.	Я чхнув.
>>ukr<< I sneezed.	Я чхнула.
>>ukr<< I stopped.	Я зупинився.
>>ukr<< I stopped.	Я зупинилася.
>>ukr<< I sweated.	Я спітнів.
>>ukr<< I sweated.	Я спітніла.
>>ukr<< I took it.	Я його взяв.
>>ukr<< I took it.	Я її взяв.
>>ukr<< I tripped.	Я перечепився.
>>ukr<< I tripped.	Я перечепилася.
>>ukr<< I want it.	Я хочу це.
>>ukr<< I was fat.	Я був гладкий.
>>ukr<< I was fat.	Я була гладка.
>>ukr<< I was ill.	Я був хворий.
>>ukr<< I was ill.	Я хворіла.
>>ukr<< I was mad.	Я був розлючений.
>>ukr<< I was new.	Я був новий.
>>ukr<< I was new.	Я був новенький.
>>ukr<< I was out.	Мене не було.
>>ukr<< I was sad.	Мені було сумно.
>>ukr<< I was shy.	Я був сором'язливий.
>>ukr<< I was shy.	Я була сором'язлива.
>>ukr<< I was wet.	Я був мокрий.
>>ukr<< I woke up.	Я прокинувся.
>>ukr<< I woke up.	Я прокинулася.
>>ukr<< I'd agree.	Я би погодився.
>>ukr<< I'd agree.	Я би погодилася.
>>ukr<< I'd do it.	Я б це зробив.
>>ukr<< I'd leave.	Я б пішов.
>>ukr<< I'd leave.	Я б пішла.
>>ukr<< I'll call.	Я зателефоную.
>>ukr<< I'll come.	Я прийду.
>>ukr<< I'll cook.	Я готуватиму.
>>ukr<< I'll cook.	Я готуватиму їжу.
>>ukr<< I'll fail.	Я зазнаю невдачі.
>>ukr<< I'll live.	Я житиму.
>>ukr<< I'll lose.	Я програю.
>>ukr<< I'll lose.	Я програ́ю.
>>ukr<< I'll pack.	Я спакуюся.
>>ukr<< I'll pack.	Я зберу валізи.
>>ukr<< I'll pass.	Я пропущу це.
>>ukr<< I'll quit.	Я звільнюся.
>>ukr<< I'll sing.	Я співатиму.
>>ukr<< I'll sing.	Я буду співати.
>>ukr<< I'll stay.	Я залишуся.
>>ukr<< I'll stop.	Я припиню.
>>ukr<< I'll stop.	Я зупинюся.
>>ukr<< I'll swim.	Я буду плисти.
>>ukr<< I'll talk.	Я говоритиму.
>>ukr<< I'll wait.	Я почекаю.
>>ukr<< I'll wait.	Я зачекаю.
>>ukr<< I'll walk.	Я піду пішки.
>>ukr<< I'll work.	Я працюватиму.
>>ukr<< I'm a CPA.	Я сетрифікований аудитор.
>>ukr<< I'm a cop.	Я поліцейський.
>>ukr<< I'm a fan.	Я фанат.
>>ukr<< I'm a fan.	Я вболівальник.
>>ukr<< I'm a kid.	Я дитина.
>>ukr<< I'm a man.	Я чоловік.
>>ukr<< I'm a pro.	Я професіонал.
>>ukr<< I'm a spy.	Я шпигун.
>>ukr<< I'm a vet.	Я ветеран.
>>ukr<< I'm a vet.	Я ветеринар.
>>ukr<< I'm alive.	Я живий.
>>ukr<< I'm angry.	Я розлючений.
>>ukr<< I'm angry.	Я розлючена.
>>ukr<< I'm angry.	Я сердитий.
>>ukr<< I'm angry.	Я сердита.
>>ukr<< I'm armed.	Я озброєний.
>>ukr<< I'm armed.	Я озброєна.
>>ukr<< I'm awake.	Я не сплю.
>>ukr<< I'm blind.	Я сліпий.
>>ukr<< I'm blind.	Я сліпа.
>>ukr<< I'm bored.	Я нуджуся.
>>ukr<< I'm bored.	Я нудьгую.
>>ukr<< I'm bored.	Мені нудно.
>>ukr<< I'm bossy.	Я владний.
>>ukr<< I'm bossy.	Я люблю покомандувати.
>>ukr<< I'm brave.	Я відважний.
>>ukr<< I'm broke.	Я банкрот.
>>ukr<< I'm clean.	Я чистий.
>>ukr<< I'm clean.	Я чиста.
>>ukr<< I'm crazy.	Я божевільний.
>>ukr<< I'm crazy.	Я божевільна.
>>ukr<< I'm cured.	Я видужав.
>>ukr<< I'm dirty.	Я брудний.
>>ukr<< I'm dirty.	Я брудна.
>>ukr<< I'm dizzy.	У мене паморочиться в голові.
>>ukr<< I'm drunk.	Я п'яний.
>>ukr<< I'm drunk.	Я напився.
>>ukr<< I'm drunk.	Я п'яна.
>>ukr<< I'm dying.	Помираю.
>>ukr<< I'm early.	Я рано.
>>ukr<< I'm first.	Я перший.
>>ukr<< I'm first.	Я перша.
>>ukr<< I'm fussy.	Я вибагливий.
>>ukr<< I'm fussy.	Я вередливий.
>>ukr<< I'm going.	Я йду.
>>ukr<< I'm going.	Я буду йти.
>>ukr<< I'm happy.	Я задоволений.
>>ukr<< I'm happy.	Я щасливий.
>>ukr<< I'm happy.	Я задоволена.
>>ukr<< I'm happy.	Я щаслива.
>>ukr<< I'm loyal.	Я вірний.
>>ukr<< I'm loyal.	Я лояльний.
>>ukr<< I'm lucky.	Мені щастить.
>>ukr<< I'm lying.	Я брешу.
>>ukr<< I'm lying.	Я говорю неправду.
>>ukr<< I'm naive.	Я наївний.
>>ukr<< I'm naive.	Я наївна.
>>ukr<< I'm naked.	Я голий.
>>ukr<< I'm naked.	Я гола.
>>ukr<< I'm needy.	Я нужденний.
>>ukr<< I'm obese.	У мене ожиріння.
>>ukr<< I'm picky.	Я перебірливий.
>>ukr<< I'm picky.	Я перебірлива.
>>ukr<< I'm pudgy.	Я пухленький.
>>ukr<< I'm pudgy.	Я пухленька.
>>ukr<< I'm quiet.	Я спокійний.
>>ukr<< I'm quiet.	Я тихий.
>>ukr<< I'm ready!	Я готовий!
>>ukr<< I'm ready!	Я готова!
>>ukr<< I'm ready.	Я готовий.
>>ukr<< I'm ready.	Я готова!
>>ukr<< I'm right.	Я маю рацію.
>>ukr<< I'm short.	Я низький.
>>ukr<< I'm short.	Я низька.
>>ukr<< I'm short.	Я невисокий.
>>ukr<< I'm short.	Я невисока.
>>ukr<< I'm small.	Я маленький.
>>ukr<< I'm small.	Я маленька.
>>ukr<< I'm smart.	Я розумний.
>>ukr<< I'm smart.	Я розумна.
>>ukr<< I'm sober.	Я тверезий.
>>ukr<< I'm sober.	Я твереза.
>>ukr<< I'm sorry.	Перепрошую.
>>ukr<< I'm sorry.	Вибачте.
>>ukr<< I'm sorry.	Мені шкода.
>>ukr<< I'm sorry.	Мені прикро.
>>ukr<< I'm sorry.	Вибач.
>>ukr<< I'm stuck.	Я застряг.
>>ukr<< I'm tense.	Я напружений.
>>ukr<< I'm tense.	Я напружена.
>>ukr<< I'm three.	Мені три.
>>ukr<< I'm three.	Мені три роки.
>>ukr<< I'm timid.	Я сором'язлива.
>>ukr<< I'm timid.	Я боязкий.
>>ukr<< I'm timid.	Я боязка.
>>ukr<< I'm tipsy.	Я п'яний.
>>ukr<< I'm tipsy.	Я під мухою.
>>ukr<< I'm tired.	Я втомилася.
>>ukr<< I'm tough.	Я сильний.
>>ukr<< I'm tough.	Я крутий.
>>ukr<< I'm upset.	Я засмучений.
>>ukr<< I'm upset.	Я засмучена.
>>ukr<< I'm wrong.	Я неправий.
>>ukr<< I'm wrong.	Я не маю рації.
>>ukr<< I'm young.	Я молода.
>>ukr<< I'm young.	Я молодий.
>>ukr<< I'm yours.	Я твій.
>>ukr<< I'm yours.	Я твоя.
>>ukr<< I've lost.	Я програв.
>>ukr<< I've lost.	Я програла.
>>ukr<< Ignore it.	Проігноруй це.
>>ukr<< Ignore it.	Проігноруйте це.
>>ukr<< Is Tom OK?	Том в порядку?
>>ukr<< Is Tom OK?	З Томом все гаразд?
>>ukr<< Is Tom OK?	З Томом все добре?
>>ukr<< Is Tom in?	Том всередині?
>>ukr<< Is he Tom?	Він Том?
>>ukr<< Is it far?	Це далеко?
>>ukr<< Is it hot?	Він гарячий?
>>ukr<< Is it hot?	Вона гаряча?
>>ukr<< Is it hot?	Воно гаряче?
>>ukr<< Is it new?	Це нове?
>>ukr<< Is it you?	Це ви?
>>ukr<< It burned.	Він горів.
>>ukr<< It burned.	Вона горіла.
>>ukr<< It failed.	Він провалився.
>>ukr<< It rained.	Йшов дощ.
>>ukr<< It rained.	Дощило.
>>ukr<< It rained.	Пішов дощ.
>>ukr<< It snowed.	Йшов сніг.
>>ukr<< It snowed.	Падав сніг.
>>ukr<< It stinks.	Це смердить.
>>ukr<< It was OK.	Все пройшло нормально.
>>ukr<< It worked.	Це спрацювало.
>>ukr<< It's 2:30.	Зараз 2:30.
>>ukr<< It's 2:30.	Зараз пів на третю.
>>ukr<< It's 3:30.	Зараз половина на четверту.
>>ukr<< It's 7:45.	Зараз чверть на восьму.
>>ukr<< It's 7:45.	Зараз 7:45.
>>ukr<< It's 8:30.	Зараз пів на дев'яту.
>>ukr<< It's 9:15.	Зараз 9:15.
>>ukr<< It's 9:15.	Зараз чверть по дев'ятій.
>>ukr<< It's a TV.	Це телевізор.
>>ukr<< It's cold.	Холодно.
>>ukr<< It's cold.	Зимно.
>>ukr<< It's cold.	Студить.
>>ukr<< It's cool.	Це класно.
>>ukr<< It's cool.	Це чудово.
>>ukr<< It's dark.	Зараз темно.
>>ukr<< It's dark.	Темно.
>>ukr<< It's dead.	Він мертвий.
>>ukr<< It's dead.	Воно мертве.
>>ukr<< It's done!	Готово!
>>ukr<< It's done.	Готово!
>>ukr<< It's done.	Зроблено.
>>ukr<< It's done.	Готово.
>>ukr<< It's easy.	Це легко.
>>ukr<< It's evil.	Це зло.
>>ukr<< It's fair.	Це чесно.
>>ukr<< It's fair.	Це справедливо.
>>ukr<< It's fine.	Він добрий.
>>ukr<< It's fine.	Вона добра.
>>ukr<< It's food.	Це їжа.
