>>nob<< Run!	Løp!
>>nob<< I have two cars.	Jeg har to biler.
>>nob<< I have two cats.	Jeg har to katter.
>>nob<< I like sleeping.	Jeg liker å sove.
>>nob<< I like your car.	Jeg liker bilen din.
>>nob<< I love your top.	Jeg elsker toppen din.
>>nob<< I misunderstood.	Jeg misforsto.
>>nob<< I read his book.	Jeg leste boken hans.
>>nob<< I saw Tom naked.	Jeg så Tom naken.
>>nob<< I saw the fight.	Jeg så kampen.
>>nob<< I study English.	Jeg studerer engelsk.
>>nob<< I talked to her.	Jeg snakket med henne.
>>nob<< I was a teacher.	Jeg var lærer.
>>nob<< I wasn't asleep.	Jeg sov ikke.
>>nob<< I wasn't honest.	Jeg var ikke ærlig.
>>nob<< I'm a bit crazy.	Jeg er litt gal.
>>nob<< I'm a bit crazy.	Jeg er litt gæren.
>>nob<< I'm a grown man.	Jeg er en voksen mann.
>>nob<< I'm about ready.	Jeg er nesten klar.
>>nob<< I'm color blind.	Jeg er fargeblind.
>>nob<< I'm embarrassed.	Jeg er flau.
>>nob<< I'm not a witch.	Jeg er ikke en heks.
>>nob<< I'm not finicky.	Jeg er ikke pirkete.
>>nob<< I'm not finicky.	Jeg er ikke kresen.
>>nob<< I'm very greedy.	Jeg er veldig grådig.
>>nob<< Is it important?	Er det viktig?
>>nob<< Is she a doctor?	Er hun en lege?
>>nob<< Is today Monday?	Er det mandag i dag?
>>nob<< It has happened.	Det har skjedd.
>>nob<< It might happen.	Det kan skje.
>>nob<< It's a dead end.	Det er en blindvei.
>>nob<< It's cold today.	Det er kaldt i dag.
>>nob<< It's incredible.	Det er utrolig.
>>nob<< It's just money.	Det er bare penger.
>>nob<< It's not my cat.	Det er ikke min katt.
>>nob<< It's not my cat.	Det er ikke katten min.
>>nob<< It's only money.	Det er bare penger.
>>nob<< It's pretty new.	Den er ganske ny.
>>nob<< It's time to go.	Det er på tide å gå.
>>nob<< It's time to go.	Det er tid for å gå.
>>nob<< It's warm today.	Det er varmt i dag.
>>nob<< Lemons are sour.	Sitroner er sure.
>>nob<< Let me help you.	La meg hjelpe deg.
>>nob<< Let's talk here.	La oss snakke her.
>>nob<< Look at the sky.	Se på himmelen.
>>nob<< Mary is my wife.	Maria er kona mi.
>>nob<< Merry Christmas!	God jul!
>>nob<< Might I come in?	Kan jeg komme inn?
>>nob<< Mom, I'm hungry.	Mamma, jeg er sulten.
>>nob<< My father walks.	Faren min går.
>>nob<< My shoes squeak.	Skoene mine piper.
>>nob<< My throat hurts.	Jeg har vondt i halsen min.
>>nob<< No one survived.	Ingen overlevde.
>>nob<< Nobody screamed.	Ingen skrek.
>>nob<< Nobody survived.	Ingen overlevde.
>>nob<< Open the window.	Åpne vinduet.
>>nob<< She got up late.	Hun sto opp sent.
>>nob<< She is stubborn.	Hun er sta.
>>nob<< She's assertive.	Hun er påståelig.
>>nob<< She's depressed.	Hun er deprimert.
>>nob<< She's no singer.	Hun er ingen sanger.
>>nob<< That's not mine.	Den er ikke min.
>>nob<< That's not mine.	Det er ikke mitt.
>>nob<< The car is blue.	Bilen er blå.
>>nob<< The dog is dead.	Hunden er død.
>>nob<< The dog is ours.	Hunden er våres.
>>nob<< The sky is blue.	Himmelen er blå.
>>nob<< There's so much.	Det er så mye.
>>nob<< They don't care.	De bryr seg ikke.
>>nob<< They don't help.	De hjelper ikke.
>>nob<< They drove home.	De kjørte hjem.
>>nob<< They held hands.	De holdt hverandre i hendene.
>>nob<< They hugged Tom.	De ga Tom en klem.
>>nob<< They're talking.	De snakker.
>>nob<< This is awesome.	Dette er fantastisk.
>>nob<< This isn't mine.	Dette er ikke mitt.
>>nob<< Tom bought that.	Tom kjøpte det.
>>nob<< Tom burps a lot.	Tom raper mye.
>>nob<< Tom denied that.	Tom nektet på det.
>>nob<< Tom denied this.	Tom nektet på det.
>>nob<< Tom disappeared.	Tom forsvant.
>>nob<< Tom got furious.	Tom ble rasende.
>>nob<< Tom had a knife.	Tom hadde en kniv.
>>nob<< Tom is insolent.	Tom er uforskammet.
>>nob<< Tom is laughing.	Tom ler.
>>nob<< Tom is off duty.	Tom har fri.
>>nob<< Tom is stubborn.	Tom er sta.
>>nob<< Tom is very ill.	Tom er veldig syk.
>>nob<< Tom isn't tough.	Tom er ikke tøff.
>>nob<< Tom missed Mary.	Tom savnet Mary.
>>nob<< Tom read novels.	Tom leste romaner.
>>nob<< Tom told us why.	Tom fortalte oss hvorfor.
>>nob<< Tom was my boss.	Tom var sjefen min.
>>nob<< Tom was my hero.	Tom var helten min.
>>nob<< We already know.	Det vet vi allerede.
>>nob<< We are his sons.	Vi er sønnene hans.
>>nob<< We are students.	Vi er studenter.
>>nob<< We build things.	Vi bygger ting.
>>nob<< We have bananas.	Vi har bananer.
>>nob<< We like to help.	Vi liker og hjelpe.
>>nob<< We were in love.	Vi var forelsket.
>>nob<< We were invited.	Vi var invitert.
>>nob<< We're desperate.	Vi er desperate.
>>nob<< Were you afraid?	Var du redd?
>>nob<< What do you bid?	Hva byr du?
>>nob<< What time is it?	Hvor mye er klokka?
>>nob<< What's the time?	Hvor mye er klokka?
>>nob<< When can we eat?	Når kan vi spise?
>>nob<< When will we go?	Når skal vi gå?
>>nob<< Who are you all?	Hvem er dere?
>>nob<< Who elected you?	Hvem valgte deg?
>>nob<< Why did you cry?	Hvorfor gråt du?
>>nob<< Write something.	Skriv noe.
>>nob<< You almost died.	Du døde nesten.
>>nob<< You almost died.	Dere døde nesten.
>>nob<< You cannot lose.	Du kan ikke tape.
>>nob<< You got the job.	Du fikk jobben.
>>nob<< You look strong.	Du ser sterk ut.
>>nob<< You look stupid.	Du ser dum ut.
>>nob<< You're stubborn.	Du er sta.
>>nob<< You're stubborn.	Dere er sta.
>>nob<< Your time is up.	Tiden er ute.
>>nob<< Are you sleeping?	Sover du?
>>nob<< Attention please!	Oppmerksomhet, takk!
>>nob<< Come eat with us.	Kom, spis med oss.
>>nob<< Did Tom pay, too?	Betalte Tom også?
>>nob<< Do it yourselves.	Gjør det selv.
>>nob<< Do you like beer?	Liker du øl?
>>nob<< Do you like beer?	Liker dere øl?
>>nob<< Do you live here?	Bor du her?
>>nob<< Do you need help?	Trenger du hjelp?
>>nob<< Do you need help?	Trenger dere hjelp?
>>nob<< Do you want fish?	Vil du ha fisk?
>>nob<< Do your homework.	Gjør leksene dine.
>>nob<< Don't look at me.	Ikke se på meg.
>>nob<< Enough is enough.	Nok får være nok.
>>nob<< Everyone cheered.	Alle jublet.
>>nob<< Everyone laughed.	Alle lo.
>>nob<< Have a good trip.	God tur.
>>nob<< Have a nice trip.	God tur.
>>nob<< He bent his back.	Han bøyde ryggen.
>>nob<< He can swim fast.	Han kan svømme fort.
>>nob<< He doesn't smoke.	Han røyker ikke.
>>nob<< He had no hat on.	Han hadde ikke hatt på.
>>nob<< He likes animals.	Han liker dyr.
>>nob<< He likes oranges.	Han liker appelsiner.
>>nob<< He looks his age.	Han ser like gammel ut som han er.
>>nob<< He's a biologist.	Han er biolog.
>>nob<< He's a bit drunk.	Han er litt full.
>>nob<< He's about to go.	Han skal til å gå.
>>nob<< He's about to go.	Han er i ferd med å gå.
>>nob<< He's still alive.	Han lever fortsatt.
>>nob<< Here is your bag.	Her er baggen din.
>>nob<< Hey, what's this?	Hei, hva er dette?
>>nob<< His eyes are red.	Øynene hans er røde.
>>nob<< How was the play?	Hvordan var skuespillet?
>>nob<< I also like cake.	Jeg liker også kake.
>>nob<< I am a bit crazy.	Jeg er litt gal.
>>nob<< I am a bit crazy.	Jeg er litt gæren.
>>nob<< I am eating rice.	Jeg spiser ris.
>>nob<< I am not a witch.	Jeg er ikke en heks.
>>nob<< I can bake bread.	Jeg kan bake brød.
>>nob<< I couldn't speak.	Jeg kunne ikke snakke.
>>nob<< I dislike coffee.	Jeg liker ikke kaffe.
>>nob<< I don't eat meat.	Jeg spiser ikke kjøtt.
>>nob<< I don't eat pork.	Jeg spiser ikke svinekjøtt.
>>nob<< I don't use them.	Jeg bruker dem ikke.
>>nob<< I gave Tom a hug.	Jeg ga Tom en klem.
>>nob<< I get up at 7:30.	Jeg står opp 07:30.
>>nob<< I had a flu shot.	Jeg fikk influensa-vaksine.
>>nob<< I hate chemistry.	Jeg hater kjemi.
>>nob<< I have a big dog.	Jeg har en stor hund.
>>nob<< I have questions.	Jeg har spørsmål.
>>nob<< I hope Tom is OK.	Jeg håper det går bra med Tom.
>>nob<< I know your name.	Jeg vet navnet ditt.
>>nob<< I like languages.	Jeg liker språk.
>>nob<< I like that flag.	Jeg liker det flagget.
>>nob<< I like this part.	Jeg liker denne delen.
>>nob<< I like your dogs.	Jeg liker hundene dine.
>>nob<< I live in Boston.	Jeg bor i Boston.
>>nob<< I lost my camera.	Jeg har mistet fotografiapparatet mitt.
>>nob<< I lost my camera.	Jeg har mistet fotoapparatet mitt.
>>nob<< I lost my camera.	Jeg mistet kameraet mitt.
>>nob<< I love dinosaurs.	Jeg elsker dinosaurer.
>>nob<< I made it myself.	Jeg laget det selv.
>>nob<< I must warn them.	Jeg må advare dem.
>>nob<< I need a crowbar.	Jeg trenger et brekkjern.
>>nob<< I never eat meat.	Jeg spiser aldri kjøtt.
>>nob<< I only ate bread.	Jeg spiste bare brød.
>>nob<< I play in a band.	Jeg spiller i et band.
>>nob<< I swim every day.	Jeg svømmer hver dag.
>>nob<< I want us to win.	Jeg vil at vi skal vinne.
>>nob<< I want you to go.	Jeg vil at du går.
>>nob<< I was very tired.	Jeg var veldig trøtt.
>>nob<< I wasn't careful.	Jeg var ikke forsiktig.
>>nob<< I won't be ready.	Jeg vil ikke være klar.
>>nob<< I'm a bank clerk.	Jeg er bankansatt.
>>nob<< I'm a bit chubby.	Jeg er litt lubben.
>>nob<< I'm a vegetarian.	Jeg er vegetarianer.
>>nob<< I'm an architect.	Jeg er en arkitekt.
>>nob<< I'm curious, too.	Jeg er også nysgjerrig.
>>nob<< I'm going to pay.	Jeg skal betale.
>>nob<< I'm not a doctor.	Jeg er ikke lege.
>>nob<< I'm not stubborn.	Jeg er ikke sta.
>>nob<< I'm proud of you.	Jeg er stolt av deg.
>>nob<< Is this your DVD?	Er dette din DVD?
>>nob<< Is this your car?	Er dette din bil?
>>nob<< Isn't it obvious?	Er det ikke opplagt?
>>nob<< Isn't that crazy?	Er ikke det sprøtt?
>>nob<< It gets hot here.	Det blir varmt her.
>>nob<< It happened here.	Her skjedde det.
>>nob<< It just happened.	Det har akkurat skjedd.
>>nob<< It seems obvious.	Det virker åpenbart.
>>nob<< It still happens.	Det skjer fortsatt.
>>nob<< It's a good deal.	Det er et bra tilbud.
>>nob<< It's just a game.	Det er bare et spill.
>>nob<< It's monkey meat.	Det er apekjøtt.
>>nob<< It's pretty cold.	Det er ganske kaldt.
>>nob<< Leave them alone.	La dem være alene.
>>nob<< Leave them alone.	La dem være i fred.
>>nob<< Leave this house.	Forlat dette huset.
>>nob<< Lower your voice.	Snakk lavere.
>>nob<< Make Tom go away.	Få Tom til å gå.
>>nob<< My eyes are blue.	Øynene mine er blå.
>>nob<< My feet are cold.	Jeg er kald på føttene.
>>nob<< My office is old.	Kontoret mitt er gammelt.
>>nob<< No one likes war.	Ingen liker krig.
>>nob<< No one loves war.	Ingen liker krig.
>>nob<< No one will know.	Ingen får vite noe.
>>nob<< No, it's not hot.	Nei, det er ikke varmt.
>>nob<< Nobody asked you.	Ingen spurte deg.
>>nob<< Nobody likes war.	Ingen liker krig.
>>nob<< Nobody will know.	Ingen får vite noe.
>>nob<< Nothing happened.	Ingenting skjedde.
>>nob<< Please answer me.	Vær så snill, svar meg.
>>nob<< Please answer me.	Vennligst svar meg.
>>nob<< Rome is in Italy.	Roma er i Italia.
>>nob<< Send me the bill.	Send meg regningen.
>>nob<< She is beautiful.	Hun er vakker.
>>nob<< She is mad at me.	Hun er sur på meg.
>>nob<< She is mad at me.	Hun er sint på meg.
>>nob<< She smokes a lot.	Hun røyker mye.
>>nob<< That's no secret.	Det er ikke en hemmelighet.
>>nob<< That's pointless.	Det er meningsløst.
>>nob<< The cat is black.	Katten er svart.
>>nob<< The storm abated.	Stormen roet seg.
>>nob<< There's no doubt.	Det er ingen tvil.
>>nob<< They aren't mine.	De er ikke mine.
>>nob<< They aren't rich.	De er ikke rike.
>>nob<< They got married.	De giftet seg.
>>nob<< They live nearby.	De bor i nærheten.
>>nob<< They play soccer.	De spiller fotball.
>>nob<< They're children.	De er barn.
>>nob<< They're teachers.	De er lærere.
>>nob<< This fish is big.	Denne fisken er stor.
>>nob<< This isn't a hat.	Dette er ikke en hatt.
>>nob<< Tom bent forward.	Tom bøyde seg fremover.
>>nob<< Tom died in jail.	Tom døde i fengsel.
>>nob<< Tom drinks a lot.	Tom drikker mye.
>>nob<< Tom gave me $300.	Tom ga meg 300 dollar.
>>nob<< Tom has given up.	Tom har gitt opp.
>>nob<< Tom is in danger.	Tom er i fare.
>>nob<< Tom is very cute.	Tom er veldig søt.
>>nob<< Tom isn't asleep.	Tom sover ikke.
>>nob<< Tom isn't greedy.	Tom er ikke grådig.
>>nob<< Tom likes to box.	Tom liker å bokse.
>>nob<< Tom needed water.	Tom trengte vann.
>>nob<< Tom never misses.	Tom bommer aldri.
>>nob<< Tom quit smoking.	Tom sluttet å røyke.
>>nob<< Tom sells coffee.	Tom selger kaffe.
>>nob<< Tom shops online.	Tom handler på nettet.
>>nob<< Tom should be OK.	Tom er sikkert OK.
>>nob<< Tom studies hard.	Tom studerer hardt.
>>nob<< Tom swears a lot.	Tom banner mye.
>>nob<< Tom wanted a car.	Tom ville ha en bil.
>>nob<< Tom wanted a dog.	Tom ville ha en hund.
>>nob<< Tom was cremated.	Tom ble kremert.
>>nob<< Tom was my buddy.	Tom var kameraten min.
>>nob<< Tom was stubborn.	Tom var sta.
>>nob<< Tom went bonkers.	Tom klikket.
>>nob<< Tom's dog bit me.	Hunden til Tom bet meg.
>>nob<< Tom's not asleep.	Tom sover ikke.
>>nob<< Use a calculator.	Bruk en kalkulator.
>>nob<< Walk ahead of me.	Gå først du.
>>nob<< We all have kids.	Vi har alle barn.
>>nob<< We have no water.	Vi har ikke vann.
>>nob<< We have two sons.	Vi har to sønner.
>>nob<< We were attacked.	Vi ble angrepet.
>>nob<< We've had enough.	Vi har fått nok.
>>nob<< What woke you up?	Hva vekket deg?
>>nob<< What's happening?	Hva skjer?
>>nob<< Where is my book?	Hvor er boken min?
>>nob<< Where's my brush?	Hvor er børsten min?
>>nob<< Where's room 303?	Hvor er rom 303?
>>nob<< Who wrote Hamlet?	Hvem skrev Hamlet?
>>nob<< Whose turn is it?	Hvem sin tur er det?
>>nob<< Yes, it was good.	Ja, det var bra.
>>nob<< You already paid.	Du har allerede betalt.
>>nob<< You can look now.	Du kan se nå.
>>nob<< You can stop now.	Du kan slutte nå.
>>nob<< You can't go now.	Du kan ikke dra nå.
>>nob<< You can't say no.	Du kan ikke si nei.
>>nob<< You did it again.	Du gjorde det igjen.
>>nob<< You did say that.	Du sa jo det.
>>nob<< You got the part.	Du fikk rollen.
>>nob<< You let Tom down.	Du skuffet Tom.
>>nob<< You look healthy.	Du ser sunn ut.
>>nob<< You look so pale.	Du ser så blek ut.
>>nob<< You made Tom cry.	Du fikk Tom til å grine.
>>nob<< You made me late.	Du gjorde at jeg ble sen.
>>nob<< You may be right.	Kanskje du har rett.
>>nob<< You may go there.	Du kan gå der.
>>nob<< You may quote me.	Du kan sitere meg.
>>nob<< You should sleep.	Du burde sove.
>>nob<< You should sleep.	Du bør sove.
>>nob<< You were in love.	Du var forelsket.
>>nob<< You were in love.	Dere var forelsket.
>>nob<< You're so skinny.	Du er så tynn.
>>nob<< You're the enemy.	Du er fienden.
>>nob<< You've got to go.	Du må gå.
>>nob<< You've got to go.	Du er nødt til å gå.
>>nob<< Yours was better.	Din var bedre.
>>nob<< All you do is eat.	Alt du gjør er å spise.
>>nob<< Are they American?	Er de amerikanske?
>>nob<< Are you all ready?	Er dere klar?
>>nob<< Are you all ready?	Er dere alle klare?
>>nob<< Are you inventive?	Er du oppfinnsom?
>>nob<< Can I have a bite?	Kan jeg få en bit?
>>nob<< Come into my room.	Kom til rommet mitt.
>>nob<< Crime doesn't pay.	Forbrytelser lønner seg ikke.
>>nob<< Do you have a pen?	Har du en penn?
>>nob<< Do you like music?	Liker du musikk?
>>nob<< Do you live there?	Bor du der?
>>nob<< Do you want proof?	Vil du ha bevis?
>>nob<< Do you want proof?	Vil dere ha bevis?
>>nob<< Does she know you?	Kjenner hun deg?
>>nob<< Don't be like Tom.	Ikke vær som Tom.
>>nob<< Don't be stubborn.	Ikke vær sta.
>>nob<< Don't repeat that.	Ikke gjenta det.
>>nob<< Everybody laughed.	Alle lo.
>>nob<< Everyone is ready.	Alle er klare.
>>nob<< Everyone screamed.	Alle skrek.
>>nob<< Exercise outdoors.	Tren ute.
>>nob<< Give me that book.	Gi meg den boken.
>>nob<< He does not smoke.	Han røyker ikke.
>>nob<< He had no coat on.	Han hadde ikke frakk på.
>>nob<< He has a cold now.	Han er forkjølt nå.
>>nob<< He has three sons.	Han har tre sønner.
>>nob<< He is still alive.	Han lever fortsatt.
>>nob<< He lives in Osaka.	Han bor i Osaka.
>>nob<< He ordered a beer.	Han bestilte en øl.
>>nob<< He talks too fast.	Han snakker for fort.
>>nob<< How are you doing?	Hvordan går det?
>>nob<< How should I know?	Hvordan kunne jeg vite det?
>>nob<< I am a lonely man.	Jeg er en ensom mann.
>>nob<< I called the cops.	Jeg ringte politiet.
>>nob<< I did this myself.	Jeg gjorde dette selv.
>>nob<< I do need a drink.	Jeg trenger en drink.
>>nob<< I don't blame you.	Jeg klandrer deg ikke.
>>nob<< I don't blame you.	Jeg bebreider deg ikke.
>>nob<< I enjoy what I do.	Jeg liker det jeg gjør.
>>nob<< I found that here.	Jeg fant den her.
>>nob<< I found that here.	Jeg fant det her.
>>nob<< I found the money.	Jeg fant pengene.
>>nob<< I have a daughter.	Jeg har en datter.
>>nob<< I have a good job.	Jeg har en god jobb.
>>nob<< I have an old car.	Jeg har en gammel bil.
>>nob<< I know everything.	Jeg vet alt.
>>nob<< I know many women.	Jeg kjenner mange kvinner.
>>nob<< I like it in here.	Jeg koser meg her inne.
>>nob<< I like short hair.	Jeg liker kort hår.
>>nob<< I like these hats.	Jeg liker disse hattene.
>>nob<< I miss my friends.	Jeg savner mine venner.
>>nob<< I miss this place.	Jeg savnet dette stedet.
>>nob<< I need some paper.	Jeg trenger papir.
>>nob<< I need some sleep.	Jeg trenger litt søvn.
>>nob<< I need some sugar.	Jeg trenger litt sukker.
>>nob<< I need warm water.	Jeg trenger varmt vann.
>>nob<< I refused to talk.	Jeg nektet å snakke.
>>nob<< I saw your father.	Jeg så faren deres.
>>nob<< I still need time.	Jeg trenger fremdeles tid.
>>nob<< I teach geography.	Jeg underviser geografi.
>>nob<< I want some money.	Jeg vil ha litt penger.
>>nob<< I want to be safe.	Jeg vil være trygg.
>>nob<< I wanted a jacket.	Jeg ville ha en jakke.
>>nob<< I was just joking.	Jeg bare tulla.
>>nob<< I was just joking.	Jeg bare kødda.
>>nob<< I was tired today.	Jeg var sliten i dag.
>>nob<< I wish I was dead.	Jeg skulle ønske jeg var død!
>>nob<< I'll be back soon.	Jeg er straks tilbake.
>>nob<< I'll be back soon.	Jeg er snart tilbake.
>>nob<< I'll pay the bill.	Jeg tar regningen.
>>nob<< I'm Canadian, too.	Jeg er kanadisk også.
>>nob<< I'm able to speak.	Jeg kan snakke.
>>nob<< I'm already bored.	Jeg kjeder meg allerede.
>>nob<< I'm bad at sports.	Jeg er ikke flink i sport.
>>nob<< I'm not convinced.	Jeg er ikke overbevist.
>>nob<< I'm not easygoing.	Jeg er ikke omgjengelig.
>>nob<< I'm not giving up.	Jeg beliter meg ikke!
>>nob<< I'm sick of lying.	Jeg er lei av å lyge.
>>nob<< I'm very stubborn.	Jeg er veldig sta.
>>nob<< I've bought a car.	Jeg har kjøpt en bil.
>>nob<< Is that your goal?	Er det målet ditt?
>>nob<< Is this seat free?	Er dette setet ledig?
>>nob<< Is this your bike?	Er dette din sykkel?
>>nob<< It cannot be true.	Det kan ikke være sant.
>>nob<< It happened again.	Det skjedde igjen.
>>nob<< It happened today.	I dag skjedde det.
>>nob<< It isn't a secret.	Det er ikke en hemmelighet.
>>nob<< It makes no sense.	Det gir ikke mening.
>>nob<< It was warm today.	Det var varmt i dag.
>>nob<< It's a long story.	Det er en lang historie.
>>nob<< It's all my fault.	Alt er min skyld.
>>nob<< It's an ugly flag.	Det er et stygt flagg.
>>nob<< It's not a secret.	Det er ikke en hemmelighet.
>>nob<< It's not my fault.	Det er ikke min feil.
>>nob<< It's not the same.	Det er ikke det samme.
>>nob<< It's unbelievable.	Det er utrolig.
>>nob<< Keep away from me.	Hold deg unna meg.
>>nob<< Let me have a sip.	La meg ta en slurk.
>>nob<< Look at the girls.	Se på jentene.
>>nob<< Mary has big eyes.	Maria har store øyer.
>>nob<< My bag was stolen.	Bagen min ble stjålet.
>>nob<< My eyes are itchy.	Øynene mine klør.
>>nob<< My hands are cold.	Jeg er kald på hendene.
>>nob<< My horse is black.	Hesten min er svart.
>>nob<< Please keep quiet.	Vennligst vær stille.
>>nob<< She began to sing.	Hun begynte å synge.
>>nob<< She's unconscious.	Hun er bevistløs.
>>nob<< Solve the problem.	Løs problemet.
>>nob<< Stay here with me.	Bli her med meg.
>>nob<< Tell me the truth.	Fortell meg sannheten.
>>nob<< Thank you so much.	Takk så mye.
>>nob<< Thank you so much.	Tusen takk.
>>nob<< That cup is yours.	Den koppen er din.
>>nob<< That house is big.	Det huset er stort.
>>nob<< That won't happen.	Det vil ikke skje.
>>nob<< That's our castle.	Det er slottet vårt.
>>nob<< The bath is ready.	Badekaret er klart.
>>nob<< The bus is coming.	Bussen kommer.
>>nob<< The dog went away.	Hunden gikk sin vei.
>>nob<< The sun is a star.	Solen er en stjerne.
>>nob<< The water is good.	Vannet er godt.
>>nob<< They are teachers.	De er lærere.
>>nob<< This book will do.	Denne boken duger.
>>nob<< This is my advice.	Dette er mitt råd.
>>nob<< This isn't a pipe.	Dette er ikke ei pipe.
>>nob<< This lake is deep.	Denne sjøen er dyp.
>>nob<< Tom brought a pie.	Tom tok med en pai.
>>nob<< Tom came after me.	Tom kommer etter meg.
>>nob<< Tom did a bad job.	Tom gjorde en dårlig jobb.
>>nob<< Tom didn't see me.	Tom så meg ikke.
>>nob<< Tom didn't see us.	Tom så oss ikke.
>>nob<< Tom died that day.	Tom døde den dagen.
>>nob<< Tom drove the car.	Tom kjørte bilen.
>>nob<< Tom had blue eyes.	Tom hadde blå øyne.
>>nob<< Tom has a harpoon.	Tom har en harpun.
>>nob<< Tom is an athlete.	Tom er en atlet.
>>nob<< Tom is doing that.	Tom gjør det.
>>nob<< Tom is dozing off.	Tom holder på å sovne.
>>nob<< Tom is going home.	Tom skal hjem.
>>nob<< Tom is going home.	Tom er på vei hjem.
>>nob<< Tom is infuriated.	Tom er rasende.
>>nob<< Tom is very quiet.	Tom er veldig stille.
>>nob<< Tom is vulnerable.	Tom er sårbar.
>>nob<< Tom kept his cool.	Tom holdt hodet kaldt.
>>nob<< Tom likes to bowl.	Tom liker å bowle.
>>nob<< Tom likes to fish.	Tom liker å fiske.
>>nob<< Tom looked lonely.	Tom så ensom ut.
>>nob<< Tom misses Boston.	Tom savner Boston.
>>nob<< Tom needs a favor.	Tom trenger en tjeneste.
>>nob<< Tom showed us how.	Tom viste oss hvordan.
>>nob<< Tom wants to stay.	Tom vil bli.
>>nob<< Tom was held down.	Tom ble holdt nede.
>>nob<< Tom wasn't greedy.	Tom var ikke grådig.
>>nob<< Tom's car's dirty.	Tom sin bil er skitten.
>>nob<< Tom's face is red.	Toms ansikt er rødt.
>>nob<< We get along well.	Vi kommer godt overens.
>>nob<< We know who he is.	Vi vet hvem han er.
>>nob<< We must warn them.	Vi må advare dem.
>>nob<< We panicked a bit.	Vi fikk litt panikk.
