>>mar<< Go.	जा.
>>mar<< I see them.	मी त्यांना पाहते.
>>mar<< I shot Tom.	मी टॉमला गोळी मारली.
>>mar<< I want Tom.	मला टॉम हवाय.
>>mar<< I want Tom.	मला टॉम हवे आहेत.
>>mar<< I want tea.	मला चहा हवा आहे.
>>mar<< I want you.	मला तुम्ही हवे आहात.
>>mar<< I want you.	मला तू हवा आहेस.
>>mar<< I want you.	मला तू हवी आहेस.
>>mar<< I was good.	मी चांगला होतो.
>>mar<< I was good.	मी चांगली होते.
>>mar<< I was home.	मी घरी होतो.
>>mar<< I was home.	मी घरी होते.
>>mar<< I was late.	मला उशीर झाला होता.
>>mar<< I was sick.	मी आजारी होतो.
>>mar<< I was sick.	मी आजारी होते.
>>mar<< I work out.	मी व्यायाम करतो.
>>mar<< I work out.	मी व्यायाम करते.
>>mar<< I'll leave.	मी निघेन.
>>mar<< I'll start.	मी सुरुवात करेन.
>>mar<< I'll start.	मी सुरुवात करतो.
>>mar<< I'll start.	मी सुरुवात करते.
>>mar<< I'm 30 now.	मी आता ३० वर्षांचा आहे.
>>mar<< I'm 30 now.	मी आता ३० वर्षांची आहे.
>>mar<< I'm a liar.	मी खोटारडा आहे.
>>mar<< I'm a liar.	मी खोटारडी आहे.
>>mar<< I'm a poet.	मी कवी आहे.
>>mar<< I'm coming.	मी येतोय.
>>mar<< I'm coming.	मी येतेय.
>>mar<< I'm faster.	मी जास्त वेगवान आहे.
>>mar<< I'm hungry!	मला भूक लागली आहे!
>>mar<< I'm hungry.	मला भूक लागली आहे.
>>mar<< I'm scared.	मी घाबरलोय.
>>mar<< I'm scared.	मी घाबरले आहे.
>>mar<< I'm sleepy!	मला झोप आली आहे!
>>mar<< I'm so fat.	मी किती जाडा आहे.
>>mar<< I'm so fat.	मी किती जाडी आहे.
>>mar<< I'm trying.	मी प्रयत्न करतोय.
>>mar<< I'm trying.	मी प्रयत्न करतेय.
>>mar<< Is Tom big?	टॉम मोठा आहे का?
>>mar<< Is he tall?	तो उंच आहे का?
>>mar<< Is he tall?	ते उंच आहेत का?
>>mar<< Is it done?	झालंय का?
>>mar<< Is it free?	फुकटात आहे का?
>>mar<< Is it free?	मुक्त आहे का?
>>mar<< Is it hard?	कठीण आहे का?
>>mar<< Is it here?	इथे आहे का?
>>mar<< Is it nice?	चांगलं आहे का?
>>mar<< Is it real?	खरं आहे का?
>>mar<< Is it time?	वेळ झाला आहे का?
>>mar<< Is it true?	खरं आहे का?
>>mar<< Is that so?	असं का?
>>mar<< Is this it?	हेच का?
>>mar<< Is this it?	एवढच का?
>>mar<< Is this it?	हेच आहे का?
>>mar<< Is this it?	एवढच आहे का?
>>mar<< It is 7:45.	७:४५ वाजले आहेत.
>>mar<< It was big.	मोठं होतं.
>>mar<< It was big.	मोठा होता.
>>mar<< It was big.	मोठी होती.
>>mar<< It'll burn.	जळेल.
>>mar<< It's alive.	जिवंत आहे.
>>mar<< It's my CD.	माझी सीडी आहे.
>>mar<< It's my CD.	ती माझी सीडी आहे.
>>mar<< It's night.	रात्र आहे.
>>mar<< It's ready.	तयार आहे.
>>mar<< It's sweet.	गोड आहे.
>>mar<< It's white.	सफेद आहे.
>>mar<< It's white.	पांढरं आहे.
>>mar<< It's white.	पांढरा आहे.
>>mar<< It's white.	पांढरी आहे.
>>mar<< It's yours.	तुझंय.
>>mar<< It's yours.	तुझं आहे.
>>mar<< It's yours.	तुमचं आहे.
>>mar<< It's yours.	आपलंच आहे.
>>mar<< Jesus wept.	येशू रडला.
>>mar<< Keep quiet!	शांत हो!
>>mar<< Keep quiet!	शांत व्हा!
>>mar<< Keep quiet!	शांत राहा!
>>mar<< Keep quiet.	शांत हो.
>>mar<< Keep quiet.	शांत व्हा.
>>mar<< Keep quiet.	शांत राहा.
>>mar<< Let Tom go.	टॉमला सोड.
>>mar<< Let Tom go.	टॉमला सोडा.
>>mar<< Let Tom go.	टॉमला जाऊ दे.
>>mar<< Let Tom go.	टॉमला जाऊ द्या.
>>mar<< Let Tom in.	टॉमला आत येऊ दे.
>>mar<< Let Tom in.	टॉमला आत येऊ द्या.
>>mar<< Let him go!	सोडा त्याला!
>>mar<< Let him go!	सोडा त्यांना!
>>mar<< Let me die.	मला मरू दे.
>>mar<< Let me die.	मला मरू द्या.
>>mar<< Let me see.	मला बघू दे.
>>mar<< Let me see.	मला बघू द्या.
>>mar<< Let's chat.	गप्पा मारूया.
>>mar<< Let's kiss.	किस करूया.
>>mar<< Let's sing.	गाऊया.
>>mar<< Let's talk.	बोलूया.
>>mar<< Look again.	परत बघ.
>>mar<< Look again.	परत बघा.
>>mar<< Look ahead.	पुढे बघ.
>>mar<< Look ahead.	समोर बघ.
>>mar<< Look ahead.	समोर बघा.
>>mar<< Look at me.	माझ्याकडे बघ.
>>mar<< Look at me.	माझ्याकडे बघा.
>>mar<< Look there.	तिथे बघ.
>>mar<< Look there.	तिथे बघा.
>>mar<< Love lasts.	प्रेम टिकतं.
>>mar<< Never mind!	सोडा!
>>mar<< Never mind!	सोड!
>>mar<< Never mind!	जाऊ दे!
>>mar<< Never mind!	जाऊ द्या!
>>mar<< No one ran.	कोणीही धावलं नाही.
>>mar<< Now try it.	आता करून बघ.
>>mar<< Now try it.	आता करून बघा.
>>mar<< Quiet down.	शांत हो.
>>mar<< Quiet down.	शांत व्हा.
>>mar<< She is old.	ती म्हातारी आहे.
>>mar<< She is old.	ती वयस्कर आहे.
>>mar<< Smell this.	याचा वास घे.
>>mar<< Smell this.	याचा वास घ्या.
>>mar<< Stand back!	पाठी हो!
>>mar<< Stand back!	पाठी व्हा!
>>mar<< Start here.	इथून सुरुवात कर.
>>mar<< Start here.	इथून सुरू कर.
>>mar<< Start here.	इथून सुरूवात करा.
>>mar<< Start here.	इथून सुरू करा.
>>mar<< Start here.	इथे सुरू कर.
>>mar<< Start here.	इथे सुरू करा.
>>mar<< Stay alert.	जागृत रहा.
>>mar<< Stay alert.	जागृत रहावे.
>>mar<< Stay still.	स्थिर रहा.
>>mar<< Step aside.	बाजूला व्हा!
>>mar<< Step aside.	बाजूला हो!
>>mar<< Study hard.	मेहनतीने अभ्यास कर.
>>mar<< Study hard.	मेहनतीने अभ्यास करा.
>>mar<< Take a bus.	बस पकड.
>>mar<< Take a bus.	बस पकडा.
>>mar<< Take a bus.	एखादी बस पकड.
>>mar<< Take these.	हे घे.
>>mar<< Take these.	हे घ्या.
>>mar<< Take these.	ह्या घे.
>>mar<< Take these.	ह्या घ्या.
>>mar<< Talk to me.	बोल माझ्याशी.
>>mar<< Talk to us.	आमच्याबरोबर बोल.
>>mar<< Taste this.	याची चव घे.
>>mar<< Taste this.	याची चव घ्या.
>>mar<< That a boy!	शाब्बास!
>>mar<< That's Tom.	तो टॉम आहे.
>>mar<< That's Tom.	तो टॉम.
>>mar<< That's tea.	तो चहा आहे.
>>mar<< That's wet.	ते ओलं आहे.
>>mar<< They stood.	त्या उभ्या राहिल्या.
>>mar<< They stood.	ते उभे राहिले.
>>mar<< They tried.	त्यांनी प्रयत्न केला.
>>mar<< This is me.	हा मी.
>>mar<< This is me.	ही मी.
>>mar<< Time is up.	वेळ समाप्त.
>>mar<< Time is up.	वेळ संपली.
>>mar<< Tom bit me.	टॉमने मला चावलं.
>>mar<< Tom burped.	टॉमने ढेकर दिला.
>>mar<< Tom called.	टॉमने फोन केला.
>>mar<< Tom called.	टॉमने बोलवले.
>>mar<< Tom danced.	टॉम नाचला.
>>mar<< Tom drinks.	टॉम पितो.
>>mar<< Tom failed.	टॉम अपयशी ठरला.
>>mar<< Tom failed.	टॉम फेल झाला.
>>mar<< Tom forgot.	टॉम विसरला.
>>mar<< Tom fought.	टॉम लढला.
>>mar<< Tom got it.	टॉमला समजलं.
>>mar<< Tom got it.	टॉमला मिळालं.
>>mar<< Tom has it.	टॉमकडे आहे.
>>mar<< Tom helped.	टॉमने मदत केली.
>>mar<< Tom is fat.	टॉम जाडा आहे.
>>mar<< Tom is ill.	टॉम आजारी आहे.
>>mar<< Tom is out.	टॉम बाहेर आहे.
>>mar<< Tom is out.	टॉम आउट झाला आहे.
>>mar<< Tom jumped.	टॉमने उडी मारली.
>>mar<< Tom looked.	टॉमने बघितलं.
>>mar<< Tom met me.	टॉमला मी भेटलो.
>>mar<< Tom met me.	टॉमला मी भेटले.
>>mar<< Tom moaned.	टॉम कण्हला.
>>mar<< Tom phoned.	टॉमने फोन केला.
>>mar<< Tom saw me.	टॉमने मला पाहिलं.
>>mar<< Tom saw me.	टॉमने मला बघितलं.
>>mar<< Tom shaved.	टॉमने दाढी केली.
>>mar<< Tom snores.	टॉम घोरतो.
>>mar<< Tom talked.	टॉम बोलला.
>>mar<< Tom waited.	टॉम थांबला.
>>mar<< Tom waited.	टॉमने वाट पाहिली.
>>mar<< Tom yawned.	टॉमने आळस दिली.
>>mar<< Tom yelled.	टॉम ओरडला.
>>mar<< Tom'll die.	टॉम मरेल.
>>mar<< Tom's deaf.	टॉम बहिरा आहे.
>>mar<< Tom's sick.	टॉम आजारी आहे.
>>mar<< Tom's ugly.	टॉम कुरूप आहे.
>>mar<< Turn right.	उजवीकडे वळ.
>>mar<< Turn right.	उजवीकडे वळा.
>>mar<< Watch this.	हे बघ.
>>mar<< Watch this.	हे बघा.
>>mar<< We are men.	आम्ही माणसं आहोत.
>>mar<< We are men.	आपण माणसं आहोत.
>>mar<< We had fun.	आम्ही मजा केली.
>>mar<< We had fun.	आपण मजा केली.
>>mar<< We laughed.	आम्ही हसलो.
>>mar<< We laughed.	आपण हसलो.
>>mar<< We like it.	आम्हाला आवडतं.
>>mar<< We like it.	आम्हाला आवडते.
>>mar<< We like it.	आम्हाला आवडतो.
>>mar<< We like it.	आपल्याला आवडतं.
>>mar<< We like it.	आपल्याला आवडतो.
>>mar<< We like it.	आपल्याला आवडती.
>>mar<< We want it.	आम्हाला ते हवं आहे.
>>mar<< We want it.	आम्हाला हवं आहे.
>>mar<< We want it.	आपल्याला ते हवं आहे.
>>mar<< We'll help.	आम्ही मदत करू.
>>mar<< We'll help.	आपण मदत करू.
>>mar<< We'll sing.	आम्ही गाऊ.
>>mar<< We'll sing.	आपण गाऊ.
>>mar<< We'll wait.	आम्ही थांबू.
>>mar<< We'll wait.	आपण थांबू.
>>mar<< We'll work.	आम्ही काम करू.
>>mar<< We're back.	आम्ही परत आलो आहोत.
>>mar<< We're back.	आपण परत आलो आहोत.
>>mar<< We're boys.	आम्ही मुलं आहोत.
>>mar<< We're boys.	आपण मुलं आहोत.
>>mar<< We're fine.	आम्ही बरे आहोत.
>>mar<< We're fine.	आपण बरे आहोत.
>>mar<< We're fine.	आम्ही बर्‍या आहोत.
>>mar<< We're fine.	आपण बर्‍या आहोत.
>>mar<< Where am I?	मी कुठे आहे?
>>mar<< Who are we?	आपण कोण आहोत?
>>mar<< Who are we?	आम्ही कोण आहोत?
>>mar<< Who did it?	कोणी केलं?
>>mar<< Who has it?	कोणाकडे आहे?
>>mar<< Who has it?	ते कोणाकडे आहे?
>>mar<< Who is Tom?	टॉम कोण आहे?
>>mar<< Who is she?	ती कोण आहे?
>>mar<< Who is she?	त्या कोण आहेत?
>>mar<< Who phoned?	कोणी फोन केला?
>>mar<< Who talked?	कोण बोललं?
>>mar<< Who was he?	तो कोण होता?
>>mar<< Who was he?	ते कोण होते?
>>mar<< Who was it?	कोण होतं?
>>mar<< Who yelled?	कोण ओरडलं?
>>mar<< Who's here?	कोण आहे इथे?
>>mar<< Who's that?	ती कोण आहे?
>>mar<< Who's that?	तो कोण?
>>mar<< Who's that?	ते कोण?
>>mar<< Who's that?	ती कोण?
>>mar<< Who's that?	तो कोण आहे?
>>mar<< Who's that?	ते कोण आहेत?
>>mar<< Wood burns.	लाकुड जळतं.
>>mar<< You decide.	तुम्हीच ठरवा.
>>mar<< You decide.	तूच ठरव.
>>mar<< You decide.	तुम्ही ठरवा.
>>mar<< You decide.	तू ठरव.
>>mar<< You may go.	तुम्ही जाऊ शकता.
>>mar<< You may go.	तू जाऊ शकतोस.
>>mar<< You may go.	तुम्ही निघू शकता.
>>mar<< You may go.	तू जाऊ शकतेस.
>>mar<< You've won.	तू जिंकला आहेस.
>>mar<< You've won.	तू जिंकली आहेस.
>>mar<< You've won.	तुम्ही जिंकला आहात.
>>mar<< Anyone home?	घरी कोणी आहे का?
>>mar<< Anyone hurt?	कोणाला लागलं का?
>>mar<< Are we done?	झालंय का?
>>mar<< Are you Tom?	तू टॉम आहेस का?
