>>dan<< Go.	Gå!
>>dan<< I'm wounded.	Jeg er såret.
>>dan<< Is Tom here?	Er Tom her?
>>dan<< Is it a fox?	Er det en ræv?
>>dan<< Is it clean?	Er det rent?
>>dan<< Is it white?	Er den hvid?
>>dan<< Is it yours?	Er det din?
>>dan<< Is it yours?	Er det jeres?
>>dan<< Is that all?	Er det alt?
>>dan<< It can't be!	Umuligt!
>>dan<< It is foggy.	Det er tåget.
>>dan<< It is there.	Den er der.
>>dan<< It was dark.	Det var mørkt.
>>dan<< It's Monday.	Det er mandag.
>>dan<< It's a joke.	Det er en joke.
>>dan<< It's a leak.	Det er en lækage.
>>dan<< It's a leak.	Det er en læk.
>>dan<< It's a pity.	Det er en skam.
>>dan<< It's a snap.	Det er en let sag.
>>dan<< It's a snap.	Det er ingen sag.
>>dan<< It's absurd.	Det er absurd.
>>dan<< It's autumn.	Det er efterår.
>>dan<< It's boring.	Det her er kedeligt.
>>dan<< It's cloudy.	Det er skyet.
>>dan<< It's secret.	Det er hemmeligt.
>>dan<< It's simple.	Det er simpelt.
>>dan<< It's stormy.	Det stormer.
>>dan<< Let me help.	Lad mig hjælpe til.
>>dan<< Let me live.	Lad mig leve.
>>dan<< Let's begin.	Lad os begynde.
>>dan<< Let's begin.	Lad os gå i gang.
>>dan<< Let's drink.	Lad os få noget at drikke.
>>dan<< Let's go in.	Lad os gå ind.
>>dan<< Let's split.	Lad os skride!
>>dan<< Life is fun.	Livet er sjovt.
>>dan<< Life is fun.	Livet er morsomt.
>>dan<< Life is fun.	Livet er skægt.
>>dan<< Lunch is on.	Frokosten er klar.
>>dan<< No means no.	Nej betyder nej.
>>dan<< Nobody lied.	Ingen løj.
>>dan<< OK, you win.	OK, du vinder.
>>dan<< OK, you win.	O.k., du vinder.
>>dan<< OK, you win.	Ok, du vinder.
>>dan<< OK, you win.	OK, I vinder.
>>dan<< OK, you win.	O.k., I vinder.
>>dan<< OK, you win.	Ok, I vinder.
>>dan<< Plants grow.	Planter vokser.
>>dan<< Plants grow.	Planter gror.
>>dan<< Please clap.	Værsgo at klappe!
>>dan<< Pray for me.	Bed for mig!
>>dan<< Put this on.	Tag den her på.
>>dan<< Send Tom up.	Send Tom op.
>>dan<< She hit him.	Hun slog ham.
>>dan<< She is dead.	Hun er død.
>>dan<< She's a dog.	Hun er en grimrian.
>>dan<< She's a fox.	Hun er en sild.
>>dan<< Take a bite.	Tag en bid!
>>dan<< Take a look.	Tag et kig.
>>dan<< Take a rest.	Tag et hvil!
>>dan<< Take a rest.	Hvil dig lidt.
>>dan<< Take a seat.	Sid ned!
>>dan<< Take a seat.	Sæt jer!
>>dan<< Take a seat.	Tag plads!
>>dan<< Take a walk.	Gå en tur.
>>dan<< Take it all.	Tag det hele.
>>dan<< Take my car.	Tag min bil.
>>dan<< Talk slower.	Tal langsommere.
>>dan<< That's cool.	Det er cool.
>>dan<< That's free.	Det er gratis.
>>dan<< That's mine.	Det er mit.
>>dan<< That's true.	Det passer.
>>dan<< That's true.	Det er sandt.
>>dan<< That's true.	Det stemmer.
>>dan<< The TV's on.	Tv'et er tændt.
>>dan<< The TV's on.	Fjernsynet er tændt.
>>dan<< The dog ran.	Hunden løb.
>>dan<< They smiled.	De smilede.
>>dan<< They smiled.	De smilte.
>>dan<< Tom blushed.	Tom rødmede.
>>dan<< Tom did lie.	Tom løj jo.
>>dan<< Tom is cool.	Tom er cool.
>>dan<< Tom is dead.	Tom er død.
>>dan<< Tom is deaf.	Tom er døv.
>>dan<< Tom is here.	Tom er her.
>>dan<< Tom is poor.	Thomas er fattig.
>>dan<< Tom is rich.	Tom er rig.
>>dan<< Tom is sick.	Tom er syg.
>>dan<< Tom is tall.	Tom er høj.
>>dan<< Tom is vain.	Tom er indbildsk.
>>dan<< Tom laughed.	Tom lo.
>>dan<< Tom mumbled.	Tom mumlede.
>>dan<< Tom said no.	Tom sagde nej.
>>dan<< Tom saw him.	Tom så ham.
>>dan<< Tom teaches.	Tom underviser.
>>dan<< Tom was big.	Tom var stor.
>>dan<< Tom'll call.	Tom vil ringe.
>>dan<< Tom's alive.	Tom er i live.
>>dan<< Tom's alive.	Tom lever.
>>dan<< Tom's alive.	Tom er levende.
>>dan<< Tom's alone.	Tom er alene.
>>dan<< Tom's drunk.	Tom er beruset.
>>dan<< Tom's drunk.	Tom er fuld.
>>dan<< Vote for me!	Stem på mig!
>>dan<< War is evil.	Krig er ondskab.
>>dan<< War is hell.	Krig er et helvede.
>>dan<< We ate eggs.	Vi spiste æg.
>>dan<< We hate Tom.	Vi hader Tom.
>>dan<< We just met.	Vi har lige mødt hinanden.
>>dan<< We know you.	Vi kender dig.
>>dan<< We know you.	Vi kender jer.
>>dan<< We like him.	Vi kan lide ham.
>>dan<< We're clean.	Vi er rene.
>>dan<< We're smart.	Vi er kloge.
>>dan<< We're sorry.	Vi beklager.
>>dan<< We're tired.	Vi er trætte.
>>dan<< We're twins.	Vi er tvillinger.
>>dan<< What a game!	Sikke et spil!
>>dan<< What a joke!	Sikke en joke!
>>dan<< What a pity!	Sikke en skam!
>>dan<< What is art?	Hvad er kunst?
>>dan<< What's next?	Hvad kommer der derefter?
>>dan<< What's that?	Hvad er det?
>>dan<< Where is he?	Hvor er han?
>>dan<< Where's Tom?	Hvor er Tom?
>>dan<< Who are you?	Hvem er du?
>>dan<< Who saw you?	Hvem så jer?
>>dan<< Who's tired?	Hvem er træt?
>>dan<< Write to me.	Skriv til mig!
>>dan<< Yes, I know.	Ja, jeg ved det.
>>dan<< You are big.	Du er stor.
>>dan<< You know me.	Du kender mig.
>>dan<< You're here.	Du er her.
>>dan<< You're late.	I kommer for sent.
>>dan<< You're lazy.	Du er doven.
>>dan<< You're lazy.	I er dovne.
>>dan<< You're safe.	Du er i sikkerhed.
>>dan<< You're sick!	Du er syg!
>>dan<< You're sick.	Du er syg!
>>dan<< Are you busy?	Er du optaget?
>>dan<< Are you hurt?	Er du kommet til skade?
>>dan<< Are you hurt?	Er du såret?
>>dan<< Are you lame?	Er du lam?
>>dan<< Are you lost?	Er du faret vild?
>>dan<< Are you nuts?	Er du gal?
>>dan<< Are you nuts?	Er du skør?
>>dan<< Are you safe?	Er du i sikkerhed?
>>dan<< Are you safe?	Er I i sikkerhed?
>>dan<< Are you sure?	Er du sikker?
>>dan<< Are you sure?	Er I sikre?
>>dan<< Ask properly.	Spørg ordentligt!
>>dan<< Avoid danger.	Undgå fare.
>>dan<< Be merciless.	Vær skånselsløs!
>>dan<< Blood is red.	Blod er rødt.
>>dan<< Call a nurse.	Tilkald en sygeplejerske.
>>dan<< Can Tom sing?	Kan Tom synge?
>>dan<< Can you swim?	Kan du svømme?
>>dan<< Can you wait?	Kan du vente?
>>dan<< Come at noon.	Kom ved middagstid.
>>dan<< Come at once.	Kom med det samme.
>>dan<< Come on, Tom.	Kom nu, Tom!
>>dan<< Come with me.	Kom med mig!
>>dan<< Come with me.	Kom med mig.
>>dan<< Deal with it.	Affind dig med det.
>>dan<< Deal with it.	Tag dig af det!
>>dan<< Did Tom call?	Har Tom ringet?
>>dan<< Did you help?	Hjalp du?
>>dan<< Do you smoke?	Ryger du?
>>dan<< Do your best!	Gør dit bedste!
>>dan<< Do your best!	Gør det så godt du kan!
>>dan<< Do your best.	Gør dit bedste!
>>dan<< Do your duty.	Gør dit arbejde.
>>dan<< Does it work?	Virker det?
>>dan<< Don't say no.	Sig ikke nej.
>>dan<< Drink slowly.	Drik langsomt!
>>dan<< Feed the dog.	Fodr hunden.
>>dan<< Feed the dog.	Giv hunden mad.
>>dan<< Find the cat.	Find katten.
>>dan<< Ghosts exist.	Spøgelser eksisterer.
>>dan<< Ghosts exist.	Der findes spøgelser.
>>dan<< Give me time.	Giv mig tid.
>>dan<< Go away, Tom.	Gå væk, Tom!
>>dan<< Go for broke!	Giv den hele armen!
>>dan<< Go for broke!	Sæt alt på ét bræt!
>>dan<< Go to school.	Gå i skole!
>>dan<< Go with them.	Følg med dem.
>>dan<< Go with them.	Gå med dem.
>>dan<< Good evening.	Godaften!
>>dan<< Good morning.	Godmorgen!
>>dan<< Good morning.	Godmorgen.
>>dan<< Happy Easter!	God påske!
>>dan<< Happy Easter!	Glædelig påske!
>>dan<< Have a drink.	Tag en drink.
>>dan<< He avoids me.	Han undgår mig.
>>dan<< He denied it.	Han benægtede det.
>>dan<< He got angry.	Han blev vred.
>>dan<< He had a dog.	Han havde en hund.
>>dan<< He has a car.	Han har bil.
>>dan<< He has a car.	Han har en bil.
>>dan<< He has a dog.	Han har en hund.
>>dan<< He is a poet.	Han er digter.
>>dan<< He is eating.	Han er ved at spise.
>>dan<< He is eating.	Han spiser.
>>dan<< He likes tea.	Han synes godt om te.
>>dan<< He loved her.	Han elskede hende.
>>dan<< He must come.	Han skal komme.
>>dan<< He seems ill.	Han ser syg ud.
>>dan<< He went away.	Han gik sin vej.
>>dan<< He's a goner.	Han er en færdig mand.
>>dan<< Here you are.	Værsgo.
>>dan<< How dare you!	Hvor vover du!
>>dan<< How horrible!	Hvor skrækkeligt!
>>dan<< How horrible!	Hvor forfærdeligt!
>>dan<< How horrible!	Det er forfærdeligt.
>>dan<< How horrible!	Det er skrækkeligt.
>>dan<< How horrible!	Hvor er det forfærdeligt.
>>dan<< How's school?	Hvordan går det i skolen?
>>dan<< Hug me tight.	Giv mig et kram!
>>dan<< Hug me tight.	Giv mig et stort kram!
>>dan<< Hug me tight.	Giv mig et stort knus!
>>dan<< I am Chinese.	Jeg er kineser.
>>dan<< I am Chinese.	Jeg er en kineser.
>>dan<< I am at home.	Jeg er hjemme.
>>dan<< I am curious.	Jeg er nysgerrig.
>>dan<< I ate apples.	Jeg spiste æbler.
>>dan<< I bribed Tom.	Jeg bestak Tom.
>>dan<< I can't help.	Jeg kan ikke hjælpe.
>>dan<< I can't sing.	Jeg kan ikke synge.
>>dan<< I don't care.	Det er mig lige meget.
>>dan<< I don't care.	Jeg er ligeglad.
>>dan<< I don't care.	Det blæser jeg på.
>>dan<< I don't know.	Det ved jeg ikke.
>>dan<< I don't know.	Jeg ved ikke.
>>dan<< I don't know.	Jeg ved det ikke.
>>dan<< I don't read.	Jeg læser ikke.
>>dan<< I drank beer.	Jeg har drukket øl.
>>dan<< I drink beer.	Jeg drikker øl.
>>dan<< I eat cheese.	Jeg spiser ost.
>>dan<< I feel dizzy.	Jeg er svimmel.
>>dan<< I have a cat.	Jeg har en kat.
>>dan<< I have a dog.	Jeg har en hund.
>>dan<< I have a gun.	Jeg har en pistol.
>>dan<< I have a pen.	Jeg har en kuglepen.
>>dan<< I have to go.	Jeg er nødt til at gå.
>>dan<< I hugged her.	Jeg omfavnede hende.
>>dan<< I killed Tom.	Jeg dræbte Tom.
>>dan<< I killed Tom.	Jeg slog Tom ihjel.
>>dan<< I know a way.	Jeg kender en vej.
>>dan<< I know a way.	Jeg ved hvordan.
>>dan<< I like books.	Jeg elsker bøger.
>>dan<< I like sugar.	Jeg elsker sukker.
>>dan<< I live alone.	Jeg bor alene.
>>dan<< I love books.	Jeg elsker bøger.
>>dan<< I love money.	Jeg elsker penge.
>>dan<< I need a saw.	Jeg har brug for en sav.
>>dan<< I need money.	Jeg har brug for penge.
>>dan<< I never lose.	Jeg taber aldrig.
>>dan<< I never swim.	Jeg svømmer aldrig.
>>dan<< I often read.	Jeg læser tit.
>>dan<< I often read.	Jeg læser ofte.
>>dan<< I saw a goat.	Jeg så en ged.
>>dan<< I see a book.	Jeg ser en bog.
>>dan<< I see a lion.	Jeg ser en løve.
>>dan<< I see a rose.	Jeg ser en rose.
>>dan<< I see a star.	Jeg ser en stjerne.
>>dan<< I understand.	Jeg forstår.
>>dan<< I want money.	Jeg vil have penge.
>>dan<< I want to go.	Jeg ønsker at gå.
>>dan<< I was beaten.	Jeg blev slået.
>>dan<< I was hungry.	Jeg var sulten.
>>dan<< I won't lose!	Jeg taber ikke!
>>dan<< I won't lose!	Jeg kommer ikke til at tabe!
>>dan<< I wonder why.	Jeg gad vide hvorfor.
>>dan<< I'll be back.	Jeg kommer tilbage.
>>dan<< I'll be back.	Jeg vender tilbage.
>>dan<< I'll be late.	Jeg kommer for sent.
>>dan<< I'll get one.	Jeg vil hente en.
>>dan<< I'll get one.	Jeg henter en.
>>dan<< I'll pay you.	Jeg vil betale dig.
>>dan<< I'm Canadian.	Jeg er canadisk.
>>dan<< I'm a coward.	Jeg er en bangebuks.
>>dan<< I'm a dancer.	Jeg er danser.
>>dan<< I'm a mother.	Jeg er mor.
>>dan<< I'm a mother.	Jeg er en mor.
>>dan<< I'm a person.	Jeg er et menneske.
>>dan<< I'm all ears.	Jeg er lutter øren.
>>dan<< I'm bleeding.	Jeg bløder.
>>dan<< I'm bleeding.	Jeg bløder!
>>dan<< I'm dyslexic.	Jeg er ordblind.
>>dan<< I'm finished.	Jeg er færdig.
>>dan<< I'm freezing.	Jeg fryser.
>>dan<< I'm freezing.	Jeg fryser!
>>dan<< I'm grounded.	Jeg har stuearrest.
>>dan<< I'm in a jam.	Jeg sidder fast i en trafikprop.
>>dan<< I'm not bald.	Jeg er ikke skaldet.
>>dan<< I'm not deaf.	Jeg er ikke døv.
>>dan<< I'm not home.	Jeg er ikke hjemme.
>>dan<< I'm not sure.	Jeg er ikke sikker.
>>dan<< I'm not well.	Jeg har det skidt.
>>dan<< I'm offended.	Jeg er fornærmet.
>>dan<< I'm pregnant.	Jeg er gravid.
>>dan<< I'm so sorry.	Jeg er ked af det.
>>dan<< I'm starving.	Jeg er hundesulten.
>>dan<< I'm studying.	Jeg studerer.
>>dan<< I'm the best.	Jeg er den bedste.
>>dan<< Is Tom lying?	Lyver Tom?
>>dan<< Is it cloudy?	Er det overskyet?
>>dan<< Is that blue?	Er det blåt?
>>dan<< Is that milk?	Er det der mælk?
>>dan<< Is this mink?	Er det her mink?
>>dan<< It is a book.	Det er en bog.
>>dan<< It looks fun.	Det ser sjovt ud.
>>dan<< It was black.	Den var sort.
>>dan<< It was black.	Det var sort.
>>dan<< It was empty.	Den var tom.
>>dan<< It was empty.	Det var tomt.
>>dan<< It was pizza.	Det var pizza.
>>dan<< It was short.	Det var kort.
>>dan<< It was short.	Den var kort.
>>dan<< It was white.	Den var hvid.
>>dan<< It'll be hot.	Det bliver varmt.
>>dan<< It's a cinch.	Det er så let som ingenting.
>>dan<< It's bedtime.	Det er sengetid.
>>dan<< It's for Tom.	Det er til Tom.
>>dan<< It's for Tom.	Den er til Tom.
>>dan<< It's for you.	Det er til dig.
>>dan<< It's hailing.	Det hagler.
>>dan<< It's raining.	Det regner.
>>dan<< It's snowing.	Det sner.
>>dan<< It's the law.	Sådan er loven.
>>dan<< It's too big.	Den er for stor.
>>dan<< It's too big.	Det er for stort.
>>dan<< It's too hot.	Det er for varmt.
>>dan<< It's unusual.	Det er usædvanligt.
>>dan<< Keep a diary.	Før dagbog!
>>dan<< Keep a diary.	Før en dagbog.
>>dan<< Keep focused.	Koncentrer dig.
>>dan<< Keep focused.	Hold fokus.
>>dan<< Keep focused.	Koncentrér dig.
>>dan<< Learn French.	Lær fransk.
>>dan<< Let me do it.	Lad mig!
>>dan<< Let me do it.	Lad mig gøre det.
>>dan<< Let me think.	Lad mig tænke.
>>dan<< Let's try it.	Lad os prøve!
>>dan<< Life's short.	Livet er kort.
>>dan<< Mary is cute.	Mary er sød.
>>dan<< Mary is tall.	Maria er høj.
>>dan<< Men are pigs.	Mænd er svin.
>>dan<< Mull it over.	Overvej det.
>>dan<< My ears hurt.	Jeg har ondt i ørerne.
>>dan<< My ears hurt.	Jeg havde ondt i ørerne.
>>dan<< My ears hurt.	Jeg havde ondt i ørene.
>>dan<< My ears hurt.	Jeg har ondt i ørene.
>>dan<< My eyes hurt.	Mine øjne gør ondt.
>>dan<< My hip hurts.	Jeg har ondt i hoften.
>>dan<< No, I'll pay.	Nej, jeg betaler.
>>dan<< Nobody asked.	Ingen spurgte.
>>dan<< Nobody knows.	Ingen ved det.
>>dan<< Now I get it.	Nu forstår jeg.
>>dan<< Now I get it.	Nu forstår jeg det.
>>dan<< Put these on.	Tag de her på.
>>dan<< Put these on.	Tag disse på.
>>dan<< See you soon!	Vi ses!
>>dan<< Shame on you!	Skam dig!
>>dan<< Shame on you!	Skam jer!
>>dan<< She helps us.	Hun hjælper os.
>>dan<< She is a fox.	Hun er en sild.
>>dan<< She is eight.	Hun er otte.
>>dan<< She is wrong.	Hun tager fejl.
>>dan<< She is wrong.	Hun tager fejl!
>>dan<< She knows me.	Hun kender mig.
>>dan<< She liked it.	Hun kunne lide den.
>>dan<< She may come.	Hun kommer måske.
>>dan<< She was busy.	Hun havde travlt.
>>dan<< Show me that.	Vis mig det.
>>dan<< Speak French.	Tal fransk.
>>dan<< Speak louder.	Tal højere.
>>dan<< Speak slower.	Tal langsommere.
>>dan<< Stay at home.	Bliv hjemme.
>>dan<< Stop smoking.	Stop med at ryge.
>>dan<< Stop smoking.	Hold op med at ryge!
>>dan<< Stop staring.	Hold op med at stirre.
>>dan<< Stop the car.	Stands bilen.
>>dan<< Sweet dreams!	Drøm sødt!
>>dan<< Take a break.	Tag en pause.
>>dan<< Take my hand.	Tag min hånd.
>>dan<< Tax the rich.	Beskat de rige.
>>dan<< Thanks a lot.	Mange tak.
>>dan<< Thanks again.	Tak endnu en gang!
>>dan<< Thanks again.	Endnu en gang tak!
>>dan<< That is mine.	Det er mit.
>>dan<< That was fun.	Det var sjovt.
>>dan<< That's a lie.	Det er en løgn.
>>dan<< That's crazy.	Det er vanvittigt.
>>dan<< That's my CD.	Det er min cd.
>>dan<< That's right!	Det er rigtigt!
>>dan<< That's taboo.	Det er tabu.
>>dan<< That's valid.	Det er gyldigt.
>>dan<< They help us.	De hjælper os.
>>dan<< They know me.	De kender mig.
>>dan<< They laughed.	De lo.
>>dan<< They love it.	De elsker det.
>>dan<< They love me.	De elsker mig.
>>dan<< They love us.	De elsker os.
>>dan<< They're cute.	De er nuttede.
>>dan<< This is dill.	Det her er dild.
>>dan<< This is easy.	Det er nemt.
>>dan<< This is free.	Det er gratis.
>>dan<< This is meat.	Dette er kød.
>>dan<< This is meat.	Det her er kød.
>>dan<< This is mine.	Den her er min.
>>dan<< This is ours.	Dette er vores.
>>dan<< This is soap.	Det her er sæbe.
>>dan<< Tom found it.	Tom fandt den.
>>dan<< Tom found it.	Tom fandt det.
>>dan<< Tom got beat.	Tom blev tæsket.
>>dan<< Tom got home.	Tom kom hjem.
>>dan<< Tom has acne.	Tom har akne.
>>dan<< Tom has cats.	Tom har katte.
>>dan<< Tom has come.	Tom er kommet.
>>dan<< Tom hates it.	Tom hader det.
>>dan<< Tom hates me.	Tom hader mig.
>>dan<< Tom hit Mary.	Tom slog Mary.
>>dan<< Tom is a man.	Tom er en mand.
>>dan<< Tom is a vet.	Tom er veteran.
>>dan<< Tom is a vet.	Tom er dyrlæge.
>>dan<< Tom is alive.	Tom er i live.
>>dan<< Tom is alive.	Tom er levende.
>>dan<< Tom is alone.	Tom er alene.
>>dan<< Tom is clean.	Tom er ren.
>>dan<< Tom is drunk.	Tom er beruset.
>>dan<< Tom is drunk.	Tom er fuld.
>>dan<< Tom is heavy.	Tom er tyk.
>>dan<< Tom is nasty.	Tom er led.
>>dan<< Tom is nasty.	Tom er ondskabsfuld.
>>dan<< Tom is quiet.	Tom er stille.
>>dan<< Tom is short.	Tom er kort.
>>dan<< Tom is vegan.	Tom er veganer.
>>dan<< Tom is wrong.	Tom tager fejl.
>>dan<< Tom listened.	Tom lyttede.
>>dan<< Tom needs me.	Tom har brug for mig.
>>dan<< Tom panicked.	Der gik panik i Tom.
>>dan<< Tom ran away.	Tom løb væk.
>>dan<< Tom ran home.	Tom løb hjem.
>>dan<< Tom saved me.	Tom reddede mig.
>>dan<< Tom saw Mary.	Tom så Mary.
>>dan<< Tom stole it.	Tom stjal det.
>>dan<< Tom was home.	Tom var hjemme.
>>dan<< Tom was nosy.	Tom var nysgerrig.
>>dan<< Tom was rude.	Tom var uhøflig.
>>dan<< Tom was rude.	Tom var uforskammet.
>>dan<< Tom was rude.	Tom var ubehøvlet.
>>dan<< Tom was weak.	Tom var svag.
>>dan<< Tom's a jerk.	Tom er en idiot.
>>dan<< Tom's a jerk.	Tom er et fjols.
>>dan<< Tom's a jerk.	Tom er en nar.
>>dan<< Tom's afraid.	Tom er bange.
>>dan<< Tom's asleep.	Tom sover.
>>dan<< Tom's crying.	Tom græder.
>>dan<< Tom's eating.	Tom spiser.
>>dan<< Tom's eating.	Tom er ved at spise.
>>dan<< Tom's eating.	Tom sidder og spiser.
>>dan<< Tom's greedy.	Tom er grådig.
>>dan<< Tom's scared.	Tom er bange.
>>dan<< Tom's stoned.	Tom er høj.
>>dan<< Tom's stoned.	Tom er skæv.
>>dan<< Tom's stoned.	Tom er stenet.
>>dan<< Tom's uneasy.	Tom er rastløs.
>>dan<< Try the cake.	Smag på kagen.
>>dan<< Unbelievable!	Utroligt!
>>dan<< Wash the car.	Vask bilen.
>>dan<< Wash the dog.	Vask hunden.
>>dan<< We are Arabs.	Vi er arabere.
>>dan<< We got ready.	Vi blev klar.
>>dan<< We had a cat.	Vi havde en kat.
>>dan<< We have rice.	Vi har ris.
>>dan<< We have wine.	Vi har vin.
>>dan<< We love them.	Vi elsker dem.
>>dan<< We need more.	Vi har brug for mere.
>>dan<< We need them.	Vi har brug for dem.
>>dan<< We're afraid.	Vi er bange.
>>dan<< We're at war.	Vi er i krig.
>>dan<< We're famous.	Vi er berømte.
>>dan<< We're hungry.	Vi er sultne.
>>dan<< We're nurses.	Vi er sygeplejersker.
>>dan<< We're people.	Vi er mennesker.
>>dan<< What a nerve!	Hvor frækt!
>>dan<< What a nerve!	Hvor uforskammet!
>>dan<< What a shame!	Sikke en skam!
>>dan<< What is love?	Hvad er kærlighed?
>>dan<< What is this?	Hvad er det?
>>dan<< What's a UFO?	Hvad er en ufo?
>>dan<< What's wrong?	Hvad er der galt?
>>dan<< Where is Tom?	Hvor er Tom?
>>dan<< Why not both?	Hvorfor ikke begge?
>>dan<< Why not both?	Hvorfor ikke begge to?
>>dan<< You are late.	I kommer for sent.
>>dan<< You clean up.	Du rydder op.
>>dan<< You know her.	Du kender hende.
>>dan<< You're cruel.	Du er grusom.
>>dan<< You're drunk.	Du er fuld!
>>dan<< You're drunk.	Du er beruset!
>>dan<< You're fired.	Du er fyret.
>>dan<< You're fired.	Du er fyret!
>>dan<< You're lying!	Du lyver!
>>dan<< You're naive.	Du er naiv.
>>dan<< You're right.	Du har ret.
>>dan<< Am I safe now?	Er jeg i sikkerhed nu?
>>dan<< Any questions?	Nogen spørgsmål?
>>dan<< Anything else?	Ellers andet?
>>dan<< Are they tall?	Er de høje?
>>dan<< Are you a boy?	Er du en dreng?
>>dan<< Are you alive?	Er du i live?
>>dan<< Are you alone?	Er du alene?
>>dan<< Are you armed?	Er du bevæbnet?
>>dan<< Are you awake?	Er du vågen?
>>dan<< Are you blind?	Er du blind?
>>dan<< Are you crazy?	Er du gal?
>>dan<< Are you crazy?	Er du skør?
>>dan<< Are you crazy?	Er du vanvittig?
>>dan<< Are you drunk?	Er De fuld?
>>dan<< Are you drunk?	Er du fuld?
>>dan<< Are you happy?	Er I lykkelige?
>>dan<< Are you happy?	Er du lykkelig?
>>dan<< Are you tired?	Er du træt?
>>dan<< Are you tired?	Er I trætte?
>>dan<< Are you vegan?	Er du veganer?
>>dan<< Be a good boy.	Vær en god dreng!
>>dan<< Beat the eggs.	Pisk æggene.
>>dan<< Bring the key.	Bring nøglen.
>>dan<< Call for help.	Ring efter hjælp.
>>dan<< Call me later.	Ring til mig senere.
>>dan<< Call the cops.	Ring til politiet!
>>dan<< Call the cops.	Ring til strisserne.
>>dan<< Can I have it?	Må jeg få den?
>>dan<< Can I have it?	Må jeg få det?
>>dan<< Can you drive?	Kan du køre bil?
>>dan<< Can you skate?	Kan du løbe på skøjter?
>>dan<< Can you skate?	Kan du løbe på rulleskøjter?
>>dan<< Can you skate?	Kan du skøjte?
>>dan<< Can you skate?	Kan du stå på skøjter?
>>dan<< Can you skate?	Kan du skate?
>>dan<< Can you skate?	Kan du stå på skateboard?
>>dan<< Did I do that?	Gjorde jeg det der?
>>dan<< Did that help?	Hjalp det?
>>dan<< Did that help?	Har det hjulpet?
>>dan<< Do I look fat?	Ser jeg tyk ud?
>>dan<< Do cats dream?	Drømmer katte?
>>dan<< Do it quickly.	Gør det hurtigt.
>>dan<< Does Tom know?	Ved Tom om det?
>>dan<< Does this fit?	Passer den her?
>>dan<< Dogs can swim.	Hunde kan svømme.
>>dan<< Don't be late.	Kom ikke for sent!
>>dan<< Don't be rude.	Vær ikke uforskammet.
>>dan<< Don't be rude.	Vær ikke uhøflige.
>>dan<< Don't deny it.	Benægt det ikke.
>>dan<< Don't do this.	Gør ikke dette.
>>dan<< Don't hang up!	Læg ikke på!
>>dan<< Don't hang up.	Læg ikke på!
>>dan<< Don't hate me.	Had mig ikke!
>>dan<< Don't hate me.	Lad være at hade mig!
>>dan<< Don't respond.	Lad være at reagere!
>>dan<< Don't respond.	Svar ikke.
>>dan<< Draw a circle.	Tegn en cirkel.
>>dan<< Eat something.	Spis noget.
>>dan<< Flowers bloom.	Blomster blomstrer.
>>dan<< Get some rest.	Hvil dig lidt.
>>dan<< Give him time.	Giv ham tid.
>>dan<< Give me a hug.	Giv mig et knus!
>>dan<< Give me a hug.	Giv mig et kram!
>>dan<< Guess who won.	Gæt hvem der vandt.
>>dan<< Have some ham.	Tag noget skinke.
>>dan<< He grows rice.	Han dyrker ris.
>>dan<< He hugged her.	Han omfavnede hende.
>>dan<< He is a thief.	Han er en tyv.
>>dan<< He is no fool.	Han er ikke tabt bag af en vogn.
>>dan<< He is reading.	Han læser.
>>dan<< He is running.	Han løber.
>>dan<< He is skating.	Han skøjter.
>>dan<< He lied to me.	Han løj overfor mig.
>>dan<< He lied to me.	Han løj over for mig.
>>dan<< He loves them.	Han elsker dem.
>>dan<< He loves toys.	Han elsker legetøj.
>>dan<< He sells cars.	Han sælger biler.
>>dan<< He's annoying.	Han er irriterende.
>>dan<< He's annoying.	Han er generende.
>>dan<< He's autistic.	Han er autistisk.
>>dan<< He's friendly.	Han er venlig.
>>dan<< He's studying.	Han studerer.
>>dan<< Help clean up.	Hjælp med at rydde op.
>>dan<< Help yourself.	Tag for dig.
>>dan<< Here or to go?	Spise her eller tage med hjem?
>>dan<< His nose bled.	Hans næse blødte.
>>dan<< Hold the rope.	Hold rebet.
>>dan<< How bad is it?	Hvor skidt er det?
>>dan<< How bad is it?	Hvor dårligt er det?
>>dan<< How beautiful!	Hvor smukt!
>>dan<< How can it be?	Hvordan kan det være?
>>dan<< How do you do?	Hvordan har du det?
>>dan<< How old is he?	Hvor gammel er han?
>>dan<< I acquired it.	Jeg har anskaffet det.
>>dan<< I almost died.	Jeg var nær ved at dø.
>>dan<< I am a Muslim.	Jeg er muslim.
