>>ind<< Hi.	Hai.
>>ind<< Good evening.	Selamat malam.
>>ind<< Good morning.	Selamat pagi.
>>ind<< Happy Easter!	Selamat hari Paskah!
>>ind<< Has Tom gone?	Sudahkah Tom pergi?
>>ind<< He loves her.	Dia mencintainya.
>>ind<< He was naive.	Dia naif.
>>ind<< How dare you!	Berani-beraninya!
>>ind<< How horrible!	Mengerikan sekali!
>>ind<< I am ashamed.	Aku malu.
>>ind<< I am curious.	Aku ingin tahu.
>>ind<< I am curious.	Aku penasaran.
>>ind<< I can't hear.	Saya tidak bisa mendengar.
>>ind<< I can't move.	Aku tidak bisa bergerak.
>>ind<< I can't read.	Aku tidak bisa membaca.
>>ind<< I can't read.	Saya tidak bisa membaca.
>>ind<< I can't surf.	Aku tidak bisa berselancar.
>>ind<< I can't talk.	Saya tidak bisa berbicara.
>>ind<< I can't talk.	Aku tidak bisa berbicara.
>>ind<< I don't care.	Saya tidak peduli.
>>ind<< I don't care.	Aku tidak peduli.
>>ind<< I don't care.	Gue gak peduli.
>>ind<< I don't know.	Saya tidak tahu.
>>ind<< I don't know.	Aku tidak tahu.
>>ind<< I feel tired.	Aku merasa capek.
>>ind<< I have a cat.	Aku punya kucing.
>>ind<< I have a dog.	Saya punya anjing.
>>ind<< I hugged Tom.	Aku memeluk Tom.
>>ind<< I hugged her.	Aku memeluk dia.
>>ind<< I hugged her.	Aku memeluknya.
>>ind<< I keep a dog.	Saya memelihara seekor anjing.
>>ind<< I lived here.	Saya tinggal di sini.
>>ind<< I must study.	Aku harus belajar.
>>ind<< I need a pan.	Aku perlu wajan.
>>ind<< I need money.	Aku perlu uang.
>>ind<< I saw a deer.	Saya melihat seekor rusa.
>>ind<< I saw a deer.	Aku melihat seekor rusa.
>>ind<< I see a deer.	Saya melihat seekor rusa.
>>ind<< I see a deer.	Aku melihat seekor rusa.
>>ind<< I sell fruit.	Saya menjual buah-buahan.
>>ind<< I smelled it.	Aku menciumnya.
>>ind<< I teach here.	Saya mengajar di sini.
>>ind<< I understand.	Aku mengerti.
>>ind<< I understand.	Saya mengerti.
>>ind<< I want to go.	Saya ingin pergi.
>>ind<< I was let in.	Aku dibiarkan masuk.
>>ind<< I won't lose!	Aku tidak akan kalah!
>>ind<< I'm 99% sure.	Aku 99% yakin.
>>ind<< I'm a doctor.	Saya dokter.
>>ind<< I'm a person.	Aku orang.
>>ind<< I'm confused.	Aku bingung.
>>ind<< I'm confused.	Saya bingung.
>>ind<< I'm famished.	Aku sangat lapar.
>>ind<< I'm here now.	Sekarang aku di sini.
>>ind<< I'm innocent.	Aku tidak bersalah.
>>ind<< I'm not dumb.	Aku tidak dungu.
>>ind<< I'm not here.	Aku tidak berada di sini.
>>ind<< I'm not sure.	Aku tidak yakin.
>>ind<< I'm pregnant.	Saya sedang hamil.
>>ind<< I'm pregnant.	Saya hamil.
>>ind<< I'm so happy.	Aku seneng banget.
>>ind<< I'm so sorry.	Saya sangat menyesal.
>>ind<< I'm starving.	Aku kelaparan.
>>ind<< I'm studying.	Saya lagi belajar.
>>ind<< I'm the best.	Saya yang terbaik.
>>ind<< I'm the last.	Aku yang terakhir.
>>ind<< I'm the last.	Akulah yang terakhir.
>>ind<< I'm too busy.	Saya terlalu sibuk.
>>ind<< I'm too fast.	Aku terlalu cepat.
>>ind<< I'm too thin.	Aku terlalu kurus.
>>ind<< I'm worn out.	Aku kelelahan.
>>ind<< Is Tom awake?	Apa Tom bangun?
>>ind<< Is that true?	Apa itu benar?
>>ind<< Is this love?	Apakah ini cinta?
>>ind<< Is this milk?	Ini susu?
>>ind<< Is this true?	Apa ini benar?
>>ind<< Is this true?	Apakah ini benar?
>>ind<< It was Tom's.	Itu dulu milik Tom.
>>ind<< It was a lie.	Itu bohong.
>>ind<< It was clear.	Tadi itu jelas.
>>ind<< It's my duty.	Ini kewajiban saya.
>>ind<< It's my ship.	Ini kapalku.
>>ind<< It's my ship.	Itu kapalku.
>>ind<< It's no joke.	Ini bukan lelucon.
>>ind<< It's obvious.	Itu jelas.
>>ind<< It's raining.	Sedang turun hujan.
>>ind<< It's so easy.	Gampang banget.
>>ind<< It's so slow.	Itu sangat lambat.
>>ind<< It's strange.	Itu aneh.
>>ind<< It's strange.	Ini aneh.
>>ind<< It's too big.	Itu terlalu besar.
>>ind<< Jump over it.	Lompati itu!
>>ind<< Keep driving.	Teruslah mengemudi.
>>ind<< Keep reading.	Teruslah membaca.
>>ind<< Kiss me, Tom.	Cium aku, Tom.
>>ind<< Knock it off.	Sudah hentikan.
>>ind<< Let me alone.	Biarkan aku sendiri.
>>ind<< Let's try it.	Mari kita mencobanya.
>>ind<< Listen to me.	Dengarkan saya.
>>ind<< Listen to me.	Dengarkan aku.
>>ind<< Look at this.	Lihat ini.
>>ind<< My eyes hurt.	Mataku sakit.
>>ind<< My feet hurt.	Kakiku sakit.
>>ind<< No one cared.	Tidak ada yang peduli.
>>ind<< No one cares.	Tidak ada satupun yang peduli.
>>ind<< No one cares.	Tidak ada yang peduli.
>>ind<< Nobody cares.	Tidak ada yang peduli.
>>ind<< Open the box.	Bukalah kotak itu.
>>ind<< Open the box.	Buka kotak itu.
>>ind<< Open the box.	Buka kotaknya.
>>ind<< Please hurry!	Cepatlah!
>>ind<< Set Tom free.	Bebaskan Tom.
>>ind<< She has wine.	Dia memiliki anggur.
>>ind<< She is eight.	Dia delapan tahun.
>>ind<< She is wrong.	Dia salah.
>>ind<< Show me that.	Perlihatkan itu padaku.
>>ind<< Stay at home.	Tinggallah di rumah!
>>ind<< Stop the car.	Hentikan mobilnya.
>>ind<< Sweet dreams!	Mimpi indah!
>>ind<< Thanks a lot.	Terima kasih banyak.
>>ind<< Thanks a lot.	Makasih banyak.
>>ind<< That's great!	Itu bagus!
>>ind<< That's honey.	Itu madu.
>>ind<< That's right!	Tepat sekali!
>>ind<< That's right.	Itu benar.
>>ind<< That's weird.	Itu aneh.
>>ind<< They know us.	Mereka mengenal kita.
>>ind<< This is easy.	ini gampang
>>ind<< This is food.	Ini makanan.
>>ind<< This is food.	Ini adalah makanan.
>>ind<< This is gold.	Ini emas.
>>ind<< This is life!	Ini adalah kehidupan!
>>ind<< Today is hot.	Hari ini panas.
>>ind<< Tom can cook.	Tom bisa memasak.
>>ind<< Tom fixed it.	Tom memperbaiki itu.
>>ind<< Tom fixed it.	Tom membetulkannya.
>>ind<< Tom has some.	Tom punya beberapa.
>>ind<< Tom hates me.	Tom membenciku.
>>ind<< Tom insisted.	Tom memaksa.
>>ind<< Tom is crazy.	Tom gila.
>>ind<< Tom is cruel.	Tom itu kejam.
>>ind<< Tom is dying.	Tom sekarat.
>>ind<< Tom is naked.	Tom telanjang.
>>ind<< Tom is right.	Tom benar.
>>ind<< Tom is short.	Tom pendek.
>>ind<< Tom is smart.	Tom pintar.
>>ind<< Tom is tense.	Tom tidak tenang.
>>ind<< Tom is wrong.	Tom salah.
>>ind<< Tom liked it.	Tom menyukainya.
>>ind<< Tom likes it.	Tom menyukainya.
>>ind<< Tom needs it.	Tom membutuhkannya.
>>ind<< Tom panicked.	Tom panik.
>>ind<< Tom saw Mary.	Tom melihat Mary.
>>ind<< Tom saw them.	Tom melihat mereka.
>>ind<< Tom screamed.	Tom berteriak.
>>ind<< Tom stutters.	Tom berbicara dengan gagap.
>>ind<< Tom threw up.	Tom muntah.
>>ind<< Tom was bald.	Tom botak.
>>ind<< Tom was fine.	Tom dalam keadaan baik.
>>ind<< Tom was good.	Tom dalam keadaan baik.
>>ind<< Tom whistled.	Tom bersiul.
>>ind<< Tom's asleep.	Tom sedang tidur.
>>ind<< Tom's crying.	Tom menangis.
>>ind<< Tom's hungry.	Tom lapar.
>>ind<< Tom's insane.	Tom gila.
>>ind<< Tom's polite.	Tom itu ramah.
>>ind<< Tom's scared.	Tom takut.
>>ind<< Tom's strict.	Tom itu keras.
>>ind<< Tom's stupid.	Tom bodoh.
>>ind<< Try and swim!	Cobalah berenang!
>>ind<< Unbelievable!	Luar biasa!
>>ind<< Wait and see.	Lihat saja nanti!
>>ind<< Was it scary?	Apakah itu menakutkan?
>>ind<< We apologize.	Kami mohon maaf.
>>ind<< We must wait.	Kita harus menunggu.
>>ind<< We need rain.	Kami butuh hujan.
>>ind<< We needed it.	Kami membutuhkannya.
>>ind<< We sat there.	Kami duduk di sana.
>>ind<< We'll fix it.	Kami akan memperbaikinya.
>>ind<< We're hungry.	Kami lapar.
>>ind<< We're trying.	Kami sedang mencoba.
>>ind<< What is rain?	Apa itu hujan?
>>ind<< What is this?	Ini apa?
>>ind<< What is this?	Apa ini?
>>ind<< What's a UFO?	Apa itu UFO?
>>ind<< Who are they?	Siapa mereka?
>>ind<< You go first.	Kamu duluan.
>>ind<< You hurt him.	Kamu menyakiti dia.
>>ind<< You hurt him.	Kamu menyakitinya.
>>ind<< You're drunk.	Kamu mabuk.
>>ind<< You're fools.	Kamu bodoh.
>>ind<< You're tired.	Kamu lelah.
>>ind<< You're wrong.	Kamu salah.
>>ind<< You're young.	Kamu muda.
>>ind<< Add some salt.	Tambahkan sedikit garam.
>>ind<< Any questions?	Ada pertanyaan?
>>ind<< Anything else?	Ada lagi?
>>ind<< Anything else?	Ada yang lain?
>>ind<< Are you a man?	Apa kamu seorang pria?
>>ind<< Are you a man?	Apa kamu laki-laki?
>>ind<< Are you happy?	Apa kamu senang?
>>ind<< Are you happy?	Apa Anda bahagia?
>>ind<< Are you ready?	Kamu siap?
>>ind<< Are you ready?	Kalian siap?
>>ind<< Are you tired?	Kamu capek?
>>ind<< Check, please.	Tolong bonnya.
>>ind<< Come back now.	Kembalilah sekarang.
>>ind<< Cook the rice.	Masaklah nasinya!
>>ind<< Do cats dream?	Apakah kucing bermimpi?
>>ind<< Do you get it?	Apa kamu paham?
>>ind<< Do you see it?	Apa kamu melihatnya?
>>ind<< Dogs can swim.	Anjing bisa berenang.
>>ind<< Don't be late.	Jangan terlambat.
>>ind<< Don't be late.	Jangan telat.
>>ind<< Don't give up.	Jangan menyerah.
>>ind<< Don't go away.	Jangan pergi.
>>ind<< Don't mock me.	Jangan mengejekku.
>>ind<< Eat something.	Makanlah sesuatu.
>>ind<< Feed the bird.	Beri makan burungnya!
>>ind<< Feed the bird.	Beri makan burungnya.
>>ind<< Get over here.	Kemari.
>>ind<< Get well soon.	Semoga lekas sembuh.
>>ind<< Get well soon.	Semoga cepat sembuh.
>>ind<< Get your gear.	Ambil perlengkapanmu.
>>ind<< Give it to me.	Berikan padaku.
>>ind<< God bless you!	Tuhan memberkatimu!
>>ind<< He ignored me.	Dia tidak menghiraukanku.
>>ind<< He is running.	Dia sedang berlari.
>>ind<< He kissed her.	Dia menciumnya.
>>ind<< He seems sick.	Dia tampak sakit.
>>ind<< He seems sick.	Dia nampaknya sedang sakit.
>>ind<< He seems sick.	Dia terlihat sakit.
>>ind<< He sells cars.	Dia menjual mobil.
>>ind<< He shot at me.	Dia menembak ke arahku.
>>ind<< He's friendly.	Dia ramah.
>>ind<< He's too busy.	Dia terlalu sibuk.
>>ind<< He's your son.	Dia anak laki-lakimu.
>>ind<< He's your son.	Dia anakmu.
>>ind<< Help the poor.	Bantulah orang-orang miskin.
>>ind<< Hi, everybody.	Hai, semuanya!
>>ind<< Hide in there.	Sembunyilah di sana.
>>ind<< His nose bled.	Dia mimisan.
>>ind<< Hold the rope.	Pegang tali itu.
>>ind<< How do you do?	Apa kabar?
>>ind<< How do you do?	Bagaimana kabar Anda?
>>ind<< I am a Muslim.	Saya seorang Muslim.
>>ind<< I am a runner.	Aku seorang pelari.
>>ind<< I ate a donut.	Aku makan donat.
>>ind<< I believe you.	aku percaya kamu
>>ind<< I can do that.	Aku bisa melakukannya.
>>ind<< I can see Tom.	Aku bisa melihat Tom.
>>ind<< I can't do it.	Aku tidak bisa melakukannya.
>>ind<< I can't drive.	Saya tidak bisa mengemudi.
>>ind<< I can't drive.	Aku tidak bisa menyetir.
>>ind<< I can't sleep.	Aku tidak bisa tidur.
>>ind<< I can't smoke.	Aku tidak boleh merokok.
>>ind<< I can't stand.	Aku tidak bisa berdiri.
>>ind<< I don't smoke.	Aku tidak merokok.
>>ind<< I don't smoke.	Saya tidak merokok.
>>ind<< I eat bananas.	Aku makan pisang.
>>ind<< I feel hungry.	Aku merasa lapar.
>>ind<< I got nothing.	Aku tidak mendapat apa-apa.
>>ind<< I hate Boston.	Aku benci Boston.
>>ind<< I have a home.	Aku punya tempat tinggal.
>>ind<< I have a plan.	Aku punya rencana.
>>ind<< I have a twin.	Aku punya saudara kembar.
>>ind<< I have bleach.	Saya punya pemutih.
>>ind<< I have failed.	Aku sudah gagal.
>>ind<< I have failed.	Aku telah gagal.
>>ind<< I have sinned.	Aku telah berdosa.
>>ind<< I have to eat.	Aku harus makan.
>>ind<< I kid you not.	Aku tidak bercanda.
>>ind<< I like apples.	Aku suka apel.
>>ind<< I like coffee.	Aku suka kopi.
>>ind<< I like grapes.	Aku suka buah anggur.
>>ind<< I like grapes.	Aku suka anggur.
>>ind<< I like shrimp.	Aku suka udang.
>>ind<< I like yellow.	Aku suka warna kuning.
>>ind<< I live nearby.	Saya tinggal dekat sini.
>>ind<< I looked away.	Aku memalingkan wajahku.
>>ind<< I miss my cat.	Aku rindu kucingku.
>>ind<< I must refuse.	Aku harus menolak.
>>ind<< I must see it.	Saya harus melihatnya.
>>ind<< I need a lamp.	Aku butuh sebuah lampu.
>>ind<< I need to eat.	Aku harus makan.
>>ind<< I play tennis.	Aku bermain tenis.
>>ind<< I play violin.	Aku bermain biola.
>>ind<< I saw nothing.	Aku tidak melihat apa-apa.
>>ind<< I see nothing.	Aku tidak melihat apa-apa.
>>ind<< I surrendered.	Aku menyerah.
>>ind<< I surrendered.	Saya menyerah.
>>ind<< I tricked you.	Aku menipumu.
>>ind<< I use Twitter.	Saya menggunakan Twitter.
>>ind<< I want to die.	Aku ingin mati.
>>ind<< I was a rebel.	Dulu saya seorang pemberontak.
>>ind<< I went inside.	Saya masuk ke dalam.
>>ind<< I'll go there.	Aku akan pergi ke sana.
>>ind<< I'll kill you.	Aku akan membunuhmu.
>>ind<< I'm a teacher.	Saya seorang guru.
>>ind<< I'm beautiful.	Aku cantik.
>>ind<< I'm busy, too.	Aku juga sibuk.
>>ind<< I'm exhausted.	Aku kelelahan.
>>ind<< I'm expecting.	Saya sedang hamil.
>>ind<< I'm expecting.	Saya hamil.
>>ind<< I'm not blind.	Saya tidak buta.
>>ind<< I'm not ready.	Saya belum siap.
>>ind<< I'm on a diet.	Aku sedang melakukan diet.
>>ind<< I'm satisfied.	Aku puas.
>>ind<< I'm so hungry.	Aku sangat lapar.
>>ind<< I'm too drunk.	Aku terlalu mabuk.
>>ind<< I'm too young.	Aku terlalu muda.
>>ind<< I'm too young.	Saya terlalu muda.
>>ind<< I've tried it.	Aku sudah mencobanya.
>>ind<< Is Tom better?	Apa Tom lebih baik?
>>ind<< Is it raining?	Hujankah?
>>ind<< Is it raining?	Apa sedang hujan?
>>ind<< Is that a cat?	Apakah itu seekor kucing.
>>ind<< Is that right?	Apa itu benar?
>>ind<< Is that wrong?	Apa itu salah?
>>ind<< Isn't that so?	Bukankah begitu?
>>ind<< It could work.	Itu bisa berhasil.
>>ind<< It is raining.	Sedang turun hujan.
>>ind<< It was a hoax.	Itu cerita bohong.
>>ind<< It's a secret.	Itu rahasia.
>>ind<< It's for sale.	Ini dijual.
>>ind<< It's for sale.	Ini untuk dijual.
>>ind<< It's unstable.	Itu tidak stabil.
>>ind<< It's upstairs.	Ada di lantai atas.
>>ind<< Just trust me.	Sudah percaya saja padaku.
>>ind<< Kick the ball.	Tendang bolanya.
>>ind<< Let go of Tom.	Lepaskan Tom!
>>ind<< Let go of Tom.	Lepaskan Tom.
>>ind<< Let me see it.	Biarkan aku melihatnya.
>>ind<< Let me try it.	Biarkan aku mencobanya.
>>ind<< Let's do that.	Mari kita melakukannya.
>>ind<< Let's go back.	Ayo kembali.
>>ind<< Look in there.	Lihat ke dalam situ.
>>ind<< Love is blind.	Cinta itu buta.
>>ind<< Love is crazy.	Cinta itu gila.
>>ind<< Milk is white.	Susu berwarna putih.
>>ind<< My head hurts.	Kepalaku sakit.
>>ind<< No one called.	Tidak ada yang menelepon.
>>ind<< No one phoned.	Tidak ada yang menelepon.
>>ind<< No one saw us.	Tidak ada yang melihat kita.
>>ind<< No, thank you.	Tidak, terima kasih.
>>ind<< Nobody called.	Tidak ada yang menelepon.
>>ind<< Oh, I'm sorry.	Oh, maaf.
>>ind<< Open the door.	Buka pintunya.
>>ind<< Our team lost.	Tim kami kalah.
>>ind<< Quiet, please.	Harap tenang.
>>ind<< Remain seated.	Tetaplah duduk.
>>ind<< She is crying.	Dia sedang menangis.
>>ind<< She just left.	Dia baru saja berangkat.
>>ind<< She loves him.	Dia mencintainya.
>>ind<< She wants him.	Dia menginginkannya.
>>ind<< She was naive.	Dia naif.
>>ind<< She went home.	Dia pulang.
>>ind<< She went home.	Ia pulang.
>>ind<< Show it to me.	Perlihatkan itu padaku.
>>ind<< Show it to me.	Perlihatkan padaku.
>>ind<< Shut the door.	Tutup pintunya.
>>ind<< Start running.	Mulailah berlari.
>>ind<< Stop dreaming.	Berhentilah bermimpi.
>>ind<< Stop fighting!	Berhenti berkelahi!
>>ind<< Symptoms vary.	Gejalanya bervariasi.
>>ind<< Take him away.	Bawa dia pergi.
>>ind<< Take only one.	Ambil satu saja.
>>ind<< That was fast.	Tadi itu cepat.
>>ind<< That was good.	Itu tadi enak.
>>ind<< That was good.	Itu enak.
>>ind<< That's a joke.	Bercanda.
>>ind<< That's absurd.	Itu konyol.
>>ind<< That's enough.	Itu cukup.
>>ind<< That's my bed.	Itu tempat tidurku.
>>ind<< They can help.	Mereka bisa membantu.
>>ind<< They embraced.	Mereka berpelukan.
>>ind<< They vanished.	Mereka menghilang.
>>ind<< They will die.	Mereka akan mati.
>>ind<< They're Asian.	Mereka orang Asia.
>>ind<< This is a pen.	Ini pulpen.
>>ind<< This is a pen.	Ini pena.
>>ind<< This is silly.	Ini bodoh.
>>ind<< This is water.	Ini air.
>>ind<< This is weird.	Ini aneh.
>>ind<< This was good.	Ini enak.
>>ind<< Time is money.	Waktu adalah uang.
>>ind<< Tom blamed me.	Tom menyalahkanku.
>>ind<< Tom blames us.	Tom menyalahkan kami.
>>ind<< Tom buys fish.	Tom membeli ikan.
>>ind<< Tom conned us.	Tom menipu kita.
>>ind<< Tom has faith.	Tom berkeyakinan.
>>ind<< Tom hugged me.	Tom memelukku.
>>ind<< Tom is afraid.	Tom ketakutan.
>>ind<< Tom is asleep.	Tom sedang tidur.
>>ind<< Tom is cranky.	Tom bete.
>>ind<< Tom is crying.	Tom menangis.
>>ind<< Tom is hungry.	Tom lapar.
>>ind<< Tom is immune.	Tom kebal.
>>ind<< Tom is insane.	Tom gila.
>>ind<< Tom is polite.	Tom itu ramah.
>>ind<< Tom is stupid.	Tom bodoh.
>>ind<< Tom likes her.	Tom menyukainya.
>>ind<< Tom likes him.	Tom menyukainya.
>>ind<< Tom looks bad.	Tom terlihat buruk.
>>ind<< Tom needed it.	Tom membutuhkannya.
>>ind<< Tom shot Mary.	Tom menembak Mary.
>>ind<< Tom sued Mary.	Tom menggugat Mary.
>>ind<< Tom sued Mary.	Tom menuntut Mary.
>>ind<< Tom told Mary.	Tom memberi tahu Mary.
>>ind<< Tom was crazy.	Tom gila.
>>ind<< Tom was fired.	Tom dipecat.
>>ind<< Tom was happy.	Tom merasa bahagia.
>>ind<< Tom was lucky.	Tom beruntung.
>>ind<< Tom's cooking.	Tom sedang memasak.
>>ind<< Tom's missing.	Tom hilang.
>>ind<< Tom's smoking.	Tom sedang merokok.
>>ind<< Tom's thirsty.	Tom haus.
>>ind<< Tom's thirsty.	Tom kehausan.
>>ind<< Tom's too fat.	Tom terlalu gemuk.
>>ind<< Wait a moment.	Tunggu sebentar.
>>ind<< We helped Tom.	Kami membantu Tom.
>>ind<< We need rules.	Kita membutuhkan aturan-aturan.
>>ind<< We sell fruit.	Kami menjual buah-buahan.
>>ind<< We were right.	Kita benar.
>>ind<< We will fight.	Kita akan bertarung.
>>ind<< We're dancing.	Kami sedang menari.
>>ind<< We're fasting.	Kami sedang berpuasa.
>>ind<< We're leaving.	Kami berangkat.
>>ind<< We're trapped!	Kita terjebak!
>>ind<< We're trapped.	Kita terjebak.
>>ind<< We've seen it.	Kami sudah melihatnya.
>>ind<< What did I do?	Apa yang sudah kulakukan?
>>ind<< What happened?	Apa yang terjadi?
>>ind<< Where are you?	Kamu di mana?
>>ind<< Which is mine?	Yang mana punyaku?
>>ind<< Who said that?	Siapa yang mengatakan itu?
>>ind<< Whose is this?	Ini punya siapa?
>>ind<< You all right?	Kamu tidak apa-apa?
>>ind<< You are wrong.	Kamu salah.
>>ind<< You must work.	Kamu harus bekerja.
>>ind<< You're pretty.	Kamu cantik.
>>ind<< You're sleepy.	Kamu ngantuk.
>>ind<< You're stupid!	Kamu bodoh!
>>ind<< You're stupid.	Kamu bodoh.
>>ind<< You're stupid.	Kau bodoh
>>ind<< Allow me to go.	Biarkan aku pergi.
>>ind<< Are we sinking?	Kita tenggelam?
>>ind<< Are you asleep?	Kamu sudah tidur?
>>ind<< Are you hungry?	Apa kau lapar?
>>ind<< Are you hungry?	Apa kalian lapar?
>>ind<< Are you hungry?	Apa kamu lapar?
>>ind<< Are you joking?	Apa kau bercanda?
>>ind<< Are you sleepy?	Apa kamu ngantuk?
>>ind<< Begin cleaning.	Mulailah bersih-bersih.
>>ind<< Bring a friend.	Ajak teman.
>>ind<< Can I help you?	Bisa saya bantu?
>>ind<< Can I tell Tom?	Boleh aku kasih tahu ke Tom?
>>ind<< Can you see it?	Kamu masih belum mengerti?
>>ind<< Can you see it?	Kamu masih belum memahaminya?
>>ind<< Catch the ball.	Tangkap bolanya.
>>ind<< Change is good.	Perubahan itu bagus.
>>ind<< Close the door.	Tutup pintunya.
>>ind<< Come back home.	Kembali ke rumah.
>>ind<< Come back home.	Pulanglah ke rumah.
>>ind<< Come back home.	Kembalilah ke rumah.
>>ind<< Come back soon.	Segeralah kembali.
>>ind<< Come over here.	Kemari.
>>ind<< Do you hate me?	Apa kamu benci aku?
>>ind<< Do you hear it?	Apakah kamu mendengarnya?
>>ind<< Do you like it?	Kamu suka?
>>ind<< Do you like it?	Kalian suka?
>>ind<< Do you like me?	Apakah kamu suka aku?
>>ind<< Do you love me?	Apakah kamu mencintaiku?
>>ind<< Don't say that.	Jangan katakan itu!
>>ind<< Don't tease me.	Jangan menggodaku.
>>ind<< Don't touch me!	Jangan sentuh aku!
>>ind<< Don't touch me.	Jangan sentuh aku!
>>ind<< Don't you know?	Apa kamu tidak tahu?
>>ind<< Fold the towel.	Lipat handuknya.
>>ind<< Get out of bed!	Turun dari kasur!
>>ind<< Get out of bed!	Bangun dari tempat tidur!
>>ind<< Get out of bed.	Bangunlah dari tempat tidur.
>>ind<< Give it to Tom.	Berikan itu kepada Tom.
>>ind<< Give it to her.	Berikan itu padanya.
>>ind<< Give it to her.	Berikan padanya.
>>ind<< Give it to him.	Berikan itu padanya.
>>ind<< Give it to him.	Berikan padanya.
>>ind<< Good afternoon.	Selamat siang.
>>ind<< Good idea, Tom.	Ide bagus, Tom.
>>ind<< Grab your gear.	Ambil perlengkapanmu.
>>ind<< Happy New Year!	Selamat tahun baru.
>>ind<< Happy New Year!	Selamat tahun baru!
>>ind<< Happy birthday!	Selamat ulang tahun!
>>ind<< Have you eaten?	Apakah kamu sudah makan?
>>ind<< He bit his lip.	Dia menggigit bibirnya.
>>ind<< He came by bus.	Dia datang dengan bus.
>>ind<< He is a doctor.	Dia adalah seorang dokter.
>>ind<< He is an actor.	Dia adalah seorang aktor.
>>ind<< He is handsome.	Dia tampan.
>>ind<< He keeps a cat.	Dia memelihara kucing.
>>ind<< He looks young.	Dia terlihat muda.
>>ind<< He was perfect.	Dia sempurna.
>>ind<< He's a student.	Dia seorang siswa.
>>ind<< His name's Tom.	Namanya Tom.
>>ind<< Honey is sweet.	Madu itu manis.
>>ind<< How late is it?	Sudah terlambat berapa lamakah?
>>ind<< How late is it?	Sudah telat berapa lamakah?
>>ind<< How late is it?	Sudah telat berapa lama?
>>ind<< How much is it?	Berapa harganya?
>>ind<< How's it going?	Apa kabar?
>>ind<< I admit I lost.	Aku mengaku kalah.
>>ind<< I am a student.	Saya adalah seorang siswa.
>>ind<< I am a teacher.	Saya seorang guru.
>>ind<< I borrow money.	Saya meminjam uang.
>>ind<< I can sense it.	Aku bisa merasakannya.
>>ind<< I did it again.	Aku melakukannya lagi.
>>ind<< I dislike eggs.	Aku tidak suka telur.
>>ind<< I gave it back.	Aku mengembalikannya.
>>ind<< I go to school.	Saya pergi ke sekolah.
>>ind<< I hate dancing.	Aku benci menari.
>>ind<< I hate spiders.	Aku benci laba laba-laba.
>>ind<< I hate you all.	Aku benci kalian semua.
>>ind<< I have a fever.	Saya demam.
>>ind<< I have a house.	Saya punya rumah.
>>ind<< I have an idea.	Aku punya ide.
>>ind<< I have no clue.	Aku tidak tahu sama sekali.
>>ind<< I have no time.	Saya tidak punya waktu.
>>ind<< I have to help.	Aku harus membantu.
>>ind<< I kept playing.	Aku terus bermain.
>>ind<< I let Tom talk.	Aku membiarkan Tom berbicara.
>>ind<< I like lasagna.	Aku suka lasagna.
>>ind<< I like lettuce.	Aku suka selada.
>>ind<< I like noodles.	Aku suka mi.
>>ind<< I like rabbits.	Aku suka kelinci.
>>ind<< I like sausage.	Aku suka sosis.
>>ind<< I like singing.	Aku suka bernyanyi.
>>ind<< I like surfing.	Saya suka berselancar.
>>ind<< I like to sing.	Saya suka bernyanyi.
>>ind<< I love dessert.	Saya suka makanan penutup.
>>ind<< I love lasagna.	Aku suka lasagna.
>>ind<< I must decline.	Aku harus menolak.
>>ind<< I need a stamp.	Aku butuh perangko.
>>ind<< I need friends.	Saya butuh teman.
>>ind<< I said go home.	Aku bilang, pulanglah.
>>ind<< I sat in front.	Aku duduk di depan.
>>ind<< I teach French.	Saya mengajar bahasa Prancis.
>>ind<< I turned right.	Saya belok ke kanan.
>>ind<< I want a puppy.	Aku ingin seekor anak anjing.
>>ind<< I want popcorn.	Aku mau popcorn.
>>ind<< I want to know.	Aku ingin tahu.
>>ind<< I want to live.	Aku ingin hidup.
>>ind<< I want to play.	Saya ingin main.
>>ind<< I wear glasses.	Saya memakai kacamata.
>>ind<< I will testify.	Saya akan bersaksi.
>>ind<< I won't eat it.	Aku tidak mau memakannya.
>>ind<< I won't eat it.	Saya tidak mau memakan itu.
>>ind<< I'd rather die.	Lebih baik aku mati.
>>ind<< I'll ask later.	Aku akan tanya nanti.
>>ind<< I'll come, too.	Aku akan datang juga.
>>ind<< I'll help, too.	Saya akan bantu juga.
