>>nds<< Run!	Loop!
>>nds<< We don't know her.	Wi kennt ehr nich.
>>nds<< We need your help.	Wi bruukt dien Hülp.
>>nds<< We saw them leave.	Wi hebbt jem gahn sehn.
>>nds<< We're quite drunk.	Wi sünd temlich duun.
>>nds<< What is happiness?	Wat is Glück?
>>nds<< What was going on?	Wat weer loos?
>>nds<< When do we arrive?	Wannehr sünd wi dor?
>>nds<< Where do you work?	Woneem arbeidst du?
>>nds<< Where is your dog?	Woneem is dien Hund?
>>nds<< Where've you been?	Woneem weren ji?
>>nds<< Who was Mona Lisa?	’Keen weer Mona Lisa?
>>nds<< Yesterday was hot.	Güstern weer ’t hitt.
>>nds<< You are a bit fat.	Du büst en beten besett.
>>nds<< You are my mother.	Du büst miene Moder.
>>nds<< You can't stop me.	Du kannst mi nich ophollen.
>>nds<< You have no taste.	Du hest keen Smack.
>>nds<< You made an error.	Du hest en Fehler maakt.
>>nds<< Your house is big.	Ehr Huus is groot.
>>nds<< Your time is over.	Diene Tied is vörbi.
>>nds<< All sugar is sweet.	All Sucker is sööt.
>>nds<< Can you forgive me?	Kannst du mi vergeven?
>>nds<< Did you get a beer?	Hest du en Beer kregen?
>>nds<< Do as he tells you.	Do, wat he di seggt.
>>nds<< Does it hurt a lot?	Deit dat dull weh?
>>nds<< Does your dog bite?	Bitt dien Hund?
>>nds<< He OD'd on cocaine.	He hett en Överdosis Kokain nahmen.
>>nds<< He can't stay long.	He kann nich lang blieven.
>>nds<< He disliked school.	He müch de School nich.
>>nds<< He had an accident.	He harr en Unfall.
>>nds<< He has a white cat.	He hett en witte Katt.
>>nds<< He is just a child.	He is bloot en Kind.
>>nds<< He is very careful.	He is temlich vörsichtig.
>>nds<< He was getting old.	He deed bilütten oold warrn.
>>nds<< He weighs 70 kilos.	He wiggt söventig Kilo.
>>nds<< He works at a bank.	He arbeidt in ’e Bank.
>>nds<< He works at a bank.	He arbeidt bi de Bank.
>>nds<< He works very hard.	He arbeidt temlich hart.
>>nds<< He's a little pale.	He is en beten bleek.
>>nds<< He's coming closer.	He kummt neger.
>>nds<< How do you do that?	Woans deist du dat?
>>nds<< How much is a room?	Woveel köst en Kamer?
>>nds<< I bought a Picasso.	Ik heff en Picasso köfft.
>>nds<< I can't exclude it.	Ik kann dat nich utsluten.
>>nds<< I did this for you.	Ik heff dat för di daan.
>>nds<< I didn't know this.	Dat heff ik nich wüsst.
>>nds<< I didn't want that.	Ik wull dat nich.
>>nds<< I don't have a cat.	Ik heff keen Katt.
>>nds<< I don't have money.	Ik heff keen Geld.
>>nds<< I don't like sushi.	Ik mag keen Sushi.
>>nds<< I don't understand.	Ik verstah nich.
>>nds<< I don't understand.	Dat verstah ik nich.
>>nds<< I don't understand.	Ik begriep dat nich.
>>nds<< I handed him a map.	Ik heff em en Koort geven.
>>nds<< I know his address.	Ik kenn sien Adress.
>>nds<< I know what he did.	Ik weet wat he daan hett.
>>nds<< I know you're rich.	Ik weet, dat du riek büst.
>>nds<< I like being alone.	Ik bün geern alleen.
>>nds<< I live in the city.	Ik leev in ’e Stad.
>>nds<< I lost my identity.	Ik heff mien Identität verloren.
>>nds<< I sat up all night.	Ik heff de ganze Nacht waakt.
>>nds<< I want my own room.	Ik will en egen Kamer.
>>nds<< I want to kiss you.	Ik will di küssen.
>>nds<< I woke up too late.	Ik bün to laat opwaakt.
>>nds<< I'm a good teacher.	Ik bün en goden Lehrer.
>>nds<< I'm a little tired.	Ik bün en beten mööd.
>>nds<< I'm from Singapore.	Ik kaam ut Singapur.
>>nds<< I'm not a magician.	Ik bün keen Töverer.
>>nds<< I'm not going back.	Ik gah nich trügg.
>>nds<< I'm very tired now.	Ik bün nu temlich mööd.
>>nds<< I've cut my finger.	Ik heff mi in ’n Finger sneden.
>>nds<< Is this book yours?	Is dat dien Book?
>>nds<< It is Monday today.	Vondaag is Maandag.
>>nds<< It was nearly noon.	Dat weer binah Middag.
>>nds<< It was pitch-black.	Dat weer stockdüüster.
>>nds<< It was pitch-black.	Dat weer stickendüüster.
>>nds<< It was pitch-black.	Dat weer pickdüüster.
>>nds<< It's not important.	Dat is nich wichtig.
>>nds<< It's seven o'clock.	Dat is Klock söven.
>>nds<< It's snowing today.	Dat sneet vondaag.
>>nds<< It's time to sleep.	Dat is Tied to slapen.
>>nds<< It's too expensive.	Dat is to düür!
>>nds<< It's too expensive.	Dat is to düür.
>>nds<< Italy is in Europe.	Italien is in Europa.
>>nds<< Knowledge is power.	Weten is Macht.
>>nds<< Listen, all of you.	Höört to, ji all.
>>nds<< Look! She's coming!	Kiek! Se kummt!
>>nds<< My parents are old.	Miene Öllern sünd oold.
>>nds<< My wife cooks well.	Miene Froo kaakt good.
>>nds<< Nothing is missing.	Fehlt nix.
>>nds<< Owls hunt at night.	Ulen jaagt bi Nacht.
>>nds<< Please take a seat.	Gah man sitten.
>>nds<< Shall we stop soon?	Wüllt wi bald opholen?
>>nds<< She does not smoke.	Se smöökt nich.
>>nds<< She has seven sons.	Se hett söven Söhns.
>>nds<< She heard him sing.	Se hett em singen höört.
>>nds<< She is helping him.	Se helpt em.
>>nds<< She is kind to him.	Se is fründlich to em.
>>nds<< She is kissing him.	Se küsst em.
>>nds<< She listens to him.	Se höört em to.
>>nds<< She needs our help.	Se bruukt uns Hülp.
>>nds<< She threatened him.	Se deed em drohn.
>>nds<< She's my godmother.	Se is mien Vaddersche.
>>nds<< She's only a child.	Se is man en Kind.
>>nds<< Stay where you are.	Bliev wo du büst.
>>nds<< That's interesting.	Dat is intressant.
>>nds<< That's unimportant.	Dat is nich wichtig.
>>nds<< The baby is asleep.	Dat Baby slöppt.
>>nds<< The clock is wrong.	De Klock geiht verkehrt.
>>nds<< The dog looks sick.	De Hund sütt krank ut.
>>nds<< The dog seems sick.	De Hund sütt krank ut.
>>nds<< The dress is green.	Dat Kleed is gröön.
>>nds<< The ice is melting.	Dat Ies smült.
>>nds<< The paper is white.	Dat Poppeer is witt.
>>nds<< The parrot is dead.	De Papegai is dood.
>>nds<< The summer is over.	De Sommer is vörbi.
>>nds<< The table is green.	De Disch is gröön.
>>nds<< The woman is naked.	De Froo is naakd.
>>nds<< These are my books.	Dat sünd miene Böker.
>>nds<< These aren't words.	Dat sünd keen Wöör.
>>nds<< They've fooled you.	Se hebbt di narrt.
>>nds<< This can't be true.	Dat kann nich wohr wesen.
>>nds<< This soil is moist.	De Bodden is fuchtig.
>>nds<< Those are my books.	Dat sünd miene Böker.
>>nds<< Today is a hot day.	Vondaag is dat hitt.
>>nds<< Turn off the light.	Maak dat Licht ut.
>>nds<< Watching TV is fun.	Feernsehn kieken maakt Spaaß.
>>nds<< Water is important.	Water is wichtig.
>>nds<< We can't afford it.	Wi köönt dat nich tügen.
>>nds<< We do not know her.	Wi kennt ehr nich.
>>nds<< We do not know him.	Wi kennt em nich.
>>nds<< We have to act now.	Wi mööt nu wat doon.
>>nds<< We ran in the park.	Wi löpen in ’n Park.
>>nds<< We're almost there.	Wi sünd al meist dor.
>>nds<< What are you doing?	Wat maakst du?
>>nds<< What are you doing?	Wat deist du?
>>nds<< What's the problem?	Wat is dat Probleem?
>>nds<< When's the wedding?	Wannehr is de Hochtied?
>>nds<< Where are we going?	Wo gaht wi hen?
>>nds<< Where is your room?	Woneem is dien Kamer?
>>nds<< Where's the bakery?	Woneem is de Bäckeree?
>>nds<< Who allowed him in?	’Keen hett em rinlaten?
>>nds<< Who do you talk to?	Mit ’keen snackt du?
>>nds<< Who's your teacher?	’Keen is dien Schoolmeester?
>>nds<< Whose food is this?	’Keen sien Eten is dit hier?
>>nds<< Whose is that book?	’Keen sien Book is dat?
>>nds<< Why are you crying?	Worüm weent ji?
>>nds<< Why are you crying?	Worüm weenst du?
>>nds<< Why are you so mad?	Worüm büst du so wöterig?
>>nds<< Why are you so sad?	Worüm sünd ji so trurig?
>>nds<< Will it rain today?	Schall dat vondaag Regen geven?
>>nds<< You can't eat here.	Du kannst hier nich eten.
>>nds<< You made a mistake.	Du hest en Fehler maakt.
>>nds<< You've overdone it.	Du hest dat överdreven.
>>nds<< All I have is books.	Allens, wat ik heff, sünd Böker.
>>nds<< Anybody can do that.	Elkeen kann dat doon.
>>nds<< Are you the prophet?	Büst du de Profeet?
>>nds<< Change your clothes.	Treck di wat anners an.
>>nds<< Did I miss anything?	Heff ik wat verpasst?
>>nds<< Do you have a child?	Hest du en Kind?
>>nds<< Does your head hurt?	Deit di dien Kopp weh?
>>nds<< Don't open the door.	Maak de Döör nich apen.
>>nds<< Don't slam the door.	Bums de Döör nich.
>>nds<< Everything is ready.	Allens is trech.
>>nds<< Get her out of here.	Bring ehr weg.
>>nds<< He did it for money.	He hett dat för Geld maakt.
>>nds<< He did not want war.	He wull keen Krieg.
>>nds<< He didn't know that.	He wüss dat nich.
>>nds<< He has enough money.	He hett noog Geld.
>>nds<< He has two Picassos.	He hett twee Picassos.
>>nds<< He is always joking.	He jökelt jümmer rüm.
>>nds<< He knows everything.	He weet allens.
>>nds<< He's afraid of dogs.	He is bang vör Hunnen.
>>nds<< He's always on time.	He is jümmer niep mit de Tied.
>>nds<< He's the oldest son.	He is de öllst Söhn.
>>nds<< His shoes are brown.	Siene Schoh sünd bruun.
>>nds<< How do magnets work?	Woans funkschoneert Magneten?
>>nds<< How do you feel now?	Wo föhlst du di nu?
>>nds<< How much will it be?	Woveel köst dat?
>>nds<< I am a fast swimmer.	Ik bün en gauen Swemmer.
>>nds<< I am a teacher, too.	Ik bün ook Schoolmeester.
>>nds<< I am going to sleep.	Ik gah slapen.
>>nds<< I arrived too early.	Ik bün to froh ankamen.
>>nds<< I built a new house.	Ik heff en neet Huus boot.
>>nds<< I can come at three.	Üm dree kann ik kamen.
>>nds<< I can see the light.	Ik kann dat Licht sehn.
>>nds<< I can't find my key.	Ik kann mien Slötel nich finnen.
>>nds<< I dreamed about you.	Ik heff von di dröömt.
>>nds<< I eat with my hands.	Ik eet mit mien Hannen.
>>nds<< I forgot about that.	Dat heff ik vergeten.
>>nds<< I have a dictionary.	Ik heff en Wöörbook.
>>nds<< I have many friends.	Ik heff veel Frünnen.
>>nds<< I have to leave now.	Ik mutt nu weg.
>>nds<< I have to leave now.	Ik mutt nu loos.
>>nds<< I haven't eaten yet.	Ik heff noch nich eten.
>>nds<< I haven't forgotten.	Ik heff dat nich vergeten.
>>nds<< I know you are rich.	Ik weet, dat du riek büst.
>>nds<< I like light colors.	Ik mag helle Klören.
>>nds<< I love blackberries.	Ik mag Brummelbeern.
>>nds<< I see what you mean.	Ik verstah, wat du meenst.
>>nds<< I sent you a letter.	Ik heff di en Breev tostüürt.
>>nds<< I sleep standing up.	Ik slaap in ’t Stahn.
>>nds<< I think I've got it.	Ik glööv, ik heff ’t.
>>nds<< I want another beer.	Ik will noch en Beer.
>>nds<< I wish I were young.	Ik wull, ik weer jung.
>>nds<< I won't do it again.	Ik do ’t nich wedder.
>>nds<< I'll be back at six.	Ik bün Klock söss trügg.
>>nds<< I'll be back at ten.	Ik bün Klock teihn trügg.
>>nds<< I'm a stranger here.	Ik bün en Frömmen hier.
>>nds<< I'm against the war.	Ik bün gegen den Krieg.
>>nds<< I'm better than him.	Ik bün beter as he.
>>nds<< I'm drinking coffee.	Ik drink Kaffe.
>>nds<< I'm eating an apple.	Ik eet en Appel.
>>nds<< I'm forty years old.	Ik bün veertig Johr oold.
>>nds<< I'm only a customer.	Ik bün bloot en Kunn.
>>nds<< I'm taller than you.	Ik bün grötter as du.
>>nds<< I'm trying to sleep.	Ik versöök to slapen.
>>nds<< I've borrowed a car.	Ik heff en Auto utlehnt.
>>nds<< I've got a question.	Ik heff en Fraag.
>>nds<< I've lost my wallet.	Ik heff mien Portmaneet verloren.
>>nds<< Is everything ready?	Is allens trech?
>>nds<< It is too expensive.	Dat is to düür.
>>nds<< It tastes very good.	Dat hett temlich good smeckt.
>>nds<< It was hard as rock.	Dat weer hart as Steen.
>>nds<< Japanese are Asians.	Japaners sünd Asiaten.
>>nds<< Let me have a taste.	Laat mi man proven.
>>nds<< Let's try something.	Laat uns wat versöken!
>>nds<< Lie on your stomach.	Legg di op ’n Buuk.
>>nds<< My back still hurts.	Mien Rügg deit jümmer noch weh.
>>nds<< My back still hurts.	Mien Puckel deit jümmer noch weh.
>>nds<< My new dress is red.	Mien neet Kleed is rood.
>>nds<< My nose is bleeding.	Mien Nees blödd.
>>nds<< My throat feels dry.	Mien Strott föhlt sik dröög an.
>>nds<< My trousers are wet.	Miene Büx is natt.
>>nds<< Nobody speaks to me.	Nüms snackt mit mi.
>>nds<< Nobody speaks to me.	Nüms praat mit mi.
>>nds<< Nobody speaks to me.	Nüms küert mit mi.
>>nds<< Perhaps that's true.	Villicht stimmt dat.
>>nds<< Play me some Chopin.	Speel mi en beten Chopin.
>>nds<< She agreed with him.	Se deed em tostimmen.
>>nds<< She boiled the eggs.	Se deed de Eier kaken.
>>nds<< She danced with him.	Se hett mit em danst.
>>nds<< She gave him a book.	Se geev em en Book.
>>nds<< She has 2,000 books.	Se hett 2000 Böker.
>>nds<< She has a white cat.	Se hett en witte Katt.
>>nds<< She has no brothers.	Se hett keen Bröder.
>>nds<< She is just a child.	Se is bloot en Kind.
>>nds<< She is still a girl.	Se is noch en Deern.
>>nds<< She kicked him hard.	Se hett em düchtig peddt.
>>nds<< She locked the door.	Se möök de Döör dicht.
>>nds<< She locked the door.	Se deed de Döör dichtsluten.
>>nds<< She sat next to him.	Se deed blangen em sitten.
>>nds<< She still buys milk.	Se köfft noch jümmer Melk.
>>nds<< She stopped smoking.	Se höör mit Smöken op.
>>nds<< She understands him.	Se versteiht em.
>>nds<< She watched him eat.	Se keek em bi ’t Eten to.
>>nds<< Take off your shoes.	Treck dien Schoh ut.
>>nds<< Thailand is in Asia.	Thailand liggt in Asien.
>>nds<< That isn't the same.	Dat is nich dat sülve.
>>nds<< That makes me angry.	Dat argert mi.
>>nds<< That's a lemon tree.	Dat is en Zitronenboom.
>>nds<< That's not my fault.	Dat is nich mien Schuld.
>>nds<< That's not possible.	Dat geiht nich.
>>nds<< That's true as well.	Dat is ook wohr.
>>nds<< That's your funeral.	Dat is dien Gräffnis.
>>nds<< The apples are ripe.	De Appels sünd riep.
>>nds<< The clouds hung low.	De Wulken hüngen sied.
>>nds<< The computer is new.	De Computer is nee.
>>nds<< The dog bit my hand.	De Hund hett mi in ’e Hand beten.
>>nds<< The house is pretty.	Dat Huus is smuck.
>>nds<< The letter returned.	De Breev keem trügg.
>>nds<< The radio is broken.	Dat Radio is kaputt.
>>nds<< The snow has melted.	De Snee is smulten.
>>nds<< This CD is my son's.	Disse CD höört mien Söhn to.
>>nds<< This is my own bike.	Dat is mien egen Fohrrad.
>>nds<< Tom is in the house.	Tom is in ’t Huus.
>>nds<< Tom lay on his back.	Tom leeg op ’n Rügg.
>>nds<< We all like cycling.	Wi föhrt all geern Fohrrad.
>>nds<< We're at home today.	Vondaag sünd wi tohuus.
>>nds<< We're eating apples.	Wi eet Appels.
>>nds<< We're in the forest.	Wi sünd in ’n Woold.
>>nds<< We're open tomorrow.	Wi hebbt morgen apen.
>>nds<< We're out of danger.	Wi sünd buten Gefohr.
>>nds<< We've got a problem.	Wi hebbt en Probleem.
>>nds<< What are they doing?	Wat maakt se?
>>nds<< What should I bring?	Wat schall ik mitbringen?
>>nds<< What's in your hand?	Wat hest du in ’e Hand?
>>nds<< When will you leave?	Wannehr geihst du loos?
>>nds<< Where are the shoes?	Woneem sünd de Schoh?
>>nds<< Where are you going?	Wo geihst du hen?
>>nds<< Where have you been?	Woneem weren ji?
>>nds<< Where were you born?	Woneem büst du boren?
>>nds<< Who did you talk to?	Mit ’keen hest du snackt?
>>nds<< Who sings that song?	’Keen singt dit Leed?
>>nds<< Who wrote this book?	’Keen hett dit Book schreven?
>>nds<< Who wrote this poem?	’Keen hett dit Gedicht schreven?
>>nds<< Who's going with me?	’Keen kummt mit mi?
>>nds<< Why did he run away?	Worüm is he weglopen?
>>nds<< Why did you call me?	Worüm hest du mi ropen?
>>nds<< Why did you call me?	Worüm hest du mi anropen?
>>nds<< Why is the sky blue?	Worüm is de Heven blau?
>>nds<< You are a good cook.	Du büst en goden Kock.
>>nds<< You must study more.	Du musst mehr lehren.
>>nds<< You're looking good!	Ji seht good ut!
>>nds<< Your father is tall.	Dien Vader is groot.
>>nds<< Your shoes are here.	Diene Schoh sünd hier.
>>nds<< Are my socks dry yet?	Sünd mien Söcken al dröög?
>>nds<< Are you able to swim?	Kannst du swemmen?
>>nds<< Are you feeling sick?	Föhlst du di süük?
>>nds<< Buy the full version.	Kööp de Vullversion.
>>nds<< Can I ask a question?	Dröff ik en Fraag stellen?
>>nds<< Can I sit beside you?	Dröff ik blangen di sitten?
>>nds<< Children need loving.	Kinner bruukt Leevd.
>>nds<< Do whatever you want.	Do, wat du wullt.
>>nds<< Do you have a minute?	Hest du kort Tied?
>>nds<< Do you recognize him?	Kennst du em?
>>nds<< Do you speak English?	Snackst du Engelsch?
>>nds<< Don't make a mistake.	Maak keen Fehler.
>>nds<< Fish live in the sea.	Fisch leevt in de See.
>>nds<< France borders Italy.	Frankriek grenzt an Italien.
>>nds<< France borders Spain.	Frankriek grenzt an Spanien.
>>nds<< Go to the barbershop.	Gah na ’n Putzbüdel.
>>nds<< Good night, everyone!	Gode Nacht alltohoop!
>>nds<< Have you fed the dog?	Hest du den Hund fuddert?
>>nds<< He comes from Geneva.	He kummt ut Genf.
>>nds<< He gets tired easily.	He warrt licht mööd.
>>nds<< He had fifty dollars.	He harr föfftig Dollar.
>>nds<< He has a good memory.	He hett en behöllern Kopp.
>>nds<< He is afraid of dogs.	He is bang vör Hunnen.
>>nds<< He is friendly to me.	He is fründlich to mi.
>>nds<< He is my best friend.	He is mien besten Fründ.
>>nds<< He wants to kiss her.	He will ehr küssen.
>>nds<< He was out of breath.	He weer ganz ut ’e Puust.
>>nds<< He's got a white cat.	He hett en witte Katt.
>>nds<< He's offered to help.	He hett anbaden mittohelpen.
>>nds<< He's taking a shower.	He duuscht.
>>nds<< How many do you want?	Woveel wullt du?
>>nds<< How much is one beer?	Woveel köst en Beer?
>>nds<< I am eating an apple.	Ik eet en Appel.
>>nds<< I am forced to do it.	Ik mutt dat doon.
>>nds<< I bought fresh bread.	Ik heff frisch Brood köfft.
>>nds<< I can hear something.	Ik höör wat.
>>nds<< I can't afford a car.	Ik kann mi keen Auto tügen.
>>nds<< I crossed the street.	Ik bün över de Straat gahn.
>>nds<< I didn't see anybody.	Ik heff nüms sehn.
>>nds<< I don't have a sword.	Ik heff keen Sweerd.
>>nds<< I don't want to work.	Ik will nich arbeiden.
>>nds<< I had a heart attack.	Ik heff en Hartanfall hatt.
>>nds<< I have two daughters.	Ik heff twee Döchter.
>>nds<< I just took a shower.	Ik heff jüst duuscht.
>>nds<< I know her very well.	Ik kenn ehr temlich good.
>>nds<< I know what you mean.	Ik weet, wat du meenst.
>>nds<< I know what you mean.	Ik weet wat du meenst.
>>nds<< I know your language.	Ik kenn dien Spraak.
>>nds<< I like her very much.	Ik mag ehr temlich geern.
>>nds<< I like reading books.	Ik lees geern Böker.
>>nds<< I like to wear clogs.	Ik draag geern Holschen.
>>nds<< I must buy groceries.	Ik mutt inköpen gahn.
>>nds<< I need a new bicycle.	Ik bruuk en neet Fohrrad.
>>nds<< I no longer like you.	Ik mag di nich mehr.
>>nds<< I owe him 50,000 yen.	Ik bün em 50.000 Yen schüllig.
>>nds<< I think we need help.	Mi dücht, wi bruukt Hülp.
>>nds<< I usually go on foot.	Ik gah normalerwies to Foot.
>>nds<< I was playing tennis.	Ik heff Tennis speelt.
>>nds<< I was reading a book.	Ik heff en Book leest.
>>nds<< I went to the market.	Ik bün na ’n Markt gahn.
>>nds<< I won the gold medal.	Ik heff de Goldmedalje wunnen.
>>nds<< I'd like to kiss you.	Ik deed di geern küssen.
>>nds<< I'm allergic to fish.	Ik bün allergisch gegen Fisch.
>>nds<< I'm doing well today.	Vondaag geiht mi dat good.
>>nds<< I'm not at all tired.	Ik bün gornich mööd.
>>nds<< I'm smarter than you.	Ik bün klöker as du.
>>nds<< I'm still very tired.	Ik bün noch temlich mööd.
>>nds<< I'm writing a letter.	Ik schriev en Breev.
>>nds<< I've already done it.	Ik heff dat al daan.
>>nds<< I've lost my friends.	Ik heff mien Frünnen verloren.
>>nds<< I've run three miles.	Ik bün dree Mielen lopen.
>>nds<< Is anyone else going?	Geiht dor ans noch een hen?
>>nds<< It was time to leave.	Dat weer Tied to gahn.
>>nds<< May I borrow this CD?	Kann ik mi disse CD utborgen?
>>nds<< May I have your name?	Dröff ik dien Naam weten?
>>nds<< My father's a doctor.	Mien Vader is en Dokter.
>>nds<< My headache has gone.	Mien Kopp deit nich mehr weh.
>>nds<< My sister is married.	Mien Süster is verheiraadt.
>>nds<< My skirt is too long.	Mien Rock is to lang.
>>nds<< Please have some pie.	Eet doch en Stück Koken.
>>nds<< She bought him a car.	Se hett em en Auto köfft.
>>nds<< She bought him a dog.	Se hett em en Hund köfft.
>>nds<< She did it carefully.	Se deed dat vörsichtig.
>>nds<< She found him a seat.	Se hett en Platz för em funnen.
